n_bar,chi_IX_IX_fit,chi_XI_XI_fit
3.011501501501501,0.002020798330630127,0.002020794303122383
3.031511511511511,0.002029746665908316,0.0020297426155963237
3.0515215215215212,0.0020386842598449366,0.0020386801871303947
3.071531531531531,0.0020476111257268464,0.002047607031009835
3.0915415415415413,0.0020565272768264405,0.0020565231605054178
3.111551551551551,0.0020654327264016444,0.0020654285888734563
3.1315615615615613,0.0020743274876959235,0.002074323329355799
3.151571571571571,0.0020832115739382747,0.002083207395179831
3.1715815815815813,0.0020920849983432294,0.0020920807995584738
3.191591591591591,0.0021009477741108554,0.0021009435556901875
3.2116016016016014,0.002109799914426753,0.002109795676758968
3.231611611611611,0.002118641432462058,0.0021186371759343474
3.251621621621621,0.0021274723413734426,0.0021274680663713958
3.271631631631631,0.002136292654303111,0.0021362883612107207
3.291641641641641,0.0021451023843788034,0.002145098073578463
3.311651651651651,0.0021539015447137938,0.002153897216586305
3.331661661661661,0.0021626901484068923,0.0021626858033314627
3.3516716716716712,0.0021714682085424417,0.0021714638468966906
3.371681681681681,0.0021802357381903214,0.0021802313603502786
3.3916916916916913,0.0021889927504059434,0.0021889883567460552
3.411701701701701,0.0021977392582302564,0.0021977348491233843
3.4317117117117113,0.002206475274689742,0.0022064708505071667
3.451721721721721,0.0022152008127964175,0.0022151963739078405
3.4717317317317313,0.0022239158855478338,0.0022239114323213825
3.491741741741741,0.0022326205059270787,0.002232616038729302
3.5117517517517514,0.0022413146869027715,0.002241310206098649
3.531761761761761,0.0022499984414290682,0.002249993947382008
3.5517717717717714,0.002258671782445659,0.0022586672755175027
3.571781781781781,0.0022673347228777683,0.0022673302034287904
3.5917917917917914,0.002275987275636156,0.002275982744025069
3.611801801801801,0.002284629453617116,0.0022846249102010706
3.6318118118118115,0.0022932612697024765,0.002293256714837064
3.6518218218218212,0.0023018827367596007,0.0023018781707988567
3.6718318318318315,0.0023104938676413874,0.0023104892909377923
3.6918418418418413,0.0023190946751862683,0.0023190900880907498
3.7118518518518515,0.0023276851722182105,0.002327680575080148
3.7318618618618613,0.0023362653715467167,0.0023362607647139386
3.7518718718718715,0.0023448352859668227,0.0023448306697856146
3.7718818818818813,0.002353394928259099,0.002353390303074202
3.7918918918918916,0.0023619443111896525,0.0023619396773442653
3.8119019019019014,0.0023704834475101223,0.0023704788053459064
3.8319119119119116,0.0023790123499576846,0.002379007699814764
3.8519219219219214,0.002387531031255047,0.0023875263734720116
3.871931931931931,0.0023960395041104556,0.0023960348390243613
3.8919419419419414,0.0024045377812176895,0.002404533109164063
3.9119519519519512,0.0024130258752560604,0.0024130211965689013
3.9319619619619615,0.0024215037988904176,0.002421499113902199
3.9519719719719713,0.0024299715647711434,0.0024299668738128138
3.9719819819819815,0.002438429185534155,0.0024384244889351435
3.9919919919919913,0.0024468766738009054,0.00244687197188912
4.012002002002001,0.0024553140421783803,0.002455309335280213
4.032012012012012,0.0024637413032591008,0.00246373659169943
4.0520220220220216,0.002472158469621124,0.0024721537537233137
4.072032032032031,0.0024805655538280387,0.0024805608339139446
4.092042042042041,0.002488962568428971,0.0024889578448189387
4.112052052052052,0.0024973495259585816,0.0024973447989714514
4.132062062062062,0.002505726438937063,0.0025057217088901734
4.152072072072071,0.002514093319870146,0.002514088587079331
4.172082082082081,0.0025224501812490924,0.0025224454460286896
4.192092092092092,0.0025307970355507026,0.002530792298213551
4.212102102102102,0.0025391338952373077,0.0025391291560947524
4.2321121121121115,0.002547460772756776,0.0025474560321186693
4.252122122122121,0.0025557776805425103,0.0025557729387172133
4.272132132132132,0.002564084631013447,0.002564079888307834
4.292142142142142,0.0025723816365740572,0.0025723768932935155
4.3121521521521515,0.0025806687096143473,0.0025806639660627805
4.332162162162161,0.0025889458625098587,0.0025889411189896883
4.352172172172172,0.0025972131076216656,0.0025972083644338366
4.372182182182182,0.0026054704572963778,0.0026054657147403554
4.392192192192192,0.0026137179238661414,0.002613713182239917
4.412202202202201,0.002621955519648635,0.0026219507792487264
4.432212212212212,0.002630183256947071,0.002630178518068528
4.452222222222222,0.0026384011480502004,0.002638396410986602
4.472232232232232,0.002646609205232305,0.0026466044702757644
4.4922422422422414,0.0026548074407532025,0.0026548027081943703
4.512252252252251,0.0026629958668582454,0.0026629911369863103
4.532262262262262,0.0026711744957783217,0.0026711697688810124
4.552272272272272,0.0026793433397298517,0.00267933861609344
4.5722822822822815,0.0026875024109147922,0.0026874976908240955
4.592292292292291,0.0026956517215206348,0.0026956470052590165
4.612302302302302,0.002703791283720404,0.002703786571569779
4.632312312312312,0.0027119211096726607,0.002711916401913494
4.652322322322322,0.0027200412115214994,0.0027200365084328096
4.672332332332331,0.0027281516013965496,0.0027281469032559126
4.692342342342342,0.0027362522914129756,0.0027362475984965247
4.712352352352352,0.0027443432936714762,0.002744338606253906
4.732362362362362,0.0027524246202582842,0.002752419938612852
4.752372372372371,0.0027604962832451676,0.0027604916076436952
4.772382382382382,0.00276855829468943,0.0027685536254023063
4.792392392392392,0.002776610666633908,0.002776606003930091
4.812402402402402,0.002784653411106973,0.0027846487552539937
4.8324124124124115,0.002792686540122532,0.0027926818913864945
4.852422422422422,0.0028007100656800266,0.0028007054243256104
4.872432432432432,0.0028087239997644318,0.0028087193660548946
4.892442442442442,0.0028167283543462577,0.00281672372854344
4.9124524524524515,0.002824723141381551,0.0028247185237458717
4.932462462462462,0.00283270837281189,0.0028327037636023565
4.952472472472472,0.0028406840605643886,0.002840679460038595
4.972482482482482,0.002848650216551697,0.0028486456249658247
4.992492492492492,0.0028566068526719984,0.0028566022702808213
5.012502502502502,0.0028645539808090105,0.0028645494078658974
5.032512512512512,0.0028724916128319866,0.0028724870495889002
5.052522522522522,0.0028804197605957135,0.0028804152073032166
5.072532532532532,0.0028883384359405136,0.0028883338928477687
5.092542542542542,0.0028962476506922447,0.002896243118047016
5.112552552552552,0.0029041474166622964,0.002904142894710954
5.132562562562562,0.002912037745647596,0.002912033234635116
5.152572572572572,0.0029199186494306027,0.002919914149600572
5.1725825825825815,0.002927790139779313,0.0029277856513739283
5.192592592592592,0.002935652228447257,0.0029356477517073296
5.212602602602602,0.002943504927173498,0.002943500462338455
5.232612612612612,0.0029513482476826365,0.0029513437949905217
5.252622622622622,0.002959182201684805,0.0029591777613722837
5.272632632632632,0.0029670068008756725,0.0029670023731780334
5.292642642642642,0.002974822056936442,0.0029748176420875965
5.312652652652652,0.0029826279815338514,0.002982623579766339
5.332662662662662,0.002990424586320172,0.0029904201978651615
5.352672672672672,0.0029982118829332124,0.0029982075080205025
5.372682682682682,0.003005989882996312,0.003005985521854338
5.392692692692692,0.003013758598118349,0.0030137542509741785
5.412702702702702,0.0030215180398937324,0.0030215137069730734
5.432712712712712,0.00302926821990241,0.0030292639014296097
5.452722722722722,0.0030370091497098598,0.003037004845907907
5.472732732732732,0.003044740840867097,0.003044736551957627
