n_bar,chi_XX_XX_fit,chi_XX_XX_ci95_lower,chi_XX_XX_ci95_upper,abs_chi_II_XX_fit,abs_chi_II_XX_ci95_lower,abs_chi_II_XX_ci95_upper,chi_IX_IX_fit,chi_IX_IX_ci95_lower,chi_IX_IX_ci95_upper,chi_XI_XI_fit,chi_XI_XI_ci95_lower,chi_XI_XI_ci95_upper
0.6503203203203203,0.0009606616674398499,0.0009592414839180292,0.0009620509636636947,0.023488407444486437,0.02347797619316586,0.023498629812961823,0.0008856254379387946,0.0008854791637519221,0.0008858171777106525,0.0008856273956825769,0.0008854709485517857,0.0008858055026004867
0.6703303303303303,0.0009855487747734912,0.000984092746284466,0.0009869724366052316,0.023791008254029234,0.02378031676112481,0.023801506593856894,0.0008959386010130344,0.0008957885456103162,0.0008961351276932751,0.0008959404765501205,0.0008957802684178402,0.0008961231373047037
0.6903403403403403,0.0010107846830957482,0.001009293296104768,0.0010122421952065781,0.024093429786915553,0.024082479198826074,0.024104201603062283,0.0009062393533349943,0.0009060855629677502,0.000906440598447189,0.0009062411472738878,0.0009060772420916349,0.0009064283038940867
0.7103503503503503,0.001036368698552719,0.0010348424368544352,0.0010378595484829116,0.024395671860071782,0.024384448290527896,0.02440671466962431,0.0009165277098984469,0.0009163702365039839,0.0009167336053598556,0.0009165294228457693,0.0009163618841836007,0.0009167210176520698
0.7303603603603603,0.001062300127978839,0.0010607394727032264,0.0010638238061313559,0.02469773429099849,0.024686240417193046,0.024709045623137086,0.0009268036856826994,0.0009266425747322176,0.0009270141638033665,0.0009268053182431924,0.0009266342092905846,0.0009270012938470347
0.7503703703703704,0.001088578278896881,0.0010869837085151599,0.0010901342785309815,0.024999616897770468,0.024987855386365578,0.025011194293742534,0.0009370672956525934,0.0009369025924089807,0.0009372822891344447,0.0009370688484291211,0.0009368942319958502,0.0009372691477323121
0.7703803803803804,0.0011152024595179543,0.0011135744498485115,0.0011167902767428063,0.02530131949903666,0.025289293006180363,0.02531316051213036,0.0009473185547585055,0.000947150304276712,0.0009475379966944438,0.0009473200283520565,0.0009471419668690765,0.0009475245945461801
0.7903903903903904,0.0011421719787415051,0.001140511002955817,0.0011437911125097937,0.025602841914020246,0.02559055308536313,0.025614944109538088,0.0009575574779363461,0.000957385725063759,0.0009577813018093483,0.0009575588729460363,0.0009573774284663585,0.000957767645518521
0.8104004004004004,0.0011694861461553172,0.0011677926747838707,0.001171136098256856,0.02590418396251856,0.02589163543323044,0.025916544917751024,0.0009677840801075616,0.0009676088694843788,0.0009680122197897745,0.000967785397130635,0.0009676004384312016,0.0009679983173606228
0.8304104104104103,0.001197144272035511,0.0011954187729737245,0.0011988247372321026,0.026205345464903152,0.026192540342836055,0.026217962769102276,0.0009779983761791316,0.0009778197522387368,0.0009782309186292363,0.0009779996158109643,0.0009778108618297913,0.0009782166274781281
0.8504204204204203,0.0012251456673465443,0.001223388227559761,0.0012268577574684064,0.02650632624211977,0.02649326744070978,0.026519197496472757,0.0009882003810435713,0.0009880184151835549,0.0009884374234845972,0.0009882015438776727,0.000988009020388102,0.0009884225910520427
0.8704304304304303,0.001253489643741212,0.0012516964648610364,0.0012552329446695767,0.026807126115688334,0.026793835147732762,0.026820248933291175,0.0009983901095789302,0.0009982052225577227,0.0009986315999357777,0.0009983911962069454,0.0009981949405654983,0.0009986162232483108
0.8904404404404404,0.0012821755135606458,0.0012803468666486668,0.001283949613335679,0.02710774490770298,0.02709424047968049,0.027121116913534037,0.0010085675766487924,0.0010083798285284854,0.0010088134631004717,0.001008568587660504,0.0010083686370615636,0.0010087975301770768
0.9104504504504504,0.0013112025898343142,0.0013093387450860631,0.0013130070786503767,0.027408182440832006,0.027394468522458075,0.027421801271725648,0.0010187327971022766,0.0010185422475740172,0.0010189827321072892,0.001018733733085608,0.001018530124561707,0.001018966190609165
0.9304604604604604,0.0013405701862800237,0.001338671413026044,0.0013424046564809277,0.02770843853831794,0.027694519074822444,0.02772230184293812,0.0010288857857740365,0.0010286922980296143,0.0010291396316478305,0.0010288866473150522,0.0010286794177371639,0.0010291225517474953
0.9504704704704704,0.0013702776173039166,0.0013683442599039307,0.0013721416633781874,0.028008513023977485,0.02799439073657034,0.028022618462791343,0.00103902655748426,0.0010388299863636923,0.0010392842485671915,0.0010390273451671703,0.0010388165312449952,0.001039266628850149
0.9704804804804804,0.001400324198000473,0.0013983605946400477,0.0014022174165766062,0.028308405722201526,0.02829405369526595,0.028322728069198225,0.0010491551270386693,0.0010489555163797999,0.0010494165983098117,0.0010491558414458307,0.0010489414797280872,0.0010493984371596832
0.9904904904904904,0.0014307092441525108,0.0014287158100346176,0.0014326312339942313,0.02860811645795516,0.028593537432304417,0.028622651157822136,0.0010592715092285223,0.0010590689026291004,0.0010595366960427235,0.0010592721509404405,0.0010590542786207714,0.0010595179919031257
1.0105005005005003,0.001461432072231183,0.0014594092202647585,0.0014633824342327052,0.028907645056777672,0.028892841760863347,0.028922388915295295,0.0010693757188306107,0.0010691701596488162,0.0010696445569176468,0.0010693762884259423,0.001069154943070416,0.0010696253082919792
1.0305105105105103,0.0014924919993959808,0.0014904401402010626,0.001494470336577268,0.02920699134478253,0.029191966494716896,0.02922194118621726,0.001079467770607261,0.0010792593019622295,0.001079740196070991,0.0010794682686628163,0.0010792434863981322,0.0010797204015222195
1.0505205205205204,0.0015238883434947335,0.001521807885407596,0.0015258942609967542,0.029506155148657412,0.029490911448235735,0.02952130781571902,0.0010895476793063344,0.0010893363440786807,0.0010898236286238552,0.001089548106397079,0.0010893201960624497,0.0010898032867742956
1.0705305305305304,0.0015556204230636052,0.001553511772141899,0.001557653528143596,0.029805136295664177,0.029789676436387025,0.029820488338717983,0.0010996154596612272,0.001099401300493569,0.001099894869682025,0.0010996158163602842,0.0010993849437195334,0.0010998739792131298
1.0905405405405404,0.0015876875573270987,0.0015855511173549857,0.001589745316442041,0.030103934613638878,0.03008826127473447,0.030119482485775204,0.0011096711263908691,0.0011094541856883525,0.0011099539343359759,0.0011096714132695226,0.001109437626625559,0.0011099324939881179
1.1105505505505504,0.0016200890661980537,0.001617925238691342,0.0016221710106974552,0.030402549930991764,0.030386666068348094,0.03041829050652753,0.0011197146941997259,0.0011194950141305477,0.0011200008376608722,0.001119714911827421,0.0011194782589520654,0.001119978846233129
1.1305605605605604,0.0016528242702776462,0.0016506334544889312,0.0016549299475832066,0.030700982076707278,0.03068489044293835,0.030716912248422518,0.0011297461777777967,0.0011295238002737317,0.0011300355947165672,0.001129746326722144,0.0011295068550899393,0.0011300130510665056
1.1505705705705704,0.0016858924908553898,0.0016836752091346895,0.001688021451168362,0.030999230880344057,0.030982934128525003,0.031015347559438716,0.001139765591800616,0.0011395405487669831,0.0011400582205476014,0.0011397656726273926,0.0011395234294163405,0.0011400353649613114
1.1705805805805805,0.001719293049909135,0.0017170497193926314,0.0017214472283604444,0.03129729617203492,0.03128079694290261,0.03131359628808564,0.0011497729509292532,0.0011495451463929237,0.001150068867476093,0.0011497729642024042,0.0011495279962946989,0.0011500458572651934
1.1905905905905905,0.0017530252701050697,0.0017507562874585622,0.0017552062162621734,0.03159517778248689,0.03157847870446271,0.03161165828340382,0.0011597682698103115,0.0011595377415871556,0.0011600674530347322,0.001159768216091954,0.0011595205700747175,0.001160044262170262
1.2106006006006005,0.0017870884747977181,0.0017847942344030394,0.001789295868578154,0.031892875542981196,0.03187597923219394,0.03190953339496474,0.0011697515630759293,0.0011695183505609304,0.0011700539574889231,0.0011697514429263537,0.0011695011650923713,0.0011700305945568255
1.2306106106106105,0.001821481988029942,0.0018191628819902118,0.0018237155108835037,0.03219038928537322,0.03217329834568198,0.03220722125679107,0.0011797228453437796,0.0011794873203715857,0.001180028395781179,0.001179722659321451,0.0011794697956699057,0.0011800048692902122
1.2506206206206205,0.0018562051345329407,0.0018538615526778196,0.0018584644694386954,0.03248771884209259,0.032470435865109525,0.032504721817448394,0.0011896821312170696,0.0011894445077709156,0.0011899907828387978,0.0011896818798786317,0.0011894264761158392,0.0011899671009317745
1.2706306306306305,0.0018912572397262488,0.0018888895696171958,0.001893541734847289,0.032784864046143065,0.032767391611256344,0.03280203503690733,0.0011996294352845415,0.0011993896508070247,0.001199941133573861,0.0011996291191848176,0.0011993712207249616,0.0011999173020033288
1.2906406406406405,0.0019266376297177408,0.0019242462566532628,0.0019289452580229629,0.03308182473110265,0.03306416540549926,0.033099160766924235,0.0012095647721204724,0.001209323090478514,0.0012098794628832349,0.0012095643918124674,0.0012093040437783343,0.001209855489859863
1.3106506506506506,0.0019623456313036256,0.001959930938324537,0.0019646760280333606,0.03337860073112353,0.03336075706981209,0.033396098859786345,0.0012194881562846735,0.0012192446295587658,0.0012198057856485707,0.0012194877123195777,0.0012192249595432906,0.0012197816793078256
1.3306606606606606,0.0019983805719684497,0.0019959429398631245,0.0020007333743868295,0.03367519188093208,0.0336571664267658,0.033692849168311785,0.0012293996023224904,0.0012291542822565938,0.0012297201167363026,0.00122939909524968,0.0012291339822734356,0.0012296958851386785
