n_bar,chi_XX_XX_fit,chi_II_XX_abs_fit
8.874434434434434,0.033413843494988625,0.13131824633557132
8.894444444444444,0.03353153391414397,0.13153826586987302
8.914454454454454,0.03364934595617289,0.1317580799076482
8.934464464464464,0.033767279210127996,0.13197768850354183
8.954474474474473,0.03388533326575025,0.13219709171274288
8.974484484484483,0.034003507713469,0.1324162895909847
8.994494494494493,0.034121802144401824,0.13263528219454462
9.014504504504503,0.03424021615035472,0.13285406958024445
9.034514514514514,0.034358749323822026,0.13307265180544992
9.054524524524524,0.03447740125798636,0.13329102892807115
9.074534534534534,0.034596171546718714,0.13350920100656236
9.094544544544544,0.03471505978457843,0.13372716809992205
9.114554554554553,0.03483406556681314,0.13394493026769277
9.134564564564563,0.034953188489358876,0.13416248756996152
9.154574574574573,0.03507242814883995,0.13437984006735934
9.174584584584583,0.03519178414256904,0.13459698782106141
9.194594594594594,0.035311256068547174,0.1348139308927873
9.214604604604604,0.03543084352546367,0.1350306693448005
9.234614614614614,0.03555054611269623,0.13524720323990905
9.254624624624624,0.03567036343031085,0.13546353264146493
9.274634634634634,0.03579029507906192,0.1356796576133644
9.294644644644643,0.03591034066039213,0.13589557822004794
9.314654654654653,0.036030499776432495,0.1361112945265002
9.334664664664663,0.03615077203000238,0.13632680659825006
9.354674674674675,0.03627115702460953,0.13654211450137066
9.374684684684684,0.03639165436444994,0.13675721830247908
9.394694694694694,0.03651226365440801,0.13697211806873696
9.414704704704704,0.03663298450005647,0.1371868138678499
9.434714714714714,0.03675381650765635,0.13740130576806775
9.454724724724723,0.03687475928415706,0.13761559383818464
9.474734734734733,0.036995812437196324,0.13782967814753877
9.494744744744743,0.0371169755751002,0.13804355876601265
9.514754754754755,0.0372382483068831,0.13825723576403298
9.534764764764764,0.03735963024224776,0.13847070921257054
9.554774774774774,0.03748112099158526,0.1386839791831405
9.574784784784784,0.037602720165975,0.13889704574780207
9.594794794794794,0.03772442737718473,0.1391099089791587
9.614804804804804,0.037846242237670566,0.13932256895035816
9.634814814814813,0.037968164360576914,0.13953502573509224
9.654824824824823,0.03809019335973653,0.13974727940759707
9.674834834834833,0.03821232884967051,0.13995933004265287
9.694844844844845,0.03833457044558833,0.14017117771558418
9.714854854854854,0.0384569177633877,0.1403828225022596
9.734864864864864,0.03857937041965478,0.14059426447909212
9.754874874874874,0.03870192803166399,0.14080550372303868
9.774884884884884,0.038824590217378115,0.14101654031160069
9.794894894894894,0.038947356595448304,0.14122737432282353
9.814904904904903,0.03907022678521398,0.14143800583529692
9.834914914914913,0.03919320040670296,0.14164843492815474
9.854924924924925,0.03931627708063138,0.14185866168107505
9.874934934934934,0.03943945642840368,0.14206868617428017
9.894944944944944,0.0395627380721127,0.14227850848853657
9.914954954954954,0.039686121634539565,0.1424881287051549
9.934964964964964,0.03980960673915375,0.1426975469059901
9.954974974974974,0.0399331930101131,0.1429067631734412
9.974984984984983,0.04005688007226375,0.14311577759045152
9.994994994994993,0.040180667551140185,0.1433245902405085
10.015005005005005,0.04030455507296525,0.14353320120764393
10.035015015015015,0.0404285422646501,0.14374161057643356
10.055025025025024,0.040552628753794236,0.14394981843199756
10.075035035035034,0.040676814168685516,0.1441578248600002
10.095045045045044,0.040801098138300095,0.14436562994664998
10.115055055055054,0.0409254802923025,0.14457323377869957
10.135065065065064,0.041049960261045584,0.14478063644344585
10.155075075075073,0.04117453767557051,0.14498783802872997
10.175085085085085,0.04129921216760687,0.14519483862293717
10.195095095095095,0.04142398336957243,0.14540163831499692
10.215105105105104,0.04154885091457345,0.14560823719438293
10.235115115115114,0.04167381443640447,0.14581463535111314
10.255125125125124,0.04179887356954834,0.14602083287574957
10.275135135135134,0.041924027949176275,0.14622682985939858
10.295145145145144,0.042049277211147845,0.1464326263937106
10.315155155155153,0.04217462099201089,0.1466382225708804
10.335165165165163,0.04230005892900167,0.1468436184836468
10.355175175175175,0.04242559066004473,0.14704881422529298
10.375185185185185,0.042551215823752986,0.14725380988964618
10.395195195195194,0.04267693405942763,0.1474586055710779
