condition_id,nbar,pauli,pauli_weight,mode_class,h_rad_per_gate,gamma_per_gate
rates_360eade92eac1e2f,1.0,IY,1,local,1.666865062427799e-09,3.126693004441398e-05
rates_360eade92eac1e2f,1.0,IZ,1,local,-1.5148462966430738e-11,5.2073726576815614e-05
rates_360eade92eac1e2f,1.0,XI,1,local,8.950267833571646e-09,0.0014396728494575632
rates_360eade92eac1e2f,1.0,XX,2,correlated,0.02875851911675431,0.0007731883313052826
rates_360eade92eac1e2f,1.0,XY,2,correlated,-3.4890692233378724e-09,5.206769083802241e-05
rates_360eade92eac1e2f,1.0,XZ,2,correlated,1.4407466856472494e-09,3.125360242394848e-05
rates_360eade92eac1e2f,1.0,YI,1,local,-3.414192070128825e-09,3.126057773900313e-05
rates_360eade92eac1e2f,1.0,YX,2,correlated,8.035252339753974e-10,5.2067810232371363e-05
rates_360eade92eac1e2f,1.0,YY,2,correlated,2.7927572457110554e-09,5.169558155478268e-09
rates_360eade92eac1e2f,1.0,YZ,2,correlated,1.0291079508229783e-09,9.188037974548215e-10
rates_360eade92eac1e2f,1.0,ZI,1,local,-2.485873493989732e-10,5.207314378537812e-05
rates_360eade92eac1e2f,1.0,ZX,2,correlated,9.630618148433836e-10,3.126041812637594e-05
rates_360eade92eac1e2f,1.0,ZY,2,correlated,-3.1598387071320603e-10,4.300275089940867e-09
rates_360eade92eac1e2f,1.0,ZZ,2,correlated,-6.014695192475461e-17,3.6846292705318417e-09
rates_360eade92eac1e2f,2.0,IX,1,local,3.1927368763050163e-08,0.0023359543926555412
rates_360eade92eac1e2f,2.0,IY,1,local,-2.8414112957872097e-09,3.371824721430547e-05
rates_360eade92eac1e2f,2.0,IZ,1,local,-6.198119249444843e-10,4.961329052433219e-05
rates_360eade92eac1e2f,2.0,XI,1,local,3.3083753767456906e-08,0.0023359607330256907
rates_360eade92eac1e2f,2.0,XX,2,correlated,0.043640429199107274,0.001639074758879041
rates_360eade92eac1e2f,2.0,XY,2,correlated,7.552903125528324e-09,4.961304699944275e-05
rates_360eade92eac1e2f,2.0,XZ,2,correlated,1.7567256594811118e-09,3.3717894848402635e-05
rates_360eade92eac1e2f,2.0,YI,1,local,4.621896625978001e-09,3.372332234936329e-05
rates_360eade92eac1e2f,2.0,YX,2,correlated,2.084463569624324e-09,4.961374871977086e-05
rates_360eade92eac1e2f,2.0,YY,2,correlated,6.727385179426393e-09,7.375546772639043e-09
rates_360eade92eac1e2f,2.0,YZ,2,correlated,-7.885651248926363e-09,3.1966492005989795e-09
rates_360eade92eac1e2f,2.0,ZI,1,local,3.132735466066487e-10,4.9614098387729255e-05
rates_360eade92eac1e2f,2.0,ZX,2,correlated,2.817540016481876e-09,3.371131012797502e-05
rates_360eade92eac1e2f,2.0,ZY,2,correlated,-5.231441212851414e-09,3.9274119026377896e-10
rates_360eade92eac1e2f,2.0,ZZ,2,correlated,1.7434240141152324e-15,1.28276937639768e-09
rates_360eade92eac1e2f,3.0,IX,1,local,-2.1290988158690373e-08,0.003183634568103685
rates_360eade92eac1e2f,3.0,IY,1,local,-2.8855094800158664e-10,3.494687352753153e-05
rates_360eade92eac1e2f,3.0,IZ,1,local,-8.655245336738969e-10,4.840207689501986e-05
rates_360eade92eac1e2f,3.0,XI,1,local,-6.175703393515815e-11,0.0031836265635395156
rates_360eade92eac1e2f,3.0,XX,2,correlated,0.05821068581796812,0.002874052996568657
rates_360eade92eac1e2f,3.0,XY,2,correlated,-9.889746293880274e-09,4.83576234449825e-05
rates_360eade92eac1e2f,3.0,XZ,2,correlated,-2.180156474502177e-11,3.492905104239618e-05
rates_360eade92eac1e2f,3.0,YI,1,local,-9.116335722904755e-09,3.494144397579092e-05
rates_360eade92eac1e2f,3.0,YX,2,correlated,4.4612230611956945e-09,4.8355951771943085e-05
rates_360eade92eac1e2f,3.0,YY,2,correlated,1.824009970086306e-10,3.075408840333431e-08
rates_360eade92eac1e2f,3.0,YZ,2,correlated,1.1241379062115073e-08,9.150772124630162e-09
rates_360eade92eac1e2f,3.0,ZI,1,local,3.461252179374629e-10,4.840341903071237e-05
rates_360eade92eac1e2f,3.0,ZX,2,correlated,-2.51557145505561e-10,3.493481009405252e-05
rates_360eade92eac1e2f,3.0,ZY,2,correlated,1.2989219077447395e-09,1.3567860426891954e-08
rates_360eade92eac1e2f,3.0,ZZ,2,correlated,-9.91029300002809e-17,3.711414455799533e-08
rates_360eade92eac1e2f,4.0,IX,1,local,2.7989131856675623e-09,0.003987935765691623
rates_360eade92eac1e2f,4.0,IY,1,local,3.896880860437563e-09,3.572537410941355e-05
rates_360eade92eac1e2f,4.0,IZ,1,local,-9.076185814216579e-11,4.762306605484199e-05
rates_360eade92eac1e2f,4.0,XI,1,local,1.0039860857543224e-08,0.003987937011211119
rates_360eade92eac1e2f,4.0,XX,2,correlated,0.0724647216402117,0.004438562184617843
rates_360eade92eac1e2f,4.0,XY,2,correlated,-8.154881966862097e-09,4.7614661123433365e-05
rates_360eade92eac1e2f,4.0,XZ,2,correlated,4.872064824355332e-09,3.5699096365065204e-05
rates_360eade92eac1e2f,4.0,YI,1,local,3.883950638418333e-10,3.5729765578683235e-05
rates_360eade92eac1e2f,4.0,YX,2,correlated,-9.133188652475249e-10,4.7606923725558884e-05
rates_360eade92eac1e2f,4.0,YY,2,correlated,8.692185669135587e-09,5.167818001832462e-09
rates_360eade92eac1e2f,4.0,YZ,2,correlated,5.0048584017220274e-09,3.843136275195389e-09
rates_360eade92eac1e2f,4.0,ZI,1,local,3.5493507872566325e-10,4.7623793477022526e-05
rates_360eade92eac1e2f,4.0,ZX,2,correlated,5.307299753110175e-09,3.5701714873307214e-05
rates_360eade92eac1e2f,4.0,ZY,2,correlated,-3.1654392664695684e-09,2.0177204568608276e-09
rates_360eade92eac1e2f,4.0,ZZ,2,correlated,3.102715699237216e-16,0.0
rates_370adf81f1b648c5,0.01,IX,1,local,-1.0122643031666735e-08,0.0006586460517079704
rates_370adf81f1b648c5,0.01,IY,1,local,2.5886706022073986e-09,8.977722457931118e-10
rates_370adf81f1b648c5,0.01,IZ,1,local,6.445117453994436e-11,2.0729690372388765e-09
rates_370adf81f1b648c5,0.01,XI,1,local,-6.540826473427485e-09,0.0006586552341826158
rates_370adf81f1b648c5,0.01,XX,2,correlated,0.013748182659244176,8.335352493170261e-05
rates_370adf81f1b648c5,0.01,XY,2,correlated,2.3374121405695462e-09,3.2518445762914105e-09
rates_370adf81f1b648c5,0.01,XZ,2,correlated,-4.377817021059338e-10,2.2074128197114232e-09
rates_370adf81f1b648c5,0.01,YI,1,local,-4.589655464805872e-09,3.900751078356e-09
rates_370adf81f1b648c5,0.01,YX,2,correlated,-4.305579963334192e-09,5.1974956366768535e-09
rates_370adf81f1b648c5,0.01,YY,2,correlated,-1.2435565820170047e-09,3.91216305714171e-09
rates_370adf81f1b648c5,0.01,YZ,2,correlated,-2.1853547590698075e-09,2.3050452404939558e-09
rates_370adf81f1b648c5,0.01,ZI,1,local,1.8325013428374415e-12,1.4929250532924102e-09
rates_370adf81f1b648c5,0.01,ZX,2,correlated,-7.051995613614209e-10,2.3439071120752615e-09
rates_370adf81f1b648c5,0.01,ZY,2,correlated,-1.8297207505254738e-10,6.141139270106749e-10
rates_370adf81f1b648c5,0.01,ZZ,2,correlated,9.51390633682797e-16,2.2887494344420514e-09
rates_370adf81f1b648c5,1.0,IX,1,local,9.508867104693006e-09,0.0009663076189232477
rates_370adf81f1b648c5,1.0,IY,1,local,7.84647470784287e-09,6.587905266257745e-09
rates_370adf81f1b648c5,1.0,IZ,1,local,-3.374577478386802e-10,4.3090606120451975e-09
rates_370adf81f1b648c5,1.0,XI,1,local,1.2452389724316115e-08,0.000966299574427214
rates_370adf81f1b648c5,1.0,XX,2,correlated,0.028834515434756028,0.0005381875454561494
rates_370adf81f1b648c5,1.0,XY,2,correlated,-6.976742960809008e-09,4.0383895501535185e-09
rates_370adf81f1b648c5,1.0,XZ,2,correlated,4.414405163707259e-10,4.108654039196047e-09
rates_370adf81f1b648c5,1.0,YI,1,local,-2.070671404241967e-09,2.7466428999532875e-09
rates_370adf81f1b648c5,1.0,YX,2,correlated,8.861463180533043e-09,3.2976530492281712e-09
rates_370adf81f1b648c5,1.0,YY,2,correlated,-3.1483040324260933e-10,4.017280009401401e-09
rates_370adf81f1b648c5,1.0,YZ,2,correlated,4.490897519320237e-09,2.789941658676736e-09
rates_370adf81f1b648c5,1.0,ZI,1,local,5.273471307544824e-10,2.2630788978141583e-09
rates_370adf81f1b648c5,1.0,ZX,2,correlated,3.839388115496269e-11,5.486256660558117e-09
rates_370adf81f1b648c5,1.0,ZY,2,correlated,-7.243858671596535e-09,3.94318711710584e-09
rates_370adf81f1b648c5,1.0,ZZ,2,correlated,-6.136377741340958e-16,3.5126956911789298e-09
rates_370adf81f1b648c5,2.0,IX,1,local,2.5493155464783577e-08,0.0012580335390877575
rates_370adf81f1b648c5,2.0,IY,1,local,1.5008088446487144e-09,6.444852516002434e-09
rates_370adf81f1b648c5,2.0,IZ,1,local,-2.2156256331514242e-11,8.705787193341564e-09
rates_370adf81f1b648c5,2.0,XI,1,local,3.527791890717124e-08,0.0012580633374102907
rates_370adf81f1b648c5,2.0,XX,2,correlated,0.04379449747603674,0.0014101303632739314
rates_370adf81f1b648c5,2.0,XY,2,correlated,1.003992356979532e-08,9.8626397055236e-09
rates_370adf81f1b648c5,2.0,XZ,2,correlated,-1.7946968822938237e-09,1.567846970188598e-08
rates_370adf81f1b648c5,2.0,YI,1,local,-1.936051697284353e-09,1.0361284510600228e-08
rates_370adf81f1b648c5,2.0,YX,2,correlated,-1.1919919625632364e-08,8.636092611977349e-09
rates_370adf81f1b648c5,2.0,YY,2,correlated,-1.8011154733910242e-09,3.949476163197156e-09
rates_370adf81f1b648c5,2.0,YZ,2,correlated,-3.3138170874792727e-09,5.273850659479406e-09
rates_370adf81f1b648c5,2.0,ZI,1,local,-1.0282353447919101e-09,6.6224438664429664e-09
rates_370adf81f1b648c5,2.0,ZX,2,correlated,-1.2579523574787067e-09,3.975388163188903e-09
rates_370adf81f1b648c5,2.0,ZY,2,correlated,3.927471229042622e-09,2.033715993787072e-09
rates_370adf81f1b648c5,2.0,ZZ,2,correlated,-2.3730829657503833e-17,3.766973124489509e-09
rates_370adf81f1b648c5,3.0,IX,1,local,1.1568799992101438e-08,0.0015298758615953443
rates_370adf81f1b648c5,3.0,IY,1,local,7.486988674290423e-09,7.974729282329515e-09
rates_370adf81f1b648c5,3.0,IZ,1,local,8.216878885872054e-10,8.563828282819941e-09
rates_370adf81f1b648c5,3.0,XI,1,local,1.032814534581538e-08,0.0015298775619748363
rates_370adf81f1b648c5,3.0,XX,2,correlated,0.05846628636025299,0.0026527807805877346
rates_370adf81f1b648c5,3.0,XY,2,correlated,-1.819556360504649e-10,6.502744350015679e-09
rates_370adf81f1b648c5,3.0,XZ,2,correlated,1.8380497991511853e-10,9.165522567519962e-09
rates_370adf81f1b648c5,3.0,YI,1,local,-2.394686323158581e-09,7.674885087623286e-09
rates_370adf81f1b648c5,3.0,YX,2,correlated,2.558965135734151e-09,4.424347425533923e-09
rates_370adf81f1b648c5,3.0,YY,2,correlated,-1.520332022822433e-10,1.649188208211499e-08
rates_370adf81f1b648c5,3.0,YZ,2,correlated,1.1257605778925489e-09,1.231672139873093e-08
rates_370adf81f1b648c5,3.0,ZI,1,local,-7.413040845780274e-10,7.25306961188115e-09
rates_370adf81f1b648c5,3.0,ZX,2,correlated,-3.8423489865363863e-10,8.62700863979611e-09
rates_370adf81f1b648c5,3.0,ZY,2,correlated,-1.865557768590457e-09,1.379444150038355e-08
rates_370adf81f1b648c5,3.0,ZZ,2,correlated,1.6806559802198969e-15,1.6374969875714018e-08
rates_370adf81f1b648c5,4.0,IX,1,local,8.345216777996394e-09,0.0017854723786539435
rates_370adf81f1b648c5,4.0,IY,1,local,2.885632495425453e-09,1.4175686276199557e-08
rates_370adf81f1b648c5,4.0,IZ,1,local,8.705037698402719e-10,1.2014601171073404e-08
rates_370adf81f1b648c5,4.0,XI,1,local,-3.0541299006911103e-09,0.0017854601727312783
rates_370adf81f1b648c5,4.0,XX,2,correlated,0.07284044181273665,0.004227828678588643
rates_370adf81f1b648c5,4.0,XY,2,correlated,-6.3034978126787284e-09,8.132776447623315e-09
rates_370adf81f1b648c5,4.0,XZ,2,correlated,3.704240069825471e-09,8.281968261810314e-09
rates_370adf81f1b648c5,4.0,YI,1,local,8.563063988979189e-09,5.771329828542466e-09
rates_370adf81f1b648c5,4.0,YX,2,correlated,-2.5368946666233758e-09,5.876580683769443e-09
rates_370adf81f1b648c5,4.0,YY,2,correlated,-4.5940444103914684e-11,7.16389715649754e-09
rates_370adf81f1b648c5,4.0,YZ,2,correlated,9.48123502635857e-09,7.3305271690922345e-09
rates_370adf81f1b648c5,4.0,ZI,1,local,1.1201300671427643e-09,1.06295522274348e-08
rates_370adf81f1b648c5,4.0,ZX,2,correlated,2.97985248147419e-09,4.448533445474204e-09
rates_370adf81f1b648c5,4.0,ZY,2,correlated,9.540168123861115e-09,9.600688723549489e-09
rates_370adf81f1b648c5,4.0,ZZ,2,correlated,2.612060519838623e-16,1.2173061530573043e-08
rates_3f28f4785d99bb44,0.01,IX,1,local,-8.929606609682951e-09,0.0009909220276077004
rates_3f28f4785d99bb44,0.01,IY,1,local,-4.83358882834751e-09,3.1842606187324754e-09
rates_3f28f4785d99bb44,0.01,IZ,1,local,-4.6210219448169117e-11,3.1617692219617794e-09
rates_3f28f4785d99bb44,0.01,XI,1,local,-6.3900397640050875e-09,0.0009909292883413814
rates_3f28f4785d99bb44,0.01,XX,2,correlated,0.013736861535261257,0.0003252265855129251
rates_3f28f4785d99bb44,0.01,XY,2,correlated,-2.9028966825118593e-09,5.904229693363603e-09
rates_3f28f4785d99bb44,0.01,XZ,2,correlated,1.0685113137964574e-09,4.163118708797655e-09
rates_3f28f4785d99bb44,0.01,YI,1,local,-7.664117420636782e-10,2.874251253734351e-09
rates_3f28f4785d99bb44,0.01,YX,2,correlated,-1.0013028168439725e-08,6.915394455697405e-09
rates_3f28f4785d99bb44,0.01,YY,2,correlated,1.936203442974757e-09,8.05368842770583e-09
rates_3f28f4785d99bb44,0.01,YZ,2,correlated,5.755329940724899e-10,5.589037860014044e-09
rates_3f28f4785d99bb44,0.01,ZI,1,local,-1.195572433002431e-10,3.670555178268718e-09
rates_3f28f4785d99bb44,0.01,ZX,2,correlated,9.518775475041805e-10,2.211949040489651e-09
rates_3f28f4785d99bb44,0.01,ZY,2,correlated,4.141715021457069e-09,5.238691151811132e-09
rates_3f28f4785d99bb44,0.01,ZZ,2,correlated,-1.0489200711426309e-16,4.81819139425653e-09
rates_3f28f4785d99bb44,1.0,IX,1,local,1.629165142939579e-08,0.0019184876360579775
rates_3f28f4785d99bb44,1.0,IY,1,local,2.8883881227943548e-09,5.112683209277822e-09
rates_3f28f4785d99bb44,1.0,IZ,1,local,2.8887990880511874e-10,4.695840887366292e-09
rates_3f28f4785d99bb44,1.0,XI,1,local,1.710252323222801e-08,0.0019184935762123064
rates_3f28f4785d99bb44,1.0,XX,2,correlated,0.028774859663966593,0.0007736966540926515
rates_3f28f4785d99bb44,1.0,XY,2,correlated,4.161571397463464e-09,2.737843116565439e-09
rates_3f28f4785d99bb44,1.0,XZ,2,correlated,7.806970380676998e-10,6.994433125022957e-09
rates_3f28f4785d99bb44,1.0,YI,1,local,2.841371150899164e-09,3.4484523329631755e-09
rates_3f28f4785d99bb44,1.0,YX,2,correlated,6.454296432745187e-10,5.019346639278249e-09
rates_3f28f4785d99bb44,1.0,YY,2,correlated,8.317125376166588e-10,1.681459440015327e-09
rates_3f28f4785d99bb44,1.0,YZ,2,correlated,-7.499632836870008e-10,2.8303292101484186e-09
rates_3f28f4785d99bb44,1.0,ZI,1,local,5.244176895429246e-11,6.8190237941246e-09
rates_3f28f4785d99bb44,1.0,ZX,2,correlated,6.009940514452617e-10,3.866328595822366e-09
rates_3f28f4785d99bb44,1.0,ZY,2,correlated,-8.308868593152029e-11,2.627357362271557e-09
rates_3f28f4785d99bb44,1.0,ZZ,2,correlated,-3.707587601575127e-16,3.1167617696795102e-09
rates_3f28f4785d99bb44,2.0,IX,1,local,2.714018078798224e-08,0.0028057346993862788
rates_3f28f4785d99bb44,2.0,IY,1,local,-1.5571510059343567e-09,9.411985604681605e-09
rates_3f28f4785d99bb44,2.0,IZ,1,local,-7.46209687846541e-10,8.948091073374571e-09
rates_3f28f4785d99bb44,2.0,XI,1,local,3.103415493579658e-08,0.0028057170414661483
rates_3f28f4785d99bb44,2.0,XX,2,correlated,0.043657642176080966,0.00163985744421138
rates_3f28f4785d99bb44,2.0,XY,2,correlated,-3.0520806227987432e-09,1.1208504303270332e-08
rates_3f28f4785d99bb44,2.0,XZ,2,correlated,1.1599803251470149e-09,5.0443533462888075e-09
rates_3f28f4785d99bb44,2.0,YI,1,local,5.645597564595018e-09,6.610511243732707e-09
rates_3f28f4785d99bb44,2.0,YX,2,correlated,1.0891963720087978e-08,4.2986620771203604e-09
rates_3f28f4785d99bb44,2.0,YY,2,correlated,4.129673520738717e-09,1.2562756005055372e-09
rates_3f28f4785d99bb44,2.0,YZ,2,correlated,-1.0682568485949117e-09,1.2765686579495533e-10
rates_3f28f4785d99bb44,2.0,ZI,1,local,4.6234098665280206e-10,5.889869850550958e-09
rates_3f28f4785d99bb44,2.0,ZX,2,correlated,1.8589896882982937e-09,1.4040789022336936e-08
rates_3f28f4785d99bb44,2.0,ZY,2,correlated,-6.821292923353466e-09,2.7134855170099503e-10
rates_3f28f4785d99bb44,2.0,ZZ,2,correlated,-1.4891707116584385e-17,1.3826650501619353e-09
rates_3f28f4785d99bb44,3.0,IX,1,local,-2.0863441726564072e-09,0.003644627765166512
rates_3f28f4785d99bb44,3.0,IY,1,local,-3.164000511423698e-09,5.297765442454456e-09
rates_3f28f4785d99bb44,3.0,IZ,1,local,8.685480109598764e-10,1.3304077467320342e-08
rates_3f28f4785d99bb44,3.0,XI,1,local,-6.925399487134756e-09,0.0036446479508091016
rates_3f28f4785d99bb44,3.0,XX,2,correlated,0.05822906604005935,0.0028749942443978918
rates_3f28f4785d99bb44,3.0,XY,2,correlated,1.4550859869156485e-08,5.970858102052629e-09
rates_3f28f4785d99bb44,3.0,XZ,2,correlated,7.042390628608726e-10,6.493554852469519e-09
rates_3f28f4785d99bb44,3.0,YI,1,local,-6.413394063653186e-10,6.432620775060416e-09
rates_3f28f4785d99bb44,3.0,YX,2,correlated,-9.259708503915474e-09,7.278195884733232e-09
rates_3f28f4785d99bb44,3.0,YY,2,correlated,1.1468892900560722e-09,1.486210159674209e-08
rates_3f28f4785d99bb44,3.0,YZ,2,correlated,-4.29817994776845e-09,1.6705629544733762e-08
rates_3f28f4785d99bb44,3.0,ZI,1,local,-1.7934880099586687e-10,9.885225728706878e-09
rates_3f28f4785d99bb44,3.0,ZX,2,correlated,1.344530653637118e-09,6.3569317379497114e-09
rates_3f28f4785d99bb44,3.0,ZY,2,correlated,9.505773799228353e-09,1.1005744198656677e-08
rates_3f28f4785d99bb44,3.0,ZZ,2,correlated,8.179562261635333e-17,1.5470956031028715e-08
rates_3f28f4785d99bb44,4.0,IX,1,local,8.767379582424404e-09,0.004440475466699741
rates_3f28f4785d99bb44,4.0,IY,1,local,2.2667718861542785e-09,1.286326105777013e-08
rates_3f28f4785d99bb44,4.0,IZ,1,local,-3.4915889924187747e-09,1.107422372634331e-08
rates_3f28f4785d99bb44,4.0,XI,1,local,-1.3480184376771896e-08,0.004440464322471787
rates_3f28f4785d99bb44,4.0,XX,2,correlated,0.07248479784968742,0.004439734670736373
rates_3f28f4785d99bb44,4.0,XY,2,correlated,-1.077117425047731e-08,6.072589800042334e-09
rates_3f28f4785d99bb44,4.0,XZ,2,correlated,3.968464364628139e-09,4.553808090074913e-09
rates_3f28f4785d99bb44,4.0,YI,1,local,-1.0704244933473163e-09,7.675532682140782e-09
rates_3f28f4785d99bb44,4.0,YX,2,correlated,2.0973512998973446e-08,4.5593198090641135e-09
rates_3f28f4785d99bb44,4.0,YY,2,correlated,1.3471944455082755e-08,8.10380365292732e-09
rates_3f28f4785d99bb44,4.0,YZ,2,correlated,9.969142796862194e-09,5.792327893250952e-09
rates_3f28f4785d99bb44,4.0,ZI,1,local,2.474689155648858e-09,1.0392969846762571e-08
rates_3f28f4785d99bb44,4.0,ZX,2,correlated,6.980548168076204e-09,5.817475837426728e-09
rates_3f28f4785d99bb44,4.0,ZY,2,correlated,-1.6551152342176938e-08,7.948389278208725e-09
rates_3f28f4785d99bb44,4.0,ZZ,2,correlated,6.578794318779354e-17,1.0364290130987497e-08
rates_3fa0e6fcd1bc3bb5,0.01,IX,1,local,-6.8233995757433025e-09,0.000769542437400587
rates_3fa0e6fcd1bc3bb5,0.01,IY,1,local,-1.4238440254739097e-09,9.81284628769443e-10
rates_3fa0e6fcd1bc3bb5,0.01,IZ,1,local,1.0634067587012787e-11,3.589717003380399e-09
rates_3fa0e6fcd1bc3bb5,0.01,XI,1,local,-1.0362503763593416e-08,0.0007695584305428876
rates_3fa0e6fcd1bc3bb5,0.01,XX,2,correlated,0.01374425862272891,0.0001639896914799132
rates_3fa0e6fcd1bc3bb5,0.01,XY,2,correlated,5.10535654627907e-09,3.824140713884212e-09
rates_3fa0e6fcd1bc3bb5,0.01,XZ,2,correlated,1.456369872506683e-09,4.040166680556261e-09
rates_3fa0e6fcd1bc3bb5,0.01,YI,1,local,-4.626362231334803e-09,3.6301641800546967e-09
rates_3fa0e6fcd1bc3bb5,0.01,YX,2,correlated,-7.61684999622845e-09,4.628333770547669e-09
rates_3fa0e6fcd1bc3bb5,0.01,YY,2,correlated,3.1375569496430847e-09,5.3364894904608195e-09
rates_3fa0e6fcd1bc3bb5,0.01,YZ,2,correlated,-2.1232766092874337e-09,3.724444797405852e-09
rates_3fa0e6fcd1bc3bb5,0.01,ZI,1,local,-1.6530723090536912e-11,1.9281916672600117e-09
rates_3fa0e6fcd1bc3bb5,0.01,ZX,2,correlated,1.5288091258065277e-09,1.1547948045942738e-09
rates_3fa0e6fcd1bc3bb5,0.01,ZY,2,correlated,2.6911004164263884e-09,5.673512513019892e-10
rates_3fa0e6fcd1bc3bb5,0.01,ZZ,2,correlated,-8.210820061160959e-16,4.832401281971814e-09
rates_3fa0e6fcd1bc3bb5,1.0,IX,1,local,1.1978130241501516e-08,0.001284694399404278
rates_3fa0e6fcd1bc3bb5,1.0,IY,1,local,1.1037592929531728e-09,7.637184885016376e-10
rates_3fa0e6fcd1bc3bb5,1.0,IZ,1,local,2.6966495107608563e-11,2.0950998469673634e-09
rates_3fa0e6fcd1bc3bb5,1.0,XI,1,local,5.172673443367934e-09,0.0012846918205440415
rates_3fa0e6fcd1bc3bb5,1.0,XX,2,correlated,0.028814319716501266,0.0006161828703917427
rates_3fa0e6fcd1bc3bb5,1.0,XY,2,correlated,-1.8561695700622118e-09,2.6077116940481063e-09
rates_3fa0e6fcd1bc3bb5,1.0,XZ,2,correlated,1.2255017056323734e-09,5.720767214132739e-10
rates_3fa0e6fcd1bc3bb5,1.0,YI,1,local,7.820177003276559e-10,1.6810322572314375e-09
rates_3fa0e6fcd1bc3bb5,1.0,YX,2,correlated,3.4419901409551986e-09,6.408495862176688e-09
rates_3fa0e6fcd1bc3bb5,1.0,YY,2,correlated,2.230603933850475e-09,8.973260722094252e-10
rates_3fa0e6fcd1bc3bb5,1.0,YZ,2,correlated,1.3110092259539785e-09,4.4968594842002834e-10
rates_3fa0e6fcd1bc3bb5,1.0,ZI,1,local,1.235381541152618e-10,6.0104121609657965e-09
rates_3fa0e6fcd1bc3bb5,1.0,ZX,2,correlated,1.078399633572891e-09,2.057925246987287e-09
rates_3fa0e6fcd1bc3bb5,1.0,ZY,2,correlated,-2.747958350716048e-09,4.544030839176543e-10
rates_3fa0e6fcd1bc3bb5,1.0,ZZ,2,correlated,5.15736948535511e-17,1.232620033602902e-09
rates_3fa0e6fcd1bc3bb5,2.0,IX,1,local,4.517774355320711e-08,0.0017764083361735269
rates_3fa0e6fcd1bc3bb5,2.0,IY,1,local,-4.455330420977038e-09,1.3191329080130512e-08
rates_3fa0e6fcd1bc3bb5,2.0,IZ,1,local,-3.702348223080246e-10,1.0154102386026147e-08
rates_3fa0e6fcd1bc3bb5,2.0,XI,1,local,4.287668202082e-08,0.0017763905070593852
rates_3fa0e6fcd1bc3bb5,2.0,XX,2,correlated,0.04374832387786126,0.001485155997491803
rates_3fa0e6fcd1bc3bb5,2.0,XY,2,correlated,1.0366725917130874e-09,1.1650502714259311e-08
rates_3fa0e6fcd1bc3bb5,2.0,XZ,2,correlated,-4.104037269321275e-10,1.0384415138415181e-08
rates_3fa0e6fcd1bc3bb5,2.0,YI,1,local,5.895069596055396e-09,9.270464849506497e-09
rates_3fa0e6fcd1bc3bb5,2.0,YX,2,correlated,5.753519364604273e-09,1.0342359915531396e-08
rates_3fa0e6fcd1bc3bb5,2.0,YY,2,correlated,5.180648415963575e-10,1.0020241045635305e-09
rates_3fa0e6fcd1bc3bb5,2.0,YZ,2,correlated,-4.758068415158875e-09,1.5971458081805579e-09
rates_3fa0e6fcd1bc3bb5,2.0,ZI,1,local,-4.3384255593354254e-11,1.1008431368900562e-08
rates_3fa0e6fcd1bc3bb5,2.0,ZX,2,correlated,-1.8379969457252476e-10,1.7887004294826064e-08
rates_3fa0e6fcd1bc3bb5,2.0,ZY,2,correlated,-6.178328880522866e-10,1.3085942454059886e-09
rates_3fa0e6fcd1bc3bb5,2.0,ZZ,2,correlated,4.0685227139832683e-16,4.2862923193415225e-10
rates_3fa0e6fcd1bc3bb5,3.0,IX,1,local,-2.6979741295280603e-09,0.0022391865989006103
rates_3fa0e6fcd1bc3bb5,3.0,IY,1,local,3.219851301470617e-10,7.538359055904442e-09
rates_3fa0e6fcd1bc3bb5,3.0,IZ,1,local,9.966287102308517e-11,5.761264354502875e-09
rates_3fa0e6fcd1bc3bb5,3.0,XI,1,local,1.3875922783797586e-08,0.0022391834267514597
rates_3fa0e6fcd1bc3bb5,3.0,XX,2,correlated,0.058386427590523676,0.002723920027180292
rates_3fa0e6fcd1bc3bb5,3.0,XY,2,correlated,-5.315511377316575e-09,6.514199147223017e-09
rates_3fa0e6fcd1bc3bb5,3.0,XZ,2,correlated,9.114491680285067e-10,9.357678260122748e-09
rates_3fa0e6fcd1bc3bb5,3.0,YI,1,local,1.3298027934408115e-09,5.428244453729906e-09
rates_3fa0e6fcd1bc3bb5,3.0,YX,2,correlated,-3.6942466842952836e-09,8.677668009507422e-09
rates_3fa0e6fcd1bc3bb5,3.0,YY,2,correlated,-4.5080315175292885e-10,2.4201645135026485e-08
rates_3fa0e6fcd1bc3bb5,3.0,YZ,2,correlated,2.0761827162979965e-09,1.4765242487214292e-08
rates_3fa0e6fcd1bc3bb5,3.0,ZI,1,local,-1.9160973607236696e-10,8.116781837532979e-09
rates_3fa0e6fcd1bc3bb5,3.0,ZX,2,correlated,-8.217037556526414e-11,8.497781085357523e-09
rates_3fa0e6fcd1bc3bb5,3.0,ZY,2,correlated,2.405442087543579e-09,1.5050187869468493e-08
rates_3fa0e6fcd1bc3bb5,3.0,ZZ,2,correlated,4.535734026974056e-15,2.222277604079989e-08
rates_3fa0e6fcd1bc3bb5,4.0,IX,1,local,1.2193144554582234e-08,0.0026771284246572473
rates_3fa0e6fcd1bc3bb5,4.0,IY,1,local,-4.208110548011477e-09,9.946019526014096e-09
rates_3fa0e6fcd1bc3bb5,4.0,IZ,1,local,-1.2774736308725138e-10,8.850298323021043e-09
rates_3fa0e6fcd1bc3bb5,4.0,XI,1,local,-1.4603056957041242e-08,0.002677104926230473
