condition,nbar,F_avg,infidelity
all_four_noises_off,0.01,0.9997512358559154,0.00024876414408459
all_four_noises_off,1.0,0.9986981211971413,0.0013018788028587025
all_four_noises_off,2.0,0.9969741070254265,0.003025892974573452
all_four_noises_off,3.0,0.9946495746839943,0.005350425316005714
all_four_noises_off,4.0,0.9917785629991531,0.008221437000846876
