pair_id,source_i,source_j,varied_source,fixed_source,varied_multiplier,varied_strength_s^-1,fixed_multiplier,fixed_strength_s^-1,condition_id,varied_single_condition_id,fixed_single_condition_id,zero_condition_id,nbar,pair_infidelity,varied_only_infidelity,fixed_only_infidelity,zero_infidelity,additive_prediction,interaction_infidelity,pair_noise_penalty,relative_interaction_to_pair_noise
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,1.0,4.0,1.0,18.0,rates_1956bc5693502c6b,rates_660d67d330352843,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,4.0,0.011662766184938222,0.008775455665467446,0.011110896620583288,0.0082214370008468,0.011664915285203935,-2.1491002657123004e-06,0.0034413291840914226,-0.0006244971494291106
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,2.0,8.0,1.0,18.0,rates_6f4d35c55359373b,rates_a6b00ad014b8547a,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,0.01,0.0018498803447645207,0.0013674834534253,0.0007318486089153975,0.0002487641440845,0.0018505679182561974,-6.87573491676757e-07,0.0016011162006800206,-0.00042943384832701904
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,2.0,8.0,1.0,18.0,rates_6f4d35c55359373b,rates_a6b00ad014b8547a,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.0035556257011764014,0.0024191346070624453,0.002440037037965803,0.0013018788028587,0.0035572928421695486,-1.66714099314718e-06,0.0022537468983177015,-0.0007397197060555511
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,2.0,8.0,1.0,18.0,rates_6f4d35c55359373b,rates_a6b00ad014b8547a,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,2.0,0.005899680277037689,0.004140728326187615,0.0047873986741631125,0.0030258929745734,0.0059022340257773274,-2.5537487396386227e-06,0.002873787302464289,-0.0008886352644987918
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,2.0,8.0,1.0,18.0,rates_6f4d35c55359373b,rates_a6b00ad014b8547a,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,3.0,0.008804042144155089,0.006462005815290994,0.007695838986599868,0.0053504253160057,0.008807419485885162,-3.3773417300736464e-06,0.003453616828149389,-0.0009779144294601394
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,2.0,8.0,1.0,18.0,rates_6f4d35c55359373b,rates_a6b00ad014b8547a,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,4.0,0.012214258650139365,0.009329000587058878,0.011110896620583288,0.0082214370008468,0.012218460206795366,-4.2015566560013595e-06,0.003992821649292565,-0.0010522775683571486
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,4.0,16.0,1.0,18.0,rates_de7c92c5d91f74df,rates_57b91a072f7de420,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,0.01,0.0029660675752041232,0.002484354652018461,0.0007318486089153975,0.0002487641440845,0.002967439116849359,-1.3715416452356188e-06,0.0027173034311196234,-0.0005047436475176775
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,4.0,16.0,1.0,18.0,rates_de7c92c5d91f74df,rates_57b91a072f7de420,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.004669416865533238,0.0035345741750463233,0.002440037037965803,0.0013018788028587,0.004672732410153427,-3.3155446201886193e-06,0.003367538062674538,-0.0009845603994614912
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,4.0,16.0,1.0,18.0,rates_de7c92c5d91f74df,rates_57b91a072f7de420,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,2.0,0.007010192963200934,0.005253784842659925,0.0047873986741631125,0.0030258929745734,0.007015290542249638,-5.097579048703865e-06,0.003984299988627534,-0.0012794164754797543
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,4.0,16.0,1.0,18.0,rates_de7c92c5d91f74df,rates_57b91a072f7de420,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,3.0,0.00991043360814603,0.007571785533531661,0.007695838986599868,0.0053504253160057,0.009917199204125829,-6.765595979799088e-06,0.00456000829214033,-0.0014836806309015552
motional_dephasing__photon_scattering,motional_dephasing,photon_scattering,photon_scattering,motional_dephasing,4.0,16.0,1.0,18.0,rates_de7c92c5d91f74df,rates_57b91a072f7de420,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,4.0,0.013315879022487542,0.010434767180510507,0.011110896620583288,0.0082214370008468,0.013324226800246995,-8.34777775945289e-06,0.005094442021640742,-0.0016386049196344297
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.0,0.0,1.0,3.3333333333333335,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,0.01,0.0005153042151032627,0.0002487641440845,0.0005153042151032627,0.0002487641440845,0.0005153042151032627,0.0,0.00026654007101876276,0.0
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.0,0.0,1.0,3.3333333333333335,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,1.0,0.0015680744438917316,0.0013018788028587,0.0015680744438917316,0.0013018788028587,0.0015680744438917316,0.0,0.00026619564103303166,0.0
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.0,0.0,1.0,3.3333333333333335,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,2.0,0.003291500706756878,0.0030258929745734,0.003291500706756878,0.0030258929745734,0.003291500706756878,0.0,0.0002656077321834781,0.0
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.0,0.0,1.0,3.3333333333333335,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,3.0,0.005615245408348679,0.0053504253160057,0.005615245408348679,0.0053504253160057,0.005615245408348679,0.0,0.00026482009234297943,0.0
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.0,0.0,1.0,3.3333333333333335,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,4.0,0.00848531813188913,0.0082214370008468,0.00848531813188913,0.0082214370008468,0.00848531813188913,0.0,0.0002638811310423303,0.0
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.5,9.0,1.0,3.3333333333333335,rates_f178564d2b994859,rates_70251d48c79bc447,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,0.01,0.0007569591105234252,0.000490509003878592,0.0005153042151032627,0.0002487641440845,0.0007570490748973547,-8.99643739294461e-08,0.0005081949664389252,-0.00017702728257986005
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.5,9.0,1.0,3.3333333333333335,rates_f178564d2b994859,rates_70251d48c79bc447,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,1.0,0.0021379806347674446,0.0018719740065380464,0.0015680744438917316,0.0013018788028587,0.002138169647571078,-1.8901280363341905e-07,0.0008361018319087447,-0.00022606433381675524
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.5,9.0,1.0,3.3333333333333335,rates_f178564d2b994859,rates_70251d48c79bc447,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,2.0,0.004174433709666303,0.003909116252208689,0.003291500706756878,0.0030258929745734,0.004174723984392167,-2.902747258635985e-07,0.0011485407350929032,-0.0002527335052161809
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.5,9.0,1.0,3.3333333333333335,rates_f178564d2b994859,rates_70251d48c79bc447,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,3.0,0.00679194913781056,0.006527497107274627,0.005615245408348679,0.0053504253160057,0.006792317199617606,-3.6806180704618274e-07,0.0014415238218048604,-0.0002553282862751105
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,0.5,9.0,1.0,3.3333333333333335,rates_f178564d2b994859,rates_70251d48c79bc447,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,4.0,0.009936193407850347,0.009672802340193742,0.00848531813188913,0.0082214370008468,0.009936683471236073,-4.900633857260472e-07,0.0017147564070035468,-0.00028579183826022797
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,1.0,18.0,1.0,3.3333333333333335,rates_c78d3b44752e1de2,rates_65e4c1ad12cf1435,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,0.01,0.0009982295831267862,0.0007318486089153975,0.0005153042151032627,0.0002487641440845,0.0009983886799341602,-1.590968073739759e-07,0.0007494654390422862,-0.00021228037890216758
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,1.0,18.0,1.0,3.3333333333333335,rates_c78d3b44752e1de2,rates_65e4c1ad12cf1435,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,1.0,0.00270583455964013,0.002440037037965803,0.0015680744438917316,0.0013018788028587,0.002706232678998835,-3.9811935870475573e-07,0.0014039557567814302,-0.0002835697327225216
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,1.0,18.0,1.0,3.3333333333333335,rates_c78d3b44752e1de2,rates_65e4c1ad12cf1435,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,2.0,0.005052430623348814,0.0047873986741631125,0.003291500706756878,0.0030258929745734,0.005053006406346591,-5.757829977769136e-07,0.0020265376487754137,-0.00028412154006852275
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,1.0,18.0,1.0,3.3333333333333335,rates_c78d3b44752e1de2,rates_65e4c1ad12cf1435,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,3.0,0.00795990134335689,0.007695838986599868,0.005615245408348679,0.0053504253160057,0.007960659078942847,-7.577355859572643e-07,0.0026094760273511902,-0.0002903784430341832
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,1.0,18.0,1.0,3.3333333333333335,rates_c78d3b44752e1de2,rates_65e4c1ad12cf1435,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,4.0,0.01137379335070876,0.011110896620583288,0.00848531813188913,0.0082214370008468,0.011374777751625618,-9.844009168577528e-07,0.003152356349861961,-0.0003122746312931464
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,2.0,36.0,1.0,3.3333333333333335,rates_360eade92eac1e2f,rates_7f1e3dd0f07550fa,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,0.01,0.001479694156622413,0.0012134626861624032,0.0005153042151032627,0.0002487641440845,0.0014800027571811659,-3.086005587527637e-07,0.001230930012537913,-0.00025070520306552256
motional_dephasing__spin_dephasing,motional_dephasing,spin_dephasing,motional_dephasing,spin_dephasing,2.0,36.0,1.0,3.3333333333333335,rates_360eade92eac1e2f,rates_7f1e3dd0f07550fa,rates_87cf81c0f802ee14,rates_7283b228c09abbcb,1.0,0.003835450156507769,0.003570025772967278,0.0015680744438917316,0.0013018788028587,0.0038362214140003096,-7.712574925404156e-07,0.0025335713536490693,-0.00030441514561237187
