pair_id,source_i,source_j,epsilon_multiplier,condition_id,single_i_condition_id,single_j_condition_id,zero_condition_id,nbar,pair_infidelity,single_i_infidelity,single_j_infidelity,zero_infidelity,interaction_infidelity,kappa_multiplier,kappa_physical_s2
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.125,rates_79d348ca1376fb96,rates_51cf49f8b796b1a4,rates_7e6b386b306245c2,rates_7283b228c09abbcb,0.01,0.0003520782461347016,0.0002820905293446918,0.0003187288733371707,0.0002487641440845,2.2987537339088076e-08,1.4712023897016369e-06,1.1034017922762276e-07
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.5,rates_54a013cf33b2c347,rates_a6ce76b38e46ff5e,rates_cba05db5d91a70e1,rates_7283b228c09abbcb,1.0,0.0017143957695566758,0.0014349793142726,0.0015813673514564,0.0013018788028587,-7.20933136242382e-08,-2.883732544969528e-07,-2.1627994087271457e-08
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.25,rates_6e01843442f079fc,rates_19b7663e2fbbc419,rates_9665eae4dd26eecd,rates_7283b228c09abbcb,1.0,0.0015081815689971245,0.0013684329143138774,0.001441651962697632,0.0013018788028587,-2.4505155685021485e-08,-3.9208249096034375e-07,-2.940618682202578e-08
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.125,rates_79d348ca1376fb96,rates_51cf49f8b796b1a4,rates_7e6b386b306245c2,rates_7283b228c09abbcb,1.0,0.0014050245593340005,0.001335164193711158,0.0013717685610152852,0.0013018788028587,-2.9392533742837734e-08,-1.881122159541615e-06,-1.4108416196562113e-07
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.5,rates_54a013cf33b2c347,rates_a6ce76b38e46ff5e,rates_cba05db5d91a70e1,rates_7283b228c09abbcb,2.0,0.003437531679682193,0.0031587185580059,0.0033047811572902,0.0030258929745734,-7.506104050727241e-08,-3.0024416202908966e-07,-2.251831215218172e-08
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.25,rates_6e01843442f079fc,rates_19b7663e2fbbc419,rates_9665eae4dd26eecd,rates_7283b228c09abbcb,2.0,0.003231742702280882,0.003092293721657091,0.0031653468664354367,0.0030258929745734,-4.9112382459470805e-09,-7.857981193515329e-08,-5.893485895136496e-09
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.125,rates_79d348ca1376fb96,rates_51cf49f8b796b1a4,rates_7e6b386b306245c2,rates_7283b228c09abbcb,2.0,0.003128826499229076,0.003059105209132107,0.0030956154859435037,0.0030258929745734,-1.221273134704992e-09,-7.81614806211195e-08,-5.862111046583962e-09
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.5,rates_54a013cf33b2c347,rates_a6ce76b38e46ff5e,rates_cba05db5d91a70e1,rates_7283b228c09abbcb,3.0,0.0057608615639758165,0.0054828599167102,0.0056284731390515,0.0053504253160057,-4.617578018301788e-08,-1.847031207320715e-07,-1.3852734054905363e-08
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.25,rates_6e01843442f079fc,rates_19b7663e2fbbc419,rates_9665eae4dd26eecd,rates_7283b228c09abbcb,3.0,0.00555567577716265,0.005416654853887204,0.005489459809088104,0.0053504253160057,-1.3569806958657615e-08,-2.1711691133852185e-07,-1.628376835038914e-08
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.125,rates_79d348ca1376fb96,rates_51cf49f8b796b1a4,rates_7e6b386b306245c2,rates_7283b228c09abbcb,3.0,0.005453053342628467,0.005383548549920958,0.005419958462961616,0.0053504253160057,-2.8354248407524985e-08,-1.814671898081599e-06,-1.3610039235611992e-07
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.5,rates_54a013cf33b2c347,rates_a6ce76b38e46ff5e,rates_cba05db5d91a70e1,rates_7283b228c09abbcb,4.0,0.008630397295097958,0.0083533707467529,0.0084985172100573,0.0082214370008468,-5.366086544209003e-08,-2.1464346176836013e-07,-1.609825963262701e-08
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.25,rates_6e01843442f079fc,rates_19b7663e2fbbc419,rates_9665eae4dd26eecd,rates_7283b228c09abbcb,4.0,0.008425960509207853,0.008287432554183072,0.008359976037378702,0.0082214370008468,-1.108150712164635e-08,-1.773041139463416e-07,-1.329780854597562e-08
spin_dephasing__photon_scattering,spin_dephasing,photon_scattering,0.125,rates_79d348ca1376fb96,rates_51cf49f8b796b1a4,rates_7e6b386b306245c2,rates_7283b228c09abbcb,4.0,0.00832371178252811,0.008254464019267993,0.008290709503302018,0.0082214370008468,-2.473919510220801e-08,-1.5833084865413127e-06,-1.1874813649059845e-07
