run_signature,pulse_type,noise_case,scattering_model,nbar,pauli,probability
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,IX,0.002015756112246959
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,IY,0.00010519160968604728
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,IZ,0.00014040847070815463
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,XI,0.0020157988891349736
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,XX,0.0060829006553457105
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,XY,0.00014034242902740034
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,XZ,0.00010524100181009333
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,YI,0.000105242981927057
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,YX,0.00014034765327209018
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,YY,5.258219728208892e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,YZ,8.83130236506636e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,ZI,0.0001404011806542538
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,ZX,0.00010519169537810405
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,ZY,3.041123865879265e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,3.0,ZZ,7.01920805576406e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,IX,0.0024497358394001616
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,IY,0.00010729807121004757
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,IZ,0.00013832678611051807
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,XI,0.0024497251921851
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,XX,0.009468933534572909
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,XY,0.00013831508129667075
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,XZ,0.00010724357261421614
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,YI,0.00010728225978430119
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,YX,0.00013831756436915752
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,YY,7.077677645350722e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,YZ,4.334400624899618e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,ZI,0.0001383282721184806
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,ZX,0.00010725541495970337
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,ZY,6.035056241627721e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,standard,all_noise,constant_rate,4.0,ZZ,6.702719505813359e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,IX,0.00014670822992368613
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,IY,4.854321235811398e-05
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,IZ,0.0005055805815644203
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,XI,0.00014670608802936039
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,XX,7.997233097951346e-05
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,XY,0.0005055451978328973
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,XZ,4.805297228647936e-05
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,YI,4.854135687473127e-05
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,YX,0.0005055446103469898
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,YY,4.0873306196041897e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,YZ,9.470162105245717e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,ZI,0.0005055805824856764
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,ZX,4.8055414334572064e-05
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,ZY,9.685725819758914e-08
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,0.01,ZZ,6.294820144789327e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,IX,0.0002270476351860843
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,IY,8.03310056758337e-05
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,IZ,0.0004737756942911549
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,XI,0.000227044663024268
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,XX,0.001041525552466987
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,XY,0.0004737085132040501
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,XZ,7.990675087344474e-05
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,YI,8.032797580899309e-05
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,YX,0.00047370797376464246
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,YY,3.9058838232666716e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,YZ,1.4220745072443826e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,ZI,0.00047377624047958966
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,ZX,7.990977398702768e-05
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,ZY,1.4528826932220688e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,1.0,ZZ,5.516898540572356e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,IX,0.0003048470021146022
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,IY,0.00010542318974303015
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,IZ,0.0004486745956680735
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,XI,0.00030481413840643544
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,XX,0.0028823646290321004
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,XY,0.0004485988203518712
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,XZ,0.00010502535827956118
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,YI,0.00010539089657081049
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,YX,0.0004485998602589288
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,YY,3.8144650038249295e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,YZ,1.5927216727529656e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,ZI,0.00044867397692367056
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,ZX,0.0001050572302899081
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,ZY,1.905736416761499e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,2.0,ZZ,4.984816486877652e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,IX,0.00037933571844948405
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,IY,0.00012535521122379007
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,IZ,0.00042872631857059074
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,XI,0.000379333412763579
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,XX,0.005512265138153716
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,XY,0.00042862354342370127
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,XZ,0.00012501689082448588
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,YI,0.00012535449194429644
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,YX,0.0004286214358475638
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,YY,3.6408117329994594e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,YZ,1.9652135242695632e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,ZI,0.0004287261202558719
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,ZX,0.00012501991599503053
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,ZY,1.979601165581127e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,3.0,ZZ,4.712113143012785e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,IX,0.00045065349910794646
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,IY,0.000141473666572246
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,IZ,0.0004125894606983732
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,XI,0.00045065189766982144
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,XX,0.008859218005156233
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,XY,0.00041249090613524643
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,XZ,0.00014116793063621266
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,YI,0.00014146887738849807
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,YX,0.0004124894421264954
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,YY,3.4917618773298853e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,YZ,2.092007153127828e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,ZI,0.00041259286101116843
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,ZX,0.00014117078351687747
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,ZY,2.152413416040878e-07
784a05af21406d5910959897367492a7e417b90188139b8a0ef85e3c94a9da7f,smooth_detuning,all_noise,constant_rate,4.0,ZZ,4.561557120918991e-07
