nbar,step_size,maximum_stencil_multiplier,rate_power,sector,mode,coefficient_per_multiplier_power,coefficient_per_rate_s_power
1.0,0.1,0.4,1,A,"YI,YY",-3.24336510909151e-08,-1.8018695050508388e-09
1.0,0.1,0.4,1,A,"YI,YZ",1.636388623703358e-08,9.091047909463101e-10
1.0,0.1,0.4,1,A,"YI,ZI",1.3270466198508358e-07,7.372481221393532e-09
1.0,0.1,0.4,1,A,"YI,ZX",6.514522586306692e-08,3.619179214614829e-09
1.0,0.1,0.4,1,A,"YI,ZY",-3.377972952145484e-09,-1.8766516400808244e-10
1.0,0.1,0.4,1,A,"YI,ZZ",-4.965604781871845e-08,-2.7586693232621363e-09
1.0,0.1,0.4,1,A,"YX,YY",-3.087270627039146e-08,-1.715150348355081e-09
1.0,0.1,0.4,1,A,"YX,YZ",2.8117808836564886e-08,1.5621004909202714e-09
1.0,0.1,0.4,1,A,"YX,ZI",-7.9518093265362e-08,-4.417671848075667e-09
1.0,0.1,0.4,1,A,"YX,ZX",1.0565524615981497e-07,5.869735897767498e-09
1.0,0.1,0.4,1,A,"YX,ZY",3.1210140378805315e-08,1.7338966877114064e-09
1.0,0.1,0.4,1,A,"YX,ZZ",1.8376212080087475e-10,1.0209006711159708e-11
1.0,0.1,0.4,1,A,"YY,YZ",1.1302699828457361e-08,6.279277682476312e-10
1.0,0.1,0.4,1,A,"YY,ZI",2.0762106289741283e-08,1.1534503494300712e-09
1.0,0.1,0.4,1,A,"YY,ZX",3.362671303472724e-08,1.868150724151513e-09
1.0,0.1,0.4,1,A,"YY,ZY",1.1919044304120486e-08,6.621691280066937e-10
1.0,0.1,0.4,1,A,"YY,ZZ",-9.047261897747243e-08,-5.02625660985958e-09
1.0,0.1,0.4,1,A,"YZ,ZI",7.42660465115301e-08,4.1258914728627834e-09
1.0,0.1,0.4,1,A,"YZ,ZX",1.855208086599514e-08,1.0306711592219524e-09
1.0,0.1,0.4,1,A,"YZ,ZY",-1.0992957012243174e-08,-6.107198340135097e-10
1.0,0.1,0.4,1,A,"YZ,ZZ",4.2864053694622576e-08,2.3813363163679208e-09
1.0,0.1,0.4,1,A,"ZI,ZX",-1.7448650188229764e-07,-9.693694549016535e-09
1.0,0.1,0.4,1,A,"ZI,ZY",5.875235523547641e-09,3.264019735304245e-10
1.0,0.1,0.4,1,A,"ZI,ZZ",5.482862839518352e-08,3.046034910843529e-09
1.0,0.1,0.4,1,A,"ZX,ZY",-3.661746666664084e-09,-2.034303703702269e-10
1.0,0.1,0.4,1,A,"ZX,ZZ",-3.511678108545896e-08,-1.950932282525498e-09
1.0,0.1,0.4,1,A,"ZY,ZZ",2.3271552250308557e-09,1.292864013906031e-10
1.0,0.1,0.4,2,H,IX,8.148679362801341e-06,2.515024494691772e-08
1.0,0.1,0.4,2,H,IY,1.2179534623859332e-06,3.759115624647942e-09
1.0,0.1,0.4,2,H,IZ,9.511223224439891e-08,2.935562723592559e-10
1.0,0.1,0.4,2,H,XI,1.4559680589101651e-06,4.493728576883226e-09
1.0,0.1,0.4,2,H,XX,4.05455848695895e-06,1.2514069404194291e-08
1.0,0.1,0.4,2,H,XY,1.7451500052062504e-07,5.38626544816744e-10
1.0,0.1,0.4,2,H,XZ,-1.412478259289067e-06,-4.359500800274898e-09
1.0,0.1,0.4,2,H,YI,2.338372686829216e-06,7.217199650707457e-09
1.0,0.1,0.4,2,H,YX,-5.100959872824979e-07,-1.5743703311188208e-09
1.0,0.1,0.4,2,H,YY,-3.1656871732336337e-06,-9.770639423560598e-09
1.0,0.1,0.4,2,H,YZ,-5.637562690639854e-07,-1.739988484765387e-09
1.0,0.1,0.4,2,H,ZI,2.4459061012640217e-08,7.549092905135869e-11
1.0,0.1,0.4,2,H,ZX,-1.424059963806152e-06,-4.395246801870839e-09
1.0,0.1,0.4,2,H,ZY,5.204211264506557e-07,1.6062380446007893e-09
1.0,0.1,0.4,2,H,ZZ,1.8445371904049752e-13,5.693016019768442e-16
1.0,0.1,0.4,2,S,IX,-3.145692988570189e-06,-9.708928977068484e-09
1.0,0.1,0.4,2,S,IY,-1.8787669162816304e-06,-5.798663321856884e-09
1.0,0.1,0.4,2,S,IZ,1.0273054031021449e-06,3.170695688586867e-09
1.0,0.1,0.4,2,S,XI,-3.977519034902742e-06,-1.2276293317601056e-08
1.0,0.1,0.4,2,S,XX,-1.9094132681980182e-06,-5.893250827771661e-09
1.0,0.1,0.4,2,S,XY,1.2158999512005268e-06,3.75277762716212e-09
1.0,0.1,0.4,2,S,XZ,-1.845870894330932e-06,-5.697132389910284e-09
1.0,0.1,0.4,2,S,YI,1.4619582748885384e-06,4.5122168978041306e-09
1.0,0.1,0.4,2,S,YX,2.3149662799532217e-06,7.1449576541766105e-09
1.0,0.1,0.4,2,S,YY,1.1007984229713783e-06,3.397525996825242e-09
1.0,0.1,0.4,2,S,YZ,4.917611018423511e-07,1.517781178525775e-09
1.0,0.1,0.4,2,S,ZI,2.0236328221502287e-06,6.245780315278484e-09
1.0,0.1,0.4,2,S,ZX,2.1202959576716864e-06,6.54412332614718e-09
1.0,0.1,0.4,2,S,ZY,4.878477038428469e-07,1.5057027896384163e-09
1.0,0.1,0.4,2,S,ZZ,1.2369176409494121e-06,3.817647039967321e-09
1.0,0.1,0.4,2,C,"IX,IY",1.731562378482801e-08,5.34432832865062e-11
1.0,0.1,0.4,2,C,"IX,IZ",-7.642929769013735e-07,-2.358928941053622e-09
1.0,0.1,0.4,2,C,"IX,XI",-3.521168667082332e-06,-1.0867804528031888e-08
1.0,0.1,0.4,2,C,"IX,XX",1.029461631998069e-06,3.177350716043423e-09
1.0,0.1,0.4,2,C,"IX,XY",6.058098396777588e-07,1.869783455795552e-09
1.0,0.1,0.4,2,C,"IX,XZ",-1.5769224984410468e-07,-4.867044748274836e-10
1.0,0.1,0.4,2,C,"IX,YI",-4.7153864937482047e-08,-1.4553662017741373e-10
1.0,0.1,0.4,2,C,"IX,YX",1.663899743337971e-06,5.135493034993737e-09
1.0,0.1,0.4,2,C,"IX,YY",-8.96577163639321e-08,-2.7672134680225956e-10
1.0,0.1,0.4,2,C,"IX,YZ",1.197235538699121e-07,3.6951714157380274e-10
1.0,0.1,0.4,2,C,"IX,ZI",-7.320031328200794e-07,-2.259268928457035e-09
1.0,0.1,0.4,2,C,"IX,ZX",-1.3374397058870275e-07,-4.127900326811813e-10
1.0,0.1,0.4,2,C,"IX,ZY",-1.713440549795862e-07,-5.288396758629204e-10
1.0,0.1,0.4,2,C,"IX,ZZ",8.110774070083519e-10,2.503325330272691e-12
1.0,0.1,0.4,2,C,"IY,IZ",-6.929409378763974e-07,-2.1387065983839427e-09
1.0,0.1,0.4,2,C,"IY,XI",8.70129510786239e-08,2.685584909834071e-10
1.0,0.1,0.4,2,C,"IY,XX",-1.5584384437413632e-06,-4.8099951967326025e-09
1.0,0.1,0.4,2,C,"IY,XY",-3.482788116619842e-07,-1.0749346038950131e-09
1.0,0.1,0.4,2,C,"IY,XZ",-2.066613790782727e-06,-6.3784376258726146e-09
1.0,0.1,0.4,2,C,"IY,YI",-1.3700739986991437e-07,-4.228623452775135e-10
1.0,0.1,0.4,2,C,"IY,YX",-1.9811773514633388e-07,-6.114744911923885e-10
1.0,0.1,0.4,2,C,"IY,YY",-5.659131688436507e-07,-1.7466455828507739e-09
1.0,0.1,0.4,2,C,"IY,YZ",-3.192692705402541e-07,-9.853989831489324e-10
1.0,0.1,0.4,2,C,"IY,ZI",1.6731893553438869e-07,5.164164676987305e-10
1.0,0.1,0.4,2,C,"IY,ZX",-1.966127027222647e-07,-6.068293293897058e-10
1.0,0.1,0.4,2,C,"IY,ZY",-6.152646128919475e-07,-1.8989648546047765e-09
1.0,0.1,0.4,2,C,"IY,ZZ",-3.4473259455851757e-07,-1.0639894893781407e-09
1.0,0.1,0.4,2,C,"IZ,XI",-7.165203074566017e-07,-2.21148243042161e-09
1.0,0.1,0.4,2,C,"IZ,XX",-8.083189785718893e-08,-2.4948116622589177e-10
1.0,0.1,0.4,2,C,"IZ,XY",-1.5127640602879055e-06,-4.669024877431807e-09
1.0,0.1,0.4,2,C,"IZ,XZ",2.926292513677854e-07,9.031767017524241e-10
1.0,0.1,0.4,2,C,"IZ,YI",-4.14562279194283e-07,-1.2795132073897622e-09
1.0,0.1,0.4,2,C,"IZ,YX",6.851101940738726e-07,2.114537636030471e-09
1.0,0.1,0.4,2,C,"IZ,YY",-4.005515051425584e-08,-1.236270077600489e-10
1.0,0.1,0.4,2,C,"IZ,YZ",-3.2322037571831056e-07,-9.975937522170078e-10
1.0,0.1,0.4,2,C,"IZ,ZI",3.3049753121978874e-07,1.0200541087030516e-09
1.0,0.1,0.4,2,C,"IZ,ZX",-2.151380408725915e-07,-6.640062989894799e-10
1.0,0.1,0.4,2,C,"IZ,ZY",-7.866205840932649e-07,-2.42784130892983e-09
1.0,0.1,0.4,2,C,"IZ,ZZ",6.733204752934177e-07,2.078149615103141e-09
1.0,0.1,0.4,2,C,"XI,XX",-1.6245702614328615e-06,-5.0141057451631524e-09
1.0,0.1,0.4,2,C,"XI,XY",7.787067244422181e-07,2.4034158161796853e-09
1.0,0.1,0.4,2,C,"XI,XZ",-3.954015060245246e-07,-1.2203750185942117e-09
1.0,0.1,0.4,2,C,"XI,YI",-1.4111903147825125e-07,-4.3555256629089895e-10
1.0,0.1,0.4,2,C,"XI,YX",1.3325793628310154e-06,4.1128992679969615e-09
1.0,0.1,0.4,2,C,"XI,YY",-2.5828232909266835e-07,-7.971676823847788e-10
1.0,0.1,0.4,2,C,"XI,YZ",-1.0925409606991655e-07,-3.372040002157918e-10
1.0,0.1,0.4,2,C,"XI,ZI",-1.1408331587936501e-06,-3.521089996276698e-09
1.0,0.1,0.4,2,C,"XI,ZX",-4.923627495823668e-07,-1.5196381159949594e-09
1.0,0.1,0.4,2,C,"XI,ZY",1.609090782783543e-07,4.966329576492416e-10
1.0,0.1,0.4,2,C,"XI,ZZ",4.241692560254117e-08,1.3091643704488016e-10
1.0,0.1,0.4,2,C,"XX,XY",-5.092200262485834e-08,-1.571666747680813e-10
1.0,0.1,0.4,2,C,"XX,XZ",-1.1242261191158802e-06,-3.4698337009749388e-09
1.0,0.1,0.4,2,C,"XX,YI",-1.5064219393721403e-06,-4.649450430160927e-09
1.0,0.1,0.4,2,C,"XX,YX",-5.786721928474272e-08,-1.7860252865661335e-10
1.0,0.1,0.4,2,C,"XX,YY",8.990145434259621e-08,2.7747362451418586e-10
1.0,0.1,0.4,2,C,"XX,YZ",1.4891920102007168e-06,4.596271636421966e-09
1.0,0.1,0.4,2,C,"XX,ZI",6.056111637729667e-07,1.8691702585585393e-09
1.0,0.1,0.4,2,C,"XX,ZX",-2.2427678478046295e-06,-6.922122987051326e-09
1.0,0.1,0.4,2,C,"XX,ZY",1.687579047637486e-06,5.208577307523105e-09
1.0,0.1,0.4,2,C,"XX,ZZ",-2.7973114835516945e-07,-8.633677418369428e-10
1.0,0.1,0.4,2,C,"XY,XZ",-1.4178979862297421e-06,-4.376228352560933e-09
1.0,0.1,0.4,2,C,"XY,YI",-4.9719686072493524e-08,-1.5345582121139977e-10
1.0,0.1,0.4,2,C,"XY,YX",-2.0888723904057548e-07,-6.447137007425169e-10
1.0,0.1,0.4,2,C,"XY,YY",-4.712387875094467e-07,-1.4544407021896503e-09
1.0,0.1,0.4,2,C,"XY,YZ",2.980549860211088e-07,9.199227963614469e-10
1.0,0.1,0.4,2,C,"XY,ZI",6.19246370778456e-07,1.9112542307977036e-09
1.0,0.1,0.4,2,C,"XY,ZX",1.2568513450215246e-07,3.8791708179676684e-10
1.0,0.1,0.4,2,C,"XY,ZY",-1.4374384823506204e-07,-4.43653852577352e-10
1.0,0.1,0.4,2,C,"XY,ZZ",2.7148159984456503e-07,8.379061723597686e-10
1.0,0.1,0.4,2,C,"XZ,YI",-2.5426837619886988e-08,-7.847789388854008e-11
1.0,0.1,0.4,2,C,"XZ,YX",-1.0672365608055783e-07,-3.2939400024863526e-10
1.0,0.1,0.4,2,C,"XZ,YY",-1.1377445562278319e-07,-3.511557272308123e-10
1.0,0.1,0.4,2,C,"XZ,YZ",-9.327473964741961e-07,-2.8788499891178892e-09
1.0,0.1,0.4,2,C,"XZ,ZI",-2.1067129458769708e-07,-6.502200450237565e-10
1.0,0.1,0.4,2,C,"XZ,ZX",-2.066613071759298e-07,-6.3784354066645e-10
1.0,0.1,0.4,2,C,"XZ,ZY",-4.961652148515163e-07,-1.5313741199120875e-09
1.0,0.1,0.4,2,C,"XZ,ZZ",-2.2635630570266197e-07,-6.986305731563641e-10
1.0,0.1,0.4,2,C,"YI,YX",-5.518665058719572e-07,-1.7032916847899914e-09
1.0,0.1,0.4,2,C,"YI,YY",6.477383760696491e-07,1.999192518733485e-09
1.0,0.1,0.4,2,C,"YI,YZ",4.0880304648278077e-07,1.2617377977863604e-09
1.0,0.1,0.4,2,C,"YI,ZI",-8.464476319085058e-07,-2.612492691075635e-09
1.0,0.1,0.4,2,C,"YI,ZX",1.552377341002794e-06,4.791288089514796e-09
1.0,0.1,0.4,2,C,"YI,ZY",4.340943234050046e-07,1.3397972944598909e-09
1.0,0.1,0.4,2,C,"YI,ZZ",-4.2020024461164466e-07,-1.2969143352211254e-09
1.0,0.1,0.4,2,C,"YX,YY",-8.947741068769759e-08,-2.7616484780153576e-10
1.0,0.1,0.4,2,C,"YX,YZ",-6.528104341124265e-07,-2.0148470188655142e-09
1.0,0.1,0.4,2,C,"YX,ZI",-2.7953037522246325e-06,-8.627480716742693e-09
1.0,0.1,0.4,2,C,"YX,ZX",-2.039100300521983e-06,-6.293519446055503e-09
1.0,0.1,0.4,2,C,"YX,ZY",7.111829979643431e-07,2.1950092529763675e-09
1.0,0.1,0.4,2,C,"YX,ZZ",3.914781899601881e-07,1.2082660183956423e-09
1.0,0.1,0.4,2,C,"YY,YZ",-7.570688656742202e-07,-2.3366323014636427e-09
1.0,0.1,0.4,2,C,"YY,ZI",-1.08686683726049e-08,-3.354527275495339e-11
1.0,0.1,0.4,2,C,"YY,ZX",9.781705709340423e-07,3.019044972018649e-09
1.0,0.1,0.4,2,C,"YY,ZY",-8.462019774245229e-07,-2.611734498223836e-09
1.0,0.1,0.4,2,C,"YY,ZZ",1.4081459028799123e-07,4.3461293298762726e-10
1.0,0.1,0.4,2,C,"YZ,ZI",-3.725452917456746e-07,-1.1498311473631932e-09
1.0,0.1,0.4,2,C,"YZ,ZX",2.5189841407887093e-07,7.774642409841696e-10
1.0,0.1,0.4,2,C,"YZ,ZY",9.350551622992594e-07,2.8859727231458624e-09
1.0,0.1,0.4,2,C,"YZ,ZZ",-8.283979189441562e-07,-2.5567837004449267e-09
1.0,0.1,0.4,2,C,"ZI,ZX",4.825884990306382e-10,1.4894706760204883e-12
1.0,0.1,0.4,2,C,"ZI,ZY",-4.758215491228514e-07,-1.468585028156949e-09
1.0,0.1,0.4,2,C,"ZI,ZZ",1.5047610880713004e-07,4.6443243458990754e-10
1.0,0.1,0.4,2,C,"ZX,ZY",1.1098860730585766e-07,3.425574299563508e-10
1.0,0.1,0.4,2,C,"ZX,ZZ",-3.7719920389308865e-07,-1.1641950737441008e-09
1.0,0.1,0.4,2,C,"ZY,ZZ",-1.03368549465716e-06,-3.1903873291887654e-09
1.0,0.1,0.4,2,A,"IX,IY",-1.1593950410832404e-07,-3.5783797564297545e-10
1.0,0.1,0.4,2,A,"IX,IZ",4.417787309100976e-07,1.3635146015743753e-09
1.0,0.1,0.4,2,A,"IX,XI",-8.015638543662011e-06,-2.4739625134759294e-08
1.0,0.1,0.4,2,A,"IX,XX",1.2333348677116445e-06,3.8065890978754465e-09
1.0,0.1,0.4,2,A,"IX,XY",5.753265414685596e-07,1.7756992020634555e-09
1.0,0.1,0.4,2,A,"IX,XZ",-2.0464557391558238e-07,-6.316221417147605e-10
1.0,0.1,0.4,2,A,"IX,YI",-1.8295239321284946e-07,-5.646678802865724e-10
1.0,0.1,0.4,2,A,"IX,YX",1.1164204750066211e-06,3.445742206810559e-09
1.0,0.1,0.4,2,A,"IX,YY",1.4128851229243947e-06,4.360756552235786e-09
1.0,0.1,0.4,2,A,"IX,YZ",6.117065675851117e-07,1.887983233287382e-09
1.0,0.1,0.4,2,A,"IX,ZI",1.4035096025036251e-06,4.331819760813658e-09
1.0,0.1,0.4,2,A,"IX,ZX",1.6030356366685285e-07,4.947640853915211e-10
1.0,0.1,0.4,2,A,"IX,ZY",-5.248612052627158e-07,-1.619941991551592e-09
1.0,0.1,0.4,2,A,"IX,ZZ",1.6620611459442938e-06,5.129818351679919e-09
1.0,0.1,0.4,2,A,"IY,IZ",-3.0574556515375755e-07,-9.436591517091282e-10
1.0,0.1,0.4,2,A,"IY,XI",1.8926442874662906e-08,5.841494714402131e-11
1.0,0.1,0.4,2,A,"IY,XX",-3.0303097676289793e-07,-9.3528079247808e-10
1.0,0.1,0.4,2,A,"IY,XY",4.5956893296889046e-08,1.4184226326200322e-10
1.0,0.1,0.4,2,A,"IY,XZ",-8.509006900228692e-07,-2.626236697601448e-09
1.0,0.1,0.4,2,A,"IY,YI",4.912120017730095e-07,1.516086425225338e-09
1.0,0.1,0.4,2,A,"IY,YX",-4.999874890270189e-07,-1.5431712624290707e-09
1.0,0.1,0.4,2,A,"IY,YY",2.1184245660592553e-07,6.538347426108813e-10
1.0,0.1,0.4,2,A,"IY,YZ",-1.3752209125579047e-07,-4.244508989376249e-10
1.0,0.1,0.4,2,A,"IY,ZI",2.58880791735973e-07,7.990147893085586e-10
1.0,0.1,0.4,2,A,"IY,ZX",6.525541905580188e-07,2.014056143697589e-09
1.0,0.1,0.4,2,A,"IY,ZY",-3.6897364170054245e-08,-1.1388075361127854e-10
1.0,0.1,0.4,2,A,"IY,ZZ",1.9583680773275613e-07,6.044345917677659e-10
1.0,0.1,0.4,2,A,"IZ,XI",-9.912564894179017e-07,-3.0594336093145115e-09
1.0,0.1,0.4,2,A,"IZ,XX",-1.086723282510948e-08,-3.354084205280704e-11
1.0,0.1,0.4,2,A,"IZ,XY",-1.0593142246399797e-06,-3.2694883476542584e-09
1.0,0.1,0.4,2,A,"IZ,XZ",2.4816614779011395e-07,7.659449005867715e-10
1.0,0.1,0.4,2,A,"IZ,YI",-5.019531413832292e-07,-1.549238090688979e-09
1.0,0.1,0.4,2,A,"IZ,YX",-2.05079535409583e-07,-6.329615290419229e-10
1.0,0.1,0.4,2,A,"IZ,YY",-2.9564491243270863e-07,-9.124842976318167e-10
1.0,0.1,0.4,2,A,"IZ,YZ",-3.2432746390269143e-07,-1.0010106910576896e-09
1.0,0.1,0.4,2,A,"IZ,ZI",-3.0328270217184468e-09,-9.36057722752607e-12
1.0,0.1,0.4,2,A,"IZ,ZX",-5.674089700819856e-07,-1.7512622533394616e-09
1.0,0.1,0.4,2,A,"IZ,ZY",4.490266926800331e-07,1.3858848539507195e-09
1.0,0.1,0.4,2,A,"IZ,ZZ",-8.712065388794709e-08,-2.6889090706156506e-10
1.0,0.1,0.4,2,A,"XI,XX",7.925798569706994e-06,2.4462341264527758e-08
1.0,0.1,0.4,2,A,"XI,XY",6.504155796377666e-07,2.0074554927091563e-09
1.0,0.1,0.4,2,A,"XI,XZ",2.1370734634716093e-07,6.595905751455584e-10
1.0,0.1,0.4,2,A,"XI,YI",-2.3867479516666674e-08,-7.366506023662554e-11
1.0,0.1,0.4,2,A,"XI,YX",9.334237597848875e-07,2.88093753020027e-09
1.0,0.1,0.4,2,A,"XI,YY",1.764091062891923e-06,5.444725502752849e-09
1.0,0.1,0.4,2,A,"XI,YZ",6.460710488037502e-07,1.994046446925155e-09
1.0,0.1,0.4,2,A,"XI,ZI",1.1020348107264979e-06,3.401342008415117e-09
1.0,0.1,0.4,2,A,"XI,ZX",1.4128236790939955e-07,4.360566910783937e-10
1.0,0.1,0.4,2,A,"XI,ZY",-3.856250860995155e-07,-1.190200883023196e-09
1.0,0.1,0.4,2,A,"XI,ZZ",1.4920207162141967e-06,4.605002210537644e-09
1.0,0.1,0.4,2,A,"XX,XY",-3.3542569489060774e-06,-1.0352644904031104e-08
1.0,0.1,0.4,2,A,"XX,XZ",4.016313453021905e-07,1.2396029175993532e-09
1.0,0.1,0.4,2,A,"XX,YI",2.3775029702887042e-07,7.337972130520692e-10
1.0,0.1,0.4,2,A,"XX,YX",-4.182610816330314e-06,-1.2909292642994796e-08
1.0,0.1,0.4,2,A,"XX,YY",-5.9974833829186104e-12,-1.8510751181847565e-14
1.0,0.1,0.4,2,A,"XX,YZ",-7.160446971309093e-07,-2.2100144973176213e-09
1.0,0.1,0.4,2,A,"XX,ZI",2.1034002910087685e-07,6.491976206817187e-10
1.0,0.1,0.4,2,A,"XX,ZX",-1.2892991303090045e-06,-3.979318303422854e-09
1.0,0.1,0.4,2,A,"XX,ZY",3.6814634784948046e-07,1.1362541600292607e-09
1.0,0.1,0.4,2,A,"XX,ZZ",-3.1654360874384322e-06,-9.769864467402568e-09
1.0,0.1,0.4,2,A,"XY,XZ",9.350548725560949e-09,2.885971828876836e-11
1.0,0.1,0.4,2,A,"XY,YI",3.6798448086878077e-07,1.1357545705826567e-09
1.0,0.1,0.4,2,A,"XY,YX",-3.541786233281061e-07,-1.0931438991608214e-09
1.0,0.1,0.4,2,A,"XY,YY",6.281849843339167e-07,1.9388425442404835e-09
1.0,0.1,0.4,2,A,"XY,YZ",-3.8871627012331537e-07,-1.199741574454677e-09
1.0,0.1,0.4,2,A,"XY,ZI",-2.1530636366694853e-07,-6.645258137868782e-10
1.0,0.1,0.4,2,A,"XY,ZX",4.135460018297333e-07,1.2763765488572016e-09
1.0,0.1,0.4,2,A,"XY,ZY",8.387975008469226e-08,2.5888811754534647e-10
1.0,0.1,0.4,2,A,"XY,ZZ",2.9746755740206114e-07,9.181097450680899e-10
1.0,0.1,0.4,2,A,"XZ,YI",2.850182079421714e-07,8.796858269820106e-10
1.0,0.1,0.4,2,A,"XZ,YX",-7.269940715876407e-07,-2.243808862924817e-09
1.0,0.1,0.4,2,A,"XZ,YY",2.2276899468375684e-07,6.875586255671507e-10
1.0,0.1,0.4,2,A,"XZ,YZ",1.752740517906619e-08,5.40969295650191e-11
1.0,0.1,0.4,2,A,"XZ,ZI",7.982996860358714e-08,2.4638879198638005e-10
1.0,0.1,0.4,2,A,"XZ,ZX",3.604054173179243e-07,1.1123623991293961e-09
1.0,0.1,0.4,2,A,"XZ,ZY",5.262353311957122e-07,1.6241831209744205e-09
1.0,0.1,0.4,2,A,"XZ,ZZ",-1.6739749765348878e-07,-5.166589433749653e-10
1.0,0.1,0.4,2,A,"YI,YX",1.5829358695596371e-06,4.8856045356778925e-09
1.0,0.1,0.4,2,A,"YI,YY",5.465866649676103e-07,1.6869958795296615e-09
1.0,0.1,0.4,2,A,"YI,YZ",-3.45280110163586e-07,-1.065679352356747e-09
1.0,0.1,0.4,2,A,"YI,ZI",-1.6946123461337223e-06,-5.230285018931242e-09
1.0,0.1,0.4,2,A,"YI,ZX",-7.610518689510697e-07,-2.3489255214539188e-09
1.0,0.1,0.4,2,A,"YI,ZY",3.8262005908470636e-08,1.1809261082861308e-10
1.0,0.1,0.4,2,A,"YI,ZZ",8.5167917672022e-07,2.6286394343216666e-09
1.0,0.1,0.4,2,A,"YX,YY",1.7025399355581242e-07,5.254752887525074e-10
1.0,0.1,0.4,2,A,"YX,YZ",-5.816967701774317e-07,-1.7953604017821966e-09
1.0,0.1,0.4,2,A,"YX,ZI",1.104332294780658e-06,3.4084330085822777e-09
1.0,0.1,0.4,2,A,"YX,ZX",-1.596138120069073e-06,-4.926352222435411e-09
1.0,0.1,0.4,2,A,"YX,ZY",-6.798366226322573e-07,-2.098261180963757e-09
1.0,0.1,0.4,2,A,"YX,ZZ",2.69469057797366e-07,8.316946228313766e-10
1.0,0.1,0.4,2,A,"YY,YZ",-2.9602173627914624e-07,-9.136473341948958e-10
1.0,0.1,0.4,2,A,"YY,ZI",-1.2677939030442114e-07,-3.912944145198183e-10
1.0,0.1,0.4,2,A,"YY,ZX",-5.033927540472821e-07,-1.5536813396521053e-09
1.0,0.1,0.4,2,A,"YY,ZY",-3.8168148170219893e-07,-1.1780292645129596e-09
1.0,0.1,0.4,2,A,"YY,ZZ",1.5087796793089315e-06,4.65672740527448e-09
1.0,0.1,0.4,2,A,"YZ,ZI",-1.0036646581939415e-06,-3.0977304265245108e-09
1.0,0.1,0.4,2,A,"YZ,ZX",-1.6974704860415886e-07,-5.239106438399964e-10
1.0,0.1,0.4,2,A,"YZ,ZY",2.5531908173121727e-07,7.880218571951151e-10
1.0,0.1,0.4,2,A,"YZ,ZZ",-5.55977990612861e-07,-1.7159814525088303e-09
1.0,0.1,0.4,2,A,"ZI,ZX",2.1522715799050573e-06,6.642813518225485e-09
1.0,0.1,0.4,2,A,"ZI,ZY",4.5224974546098176e-08,1.3958325477190794e-10
1.0,0.1,0.4,2,A,"ZI,ZZ",-8.15504728281603e-07,-2.5169899021037126e-09
1.0,0.1,0.4,2,A,"ZX,ZY",1.8836127004111233e-07,5.813619445713344e-10
1.0,0.1,0.4,2,A,"ZX,ZZ",6.04026988133723e-07,1.864280827573219e-09
1.0,0.1,0.4,2,A,"ZY,ZZ",4.2207185432818085e-08,1.3026909084203113e-10
1.0,0.1,0.4,3,H,IX,-3.171471700396678e-05,-5.438051612477157e-09
1.0,0.1,0.4,3,H,IY,-5.058406372077034e-06,-8.673536303287095e-10
1.0,0.1,0.4,3,H,IZ,-2.594459231595977e-07,-4.448661233875132e-11
1.0,0.1,0.4,3,H,XI,-5.953689974884114e-06,-1.02086590790194e-09
1.0,0.1,0.4,3,H,XX,-1.1525074381569432e-05,-1.976178734837008e-09
1.0,0.1,0.4,3,H,XY,-1.2688532167758619e-08,-2.1756742400134806e-12
1.0,0.1,0.4,3,H,XZ,6.249203582018094e-06,1.0715369653666143e-09
1.0,0.1,0.4,3,H,YI,-8.454293145750032e-06,-1.449638742412557e-09
1.0,0.1,0.4,3,H,YX,1.4154447594519517e-06,2.427031480541755e-10
1.0,0.1,0.4,3,H,YY,1.364083560452333e-05,2.338963581022519e-09
1.0,0.1,0.4,3,H,YZ,1.863408240188775e-06,3.1951444447681324e-10
1.0,0.1,0.4,3,H,ZI,-1.2718941736454923e-07,-2.1808885007638757e-11
1.0,0.1,0.4,3,H,ZX,6.236060080167484e-06,1.069283278492367e-09
1.0,0.1,0.4,3,H,ZY,-9.486630277855564e-07,-1.6266512822111734e-10
1.0,0.1,0.4,3,H,ZZ,-7.877111137485349e-13,-1.3506706339995454e-16
1.0,0.1,0.4,3,S,IX,5.371630230891244e-06,9.210614250499389e-10
1.0,0.1,0.4,3,S,IY,7.398815083946438e-06,1.2686582791403358e-09
1.0,0.1,0.4,3,S,IZ,-3.842588359068213e-06,-6.588800341337815e-10
1.0,0.1,0.4,3,S,XI,8.345950505501715e-06,1.4310614721367824e-09
1.0,0.1,0.4,3,S,XX,1.1575770908287019e-05,1.984871554918899e-09
1.0,0.1,0.4,3,S,XY,-4.806662935568075e-06,-8.24187746153648e-10
1.0,0.1,0.4,3,S,XZ,7.048558202825319e-06,1.2086005148877432e-09
1.0,0.1,0.4,3,S,YI,-6.359826656123541e-06,-1.0905052565369583e-09
1.0,0.1,0.4,3,S,YX,-9.178638547969018e-06,-1.5738406289384462e-09
1.0,0.1,0.4,3,S,YY,-5.019306831972159e-06,-8.606493196111384e-10
1.0,0.1,0.4,3,S,YZ,-2.1703558454071647e-06,-3.7214606402729164e-10
1.0,0.1,0.4,3,S,ZI,-7.646685549343252e-06,-1.3111600736185274e-09
1.0,0.1,0.4,3,S,ZX,-8.821709999837754e-06,-1.512638888861069e-09
