nbar,step_size,maximum_stencil_multiplier,rate_power,sector,mode,coefficient_per_multiplier_power,coefficient_per_rate_s_power
0.01,0.2,0.8,1,H,IX,1.48271489042676e-07,8.237304946815333e-09
0.01,0.2,0.8,1,H,IY,1.486820311846918e-08,8.260112843593988e-10
0.01,0.2,0.8,1,H,IZ,-1.4692730920178039e-09,-8.162628288987799e-11
0.01,0.2,0.8,1,H,XI,2.1549446392251798e-07,1.197191466236211e-08
0.01,0.2,0.8,1,H,XX,-9.04584615733249e-06,-5.025470087406939e-07
0.01,0.2,0.8,1,H,XY,-3.3143424177345615e-08,-1.8413013431858675e-09
0.01,0.2,0.8,1,H,XZ,-1.0600947399076953e-07,-5.889415221709419e-09
0.01,0.2,0.8,1,H,YI,-1.8611287005032702e-08,-1.0339603891684834e-09
0.01,0.2,0.8,1,H,YX,2.2478393188674426e-07,1.2487996215930236e-08
0.01,0.2,0.8,1,H,YY,-2.136645228891195e-07,-1.187025127161775e-08
0.01,0.2,0.8,1,H,YZ,-1.8080518579952163e-09,-1.0044732544417868e-10
0.01,0.2,0.8,1,H,ZI,2.3569467887273104e-09,1.3094148826262837e-10
0.01,0.2,0.8,1,H,ZX,-1.10654621034438e-07,-6.1474789463576665e-09
0.01,0.2,0.8,1,H,ZY,-4.463120042846663e-08,-2.479511134914813e-09
0.01,0.2,0.8,1,H,ZZ,-3.493030445280846e-15,-1.9405724696004701e-16
0.01,0.2,0.8,1,S,IX,0.00022211035576341065,1.233946420907837e-05
0.01,0.2,0.8,1,S,IY,8.889632262184003e-08,4.938684590102224e-09
0.01,0.2,0.8,1,S,IZ,7.155696660828426e-08,3.97538703379357e-09
0.01,0.2,0.8,1,S,XI,0.0002216837130519991,1.2315761836222172e-05
0.01,0.2,0.8,1,S,XX,0.00016106578186550426,8.948098992528015e-06
0.01,0.2,0.8,1,S,XY,2.1976090898407448e-08,1.2208939388004137e-09
0.01,0.2,0.8,1,S,XZ,1.1106410978170534e-08,6.170228321205852e-10
0.01,0.2,0.8,1,S,YI,-2.126136971130699e-08,-1.1811872061837217e-09
0.01,0.2,0.8,1,S,YX,-2.64952982382985e-08,-1.4719610132388055e-09
0.01,0.2,0.8,1,S,YY,2.138676637485949e-08,1.188153687492194e-09
0.01,0.2,0.8,1,S,YZ,-5.37947701592927e-09,-2.9885983421829274e-10
0.01,0.2,0.8,1,S,ZI,4.4720076523766374e-08,2.4844486957647985e-09
0.01,0.2,0.8,1,S,ZX,7.30709718142977e-08,4.05949843412765e-09
0.01,0.2,0.8,1,S,ZY,8.506201194325736e-08,4.7256673301809646e-09
0.01,0.2,0.8,1,S,ZZ,8.547207316367227e-08,4.748448509092904e-09
0.01,0.2,0.8,1,C,"IX,IY",2.8136366638718934e-08,1.5631314799288297e-09
0.01,0.2,0.8,1,C,"IX,IZ",-4.894015498157631e-08,-2.718897498976462e-09
0.01,0.2,0.8,1,C,"IX,XI",0.00022186378186050474,1.232576565891693e-05
0.01,0.2,0.8,1,C,"IX,XX",2.5554365209581113e-08,1.4196869560878396e-09
0.01,0.2,0.8,1,C,"IX,XY",2.774521867129614e-08,1.5414010372942301e-09
0.01,0.2,0.8,1,C,"IX,XZ",3.056547436303974e-08,1.6980819090577633e-09
0.01,0.2,0.8,1,C,"IX,YI",-1.5197845333041915e-08,-8.443247407245508e-10
0.01,0.2,0.8,1,C,"IX,YX",-3.093889943329495e-08,-1.7188277462941637e-09
0.01,0.2,0.8,1,C,"IX,YY",2.3298933001399657e-08,1.2943851667444255e-09
0.01,0.2,0.8,1,C,"IX,YZ",4.8159784767663525e-09,2.675543598203529e-10
0.01,0.2,0.8,1,C,"IX,ZI",1.0496999937305232e-07,5.83166663183624e-09
0.01,0.2,0.8,1,C,"IX,ZX",5.237491186887668e-08,2.9097173260487047e-09
0.01,0.2,0.8,1,C,"IX,ZY",8.378869080249099e-09,4.654927266805055e-10
0.01,0.2,0.8,1,C,"IX,ZZ",3.4612851403292976e-08,1.922936189071832e-09
0.01,0.2,0.8,1,C,"IY,IZ",6.420075343339045e-08,3.5667085240772473e-09
0.01,0.2,0.8,1,C,"IY,XI",2.02082392938942e-09,1.1226799607719e-10
0.01,0.2,0.8,1,C,"IY,XX",-1.0722870244578806e-07,-5.957150135877114e-09
0.01,0.2,0.8,1,C,"IY,XY",-2.5652211164529372e-08,-1.425122842473854e-09
0.01,0.2,0.8,1,C,"IY,XZ",6.217443806118864e-08,3.454135447843813e-09
0.01,0.2,0.8,1,C,"IY,YI",-2.2969233620791433e-09,-1.276068534488413e-10
0.01,0.2,0.8,1,C,"IY,YX",4.6831330296745854e-08,2.6017405720414363e-09
0.01,0.2,0.8,1,C,"IY,YY",1.3049362205944755e-08,7.249645669969309e-10
0.01,0.2,0.8,1,C,"IY,YZ",-3.0847936496214445e-08,-1.7137742497896915e-09
0.01,0.2,0.8,1,C,"IY,ZI",-1.3421599349396777e-08,-7.45644408299821e-10
0.01,0.2,0.8,1,C,"IY,ZX",1.3577561851087687e-08,7.543089917270938e-10
0.01,0.2,0.8,1,C,"IY,ZY",-5.868338778212034e-08,-3.2601882101177965e-09
0.01,0.2,0.8,1,C,"IY,ZZ",-8.749176065689064e-09,-4.860653369827257e-10
0.01,0.2,0.8,1,C,"IZ,XI",-1.5366116676103688e-08,-8.536731486724271e-10
0.01,0.2,0.8,1,C,"IZ,XX",3.510072382757403e-08,1.9500402126430016e-09
0.01,0.2,0.8,1,C,"IZ,XY",-5.711147716506414e-08,-3.1728598425035633e-09
0.01,0.2,0.8,1,C,"IZ,XZ",7.205704711944798e-09,4.0031692844137763e-10
0.01,0.2,0.8,1,C,"IZ,YI",-2.345739617649635e-09,-1.3031886764720195e-10
0.01,0.2,0.8,1,C,"IZ,YX",2.8900274525693603e-08,1.605570806982978e-09
0.01,0.2,0.8,1,C,"IZ,YY",6.70411910585234e-08,3.724510614362411e-09
0.01,0.2,0.8,1,C,"IZ,YZ",1.199560477097936e-09,6.664224872766311e-11
0.01,0.2,0.8,1,C,"IZ,ZI",-7.257342533526421e-08,-4.031856963070234e-09
0.01,0.2,0.8,1,C,"IZ,ZX",5.764568868091852e-08,3.202538260051029e-09
0.01,0.2,0.8,1,C,"IZ,ZY",-2.6794972068260596e-08,-1.4886095593478109e-09
0.01,0.2,0.8,1,C,"IZ,ZZ",-7.765156799171752e-08,-4.313975999539862e-09
0.01,0.2,0.8,1,C,"XI,XX",8.806060740115373e-08,4.892255966730763e-09
0.01,0.2,0.8,1,C,"XI,XY",2.5457656695365406e-08,1.4143142608536336e-09
0.01,0.2,0.8,1,C,"XI,XZ",-1.5267956504848604e-08,-8.482198058249225e-10
0.01,0.2,0.8,1,C,"XI,YI",-1.741177464254858e-09,-9.673208134749212e-11
0.01,0.2,0.8,1,C,"XI,YX",-6.692839137670519e-10,-3.7182439653725104e-11
0.01,0.2,0.8,1,C,"XI,YY",1.4621308170888518e-08,8.122948983826954e-10
0.01,0.2,0.8,1,C,"XI,YZ",-5.887507076898488e-09,-3.270837264943604e-10
0.01,0.2,0.8,1,C,"XI,ZI",6.445223394810198e-08,3.5806796637834433e-09
0.01,0.2,0.8,1,C,"XI,ZX",-1.0392720686243207e-09,-5.773733714579559e-11
0.01,0.2,0.8,1,C,"XI,ZY",-7.301834393816035e-09,-4.0565746632311303e-10
0.01,0.2,0.8,1,C,"XI,ZZ",1.1893358902085193e-08,6.607421612269552e-10
0.01,0.2,0.8,1,C,"XX,XY",-2.5452776973132924e-09,-1.4140431651740513e-10
0.01,0.2,0.8,1,C,"XX,XZ",-1.274600458663473e-08,-7.081113659241516e-10
0.01,0.2,0.8,1,C,"XX,YI",-1.0452680416796086e-07,-5.8070446759978256e-09
0.01,0.2,0.8,1,C,"XX,YX",8.907815669374751e-09,4.948786482985973e-10
0.01,0.2,0.8,1,C,"XX,YY",-3.79745629639874e-08,-2.1096979424437444e-09
0.01,0.2,0.8,1,C,"XX,YZ",1.2227493364148944e-07,6.7930518689716355e-09
0.01,0.2,0.8,1,C,"XX,ZI",-2.226218500437989e-07,-1.2367880557988827e-08
0.01,0.2,0.8,1,C,"XX,ZX",2.0782812884184287e-08,1.154600715788016e-09
0.01,0.2,0.8,1,C,"XX,ZY",7.869539068992693e-08,4.371966149440385e-09
0.01,0.2,0.8,1,C,"XX,ZZ",1.8505321245562652e-08,1.0280734025312585e-09
0.01,0.2,0.8,1,C,"XY,XZ",-2.0441121970112505e-08,-1.1356178872284726e-09
0.01,0.2,0.8,1,C,"XY,YI",1.4523398489339429e-08,8.068554716299682e-10
0.01,0.2,0.8,1,C,"XY,YX",-2.9688732591540245e-08,-1.649374032863347e-09
0.01,0.2,0.8,1,C,"XY,YY",-7.35117110725301e-09,-4.0839839484738946e-10
0.01,0.2,0.8,1,C,"XY,YZ",4.508829320987488e-08,2.5049051783263822e-09
0.01,0.2,0.8,1,C,"XY,ZI",6.2991337647433855e-09,3.49951875819077e-10
0.01,0.2,0.8,1,C,"XY,ZX",-3.9428583944988534e-08,-2.1904768858326964e-09
0.01,0.2,0.8,1,C,"XY,ZY",7.625941357001397e-08,4.236634087222999e-09
0.01,0.2,0.8,1,C,"XY,ZZ",-1.4621134591855339e-08,-8.122852551030744e-10
0.01,0.2,0.8,1,C,"XZ,YI",-5.371620905315889e-09,-2.9842338362866045e-10
0.01,0.2,0.8,1,C,"XZ,YX",-7.3072272007859475e-09,-4.059570667103304e-10
0.01,0.2,0.8,1,C,"XZ,YY",-8.216966415170932e-09,-4.564981341761629e-10
0.01,0.2,0.8,1,C,"XZ,YZ",-1.1863460290033914e-08,-6.590811272241064e-10
0.01,0.2,0.8,1,C,"XZ,ZI",2.906153123659522e-08,1.614529513144179e-09
0.01,0.2,0.8,1,C,"XZ,ZX",-2.1651675567820467e-10,-1.2028708648789149e-11
0.01,0.2,0.8,1,C,"XZ,ZY",-3.951393644115261e-08,-2.1952186911751453e-09
0.01,0.2,0.8,1,C,"XZ,ZZ",1.544333949481553e-08,8.579633052675294e-10
0.01,0.2,0.8,1,C,"YI,YX",2.8355626174302204e-08,1.5753125652390113e-09
0.01,0.2,0.8,1,C,"YI,YY",-2.249482391335385e-09,-1.2497124396307696e-10
0.01,0.2,0.8,1,C,"YI,YZ",2.4566555526994407e-08,1.3648086403885781e-09
0.01,0.2,0.8,1,C,"YI,ZI",-2.6407578131035013e-09,-1.4670876739463895e-10
0.01,0.2,0.8,1,C,"YI,ZX",1.4218949358428162e-08,7.899416310237869e-10
0.01,0.2,0.8,1,C,"YI,ZY",-1.390068052283744e-08,-7.722600290465244e-10
0.01,0.2,0.8,1,C,"YI,ZZ",-2.2753260359369102e-08,-1.2640700199649501e-09
0.01,0.2,0.8,1,C,"YX,YY",1.4975949814513905e-08,8.319972119174392e-10
0.01,0.2,0.8,1,C,"YX,YZ",2.2250273394752547e-08,1.2361262997084749e-09
0.01,0.2,0.8,1,C,"YX,ZI",-9.207729343825912e-08,-5.115405191014396e-09
0.01,0.2,0.8,1,C,"YX,ZX",-1.0035434994846397e-08,-5.575241663803554e-10
0.01,0.2,0.8,1,C,"YX,ZY",1.8317468817793127e-08,1.0176371565440625e-09
0.01,0.2,0.8,1,C,"YX,ZZ",-5.25160040630576e-08,-2.917555781280978e-09
0.01,0.2,0.8,1,C,"YY,YZ",-6.665194678991731e-09,-3.7028859327731843e-10
0.01,0.2,0.8,1,C,"YY,ZI",-4.412168853243343e-08,-2.451204918468524e-09
0.01,0.2,0.8,1,C,"YY,ZX",2.969551648578654e-08,1.6497509158770299e-09
0.01,0.2,0.8,1,C,"YY,ZY",-2.9764005390660316e-08,-1.6535558550366843e-09
0.01,0.2,0.8,1,C,"YY,ZZ",-9.219209452476746e-08,-5.121783029153748e-09
0.01,0.2,0.8,1,C,"YZ,ZI",1.0661647890850378e-08,5.923137717139099e-10
0.01,0.2,0.8,1,C,"YZ,ZX",-1.2522305226576128e-08,-6.956836236986738e-10
0.01,0.2,0.8,1,C,"YZ,ZY",9.820766741551554e-09,5.455981523084196e-10
0.01,0.2,0.8,1,C,"YZ,ZZ",1.8915818349519487e-08,1.050878797195527e-09
0.01,0.2,0.8,1,C,"ZI,ZX",-3.6065572664734896e-09,-2.0036429258186055e-10
0.01,0.2,0.8,1,C,"ZI,ZY",3.197618365902249e-09,1.7764546477234717e-10
0.01,0.2,0.8,1,C,"ZI,ZZ",3.5678366733202977e-08,1.982131485177943e-09
0.01,0.2,0.8,1,C,"ZX,ZY",-3.535523737173811e-08,-1.9641798539854506e-09
0.01,0.2,0.8,1,C,"ZX,ZZ",-2.786849351718878e-08,-1.548249639843821e-09
0.01,0.2,0.8,1,C,"ZY,ZZ",4.3233110645140424e-08,2.401839480285579e-09
0.01,0.2,0.8,1,A,"IX,IY",-4.855693009018895e-08,-2.6976072272327194e-09
0.01,0.2,0.8,1,A,"IX,IZ",7.805481752347244e-09,4.3363787513040245e-10
0.01,0.2,0.8,1,A,"IX,XI",1.2786197451106304e-07,7.103443028392391e-09
0.01,0.2,0.8,1,A,"IX,XX",2.2082947272611673e-07,1.2268304040339819e-08
0.01,0.2,0.8,1,A,"IX,XY",3.6037345265360945e-08,2.002074736964497e-09
0.01,0.2,0.8,1,A,"IX,XZ",-1.9429410843986335e-08,-1.0794117135547963e-09
0.01,0.2,0.8,1,A,"IX,YI",-2.0814409194385927e-09,-1.1563560663547737e-10
0.01,0.2,0.8,1,A,"IX,YX",-1.079136171098474e-07,-5.995200950547078e-09
0.01,0.2,0.8,1,A,"IX,YY",9.791281673875877e-08,5.439600929931043e-09
0.01,0.2,0.8,1,A,"IX,YZ",-1.3616276495534526e-08,-7.564598053074737e-10
0.01,0.2,0.8,1,A,"IX,ZI",2.0731820178121714e-08,1.1517677876734285e-09
0.01,0.2,0.8,1,A,"IX,ZX",3.978050016121241e-10,2.2100277867340226e-11
0.01,0.2,0.8,1,A,"IX,ZY",4.510221569173392e-08,2.5056786495407733e-09
0.01,0.2,0.8,1,A,"IX,ZZ",1.410395742363739e-07,7.835531902020772e-09
0.01,0.2,0.8,1,A,"IY,IZ",-8.41420326832135e-08,-4.674557371289639e-09
0.01,0.2,0.8,1,A,"IY,XI",1.66358032288488e-08,9.242112904915999e-10
0.01,0.2,0.8,1,A,"IY,XX",-1.3436340676752413e-08,-7.464633709306896e-10
0.01,0.2,0.8,1,A,"IY,XY",2.2146145083103172e-08,1.2303413935057317e-09
0.01,0.2,0.8,1,A,"IY,XZ",4.517338498587014e-09,2.5096324992150075e-10
0.01,0.2,0.8,1,A,"IY,YI",-3.256821931565211e-08,-1.8093455175362285e-09
0.01,0.2,0.8,1,A,"IY,YX",-2.597051208115353e-08,-1.4428062267307517e-09
0.01,0.2,0.8,1,A,"IY,YY",-1.062560651996607e-07,-5.903114733314483e-09
0.01,0.2,0.8,1,A,"IY,YZ",1.0645346800259988e-08,5.914081555699993e-10
0.01,0.2,0.8,1,A,"IY,ZI",8.051787679422155e-08,4.473215377456753e-09
0.01,0.2,0.8,1,A,"IY,ZX",-6.508145203318508e-08,-3.615636224065838e-09
0.01,0.2,0.8,1,A,"IY,ZY",-2.2366984904335453e-08,-1.2426102724630807e-09
0.01,0.2,0.8,1,A,"IY,ZZ",9.4827312316122e-08,5.2681840175623335e-09
0.01,0.2,0.8,1,A,"IZ,XI",-2.756833757849889e-08,-1.531574309916605e-09
0.01,0.2,0.8,1,A,"IZ,XX",2.9922012525815824e-08,1.6623340292119903e-09
0.01,0.2,0.8,1,A,"IZ,XY",-5.69078354407883e-08,-3.161546413377128e-09
0.01,0.2,0.8,1,A,"IZ,XZ",6.516294474473072e-08,3.620163596929485e-09
0.01,0.2,0.8,1,A,"IZ,YI",-1.546271059491396e-08,-8.590394774952199e-10
0.01,0.2,0.8,1,A,"IZ,YX",1.557300716483752e-08,8.651670647131956e-10
0.01,0.2,0.8,1,A,"IZ,YY",-8.113243068763535e-09,-4.507357260424186e-10
0.01,0.2,0.8,1,A,"IZ,YZ",-1.3256544143769282e-08,-7.36474674653849e-10
0.01,0.2,0.8,1,A,"IZ,ZI",2.42195856226834e-08,1.3455325345935222e-09
0.01,0.2,0.8,1,A,"IZ,ZX",-7.835610664799175e-09,-4.353117035999542e-10
0.01,0.2,0.8,1,A,"IZ,ZY",-3.4980595089832914e-08,-1.9433663938796065e-09
0.01,0.2,0.8,1,A,"IZ,ZZ",3.128852227394931e-08,1.7382512374416284e-09
0.01,0.2,0.8,1,A,"XI,XX",1.5393939170551966e-07,8.552188428084426e-09
0.01,0.2,0.8,1,A,"XI,XY",-1.1113854750529872e-08,-6.174363750294374e-10
0.01,0.2,0.8,1,A,"XI,XZ",-1.2409409151591566e-08,-6.894116195328648e-10
0.01,0.2,0.8,1,A,"XI,YI",-2.7307195328874822e-08,-1.5170664071597124e-09
0.01,0.2,0.8,1,A,"XI,YX",-1.2493195080319055e-07,-6.940663933510586e-09
0.01,0.2,0.8,1,A,"XI,YY",1.0246166454878376e-07,5.692314697154653e-09
0.01,0.2,0.8,1,A,"XI,YZ",-5.559864874928923e-09,-3.0888138194049574e-10
0.01,0.2,0.8,1,A,"XI,ZI",-2.864845963910711e-08,-1.591581091061506e-09
0.01,0.2,0.8,1,A,"XI,ZX",1.4867352446236958e-08,8.25964024790942e-10
0.01,0.2,0.8,1,A,"XI,ZY",2.1317015238126782e-08,1.1842786243403768e-09
0.01,0.2,0.8,1,A,"XI,ZZ",8.589747133349165e-08,4.772081740749536e-09
0.01,0.2,0.8,1,A,"XX,XY",-3.634070148849096e-08,-2.01892786047172e-09
0.01,0.2,0.8,1,A,"XX,XZ",5.8132081907615394e-08,3.229560105978633e-09
0.01,0.2,0.8,1,A,"XX,YI",-2.1576292421701253e-07,-1.1986829123167362e-08
0.01,0.2,0.8,1,A,"XX,YX",2.3900905591680457e-07,1.327828088426692e-08
0.01,0.2,0.8,1,A,"XX,YY",6.448850562665002e-11,3.582694757036112e-12
0.01,0.2,0.8,1,A,"XX,YZ",4.057234307284761e-08,2.2540190596026448e-09
0.01,0.2,0.8,1,A,"XX,ZI",1.1923017613093954e-08,6.623898673941086e-10
0.01,0.2,0.8,1,A,"XX,ZX",1.1961803816074352e-07,6.645446564485751e-09
0.01,0.2,0.8,1,A,"XX,ZY",-2.6032241024945522e-09,-1.4462356124969734e-10
0.01,0.2,0.8,1,A,"XX,ZZ",-2.1376833077764683e-07,-1.1876018376535936e-08
0.01,0.2,0.8,1,A,"XY,XZ",1.057010796981282e-08,5.872282205451567e-10
0.01,0.2,0.8,1,A,"XY,YI",2.2972192328557473e-08,1.2762329071420819e-09
0.01,0.2,0.8,1,A,"XY,YX",8.972794181629339e-09,4.984885656460744e-10
0.01,0.2,0.8,1,A,"XY,YY",5.333542961648534e-08,2.9630794231380742e-09
0.01,0.2,0.8,1,A,"XY,YZ",-7.088299999507235e-09,-3.9379444441706865e-10
0.01,0.2,0.8,1,A,"XY,ZI",-3.196810354235099e-08,-1.7760057523528328e-09
0.01,0.2,0.8,1,A,"XY,ZX",2.135114312171489e-08,1.1861746178730494e-09
0.01,0.2,0.8,1,A,"XY,ZY",-2.3059375528963746e-08,-1.2810764182757636e-09
0.01,0.2,0.8,1,A,"XY,ZZ",-6.315253184646152e-08,-3.5084739914700846e-09
0.01,0.2,0.8,1,A,"XZ,YI",5.59540811559401e-09,3.1085600642188944e-10
0.01,0.2,0.8,1,A,"XZ,YX",-4.465266667453496e-08,-2.4807037041408313e-09
0.01,0.2,0.8,1,A,"XZ,YY",-4.466129401127906e-08,-2.481183000626614e-09
0.01,0.2,0.8,1,A,"XZ,YZ",2.9855784654906377e-08,1.6586547030503543e-09
0.01,0.2,0.8,1,A,"XZ,ZI",1.9525533603102727e-08,1.0847518668390404e-09
0.01,0.2,0.8,1,A,"XZ,ZX",-2.7600297436274432e-08,-1.5333498575708018e-09
0.01,0.2,0.8,1,A,"XZ,ZY",3.046229813963778e-08,1.6923498966465434e-09
0.01,0.2,0.8,1,A,"XZ,ZZ",3.068198422444084e-08,1.704554679135602e-09
0.01,0.2,0.8,1,A,"YI,YX",3.571311677919317e-08,1.9840620432885097e-09
0.01,0.2,0.8,1,A,"YI,YY",-1.2207506567813389e-08,-6.78194809322966e-10
0.01,0.2,0.8,1,A,"YI,YZ",-4.529102810083338e-09,-2.516168227824077e-10
0.01,0.2,0.8,1,A,"YI,ZI",-1.0913372938287737e-08,-6.062984965715409e-10
0.01,0.2,0.8,1,A,"YI,ZX",2.32696536982247e-09,1.292758538790261e-10
0.01,0.2,0.8,1,A,"YI,ZY",-1.5211155718078067e-08,-8.450642065598926e-10
0.01,0.2,0.8,1,A,"YI,ZZ",5.683562419638296e-09,3.157534677576831e-10
0.01,0.2,0.8,1,A,"YX,YY",2.6363549302055713e-08,1.464641627891984e-09
0.01,0.2,0.8,1,A,"YX,YZ",3.561162759082202e-09,1.9784237550456678e-10
0.01,0.2,0.8,1,A,"YX,ZI",1.5455102308607218e-08,8.586167949226232e-10
0.01,0.2,0.8,1,A,"YX,ZX",5.252990065284273e-09,2.918327814046818e-10
0.01,0.2,0.8,1,A,"YX,ZY",-2.8238727990442615e-08,-1.5688182216912563e-09
0.01,0.2,0.8,1,A,"YX,ZZ",-8.098048276516759e-09,-4.498915709175977e-10
0.01,0.2,0.8,1,A,"YY,YZ",6.2913867475306755e-09,3.4952148597392643e-10
0.01,0.2,0.8,1,A,"YY,ZI",-2.460022285684869e-08,-1.366679047602705e-09
0.01,0.2,0.8,1,A,"YY,ZX",3.0532274727602856e-08,1.6962374848668254e-09
0.01,0.2,0.8,1,A,"YY,ZY",-3.052776532402038e-08,-1.6959869624455766e-09
0.01,0.2,0.8,1,A,"YY,ZZ",-5.722785766774635e-10,-3.1793254259859085e-11
0.01,0.2,0.8,1,A,"YZ,ZI",-4.5308611475112805e-09,-2.5171450819507115e-10
0.01,0.2,0.8,1,A,"YZ,ZX",-2.477533910777041e-09,-1.3764077282094673e-10
0.01,0.2,0.8,1,A,"YZ,ZY",-2.7255158840071295e-08,-1.514175491115072e-09
0.01,0.2,0.8,1,A,"YZ,ZZ",-1.507120509122939e-08,-8.372891717349662e-10
0.01,0.2,0.8,1,A,"ZI,ZX",3.471663709496838e-08,1.9287020608315765e-09
0.01,0.2,0.8,1,A,"ZI,ZY",4.635755440140375e-08,2.5754196889668752e-09
0.01,0.2,0.8,1,A,"ZI,ZZ",1.2374851905141274e-08,6.874917725078486e-10
0.01,0.2,0.8,1,A,"ZX,ZY",2.121711495796888e-08,1.178728608776049e-09
0.01,0.2,0.8,1,A,"ZX,ZZ",3.065553705807047e-08,1.703085392115026e-09
0.01,0.2,0.8,1,A,"ZY,ZZ",-8.510646499016196e-08,-4.728136943897887e-09
0.01,0.2,0.8,2,H,IX,-1.376285074211398e-06,-4.247793438924068e-09
0.01,0.2,0.8,2,H,IY,-1.6824070646025737e-07,-5.192614396921524e-10
0.01,0.2,0.8,2,H,IZ,-2.6078073520217914e-11,-8.048788123524048e-14
0.01,0.2,0.8,2,H,XI,-1.299114682041942e-06,-4.009613216178833e-09
0.01,0.2,0.8,2,H,XX,3.872327734959647e-06,1.195162881160385e-08
0.01,0.2,0.8,2,H,XY,-2.1618852502237925e-07,-6.672485340196891e-10
0.01,0.2,0.8,2,H,XZ,8.229877413269483e-07,2.54008562137947e-09
0.01,0.2,0.8,2,H,YI,8.29332066778225e-08,2.5596668727722995e-10
0.01,0.2,0.8,2,H,YX,-1.0924274696612182e-06,-3.3716897211765994e-09
0.01,0.2,0.8,2,H,YY,1.6603978491535552e-06,5.124684719609738e-09
0.01,0.2,0.8,2,H,YZ,2.1807620435421578e-07,6.730747047969623e-10
0.01,0.2,0.8,2,H,ZI,-1.2424528206776037e-08,-3.8347309280172955e-11
0.01,0.2,0.8,2,H,ZX,8.50391921227545e-07,2.6246664235418054e-09
0.01,0.2,0.8,2,H,ZY,1.816186994845217e-07,5.605515416188941e-10
0.01,0.2,0.8,2,H,ZZ,-8.169221904407815e-14,-2.5213647853110543e-16
0.01,0.2,0.8,2,S,IX,-6.404292939302634e-07,-1.9766336232415538e-09
0.01,0.2,0.8,2,S,IY,-4.3159669954653627e-07,-1.3320885788473341e-09
0.01,0.2,0.8,2,S,IZ,-4.790403143001692e-07,-1.4785194885807692e-09
0.01,0.2,0.8,2,S,XI,1.1708326441874733e-06,3.6136810005786213e-09
0.01,0.2,0.8,2,S,XX,1.7144454527026957e-06,5.291498310810789e-09
0.01,0.2,0.8,2,S,XY,-2.094283584474369e-07,-6.463838223686325e-10
0.01,0.2,0.8,2,S,XZ,-1.2494298051175382e-07,-3.856264830609686e-10
0.01,0.2,0.8,2,S,YI,6.638676187780658e-08,2.0489741320310674e-10
0.01,0.2,0.8,2,S,YX,1.7733092718824544e-07,5.473176765069304e-10
0.01,0.2,0.8,2,S,YY,-8.31979759034209e-08,-2.5678387624512624e-10
0.01,0.2,0.8,2,S,YZ,-4.5498881527757637e-08,-1.4042864669061e-10
0.01,0.2,0.8,2,S,ZI,-2.2846995770600004e-07,-7.051541904506174e-10
0.01,0.2,0.8,2,S,ZX,-3.1364391680848195e-07,-9.680367802730925e-10
0.01,0.2,0.8,2,S,ZY,-4.7117340780089694e-07,-1.4542389129657312e-09
0.01,0.2,0.8,2,S,ZZ,-5.016607781047744e-07,-1.548335734891279e-09
0.01,0.2,0.8,2,C,"IX,IY",-1.7133884601460274e-07,-5.288235988105022e-10
0.01,0.2,0.8,2,C,"IX,IZ",2.3667326588000712e-07,7.304730428395282e-10
0.01,0.2,0.8,2,C,"IX,XI",4.552073208890878e-07,1.404960866941629e-09
0.01,0.2,0.8,2,C,"IX,XX",-5.758266081948436e-09,-1.7772426178853197e-11
0.01,0.2,0.8,2,C,"IX,XY",-3.393773088963414e-07,-1.0474608299269798e-09
0.01,0.2,0.8,2,C,"IX,XZ",-2.1762900491577895e-07,-6.716944596166017e-10
0.01,0.2,0.8,2,C,"IX,YI",1.3097305471374173e-07,4.042378231905609e-10
0.01,0.2,0.8,2,C,"IX,YX",-2.1121665030481018e-08,-6.51903241681513e-11
0.01,0.2,0.8,2,C,"IX,YY",-2.0271569257743903e-07,-6.25665717831602e-10
0.01,0.2,0.8,2,C,"IX,YZ",-3.5385109575597686e-08,-1.0921330115925212e-10
0.01,0.2,0.8,2,C,"IX,ZI",-5.500192341408307e-07,-1.6975902288297244e-09
0.01,0.2,0.8,2,C,"IX,ZX",-3.2871417123961485e-07,-1.0145499112333792e-09
0.01,0.2,0.8,2,C,"IX,ZY",-3.315771629900394e-08,-1.023386305524813e-10
0.01,0.2,0.8,2,C,"IX,ZZ",-2.487884763739565e-07,-7.678656678208534e-10
0.01,0.2,0.8,2,C,"IY,IZ",-3.4356013451926264e-07,-1.0603707855532798e-09
0.01,0.2,0.8,2,C,"IY,XI",-7.601532409385225e-10,-2.3461519782053164e-12
0.01,0.2,0.8,2,C,"IY,XX",8.336841632851805e-07,2.5730992693987054e-09
0.01,0.2,0.8,2,C,"IY,XY",1.7950375498934337e-07,5.540239351522944e-10
0.01,0.2,0.8,2,C,"IY,XZ",-3.862237775048174e-07,-1.192048696002523e-09
0.01,0.2,0.8,2,C,"IY,YI",-2.7971470776155256e-08,-8.633169992640511e-11
0.01,0.2,0.8,2,C,"IY,YX",-1.6344860327394788e-07,-5.044709977590984e-10
0.01,0.2,0.8,2,C,"IY,YY",-5.7964217229338057e-08,-1.7890190502882117e-10
0.01,0.2,0.8,2,C,"IY,YZ",1.7826111617253308e-07,5.501886301621391e-10
0.01,0.2,0.8,2,C,"IY,ZI",1.2480590527264618e-07,3.852034113353277e-10
0.01,0.2,0.8,2,C,"IY,ZX",-7.886999003351244e-08,-2.434258951651619e-10
0.01,0.2,0.8,2,C,"IY,ZY",3.196978069294851e-07,9.867216263255714e-10
