nbar,rate_power,sector,mode,coarse_step_size,fine_step_size,fine_maximum_stencil_multiplier,absolute_coefficient_change,fine_absolute_coefficient,relative_coefficient_change,relative_converged,coefficient_rtol
0.01,1,C,"IX,IY",0.2,0.1,0.4,2.254704700759229e-08,5.5893196311266466e-09,4.03395198264005,False,0.05
0.01,1,C,"IX,IZ",0.2,0.1,0.4,2.979119395621073e-07,2.48971784580531e-07,1.1965690813681193,False,0.05
0.01,1,C,"IX,XI",0.2,0.1,0.4,2.0664952798840576e-07,0.00022207043138849314,0.0009305585020767135,True,0.05
0.01,1,C,"IX,XX",0.2,0.1,0.4,2.1838899380659743e-07,2.4394335901617855e-07,0.8952446776471323,False,0.05
0.01,1,C,"IX,XY",0.2,0.1,0.4,1.643595770536072e-07,1.9210479572490335e-07,0.8555724828909129,False,0.05
0.01,1,C,"IX,XZ",0.2,0.1,0.4,1.5393048680339994e-07,1.233650124403602e-07,1.2477645303024336,False,0.05
0.01,1,C,"IX,YI",0.2,0.1,0.4,6.159342034592318e-08,4.639557501288126e-08,1.3275710092788457,False,0.05
0.01,1,C,"IX,YX",0.2,0.1,0.4,2.0932912672374724e-07,1.7839022729045228e-07,1.1734338248413165,False,0.05
0.01,1,C,"IX,YY",0.2,0.1,0.4,1.231904371473637e-07,9.989150414596403e-08,1.2332423883351948,False,0.05
0.01,1,C,"IX,YZ",0.2,0.1,0.4,1.635895303782602e-08,1.1542974561059668e-08,1.4172216140034735,False,0.05
0.01,1,C,"IX,ZI",0.2,0.1,0.4,1.8813884692156008e-07,8.316884754850775e-08,2.262131224216245,False,0.05
0.01,1,C,"IX,ZX",0.2,0.1,0.4,2.2684282915645453e-07,1.7446791728757786e-07,1.3001979543467947,False,0.05
0.01,1,C,"IX,ZY",0.2,0.1,0.4,2.8401804032554046e-09,5.538688676993694e-09,0.5127893205214427,False,0.05
0.01,1,C,"IX,ZZ",0.2,0.1,0.4,2.0609875851254627e-07,1.714859071092533e-07,1.2018407925570302,False,0.05
0.01,1,C,"IY,IZ",0.2,0.1,0.4,5.925291831680745e-08,4.947835116583004e-09,11.97552402629936,False,0.05
0.01,1,C,"IY,XI",0.2,0.1,0.4,2.355405701147672e-08,2.557488094086614e-08,0.9209840337453793,False,0.05
0.01,1,C,"IY,XX",0.2,0.1,0.4,1.4019554355645607e-07,3.2966841110668017e-08,4.252622903293243,False,0.05
0.01,1,C,"IY,XY",0.2,0.1,0.4,1.5237624913686792e-07,1.2672403797233855e-07,1.2024257715819375,False,0.05
0.01,1,C,"IY,XZ",0.2,0.1,0.4,7.060587963458994e-08,8.431441573401299e-09,8.374117168448462,False,0.05
0.01,1,C,"IY,YI",0.2,0.1,0.4,3.462774195905727e-08,3.233081859697812e-08,1.071044392370994,False,0.05
0.01,1,C,"IY,YX",0.2,0.1,0.4,1.3904947123895742e-07,9.221814094221156e-08,1.5078320796565687,False,0.05
0.01,1,C,"IY,YY",0.2,0.1,0.4,2.0157116622522646e-08,7.107754416577892e-09,2.835933185241861,False,0.05
0.01,1,C,"IY,YZ",0.2,0.1,0.4,1.619221667792849e-08,1.4655719818285955e-08,1.1048393991351722,False,0.05
0.01,1,C,"IY,ZI",0.2,0.1,0.4,2.17727557831846e-10,1.320387179156493e-08,0.01648967524593336,True,0.05
0.01,1,C,"IY,ZX",0.2,0.1,0.4,7.228952066550458e-10,1.2854666644432641e-08,0.056236013476719124,False,0.05
0.01,1,C,"IY,ZY",0.2,0.1,0.4,1.0784543226393857e-07,4.916204448181823e-08,2.193672647276161,False,0.05
0.01,1,C,"IY,ZZ",0.2,0.1,0.4,1.19836785608252e-08,2.0732854626514263e-08,0.5780042727690687,False,0.05
0.01,1,C,"IZ,XI",0.2,0.1,0.4,2.283194625258135e-07,2.129533458497098e-07,1.0721571976941289,False,0.05
0.01,1,C,"IZ,XX",0.2,0.1,0.4,2.0195944553922754e-07,1.6685872171165352e-07,1.2103619365383318,False,0.05
0.01,1,C,"IZ,XY",0.2,0.1,0.4,2.7767866341673524e-07,2.205671862516711e-07,1.2589300708578606,False,0.05
0.01,1,C,"IZ,XZ",0.2,0.1,0.4,4.763547305578445e-08,4.042976834383965e-08,1.1782277021887202,False,0.05
0.01,1,C,"IZ,YI",0.2,0.1,0.4,3.5049441553414703e-08,3.739518117106434e-08,0.9372716070843715,False,0.05
0.01,1,C,"IZ,YX",0.2,0.1,0.4,6.908942373712694e-09,2.199133215198091e-08,0.3141666146445957,False,0.05
0.01,1,C,"IZ,YY",0.2,0.1,0.4,2.059850611419823e-07,1.389438700834589e-07,1.4825055687469624,False,0.05
0.01,1,C,"IZ,YZ",0.2,0.1,0.4,3.7089468984728336e-08,3.58899085076304e-08,1.0334233361682408,False,0.05
0.01,1,C,"IZ,ZI",0.2,0.1,0.4,2.3734960328242025e-07,1.6477617794715603e-07,1.440436392198262,False,0.05
0.01,1,C,"IZ,ZX",0.2,0.1,0.4,2.1217501681903344e-07,1.545293281381149e-07,1.373040440772486,False,0.05
0.01,1,C,"IZ,ZY",0.2,0.1,0.4,3.6251844279767044e-08,9.456872211506452e-09,3.8333862897775406,False,0.05
0.01,1,C,"IZ,ZZ",0.2,0.1,0.4,1.9424455606212286e-07,1.1659298807040533e-07,1.6660054714853625,False,0.05
0.01,1,C,"XI,XX",0.2,0.1,0.4,1.1698033501510407e-07,2.8919727613950338e-08,4.045001273064375,False,0.05
0.01,1,C,"XI,XY",0.2,0.1,0.4,1.6143006888404576e-07,1.8688772557941117e-07,0.8637810128169808,False,0.05
0.01,1,C,"XI,XZ",0.2,0.1,0.4,1.0998742434158329e-07,1.252553808464319e-07,0.8781053843621478,False,0.05
0.01,1,C,"XI,YI",0.2,0.1,0.4,6.013324278865515e-09,4.272146814610657e-09,1.407564987771503,False,0.05
0.01,1,C,"XI,YX",0.2,0.1,0.4,1.3567363007985203e-07,1.3500434616608497e-07,1.0049574990196515,False,0.05
0.01,1,C,"XI,YY",0.2,0.1,0.4,1.761068417138089e-07,1.6148553354292037e-07,1.090542526318634,False,0.05
0.01,1,C,"XI,YZ",0.2,0.1,0.4,1.77482659267512e-08,1.1860758849852713e-08,1.4963853621365548,False,0.05
0.01,1,C,"XI,ZI",0.2,0.1,0.4,6.537588728990621e-08,9.236533418042383e-10,70.77967927036653,False,0.05
0.01,1,C,"XI,ZX",0.2,0.1,0.4,1.069609098534946e-07,1.0800018192211893e-07,0.9903771266850849,False,0.05
0.01,1,C,"XI,ZY",0.2,0.1,0.4,1.4144410959143807e-09,5.887393297901654e-09,0.24024912628454878,False,0.05
0.01,1,C,"XI,ZZ",0.2,0.1,0.4,1.219761175083574e-07,1.1008275860627221e-07,1.108040160445321,False,0.05
0.01,1,C,"XX,XY",0.2,0.1,0.4,6.859036019086103e-10,3.2311812992219026e-09,0.21227642103331745,False,0.05
0.01,1,C,"XX,XZ",0.2,0.1,0.4,3.14551547982286e-07,3.018055433956513e-07,1.0422325065445381,False,0.05
0.01,1,C,"XX,YI",0.2,0.1,0.4,1.3993084723160487e-07,3.540404306364399e-08,3.9523973852381356,False,0.05
0.01,1,C,"XX,YX",0.2,0.1,0.4,2.159749134574841e-08,1.2689675676373658e-08,1.7019734701305107,False,0.05
0.01,1,C,"XX,YY",0.2,0.1,0.4,2.8845018589565444e-07,2.5047562293166705e-07,1.1516098154364,False,0.05
0.01,1,C,"XX,YZ",0.2,0.1,0.4,1.8935651189347427e-07,6.708157825198482e-08,2.822779618901879,False,0.05
0.01,1,C,"XX,ZI",0.2,0.1,0.4,7.296874329289835e-07,5.070655828851846e-07,1.439039559295444,False,0.05
0.01,1,C,"XX,ZX",0.2,0.1,0.4,9.118929500619154e-08,1.1197210789037583e-07,0.8143929477104128,False,0.05
0.01,1,C,"XX,ZY",0.2,0.1,0.4,1.069103357748759e-07,2.821494508494897e-08,3.7891385382106,False,0.05
0.01,1,C,"XX,ZZ",0.2,0.1,0.4,7.290518326059528e-08,5.439986201503262e-08,1.3401722092686372,False,0.05
0.01,1,C,"XY,XZ",0.2,0.1,0.4,3.9950166313623005e-08,1.95090443435105e-08,2.0477766932193195,False,0.05
0.01,1,C,"XY,YI",0.2,0.1,0.4,2.298721901494869e-08,8.46382052560926e-09,2.715938853546753,False,0.05
0.01,1,C,"XY,YX",0.2,0.1,0.4,1.0612564881414013e-07,7.643691622259989e-08,1.3884082987476967,False,0.05
0.01,1,C,"XY,YY",0.2,0.1,0.4,6.621368650160562e-08,5.88625153943526e-08,1.1248871384106411,False,0.05
0.01,1,C,"XY,YZ",0.2,0.1,0.4,1.3588888367087744e-07,9.080059046100257e-08,1.4965638767430658,False,0.05
0.01,1,C,"XY,ZI",0.2,0.1,0.4,2.8653073214636778e-08,3.4952206979380165e-08,0.8197786546509203,False,0.05
0.01,1,C,"XY,ZX",0.2,0.1,0.4,1.2098434553908194e-07,8.15557615940934e-08,1.4834555299872785,False,0.05
0.01,1,C,"XY,ZY",0.2,0.1,0.4,2.0382027352473052e-07,1.2756085995471657e-07,1.5978276847387642,False,0.05
0.01,1,C,"XY,ZZ",0.2,0.1,0.4,2.1610991337472744e-08,3.623212592932808e-08,0.5964593791605183,False,0.05
0.01,1,C,"XZ,YI",0.2,0.1,0.4,1.2974268666847477e-08,7.602647761531589e-09,1.706546071027464,False,0.05
0.01,1,C,"XZ,YX",0.2,0.1,0.4,3.2779089771152146e-08,4.0086316971938094e-08,0.8177126822127042,False,0.05
0.01,1,C,"XZ,YY",0.2,0.1,0.4,1.4809345823264691e-08,6.592379408093759e-09,2.2464340879838613,False,0.05
0.01,1,C,"XZ,YZ",0.2,0.1,0.4,2.3992280713478418e-08,1.2128820423444503e-08,1.9781215217847847,False,0.05
0.01,1,C,"XZ,ZI",0.2,0.1,0.4,5.960768690722947e-08,3.054615567063426e-08,1.9513973394869357,False,0.05
0.01,1,C,"XZ,ZX",0.2,0.1,0.4,2.2732587317385647e-08,2.251607056170744e-08,1.0096160986476224,False,0.05
0.01,1,C,"XZ,ZY",0.2,0.1,0.4,7.998642062888886e-08,4.047248418773625e-08,1.9763160634732153,False,0.05
0.01,1,C,"XZ,ZZ",0.2,0.1,0.4,2.2408781089739033e-08,6.965441594923505e-09,3.2171371741988066,False,0.05
0.01,1,C,"YI,YX",0.2,0.1,0.4,2.1714722661841323e-08,6.64090351246088e-09,3.2698446259753937,False,0.05
0.01,1,C,"YI,YY",0.2,0.1,0.4,2.6603055055611992e-08,2.885253744694738e-08,0.9220351972345023,False,0.05
0.01,1,C,"YI,YZ",0.2,0.1,0.4,2.0441156347170162e-08,4.125399179824245e-09,4.9549523467062455,False,0.05
0.01,1,C,"YI,ZI",0.2,0.1,0.4,5.156522119316851e-08,4.892446338006501e-08,1.0539762243806137,False,0.05
0.01,1,C,"YI,ZX",0.2,0.1,0.4,5.135585646314534e-08,3.713690710471718e-08,1.3828792020383962,False,0.05
0.01,1,C,"YI,ZY",0.2,0.1,0.4,1.614001779474441e-08,3.004069831758185e-08,0.5372717246488967,False,0.05
0.01,1,C,"YI,ZZ",0.2,0.1,0.4,4.54655580393942e-08,2.27122976800251e-08,2.0018035462515105,False,0.05
0.01,1,C,"YX,YY",0.2,0.1,0.4,5.964401250027995e-08,4.4668062685766047e-08,1.3352719798901453,False,0.05
0.01,1,C,"YX,YZ",0.2,0.1,0.4,7.977573266680426e-08,5.7525459272051714e-08,1.3867900174342922,False,0.05
0.01,1,C,"YX,ZI",0.2,0.1,0.4,3.333761182243704e-07,2.4129882478611126e-07,1.3815903103542961,False,0.05
0.01,1,C,"YX,ZX",0.2,0.1,0.4,2.7173305081630166e-08,3.720874007647656e-08,0.7302936091300006,False,0.05
0.01,1,C,"YX,ZY",0.2,0.1,0.4,3.8877816045776195e-08,2.056034722798307e-08,1.8909124254897147,False,0.05
0.01,1,C,"YX,ZZ",0.2,0.1,0.4,7.701156949633967e-08,2.449556543328207e-08,3.14389842137321,False,0.05
0.01,1,C,"YY,YZ",0.2,0.1,0.4,2.3389938092670467e-08,1.6724743413678735e-08,1.3985229856226338,False,0.05
0.01,1,C,"YY,ZI",0.2,0.1,0.4,1.4694941095843256e-07,1.0282772242599912e-07,1.4290835923569736,False,0.05
0.01,1,C,"YY,ZX",0.2,0.1,0.4,1.0849854444678906e-07,7.880302796100251e-08,1.3768321757950983,False,0.05
0.01,1,C,"YY,ZY",0.2,0.1,0.4,1.962033765098919e-08,1.0143667739671125e-08,1.934244905741098,False,0.05
0.01,1,C,"YY,ZZ",0.2,0.1,0.4,2.0500108890390557e-07,1.1280899437913811e-07,1.8172406378778663,False,0.05
0.01,1,C,"YZ,ZI",0.2,0.1,0.4,7.769338468627389e-08,6.70317367954235e-08,1.1590537318671756,False,0.05
0.01,1,C,"YZ,ZX",0.2,0.1,0.4,7.929469203708778e-08,6.677238681051165e-08,1.187537181531525,False,0.05
0.01,1,C,"YZ,ZY",0.2,0.1,0.4,1.4190988394916122e-08,4.370221653364568e-09,3.247201062214017,False,0.05
0.01,1,C,"YZ,ZZ",0.2,0.1,0.4,2.9588884940477034e-08,1.0673066590957546e-08,2.772294606083071,False,0.05
0.01,1,C,"ZI,ZX",0.2,0.1,0.4,2.938799804801921e-08,2.578144078154572e-08,1.139889670908348,False,0.05
0.01,1,C,"ZI,ZY",0.2,0.1,0.4,6.714217753611088e-08,6.394455917020863e-08,1.0500061054043828,False,0.05
