dataset,nbar,rate_multiplier,rate_s^-1,sector,mode,coefficient_per_gate
training,0.01,0.0,0.0,H,IX,0.0
training,0.01,0.0,0.0,H,IY,0.0
training,0.01,0.0,0.0,H,IZ,0.0
training,0.01,0.0,0.0,H,XI,0.0
training,0.01,0.0,0.0,H,XX,0.0
training,0.01,0.0,0.0,H,XY,0.0
training,0.01,0.0,0.0,H,XZ,0.0
training,0.01,0.0,0.0,H,YI,0.0
training,0.01,0.0,0.0,H,YX,0.0
training,0.01,0.0,0.0,H,YY,0.0
training,0.01,0.0,0.0,H,YZ,0.0
training,0.01,0.0,0.0,H,ZI,0.0
training,0.01,0.0,0.0,H,ZX,0.0
training,0.01,0.0,0.0,H,ZY,0.0
training,0.01,0.0,0.0,H,ZZ,0.0
training,0.01,0.0,0.0,S,IX,0.0
training,0.01,0.0,0.0,S,IY,0.0
training,0.01,0.0,0.0,S,IZ,0.0
training,0.01,0.0,0.0,S,XI,0.0
training,0.01,0.0,0.0,S,XX,0.0
training,0.01,0.0,0.0,S,XY,0.0
training,0.01,0.0,0.0,S,XZ,0.0
training,0.01,0.0,0.0,S,YI,0.0
training,0.01,0.0,0.0,S,YX,0.0
training,0.01,0.0,0.0,S,YY,0.0
training,0.01,0.0,0.0,S,YZ,0.0
training,0.01,0.0,0.0,S,ZI,0.0
training,0.01,0.0,0.0,S,ZX,0.0
training,0.01,0.0,0.0,S,ZY,0.0
training,0.01,0.0,0.0,S,ZZ,0.0
training,0.01,0.0,0.0,C,"IX,IY",0.0
training,0.01,0.0,0.0,C,"IX,IZ",0.0
training,0.01,0.0,0.0,C,"IX,XI",0.0
training,0.01,0.0,0.0,C,"IX,XX",0.0
training,0.01,0.0,0.0,C,"IX,XY",0.0
training,0.01,0.0,0.0,C,"IX,XZ",0.0
training,0.01,0.0,0.0,C,"IX,YI",0.0
training,0.01,0.0,0.0,C,"IX,YX",0.0
training,0.01,0.0,0.0,C,"IX,YY",0.0
training,0.01,0.0,0.0,C,"IX,YZ",0.0
training,0.01,0.0,0.0,C,"IX,ZI",0.0
training,0.01,0.0,0.0,C,"IX,ZX",0.0
training,0.01,0.0,0.0,C,"IX,ZY",0.0
training,0.01,0.0,0.0,C,"IX,ZZ",0.0
training,0.01,0.0,0.0,C,"IY,IZ",0.0
training,0.01,0.0,0.0,C,"IY,XI",0.0
training,0.01,0.0,0.0,C,"IY,XX",0.0
training,0.01,0.0,0.0,C,"IY,XY",0.0
training,0.01,0.0,0.0,C,"IY,XZ",0.0
training,0.01,0.0,0.0,C,"IY,YI",0.0
training,0.01,0.0,0.0,C,"IY,YX",0.0
training,0.01,0.0,0.0,C,"IY,YY",0.0
training,0.01,0.0,0.0,C,"IY,YZ",0.0
training,0.01,0.0,0.0,C,"IY,ZI",0.0
training,0.01,0.0,0.0,C,"IY,ZX",0.0
training,0.01,0.0,0.0,C,"IY,ZY",0.0
training,0.01,0.0,0.0,C,"IY,ZZ",0.0
training,0.01,0.0,0.0,C,"IZ,XI",0.0
training,0.01,0.0,0.0,C,"IZ,XX",0.0
training,0.01,0.0,0.0,C,"IZ,XY",0.0
training,0.01,0.0,0.0,C,"IZ,XZ",0.0
training,0.01,0.0,0.0,C,"IZ,YI",0.0
training,0.01,0.0,0.0,C,"IZ,YX",0.0
training,0.01,0.0,0.0,C,"IZ,YY",0.0
training,0.01,0.0,0.0,C,"IZ,YZ",0.0
training,0.01,0.0,0.0,C,"IZ,ZI",0.0
training,0.01,0.0,0.0,C,"IZ,ZX",0.0
training,0.01,0.0,0.0,C,"IZ,ZY",0.0
training,0.01,0.0,0.0,C,"IZ,ZZ",0.0
training,0.01,0.0,0.0,C,"XI,XX",0.0
training,0.01,0.0,0.0,C,"XI,XY",0.0
training,0.01,0.0,0.0,C,"XI,XZ",0.0
training,0.01,0.0,0.0,C,"XI,YI",0.0
training,0.01,0.0,0.0,C,"XI,YX",0.0
training,0.01,0.0,0.0,C,"XI,YY",0.0
training,0.01,0.0,0.0,C,"XI,YZ",0.0
training,0.01,0.0,0.0,C,"XI,ZI",0.0
training,0.01,0.0,0.0,C,"XI,ZX",0.0
training,0.01,0.0,0.0,C,"XI,ZY",0.0
training,0.01,0.0,0.0,C,"XI,ZZ",0.0
training,0.01,0.0,0.0,C,"XX,XY",0.0
training,0.01,0.0,0.0,C,"XX,XZ",0.0
training,0.01,0.0,0.0,C,"XX,YI",0.0
training,0.01,0.0,0.0,C,"XX,YX",0.0
training,0.01,0.0,0.0,C,"XX,YY",0.0
training,0.01,0.0,0.0,C,"XX,YZ",0.0
training,0.01,0.0,0.0,C,"XX,ZI",0.0
training,0.01,0.0,0.0,C,"XX,ZX",0.0
training,0.01,0.0,0.0,C,"XX,ZY",0.0
training,0.01,0.0,0.0,C,"XX,ZZ",0.0
training,0.01,0.0,0.0,C,"XY,XZ",0.0
training,0.01,0.0,0.0,C,"XY,YI",0.0
training,0.01,0.0,0.0,C,"XY,YX",0.0
training,0.01,0.0,0.0,C,"XY,YY",0.0
training,0.01,0.0,0.0,C,"XY,YZ",0.0
training,0.01,0.0,0.0,C,"XY,ZI",0.0
training,0.01,0.0,0.0,C,"XY,ZX",0.0
training,0.01,0.0,0.0,C,"XY,ZY",0.0
training,0.01,0.0,0.0,C,"XY,ZZ",0.0
training,0.01,0.0,0.0,C,"XZ,YI",0.0
training,0.01,0.0,0.0,C,"XZ,YX",0.0
training,0.01,0.0,0.0,C,"XZ,YY",0.0
training,0.01,0.0,0.0,C,"XZ,YZ",0.0
training,0.01,0.0,0.0,C,"XZ,ZI",0.0
training,0.01,0.0,0.0,C,"XZ,ZX",0.0
training,0.01,0.0,0.0,C,"XZ,ZY",0.0
training,0.01,0.0,0.0,C,"XZ,ZZ",0.0
training,0.01,0.0,0.0,C,"YI,YX",0.0
training,0.01,0.0,0.0,C,"YI,YY",0.0
training,0.01,0.0,0.0,C,"YI,YZ",0.0
training,0.01,0.0,0.0,C,"YI,ZI",0.0
training,0.01,0.0,0.0,C,"YI,ZX",0.0
training,0.01,0.0,0.0,C,"YI,ZY",0.0
training,0.01,0.0,0.0,C,"YI,ZZ",0.0
training,0.01,0.0,0.0,C,"YX,YY",0.0
training,0.01,0.0,0.0,C,"YX,YZ",0.0
training,0.01,0.0,0.0,C,"YX,ZI",0.0
training,0.01,0.0,0.0,C,"YX,ZX",0.0
training,0.01,0.0,0.0,C,"YX,ZY",0.0
training,0.01,0.0,0.0,C,"YX,ZZ",0.0
training,0.01,0.0,0.0,C,"YY,YZ",0.0
training,0.01,0.0,0.0,C,"YY,ZI",0.0
training,0.01,0.0,0.0,C,"YY,ZX",0.0
training,0.01,0.0,0.0,C,"YY,ZY",0.0
training,0.01,0.0,0.0,C,"YY,ZZ",0.0
training,0.01,0.0,0.0,C,"YZ,ZI",0.0
training,0.01,0.0,0.0,C,"YZ,ZX",0.0
training,0.01,0.0,0.0,C,"YZ,ZY",0.0
training,0.01,0.0,0.0,C,"YZ,ZZ",0.0
training,0.01,0.0,0.0,C,"ZI,ZX",0.0
training,0.01,0.0,0.0,C,"ZI,ZY",0.0
training,0.01,0.0,0.0,C,"ZI,ZZ",0.0
training,0.01,0.0,0.0,C,"ZX,ZY",0.0
training,0.01,0.0,0.0,C,"ZX,ZZ",0.0
training,0.01,0.0,0.0,C,"ZY,ZZ",0.0
training,0.01,0.0,0.0,A,"IX,IY",0.0
training,0.01,0.0,0.0,A,"IX,IZ",0.0
training,0.01,0.0,0.0,A,"IX,XI",0.0
training,0.01,0.0,0.0,A,"IX,XX",0.0
training,0.01,0.0,0.0,A,"IX,XY",0.0
training,0.01,0.0,0.0,A,"IX,XZ",0.0
training,0.01,0.0,0.0,A,"IX,YI",0.0
training,0.01,0.0,0.0,A,"IX,YX",0.0
training,0.01,0.0,0.0,A,"IX,YY",0.0
training,0.01,0.0,0.0,A,"IX,YZ",0.0
training,0.01,0.0,0.0,A,"IX,ZI",0.0
training,0.01,0.0,0.0,A,"IX,ZX",0.0
training,0.01,0.0,0.0,A,"IX,ZY",0.0
training,0.01,0.0,0.0,A,"IX,ZZ",0.0
training,0.01,0.0,0.0,A,"IY,IZ",0.0
training,0.01,0.0,0.0,A,"IY,XI",0.0
training,0.01,0.0,0.0,A,"IY,XX",0.0
training,0.01,0.0,0.0,A,"IY,XY",0.0
training,0.01,0.0,0.0,A,"IY,XZ",0.0
training,0.01,0.0,0.0,A,"IY,YI",0.0
training,0.01,0.0,0.0,A,"IY,YX",0.0
training,0.01,0.0,0.0,A,"IY,YY",0.0
training,0.01,0.0,0.0,A,"IY,YZ",0.0
training,0.01,0.0,0.0,A,"IY,ZI",0.0
training,0.01,0.0,0.0,A,"IY,ZX",0.0
training,0.01,0.0,0.0,A,"IY,ZY",0.0
training,0.01,0.0,0.0,A,"IY,ZZ",0.0
training,0.01,0.0,0.0,A,"IZ,XI",0.0
training,0.01,0.0,0.0,A,"IZ,XX",0.0
training,0.01,0.0,0.0,A,"IZ,XY",0.0
training,0.01,0.0,0.0,A,"IZ,XZ",0.0
training,0.01,0.0,0.0,A,"IZ,YI",0.0
training,0.01,0.0,0.0,A,"IZ,YX",0.0
training,0.01,0.0,0.0,A,"IZ,YY",0.0
training,0.01,0.0,0.0,A,"IZ,YZ",0.0
training,0.01,0.0,0.0,A,"IZ,ZI",0.0
training,0.01,0.0,0.0,A,"IZ,ZX",0.0
training,0.01,0.0,0.0,A,"IZ,ZY",0.0
training,0.01,0.0,0.0,A,"IZ,ZZ",0.0
training,0.01,0.0,0.0,A,"XI,XX",0.0
training,0.01,0.0,0.0,A,"XI,XY",0.0
training,0.01,0.0,0.0,A,"XI,XZ",0.0
training,0.01,0.0,0.0,A,"XI,YI",0.0
training,0.01,0.0,0.0,A,"XI,YX",0.0
training,0.01,0.0,0.0,A,"XI,YY",0.0
training,0.01,0.0,0.0,A,"XI,YZ",0.0
training,0.01,0.0,0.0,A,"XI,ZI",0.0
training,0.01,0.0,0.0,A,"XI,ZX",0.0
training,0.01,0.0,0.0,A,"XI,ZY",0.0
training,0.01,0.0,0.0,A,"XI,ZZ",0.0
training,0.01,0.0,0.0,A,"XX,XY",0.0
training,0.01,0.0,0.0,A,"XX,XZ",0.0
training,0.01,0.0,0.0,A,"XX,YI",0.0
training,0.01,0.0,0.0,A,"XX,YX",0.0
training,0.01,0.0,0.0,A,"XX,YY",0.0
training,0.01,0.0,0.0,A,"XX,YZ",0.0
training,0.01,0.0,0.0,A,"XX,ZI",0.0
training,0.01,0.0,0.0,A,"XX,ZX",0.0
training,0.01,0.0,0.0,A,"XX,ZY",0.0
training,0.01,0.0,0.0,A,"XX,ZZ",0.0
training,0.01,0.0,0.0,A,"XY,XZ",0.0
training,0.01,0.0,0.0,A,"XY,YI",0.0
training,0.01,0.0,0.0,A,"XY,YX",0.0
training,0.01,0.0,0.0,A,"XY,YY",0.0
training,0.01,0.0,0.0,A,"XY,YZ",0.0
training,0.01,0.0,0.0,A,"XY,ZI",0.0
training,0.01,0.0,0.0,A,"XY,ZX",0.0
training,0.01,0.0,0.0,A,"XY,ZY",0.0
training,0.01,0.0,0.0,A,"XY,ZZ",0.0
training,0.01,0.0,0.0,A,"XZ,YI",0.0
training,0.01,0.0,0.0,A,"XZ,YX",0.0
training,0.01,0.0,0.0,A,"XZ,YY",0.0
training,0.01,0.0,0.0,A,"XZ,YZ",0.0
training,0.01,0.0,0.0,A,"XZ,ZI",0.0
training,0.01,0.0,0.0,A,"XZ,ZX",0.0
training,0.01,0.0,0.0,A,"XZ,ZY",0.0
training,0.01,0.0,0.0,A,"XZ,ZZ",0.0
training,0.01,0.0,0.0,A,"YI,YX",0.0
training,0.01,0.0,0.0,A,"YI,YY",0.0
training,0.01,0.0,0.0,A,"YI,YZ",0.0
training,0.01,0.0,0.0,A,"YI,ZI",0.0
training,0.01,0.0,0.0,A,"YI,ZX",0.0
training,0.01,0.0,0.0,A,"YI,ZY",0.0
training,0.01,0.0,0.0,A,"YI,ZZ",0.0
training,0.01,0.0,0.0,A,"YX,YY",0.0
training,0.01,0.0,0.0,A,"YX,YZ",0.0
training,0.01,0.0,0.0,A,"YX,ZI",0.0
training,0.01,0.0,0.0,A,"YX,ZX",0.0
training,0.01,0.0,0.0,A,"YX,ZY",0.0
training,0.01,0.0,0.0,A,"YX,ZZ",0.0
training,0.01,0.0,0.0,A,"YY,YZ",0.0
training,0.01,0.0,0.0,A,"YY,ZI",0.0
training,0.01,0.0,0.0,A,"YY,ZX",0.0
training,0.01,0.0,0.0,A,"YY,ZY",0.0
training,0.01,0.0,0.0,A,"YY,ZZ",0.0
training,0.01,0.0,0.0,A,"YZ,ZI",0.0
training,0.01,0.0,0.0,A,"YZ,ZX",0.0
training,0.01,0.0,0.0,A,"YZ,ZY",0.0
training,0.01,0.0,0.0,A,"YZ,ZZ",0.0
training,0.01,0.0,0.0,A,"ZI,ZX",0.0
training,0.01,0.0,0.0,A,"ZI,ZY",0.0
training,0.01,0.0,0.0,A,"ZI,ZZ",0.0
training,0.01,0.0,0.0,A,"ZX,ZY",0.0
training,0.01,0.0,0.0,A,"ZX,ZZ",0.0
training,0.01,0.0,0.0,A,"ZY,ZZ",0.0
training,0.01,0.5,9.0,H,IX,-9.82486248040258e-09
training,0.01,0.5,9.0,H,IY,-4.688791676221202e-09
training,0.01,0.5,9.0,H,IZ,3.7528976581667e-12
training,0.01,0.5,9.0,H,XI,-1.4791488113285495e-09
training,0.01,0.5,9.0,H,XX,-4.189072027262121e-06
training,0.01,0.5,9.0,H,XY,-1.3006109852201879e-09
training,0.01,0.5,9.0,H,XZ,1.7900468610682927e-09
training,0.01,0.5,9.0,H,YI,-6.992798529243854e-10
training,0.01,0.5,9.0,H,YX,1.2390392008931177e-09
training,0.01,0.5,9.0,H,YY,3.8268775611334655e-09
training,0.01,0.5,9.0,H,YZ,1.779855301439119e-09
training,0.01,0.5,9.0,H,ZI,-7.302562211768624e-11
training,0.01,0.5,9.0,H,ZX,1.92062065125976e-09
training,0.01,0.5,9.0,H,ZY,4.3519135350927326e-09
training,0.01,0.5,9.0,H,ZZ,-2.7939094863791487e-15
training,0.01,0.5,9.0,S,IX,0.00011092697162886611
training,0.01,0.5,9.0,S,IY,1.401096449174218e-09
training,0.01,0.5,9.0,S,IZ,4.889694276918616e-10
training,0.01,0.5,9.0,S,XI,0.00011091659801055304
training,0.01,0.5,9.0,S,XX,8.06608974902941e-05
training,0.01,0.5,9.0,S,XY,-9.46528001471796e-10
training,0.01,0.5,9.0,S,XZ,-8.505785758413102e-10
training,0.01,0.5,9.0,S,YI,-1.0101349757601344e-09
training,0.01,0.5,9.0,S,YX,6.088783851567435e-10
training,0.01,0.5,9.0,S,YY,-4.0694992406269115e-10
training,0.01,0.5,9.0,S,YZ,-2.0829443132466688e-10
training,0.01,0.5,9.0,S,ZI,2.9466556079383623e-09
training,0.01,0.5,9.0,S,ZX,2.1327749369091093e-09
training,0.01,0.5,9.0,S,ZY,1.9541955454139493e-09
training,0.01,0.5,9.0,S,ZZ,1.186220132676778e-09
training,0.01,0.5,9.0,C,"IX,IY",8.060246928898856e-10
training,0.01,0.5,9.0,C,"IX,IZ",3.1580932181433254e-09
training,0.01,0.5,9.0,C,"IX,XI",0.0001109220973884108
training,0.01,0.5,9.0,C,"IX,XX",5.206968239501424e-09
training,0.01,0.5,9.0,C,"IX,XY",-3.664686673218878e-09
training,0.01,0.5,9.0,C,"IX,XZ",-2.4559606107010743e-09
training,0.01,0.5,9.0,C,"IX,YI",1.2899185423285584e-09
training,0.01,0.5,9.0,C,"IX,YX",-3.604578842960169e-09
training,0.01,0.5,9.0,C,"IX,YY",-2.0262539431313277e-09
training,0.01,0.5,9.0,C,"IX,YZ",-1.5780178706859115e-10
training,0.01,0.5,9.0,C,"IX,ZI",3.214863596821208e-09
training,0.01,0.5,9.0,C,"IX,ZX",-1.856262472299871e-09
training,0.01,0.5,9.0,C,"IX,ZY",9.762080595833588e-13
training,0.01,0.5,9.0,C,"IX,ZZ",-3.3338309197699133e-09
training,0.01,0.5,9.0,C,"IY,IZ",1.8195934822227788e-09
training,0.01,0.5,9.0,C,"IY,XI",3.9629294329464565e-10
training,0.01,0.5,9.0,C,"IY,XX",1.8720581400421223e-09
training,0.01,0.5,9.0,C,"IY,XY",1.362361480390413e-09
training,0.01,0.5,9.0,C,"IY,XZ",-4.3629684327845366e-10
training,0.01,0.5,9.0,C,"IY,YI",-1.396700923406924e-11
training,0.01,0.5,9.0,C,"IY,YX",1.411964281564731e-09
training,0.01,0.5,9.0,C,"IY,YY",1.7650067407668554e-09
training,0.01,0.5,9.0,C,"IY,YZ",-2.0417951882433773e-09
training,0.01,0.5,9.0,C,"IY,ZI",1.471940162690714e-09
training,0.01,0.5,9.0,C,"IY,ZX",9.116781494586097e-11
training,0.01,0.5,9.0,C,"IY,ZY",-3.272915127390215e-09
training,0.01,0.5,9.0,C,"IY,ZZ",1.0806246168635653e-09
training,0.01,0.5,9.0,C,"IZ,XI",2.092745244025801e-09
training,0.01,0.5,9.0,C,"IZ,XX",1.1753190909073172e-09
training,0.01,0.5,9.0,C,"IZ,XY",8.739529931732585e-11
training,0.01,0.5,9.0,C,"IZ,XZ",-4.726221457467037e-10
training,0.01,0.5,9.0,C,"IZ,YI",7.30961339993012e-10
training,0.01,0.5,9.0,C,"IZ,YX",-1.5999375261546591e-09
training,0.01,0.5,9.0,C,"IZ,YY",6.452129483009437e-10
training,0.01,0.5,9.0,C,"IZ,YZ",5.38628030937409e-10
training,0.01,0.5,9.0,C,"IZ,ZI",-1.1755451750923355e-09
training,0.01,0.5,9.0,C,"IZ,ZX",1.714491548101661e-10
training,0.01,0.5,9.0,C,"IZ,ZY",8.15771281245299e-10
training,0.01,0.5,9.0,C,"IZ,ZZ",-2.0653179138417403e-09
training,0.01,0.5,9.0,C,"XI,XX",6.475401132120467e-10
training,0.01,0.5,9.0,C,"XI,XY",-4.21534050821694e-09
training,0.01,0.5,9.0,C,"XI,XZ",-3.1230066144811115e-09
training,0.01,0.5,9.0,C,"XI,YI",4.2184414074930983e-10
training,0.01,0.5,9.0,C,"XI,YX",-3.805534339898984e-09
training,0.01,0.5,9.0,C,"XI,YY",-3.563401991352674e-09
training,0.01,0.5,9.0,C,"XI,YZ",2.317360561142594e-10
training,0.01,0.5,9.0,C,"XI,ZI",3.559159018315057e-09
training,0.01,0.5,9.0,C,"XI,ZX",-3.4111962550608453e-09
training,0.01,0.5,9.0,C,"XI,ZY",-7.46782331099596e-11
training,0.01,0.5,9.0,C,"XI,ZZ",-2.7950407978297446e-09
training,0.01,0.5,9.0,C,"XX,XY",9.26984923697879e-11
training,0.01,0.5,9.0,C,"XX,XZ",4.52529155567674e-09
training,0.01,0.5,9.0,C,"XX,YI",1.957932373621246e-09
training,0.01,0.5,9.0,C,"XX,YX",2.1753158589338557e-11
training,0.01,0.5,9.0,C,"XX,YY",4.832480837212117e-09
training,0.01,0.5,9.0,C,"XX,YZ",-2.129509906889312e-09
training,0.01,0.5,9.0,C,"XX,ZI",-1.409843617006912e-09
training,0.01,0.5,9.0,C,"XX,ZX",5.713509059348052e-10
training,0.01,0.5,9.0,C,"XX,ZY",-2.5796466890175917e-09
training,0.01,0.5,9.0,C,"XX,ZZ",-5.674293584750128e-10
training,0.01,0.5,9.0,C,"XY,XZ",-4.433572844083328e-10
training,0.01,0.5,9.0,C,"XY,YI",1.7921417866643676e-09
training,0.01,0.5,9.0,C,"XY,YX",-3.0423728980086965e-09
training,0.01,0.5,9.0,C,"XY,YY",1.4428270557315158e-09
training,0.01,0.5,9.0,C,"XY,YZ",1.5378743708295337e-09
training,0.01,0.5,9.0,C,"XY,ZI",-2.572067046046131e-09
training,0.01,0.5,9.0,C,"XY,ZX",1.8295647415918783e-09
training,0.01,0.5,9.0,C,"XY,ZY",2.3275820778811584e-09
training,0.01,0.5,9.0,C,"XY,ZZ",-3.771890844843452e-09
training,0.01,0.5,9.0,C,"XZ,YI",-1.3182288642376787e-09
training,0.01,0.5,9.0,C,"XZ,YX",2.413466971977999e-10
training,0.01,0.5,9.0,C,"XZ,YY",-2.017321955428915e-09
training,0.01,0.5,9.0,C,"XZ,YZ",-2.430056421418571e-10
training,0.01,0.5,9.0,C,"XZ,ZI",1.0487008428722791e-09
training,0.01,0.5,9.0,C,"XZ,ZX",-9.765174060412905e-12
training,0.01,0.5,9.0,C,"XZ,ZY",-1.3186455726003404e-09
training,0.01,0.5,9.0,C,"XZ,ZZ",7.403104947304321e-10
training,0.01,0.5,9.0,C,"YI,YX",5.510329589140776e-10
training,0.01,0.5,9.0,C,"YI,YY",-9.704870927509232e-10
training,0.01,0.5,9.0,C,"YI,YZ",-7.604787008235828e-10
training,0.01,0.5,9.0,C,"YI,ZI",1.4445349262124674e-10
training,0.01,0.5,9.0,C,"YI,ZX",-2.582160859692769e-09
training,0.01,0.5,9.0,C,"YI,ZY",-7.540510922363728e-10
training,0.01,0.5,9.0,C,"YI,ZZ",5.014381310906968e-10
training,0.01,0.5,9.0,C,"YX,YY",-4.2488667689576907e-10
training,0.01,0.5,9.0,C,"YX,YZ",9.259074492301334e-10
training,0.01,0.5,9.0,C,"YX,ZI",1.7203088393800017e-09
training,0.01,0.5,9.0,C,"YX,ZX",-3.178236779852914e-10
training,0.01,0.5,9.0,C,"YX,ZY",-4.025840464872813e-10
training,0.01,0.5,9.0,C,"YX,ZZ",-7.252423107840233e-10
training,0.01,0.5,9.0,C,"YY,YZ",-6.065943088106781e-10
training,0.01,0.5,9.0,C,"YY,ZI",1.7791590048830062e-10
training,0.01,0.5,9.0,C,"YY,ZX",-1.2665628240949725e-09
training,0.01,0.5,9.0,C,"YY,ZY",-2.2483467707830694e-09
training,0.01,0.5,9.0,C,"YY,ZZ",-6.531390882339404e-10
training,0.01,0.5,9.0,C,"YZ,ZI",4.930032783245804e-10
training,0.01,0.5,9.0,C,"YZ,ZX",1.376014856592224e-09
training,0.01,0.5,9.0,C,"YZ,ZY",-6.856743891135611e-10
training,0.01,0.5,9.0,C,"YZ,ZZ",6.492365767653625e-10
training,0.01,0.5,9.0,C,"ZI,ZX",5.461652334323047e-10
training,0.01,0.5,9.0,C,"ZI,ZY",-1.4703660027834532e-09
training,0.01,0.5,9.0,C,"ZI,ZZ",7.466171602596959e-10
training,0.01,0.5,9.0,C,"ZX,ZY",-1.422519979236173e-09
training,0.01,0.5,9.0,C,"ZX,ZZ",1.2121505971280567e-10
training,0.01,0.5,9.0,C,"ZY,ZZ",9.066859417917026e-10
training,0.01,0.5,9.0,A,"IX,IY",3.1140717055092002e-09
training,0.01,0.5,9.0,A,"IX,IZ",-4.621123242851873e-09
training,0.01,0.5,9.0,A,"IX,XI",4.914049012751213e-09
training,0.01,0.5,9.0,A,"IX,XX",-1.3255935739512767e-09
training,0.01,0.5,9.0,A,"IX,XY",-1.863756354038004e-09
training,0.01,0.5,9.0,A,"IX,XZ",-3.773385031590916e-10
training,0.01,0.5,9.0,A,"IX,YI",3.4352322139324014e-09
training,0.01,0.5,9.0,A,"IX,YX",-1.9733863168882864e-09
training,0.01,0.5,9.0,A,"IX,YY",-1.6208767717523265e-09
training,0.01,0.5,9.0,A,"IX,YZ",4.888433417991952e-10
training,0.01,0.5,9.0,A,"IX,ZI",-1.4616683389593861e-09
training,0.01,0.5,9.0,A,"IX,ZX",-7.010301092178799e-10
training,0.01,0.5,9.0,A,"IX,ZY",-2.0283274990892247e-09
training,0.01,0.5,9.0,A,"IX,ZZ",-7.561662772472138e-10
training,0.01,0.5,9.0,A,"IY,IZ",-2.5984042262254343e-09
training,0.01,0.5,9.0,A,"IY,XI",-2.821181640937141e-09
training,0.01,0.5,9.0,A,"IY,XX",1.524255554935382e-10
training,0.01,0.5,9.0,A,"IY,XY",-2.195574270099837e-09
training,0.01,0.5,9.0,A,"IY,XZ",-4.280680443224721e-10
training,0.01,0.5,9.0,A,"IY,YI",-6.229089753643747e-10
training,0.01,0.5,9.0,A,"IY,YX",-8.604801990272399e-10
training,0.01,0.5,9.0,A,"IY,YY",-1.8091564814291191e-09
training,0.01,0.5,9.0,A,"IY,YZ",5.429811569194017e-10
training,0.01,0.5,9.0,A,"IY,ZI",2.434679333942317e-10
training,0.01,0.5,9.0,A,"IY,ZX",-1.170431276340062e-09
training,0.01,0.5,9.0,A,"IY,ZY",-2.577719437691811e-10
training,0.01,0.5,9.0,A,"IY,ZZ",8.861459004549396e-10
training,0.01,0.5,9.0,A,"IZ,XI",5.646764515284654e-09
training,0.01,0.5,9.0,A,"IZ,XX",9.965053493310397e-10
training,0.01,0.5,9.0,A,"IZ,XY",-8.662413015489206e-10
training,0.01,0.5,9.0,A,"IZ,XZ",1.1048829918636777e-09
training,0.01,0.5,9.0,A,"IZ,YI",1.2368227461746138e-09
training,0.01,0.5,9.0,A,"IZ,YX",-4.093043343174082e-10
training,0.01,0.5,9.0,A,"IZ,YY",3.4246880687241512e-09
training,0.01,0.5,9.0,A,"IZ,YZ",-4.1092910508254765e-11
training,0.01,0.5,9.0,A,"IZ,ZI",-2.7518743353013604e-10
training,0.01,0.5,9.0,A,"IZ,ZX",1.1681822254592969e-09
training,0.01,0.5,9.0,A,"IZ,ZY",-1.068804392010254e-09
training,0.01,0.5,9.0,A,"IZ,ZZ",-5.831683052252016e-10
training,0.01,0.5,9.0,A,"XI,XX",-9.641905506519757e-09
training,0.01,0.5,9.0,A,"XI,XY",-2.2098361299257186e-09
training,0.01,0.5,9.0,A,"XI,XZ",-5.575807585322018e-10
training,0.01,0.5,9.0,A,"XI,YI",2.805489671911607e-09
training,0.01,0.5,9.0,A,"XI,YX",-3.0004641050028626e-09
training,0.01,0.5,9.0,A,"XI,YY",-3.150414754425657e-09
training,0.01,0.5,9.0,A,"XI,YZ",2.001387708981374e-09
training,0.01,0.5,9.0,A,"XI,ZI",-2.441466164849872e-09
training,0.01,0.5,9.0,A,"XI,ZX",-7.428579769516829e-10
training,0.01,0.5,9.0,A,"XI,ZY",-6.248292394607512e-10
training,0.01,0.5,9.0,A,"XI,ZZ",-2.124531187552138e-09
training,0.01,0.5,9.0,A,"XX,XY",5.184453894119159e-09
training,0.01,0.5,9.0,A,"XX,XZ",5.506306747105087e-09
training,0.01,0.5,9.0,A,"XX,YI",-4.855375233381249e-09
training,0.01,0.5,9.0,A,"XX,YX",5.2572347938210195e-09
training,0.01,0.5,9.0,A,"XX,YY",1.858014927847992e-11
training,0.01,0.5,9.0,A,"XX,YZ",-4.023326317316085e-09
training,0.01,0.5,9.0,A,"XX,ZI",-1.5842575959667707e-09
training,0.01,0.5,9.0,A,"XX,ZX",5.1952435911865885e-09
training,0.01,0.5,9.0,A,"XX,ZY",-1.5131404899293465e-09
training,0.01,0.5,9.0,A,"XX,ZZ",3.804462274303231e-09
training,0.01,0.5,9.0,A,"XY,XZ",2.077086421457006e-09
training,0.01,0.5,9.0,A,"XY,YI",3.870928276628516e-10
training,0.01,0.5,9.0,A,"XY,YX",1.1264501630308436e-09
training,0.01,0.5,9.0,A,"XY,YY",3.2262761496694245e-09
training,0.01,0.5,9.0,A,"XY,YZ",1.251404113297948e-10
training,0.01,0.5,9.0,A,"XY,ZI",8.506930123280177e-10
training,0.01,0.5,9.0,A,"XY,ZX",1.550433158881606e-09
training,0.01,0.5,9.0,A,"XY,ZY",-1.5730754450678197e-09
training,0.01,0.5,9.0,A,"XY,ZZ",-2.0335578097937422e-10
training,0.01,0.5,9.0,A,"XZ,YI",1.0078334126288804e-09
training,0.01,0.5,9.0,A,"XZ,YX",-1.8387384038076295e-09
training,0.01,0.5,9.0,A,"XZ,YY",-3.6471952298095005e-10
training,0.01,0.5,9.0,A,"XZ,YZ",6.070612183285222e-10
