dataset,nbar,rate_multiplier,rate_s^-1,sector,mode,coefficient_per_gate
validation,2.0,0.25,4.5,C,"IY,YZ",-1.8292022799480155e-09
validation,2.0,0.25,4.5,C,"IY,ZI",2.3922144342885783e-09
validation,2.0,0.25,4.5,C,"IY,ZX",1.4453759418202241e-09
validation,2.0,0.25,4.5,C,"IY,ZY",1.086355517114934e-09
validation,2.0,0.25,4.5,C,"IY,ZZ",-3.243548295254244e-09
validation,2.0,0.25,4.5,C,"IZ,XI",2.7558037928651196e-09
validation,2.0,0.25,4.5,C,"IZ,XX",-5.6812308263666555e-09
validation,2.0,0.25,4.5,C,"IZ,XY",-1.7556385434312883e-09
validation,2.0,0.25,4.5,C,"IZ,XZ",-6.568079815957046e-10
validation,2.0,0.25,4.5,C,"IZ,YI",-3.40986360954622e-09
validation,2.0,0.25,4.5,C,"IZ,YX",9.554065152324233e-10
validation,2.0,0.25,4.5,C,"IZ,YY",-1.7483009063223978e-09
validation,2.0,0.25,4.5,C,"IZ,YZ",-3.233601693519028e-09
validation,2.0,0.25,4.5,C,"IZ,ZI",2.354047585585529e-09
validation,2.0,0.25,4.5,C,"IZ,ZX",-3.6368029943722194e-09
validation,2.0,0.25,4.5,C,"IZ,ZY",-1.7365445835492877e-09
validation,2.0,0.25,4.5,C,"IZ,ZZ",-6.002538224729416e-11
validation,2.0,0.25,4.5,C,"XI,XX",1.0902975339294162e-08
validation,2.0,0.25,4.5,C,"XI,XY",-4.31847525609379e-09
validation,2.0,0.25,4.5,C,"XI,XZ",-4.709852547356523e-09
validation,2.0,0.25,4.5,C,"XI,YI",7.50052311816389e-10
validation,2.0,0.25,4.5,C,"XI,YX",-1.6636074493464986e-09
validation,2.0,0.25,4.5,C,"XI,YY",-4.099019249243047e-09
validation,2.0,0.25,4.5,C,"XI,YZ",3.77682316542935e-10
validation,2.0,0.25,4.5,C,"XI,ZI",4.697301071884543e-09
validation,2.0,0.25,4.5,C,"XI,ZX",-3.443504137221484e-09
validation,2.0,0.25,4.5,C,"XI,ZY",-2.305608582997052e-10
validation,2.0,0.25,4.5,C,"XI,ZZ",-3.963154266457262e-09
validation,2.0,0.25,4.5,C,"XX,XY",-2.8909943814759607e-10
validation,2.0,0.25,4.5,C,"XX,XZ",2.6142395666951692e-09
validation,2.0,0.25,4.5,C,"XX,YI",3.604140834020068e-10
validation,2.0,0.25,4.5,C,"XX,YX",-4.696649706447495e-10
validation,2.0,0.25,4.5,C,"XX,YY",7.50089786868813e-09
validation,2.0,0.25,4.5,C,"XX,YZ",-3.2862636688427857e-09
validation,2.0,0.25,4.5,C,"XX,ZI",1.2703861347451182e-08
validation,2.0,0.25,4.5,C,"XX,ZX",9.284991210757453e-09
validation,2.0,0.25,4.5,C,"XX,ZY",2.4530304062354937e-09
validation,2.0,0.25,4.5,C,"XX,ZZ",6.449690233847373e-10
validation,2.0,0.25,4.5,C,"XY,XZ",1.9407955074447214e-09
validation,2.0,0.25,4.5,C,"XY,YI",3.0776473972551265e-09
validation,2.0,0.25,4.5,C,"XY,YX",-1.5375075804280147e-09
validation,2.0,0.25,4.5,C,"XY,YY",2.009565383089769e-09
validation,2.0,0.25,4.5,C,"XY,YZ",2.4097860334507842e-09
validation,2.0,0.25,4.5,C,"XY,ZI",-1.956280907593718e-09
validation,2.0,0.25,4.5,C,"XY,ZX",4.176076834777871e-09
validation,2.0,0.25,4.5,C,"XY,ZY",1.3588737216591824e-09
validation,2.0,0.25,4.5,C,"XY,ZZ",-5.487327023929693e-10
validation,2.0,0.25,4.5,C,"XZ,YI",-1.387132610185451e-09
validation,2.0,0.25,4.5,C,"XZ,YX",-2.175571358527439e-09
validation,2.0,0.25,4.5,C,"XZ,YY",3.3658317363598913e-09
validation,2.0,0.25,4.5,C,"XZ,YZ",-1.332839883551715e-09
validation,2.0,0.25,4.5,C,"XZ,ZI",8.448885645190407e-10
validation,2.0,0.25,4.5,C,"XZ,ZX",-1.0442030775340783e-10
validation,2.0,0.25,4.5,C,"XZ,ZY",1.1927036200974264e-09
validation,2.0,0.25,4.5,C,"XZ,ZZ",-2.8982561013718884e-09
validation,2.0,0.25,4.5,C,"YI,YX",4.035518925428114e-09
validation,2.0,0.25,4.5,C,"YI,YY",5.412426377415546e-10
validation,2.0,0.25,4.5,C,"YI,YZ",3.5075694143188744e-09
validation,2.0,0.25,4.5,C,"YI,ZI",-4.711527591894663e-09
validation,2.0,0.25,4.5,C,"YI,ZX",-3.343821420264786e-09
validation,2.0,0.25,4.5,C,"YI,ZY",5.65254964614152e-10
validation,2.0,0.25,4.5,C,"YI,ZZ",-5.543879272848668e-10
validation,2.0,0.25,4.5,C,"YX,YY",-1.7992067115676475e-09
validation,2.0,0.25,4.5,C,"YX,YZ",5.481907084490661e-10
validation,2.0,0.25,4.5,C,"YX,ZI",9.235759479220394e-09
validation,2.0,0.25,4.5,C,"YX,ZX",1.2818199545187431e-09
validation,2.0,0.25,4.5,C,"YX,ZY",1.4308498682273918e-09
validation,2.0,0.25,4.5,C,"YX,ZZ",4.083568980330054e-09
validation,2.0,0.25,4.5,C,"YY,YZ",1.1404240339166436e-11
validation,2.0,0.25,4.5,C,"YY,ZI",1.946493689847444e-09
validation,2.0,0.25,4.5,C,"YY,ZX",-3.339435234781013e-10
validation,2.0,0.25,4.5,C,"YY,ZY",2.4526739763866066e-11
validation,2.0,0.25,4.5,C,"YY,ZZ",-2.0249322181596467e-10
validation,2.0,0.25,4.5,C,"YZ,ZI",1.9092240483974677e-10
validation,2.0,0.25,4.5,C,"YZ,ZX",3.3083703448717978e-09
validation,2.0,0.25,4.5,C,"YZ,ZY",1.1780952192925282e-09
validation,2.0,0.25,4.5,C,"YZ,ZZ",3.8225548144100623e-10
validation,2.0,0.25,4.5,C,"ZI,ZX",-2.6062944695908983e-09
validation,2.0,0.25,4.5,C,"ZI,ZY",-2.0398530796775805e-09
validation,2.0,0.25,4.5,C,"ZI,ZZ",-4.58811332846865e-09
validation,2.0,0.25,4.5,C,"ZX,ZY",1.5700018312332734e-10
validation,2.0,0.25,4.5,C,"ZX,ZZ",6.099670699409526e-10
validation,2.0,0.25,4.5,C,"ZY,ZZ",4.266551287329949e-10
validation,2.0,0.25,4.5,A,"IX,IY",4.716934114948103e-09
validation,2.0,0.25,4.5,A,"IX,IZ",-7.56280372163691e-09
validation,2.0,0.25,4.5,A,"IX,XI",1.4219205662727371e-08
validation,2.0,0.25,4.5,A,"IX,XX",4.698820988113417e-09
validation,2.0,0.25,4.5,A,"IX,XY",-8.583128130590163e-10
validation,2.0,0.25,4.5,A,"IX,XZ",-3.899910290140963e-10
validation,2.0,0.25,4.5,A,"IX,YI",4.54227846702534e-09
validation,2.0,0.25,4.5,A,"IX,YX",-3.788397616449621e-09
validation,2.0,0.25,4.5,A,"IX,YY",-5.507868373885146e-10
validation,2.0,0.25,4.5,A,"IX,YZ",6.277441578750499e-09
validation,2.0,0.25,4.5,A,"IX,ZI",4.4615774421449556e-10
validation,2.0,0.25,4.5,A,"IX,ZX",-1.0865652881483357e-10
validation,2.0,0.25,4.5,A,"IX,ZY",-7.675875017637188e-09
validation,2.0,0.25,4.5,A,"IX,ZZ",-3.4453030963810505e-11
validation,2.0,0.25,4.5,A,"IY,IZ",-1.765107909503967e-09
validation,2.0,0.25,4.5,A,"IY,XI",-4.457794512508393e-09
validation,2.0,0.25,4.5,A,"IY,XX",4.068396936682511e-09
validation,2.0,0.25,4.5,A,"IY,XY",1.721386286042781e-09
validation,2.0,0.25,4.5,A,"IY,XZ",1.8579484526944946e-09
validation,2.0,0.25,4.5,A,"IY,YI",2.964909085827865e-09
validation,2.0,0.25,4.5,A,"IY,YX",-1.081505024352315e-09
validation,2.0,0.25,4.5,A,"IY,YY",1.5939930688513042e-09
validation,2.0,0.25,4.5,A,"IY,YZ",2.590002194518026e-09
validation,2.0,0.25,4.5,A,"IY,ZI",-3.2563182548839945e-09
validation,2.0,0.25,4.5,A,"IY,ZX",4.180205117276275e-09
validation,2.0,0.25,4.5,A,"IY,ZY",1.8383957344102464e-09
validation,2.0,0.25,4.5,A,"IY,ZZ",3.277219424880486e-10
validation,2.0,0.25,4.5,A,"IZ,XI",5.325208156340454e-09
validation,2.0,0.25,4.5,A,"IZ,XX",-7.194455871352624e-10
validation,2.0,0.25,4.5,A,"IZ,XY",2.7559559712467263e-10
validation,2.0,0.25,4.5,A,"IZ,XZ",4.099611865508107e-09
validation,2.0,0.25,4.5,A,"IZ,YI",-7.216183296124969e-10
validation,2.0,0.25,4.5,A,"IZ,YX",-1.3392059081482943e-09
validation,2.0,0.25,4.5,A,"IZ,YY",3.6696046171943987e-09
validation,2.0,0.25,4.5,A,"IZ,YZ",-9.266149670452885e-10
validation,2.0,0.25,4.5,A,"IZ,ZI",5.215488887314519e-10
validation,2.0,0.25,4.5,A,"IZ,ZX",4.930072186830779e-10
validation,2.0,0.25,4.5,A,"IZ,ZY",1.9328537612706927e-09
validation,2.0,0.25,4.5,A,"IZ,ZZ",-2.326873767443666e-09
validation,2.0,0.25,4.5,A,"XI,XX",-1.9215149136736967e-08
validation,2.0,0.25,4.5,A,"XI,XY",-3.640470695357613e-09
validation,2.0,0.25,4.5,A,"XI,XZ",-7.510127610930624e-10
validation,2.0,0.25,4.5,A,"XI,YI",4.114836057269353e-09
validation,2.0,0.25,4.5,A,"XI,YX",-2.4719597651627857e-09
validation,2.0,0.25,4.5,A,"XI,YY",-2.8248283924778364e-10
validation,2.0,0.25,4.5,A,"XI,YZ",5.294229575850061e-09
validation,2.0,0.25,4.5,A,"XI,ZI",8.919722302449439e-11
validation,2.0,0.25,4.5,A,"XI,ZX",6.693357848675824e-11
validation,2.0,0.25,4.5,A,"XI,ZY",-7.67917590386344e-09
validation,2.0,0.25,4.5,A,"XI,ZZ",-1.6456764425918256e-10
validation,2.0,0.25,4.5,A,"XX,XY",-2.515474833522049e-09
validation,2.0,0.25,4.5,A,"XX,XZ",9.990822868397793e-09
validation,2.0,0.25,4.5,A,"XX,YI",2.415953093642501e-09
validation,2.0,0.25,4.5,A,"XX,YX",1.8844331890587682e-08
validation,2.0,0.25,4.5,A,"XX,YY",-1.5132728672110926e-13
validation,2.0,0.25,4.5,A,"XX,YZ",-1.0043348170839803e-08
validation,2.0,0.25,4.5,A,"XX,ZI",-7.096037679067866e-10
validation,2.0,0.25,4.5,A,"XX,ZX",7.364554561905225e-10
validation,2.0,0.25,4.5,A,"XX,ZY",3.4201549189277626e-09
validation,2.0,0.25,4.5,A,"XX,ZZ",5.162331980349086e-10
validation,2.0,0.25,4.5,A,"XY,XZ",-3.124392633133443e-09
validation,2.0,0.25,4.5,A,"XY,YI",6.117380658982527e-10
validation,2.0,0.25,4.5,A,"XY,YX",8.21297219696602e-10
validation,2.0,0.25,4.5,A,"XY,YY",-3.882201560022525e-09
validation,2.0,0.25,4.5,A,"XY,YZ",1.2065940537300685e-09
validation,2.0,0.25,4.5,A,"XY,ZI",-1.567685832704404e-09
validation,2.0,0.25,4.5,A,"XY,ZX",-5.746277389352303e-10
validation,2.0,0.25,4.5,A,"XY,ZY",-1.7425894857947751e-09
validation,2.0,0.25,4.5,A,"XY,ZZ",2.8178864621881082e-09
validation,2.0,0.25,4.5,A,"XZ,YI",4.182461200710868e-09
validation,2.0,0.25,4.5,A,"XZ,YX",-1.9198896414839617e-09
validation,2.0,0.25,4.5,A,"XZ,YY",1.12421624875433e-09
validation,2.0,0.25,4.5,A,"XZ,YZ",3.765873410534464e-09
validation,2.0,0.25,4.5,A,"XZ,ZI",-2.099936386852044e-09
validation,2.0,0.25,4.5,A,"XZ,ZX",3.764696472882927e-09
validation,2.0,0.25,4.5,A,"XZ,ZY",2.456340354584492e-09
validation,2.0,0.25,4.5,A,"XZ,ZZ",1.2151801633976425e-09
validation,2.0,0.25,4.5,A,"YI,YX",-4.6186598564555034e-09
validation,2.0,0.25,4.5,A,"YI,YY",-2.2419226368978008e-09
validation,2.0,0.25,4.5,A,"YI,YZ",6.059222775487654e-10
validation,2.0,0.25,4.5,A,"YI,ZI",4.71012929010855e-09
validation,2.0,0.25,4.5,A,"YI,ZX",-2.057267221256486e-09
validation,2.0,0.25,4.5,A,"YI,ZY",3.3991325163952793e-10
validation,2.0,0.25,4.5,A,"YI,ZZ",4.040700350219778e-09
validation,2.0,0.25,4.5,A,"YX,YY",4.4198274050884756e-10
validation,2.0,0.25,4.5,A,"YX,YZ",-3.2818243824681603e-09
validation,2.0,0.25,4.5,A,"YX,ZI",2.2613728644640604e-09
validation,2.0,0.25,4.5,A,"YX,ZX",8.680278726909853e-09
validation,2.0,0.25,4.5,A,"YX,ZY",-4.172320373021282e-11
validation,2.0,0.25,4.5,A,"YX,ZZ",-8.391485543994028e-10
validation,2.0,0.25,4.5,A,"YY,YZ",7.443120483682747e-11
validation,2.0,0.25,4.5,A,"YY,ZI",1.3532824623758372e-09
validation,2.0,0.25,4.5,A,"YY,ZX",2.5245681578757445e-09
validation,2.0,0.25,4.5,A,"YY,ZY",3.656879457675525e-10
validation,2.0,0.25,4.5,A,"YY,ZZ",-4.5699319422125656e-10
validation,2.0,0.25,4.5,A,"YZ,ZI",-2.1137890171587034e-09
validation,2.0,0.25,4.5,A,"YZ,ZX",2.3228588753302406e-10
validation,2.0,0.25,4.5,A,"YZ,ZY",-3.4463477641045353e-10
validation,2.0,0.25,4.5,A,"YZ,ZZ",-1.4304704416122832e-10
validation,2.0,0.25,4.5,A,"ZI,ZX",-8.435779895574502e-09
validation,2.0,0.25,4.5,A,"ZI,ZY",-5.676013184559734e-10
validation,2.0,0.25,4.5,A,"ZI,ZZ",1.6595058546174857e-09
validation,2.0,0.25,4.5,A,"ZX,ZY",1.0356644811098638e-09
validation,2.0,0.25,4.5,A,"ZX,ZZ",4.9613874533683555e-09
validation,2.0,0.25,4.5,A,"ZY,ZZ",4.996125308097728e-10
validation,2.0,0.75,13.5,H,IX,-5.058755611379021e-09
validation,2.0,0.75,13.5,H,IY,8.798049444560405e-10
validation,2.0,0.75,13.5,H,IZ,-6.332497922668613e-10
validation,2.0,0.75,13.5,H,XI,-5.078612922578211e-10
validation,2.0,0.75,13.5,H,XX,-7.000332370785208e-05
validation,2.0,0.75,13.5,H,XY,-1.706973069168887e-08
validation,2.0,0.75,13.5,H,XZ,4.121691353298605e-09
validation,2.0,0.75,13.5,H,YI,-1.0252083189001307e-08
validation,2.0,0.75,13.5,H,YX,3.8087133034949944e-09
validation,2.0,0.75,13.5,H,YY,7.206176899524107e-09
validation,2.0,0.75,13.5,H,YZ,1.2989237995511076e-08
validation,2.0,0.75,13.5,H,ZI,8.817301354149768e-10
validation,2.0,0.75,13.5,H,ZX,3.921817031155156e-09
validation,2.0,0.75,13.5,H,ZY,8.563690451043542e-10
validation,2.0,0.75,13.5,H,ZZ,-1.375912094940603e-15
validation,2.0,0.75,13.5,S,IX,0.0007800215825293619
validation,2.0,0.75,13.5,S,IY,1.1577077294868884e-09
validation,2.0,0.75,13.5,S,IZ,2.1681866026971447e-09
validation,2.0,0.75,13.5,S,XI,0.0007800043798555975
validation,2.0,0.75,13.5,S,XX,0.00011091694557956493
validation,2.0,0.75,13.5,S,XY,3.4363465096446527e-09
validation,2.0,0.75,13.5,S,XZ,-1.2981187816297687e-09
validation,2.0,0.75,13.5,S,YI,-3.268472979409392e-09
validation,2.0,0.75,13.5,S,YX,-1.1075774492973374e-09
validation,2.0,0.75,13.5,S,YY,3.2103836339011406e-09
validation,2.0,0.75,13.5,S,YZ,4.723036007431292e-10
validation,2.0,0.75,13.5,S,ZI,-3.614178904680983e-09
validation,2.0,0.75,13.5,S,ZX,-1.7418767479565524e-10
validation,2.0,0.75,13.5,S,ZY,2.300590526906781e-09
validation,2.0,0.75,13.5,S,ZZ,3.976274806066619e-09
validation,2.0,0.75,13.5,C,"IX,IY",6.396210041088664e-10
validation,2.0,0.75,13.5,C,"IX,IZ",-3.926075424605752e-09
validation,2.0,0.75,13.5,C,"IX,XI",0.0007800126187006474
validation,2.0,0.75,13.5,C,"IX,XX",-2.451871047630995e-09
validation,2.0,0.75,13.5,C,"IX,XY",-3.013712919278969e-09
validation,2.0,0.75,13.5,C,"IX,XZ",-6.064785159684307e-09
validation,2.0,0.75,13.5,C,"IX,YI",-1.7605307790331418e-10
validation,2.0,0.75,13.5,C,"IX,YX",-1.0503714360230705e-09
validation,2.0,0.75,13.5,C,"IX,YY",-6.281585512440079e-09
validation,2.0,0.75,13.5,C,"IX,YZ",-1.1557013331464693e-10
validation,2.0,0.75,13.5,C,"IX,ZI",6.450972194264744e-09
validation,2.0,0.75,13.5,C,"IX,ZX",-6.783070198771507e-09
validation,2.0,0.75,13.5,C,"IX,ZY",-1.7359541963537966e-10
validation,2.0,0.75,13.5,C,"IX,ZZ",-6.360944662501577e-09
validation,2.0,0.75,13.5,C,"IY,IZ",-5.030151435665704e-09
validation,2.0,0.75,13.5,C,"IY,XI",6.230058981926778e-10
validation,2.0,0.75,13.5,C,"IY,XX",3.3938402372683946e-09
validation,2.0,0.75,13.5,C,"IY,XY",-6.912953213522276e-10
validation,2.0,0.75,13.5,C,"IY,XZ",-8.567419543443512e-10
validation,2.0,0.75,13.5,C,"IY,YI",1.7134122965420195e-10
validation,2.0,0.75,13.5,C,"IY,YX",5.229813804113346e-09
validation,2.0,0.75,13.5,C,"IY,YY",1.940589371932766e-09
validation,2.0,0.75,13.5,C,"IY,YZ",2.891023177279985e-10
validation,2.0,0.75,13.5,C,"IY,ZI",-3.1557559265758657e-09
validation,2.0,0.75,13.5,C,"IY,ZX",-3.6170775847814777e-10
validation,2.0,0.75,13.5,C,"IY,ZY",3.620986934562639e-09
validation,2.0,0.75,13.5,C,"IY,ZZ",1.8201437589134673e-09
validation,2.0,0.75,13.5,C,"IZ,XI",-3.2217189066826796e-09
validation,2.0,0.75,13.5,C,"IZ,XX",1.630837964577008e-08
validation,2.0,0.75,13.5,C,"IZ,XY",-7.385388265454263e-10
validation,2.0,0.75,13.5,C,"IZ,XZ",-1.7058372139859312e-10
validation,2.0,0.75,13.5,C,"IZ,YI",2.6246790388347188e-09
validation,2.0,0.75,13.5,C,"IZ,YX",-2.3903078837308135e-09
validation,2.0,0.75,13.5,C,"IZ,YY",2.4775177756038498e-09
validation,2.0,0.75,13.5,C,"IZ,YZ",-2.267028040607342e-09
validation,2.0,0.75,13.5,C,"IZ,ZI",3.565834396180557e-09
validation,2.0,0.75,13.5,C,"IZ,ZX",2.105942046769417e-09
validation,2.0,0.75,13.5,C,"IZ,ZY",-1.9238827362431433e-09
validation,2.0,0.75,13.5,C,"IZ,ZZ",-4.404040481790552e-09
validation,2.0,0.75,13.5,C,"XI,XX",9.982845858946844e-09
validation,2.0,0.75,13.5,C,"XI,XY",-3.050537794583923e-09
validation,2.0,0.75,13.5,C,"XI,XZ",-5.3738097317993105e-09
validation,2.0,0.75,13.5,C,"XI,YI",2.2766275226328927e-09
validation,2.0,0.75,13.5,C,"XI,YX",-1.6471462943190027e-09
validation,2.0,0.75,13.5,C,"XI,YY",-4.6579174247472856e-09
validation,2.0,0.75,13.5,C,"XI,YZ",-1.8172024016601792e-11
validation,2.0,0.75,13.5,C,"XI,ZI",6.667107494393431e-09
validation,2.0,0.75,13.5,C,"XI,ZX",-5.2217877204341484e-09
validation,2.0,0.75,13.5,C,"XI,ZY",3.0731202781364624e-10
validation,2.0,0.75,13.5,C,"XI,ZZ",-7.48396628128527e-09
validation,2.0,0.75,13.5,C,"XX,XY",-1.3608598181083122e-09
validation,2.0,0.75,13.5,C,"XX,XZ",-1.6402615954476913e-09
validation,2.0,0.75,13.5,C,"XX,YI",2.9838409597590882e-09
validation,2.0,0.75,13.5,C,"XX,YX",-5.647287582314118e-11
validation,2.0,0.75,13.5,C,"XX,YY",1.3430885544766956e-08
validation,2.0,0.75,13.5,C,"XX,YZ",-2.4234123970236523e-09
validation,2.0,0.75,13.5,C,"XX,ZI",-4.578560227755463e-09
validation,2.0,0.75,13.5,C,"XX,ZX",9.481803918061423e-09
validation,2.0,0.75,13.5,C,"XX,ZY",-4.905436954928252e-09
validation,2.0,0.75,13.5,C,"XX,ZZ",3.219142675112279e-09
validation,2.0,0.75,13.5,C,"XY,XZ",-4.508612688971356e-09
validation,2.0,0.75,13.5,C,"XY,YI",-1.250737248363243e-09
validation,2.0,0.75,13.5,C,"XY,YX",-2.46864280026673e-09
validation,2.0,0.75,13.5,C,"XY,YY",-2.2351875833956695e-09
validation,2.0,0.75,13.5,C,"XY,YZ",2.665851386487677e-09
validation,2.0,0.75,13.5,C,"XY,ZI",-6.965693282592317e-10
validation,2.0,0.75,13.5,C,"XY,ZX",-3.105205283887766e-10
validation,2.0,0.75,13.5,C,"XY,ZY",2.875560222004432e-09
validation,2.0,0.75,13.5,C,"XY,ZZ",1.8453398794203015e-09
validation,2.0,0.75,13.5,C,"XZ,YI",4.263248856267111e-10
validation,2.0,0.75,13.5,C,"XZ,YX",5.287340385992175e-09
validation,2.0,0.75,13.5,C,"XZ,YY",3.142785111610631e-09
validation,2.0,0.75,13.5,C,"XZ,YZ",-1.0688038096237613e-11
validation,2.0,0.75,13.5,C,"XZ,ZI",-3.536118325762838e-09
validation,2.0,0.75,13.5,C,"XZ,ZX",4.48492004912783e-10
validation,2.0,0.75,13.5,C,"XZ,ZY",1.3437152872176052e-09
validation,2.0,0.75,13.5,C,"XZ,ZZ",2.1094801108540573e-11
validation,2.0,0.75,13.5,C,"YI,YX",3.942517613837597e-09
validation,2.0,0.75,13.5,C,"YI,YY",3.5419419070802645e-09
validation,2.0,0.75,13.5,C,"YI,YZ",1.860595301872751e-09
validation,2.0,0.75,13.5,C,"YI,ZI",-7.68889462440456e-09
validation,2.0,0.75,13.5,C,"YI,ZX",-1.6806247912112918e-09
validation,2.0,0.75,13.5,C,"YI,ZY",-1.8476658415533693e-09
validation,2.0,0.75,13.5,C,"YI,ZZ",-4.144452553955541e-09
validation,2.0,0.75,13.5,C,"YX,YY",3.0439550265539497e-09
validation,2.0,0.75,13.5,C,"YX,YZ",5.6136869554014e-10
validation,2.0,0.75,13.5,C,"YX,ZI",2.6929714282420807e-09
validation,2.0,0.75,13.5,C,"YX,ZX",-1.3888118714321627e-09
validation,2.0,0.75,13.5,C,"YX,ZY",1.3129501718693883e-09
validation,2.0,0.75,13.5,C,"YX,ZZ",3.037925591187433e-09
validation,2.0,0.75,13.5,C,"YY,YZ",1.827467140852263e-11
validation,2.0,0.75,13.5,C,"YY,ZI",-3.332868814433675e-09
validation,2.0,0.75,13.5,C,"YY,ZX",4.1254598881929355e-09
validation,2.0,0.75,13.5,C,"YY,ZY",-9.000738813966921e-10
validation,2.0,0.75,13.5,C,"YY,ZZ",-2.7678799965175863e-09
validation,2.0,0.75,13.5,C,"YZ,ZI",-8.277503001857793e-10
validation,2.0,0.75,13.5,C,"YZ,ZX",3.2412087904341474e-09
validation,2.0,0.75,13.5,C,"YZ,ZY",9.080053595675926e-10
validation,2.0,0.75,13.5,C,"YZ,ZZ",-4.361348825838396e-10
validation,2.0,0.75,13.5,C,"ZI,ZX",-3.820053196951161e-09
validation,2.0,0.75,13.5,C,"ZI,ZY",-3.4777190602522456e-09
validation,2.0,0.75,13.5,C,"ZI,ZZ",-1.2933551908874623e-09
validation,2.0,0.75,13.5,C,"ZX,ZY",-1.7779255690647577e-09
validation,2.0,0.75,13.5,C,"ZX,ZZ",-4.677169442690194e-09
validation,2.0,0.75,13.5,C,"ZY,ZZ",-2.2745732841149668e-11
validation,2.0,0.75,13.5,A,"IX,IY",6.53737805075071e-09
validation,2.0,0.75,13.5,A,"IX,IZ",-4.172564207584562e-09
validation,2.0,0.75,13.5,A,"IX,XI",7.74341713110312e-10
validation,2.0,0.75,13.5,A,"IX,XX",-2.2403580409143405e-09
validation,2.0,0.75,13.5,A,"IX,XY",4.059340262806439e-09
validation,2.0,0.75,13.5,A,"IX,XZ",-7.190305004228561e-10
validation,2.0,0.75,13.5,A,"IX,YI",5.660071949910761e-09
validation,2.0,0.75,13.5,A,"IX,YX",-8.45480829797032e-09
validation,2.0,0.75,13.5,A,"IX,YY",-3.839234738355108e-09
validation,2.0,0.75,13.5,A,"IX,YZ",-5.772099571060732e-09
validation,2.0,0.75,13.5,A,"IX,ZI",-2.5684839540609678e-09
validation,2.0,0.75,13.5,A,"IX,ZX",-1.2564605126739236e-09
validation,2.0,0.75,13.5,A,"IX,ZY",6.315595062902765e-09
validation,2.0,0.75,13.5,A,"IX,ZZ",-3.776303077819e-09
validation,2.0,0.75,13.5,A,"IY,IZ",-2.2397316096168144e-10
validation,2.0,0.75,13.5,A,"IY,XI",-6.781897683448143e-09
validation,2.0,0.75,13.5,A,"IY,XX",-2.2578071629045685e-09
validation,2.0,0.75,13.5,A,"IY,XY",3.8354540048739195e-10
validation,2.0,0.75,13.5,A,"IY,XZ",-3.4260399730959637e-09
validation,2.0,0.75,13.5,A,"IY,YI",-4.051843950420856e-09
validation,2.0,0.75,13.5,A,"IY,YX",3.787237535688247e-10
validation,2.0,0.75,13.5,A,"IY,YY",-2.516465728546704e-09
validation,2.0,0.75,13.5,A,"IY,YZ",1.3015161190193232e-09
validation,2.0,0.75,13.5,A,"IY,ZI",-1.3229453176971191e-09
validation,2.0,0.75,13.5,A,"IY,ZX",-5.360026430338702e-09
validation,2.0,0.75,13.5,A,"IY,ZY",1.2329264979509807e-09
validation,2.0,0.75,13.5,A,"IY,ZZ",4.056315354200746e-09
validation,2.0,0.75,13.5,A,"IZ,XI",3.42106749403341e-09
validation,2.0,0.75,13.5,A,"IZ,XX",4.998537727594243e-10
validation,2.0,0.75,13.5,A,"IZ,XY",-5.3560739046525606e-09
validation,2.0,0.75,13.5,A,"IZ,XZ",-7.333675982566763e-10
validation,2.0,0.75,13.5,A,"IZ,YI",2.7555624892815023e-09
validation,2.0,0.75,13.5,A,"IZ,YX",2.7354795576115853e-09
validation,2.0,0.75,13.5,A,"IZ,YY",2.1695919853492313e-09
validation,2.0,0.75,13.5,A,"IZ,YZ",-7.435902843771159e-11
validation,2.0,0.75,13.5,A,"IZ,ZI",2.846877975519824e-10
validation,2.0,0.75,13.5,A,"IZ,ZX",4.129120963710016e-09
validation,2.0,0.75,13.5,A,"IZ,ZY",1.2886881585745648e-09
validation,2.0,0.75,13.5,A,"IZ,ZZ",7.610769809141891e-10
validation,2.0,0.75,13.5,A,"XI,XX",-6.7910477610324335e-09
validation,2.0,0.75,13.5,A,"XI,XY",1.8966294900421303e-09
validation,2.0,0.75,13.5,A,"XI,XZ",3.0862527477571043e-10
validation,2.0,0.75,13.5,A,"XI,YI",6.922257818215624e-09
validation,2.0,0.75,13.5,A,"XI,YX",-6.024888814824253e-09
validation,2.0,0.75,13.5,A,"XI,YY",-3.489325922703036e-09
validation,2.0,0.75,13.5,A,"XI,YZ",-7.084795384716192e-09
validation,2.0,0.75,13.5,A,"XI,ZI",-2.621930642547299e-09
validation,2.0,0.75,13.5,A,"XI,ZX",7.565054317490383e-13
validation,2.0,0.75,13.5,A,"XI,ZY",5.092999381354694e-09
validation,2.0,0.75,13.5,A,"XI,ZZ",-3.3067339841642466e-09
validation,2.0,0.75,13.5,A,"XX,XY",-7.698024102022162e-09
validation,2.0,0.75,13.5,A,"XX,XZ",4.722849110621322e-09
validation,2.0,0.75,13.5,A,"XX,YI",-6.123602187896921e-09
validation,2.0,0.75,13.5,A,"XX,YX",1.060047082924096e-08
validation,2.0,0.75,13.5,A,"XX,YY",-1.4600207676202473e-13
validation,2.0,0.75,13.5,A,"XX,YZ",5.964060203992903e-10
validation,2.0,0.75,13.5,A,"XX,ZI",-3.3219107088236636e-10
validation,2.0,0.75,13.5,A,"XX,ZX",-1.227956806903027e-10
