nbar,polynomial_degree,sector,mode,rate_power,coefficient_per_nominal_multiplier_power,coefficient_per_rate_s_power
0.01,2,H,IX,1,-7.897156707117216e-09,-4.3873092817317865e-10
0.01,2,H,IX,2,1.5763011032597147e-09,4.8651268619126994e-12
0.01,2,H,IY,1,-2.655840085033872e-09,-1.4754667139077066e-10
0.01,2,H,IY,2,6.362652427207785e-11,1.9637816133357362e-13
0.01,2,H,IZ,1,-1.9282690158184785e-11,-1.0712605643435991e-12
0.01,2,H,IZ,2,8.504126296580006e-12,2.6247303384506193e-14
0.01,2,H,XI,1,4.4225056519997e-09,2.456947584444278e-10
0.01,2,H,XI,2,-1.1683632510670128e-09,-3.6060594168734963e-12
0.01,2,H,XX,1,-8.516927129245896e-06,-4.731626182914387e-07
0.01,2,H,XX,2,2.9191133604599775e-07,9.009609137222153e-10
0.01,2,H,XY,1,8.427504019680878e-10,4.6819466776004875e-11
0.01,2,H,XY,2,3.052893162688165e-11,9.422509761383226e-14
0.01,2,H,XZ,1,3.1073638246981435e-09,1.7263132359434131e-10
0.01,2,H,XZ,2,-2.3023234817221787e-10,-7.105936671982033e-13
0.01,2,H,YI,1,3.137592323350232e-09,1.7431068463056846e-10
0.01,2,H,YI,2,-9.530769563251433e-10,-2.9415955442134053e-12
0.01,2,H,YX,1,-1.3354203136513205e-09,-7.419001742507336e-11
0.01,2,H,YX,2,-8.590488699415499e-11,-2.6513854010541666e-13
0.01,2,H,YY,1,6.4747991053102586e-09,3.5971106140612547e-10
0.01,2,H,YY,2,-5.018560437021373e-10,-1.5489384064880781e-12
0.01,2,H,YZ,1,4.6055981313424337e-10,2.558665628523574e-11
0.01,2,H,YZ,2,1.5603736844378888e-10,4.815968161845335e-13
0.01,2,H,ZI,1,-5.7185308423249544e-11,-3.176961579069419e-12
0.01,2,H,ZI,2,-2.41720113290242e-12,-7.460497323772902e-15
0.01,2,H,ZX,1,3.3301097914275767e-09,1.8500609952375427e-10
0.01,2,H,ZX,2,-2.800302087526498e-10,-8.64290767755092e-13
0.01,2,H,ZY,1,4.451306849914975e-09,2.4729482499527635e-10
0.01,2,H,ZY,2,-3.930911825559801e-10,-1.2132443906048769e-12
0.01,2,H,ZZ,1,-2.657442066055535e-15,-1.4763567033641862e-16
0.01,2,H,ZZ,2,4.2952969647939627e-16,1.3257089397512231e-18
0.01,2,S,IX,1,0.00022198680668134607,1.2332600371185893e-05
0.01,2,S,IX,2,-2.809635500209766e-07,-8.671714506820266e-10
0.01,2,S,IY,1,3.1349485136555206e-10,1.7416380631419558e-11
0.01,2,S,IY,2,-1.219033831081219e-10,-3.7624500959296884e-13
0.01,2,S,IZ,1,5.841624570926749e-11,3.245346983848194e-12
0.01,2,S,IZ,2,3.246359253222156e-10,1.001962732475974e-12
0.01,2,S,XI,1,0.00022198338927634467,1.2332410515352482e-05
0.01,2,S,XI,2,-2.796842215482697e-07,-8.63222906013178e-10
0.01,2,S,XX,1,0.00016135027295089552,8.963904052827529e-06
0.01,2,S,XX,2,-3.2199589251208533e-08,-9.938144830619917e-11
0.01,2,S,XY,1,-1.5956616010805063e-09,-8.86478667266948e-11
0.01,2,S,XY,2,3.823528140449082e-10,1.1801012779163833e-12
0.01,2,S,XZ,1,-4.568106905687514e-10,-2.537837169826397e-11
0.01,2,S,XZ,2,1.4878787257030815e-10,4.592218289207042e-13
0.01,2,S,YI,1,-3.4931298240492004e-10,-1.9406276800273335e-11
0.01,2,S,YI,2,1.090796112861271e-10,3.3666546693249106e-13
0.01,2,S,YX,1,5.838957822875412e-10,3.243865457153007e-11
0.01,2,S,YX,2,-5.70569079928482e-11,-1.7610156787916112e-13
0.01,2,S,YY,1,-4.63141014991747e-10,-2.5730056388430388e-11
0.01,2,S,YY,2,-4.5988305171908156e-11,-1.419392134935437e-13
0.01,2,S,YZ,1,-2.671786818106265e-10,-1.4843260100590363e-11
0.01,2,S,YZ,2,3.9089612319820666e-11,1.2064695160438478e-13
0.01,2,S,ZI,1,1.5669273006380543e-09,8.705151670211413e-11
0.01,2,S,ZI,2,5.743756961383774e-12,1.7727644942542513e-14
0.01,2,S,ZX,1,4.040202111015451e-10,2.2445567283419172e-11
0.01,2,S,ZX,2,-7.725728189753886e-11,-2.384484009183298e-13
0.01,2,S,ZY,1,3.5535142054430277e-10,1.97417455857946e-11
0.01,2,S,ZY,2,-1.8258141662948659e-10,-5.635228908317488e-13
0.01,2,S,ZZ,1,1.0088405681192424e-09,5.60466982288468e-11
0.01,2,S,ZZ,2,-1.8627777156834984e-10,-5.749313937294748e-13
0.01,2,C,"IX,IY",1,1.4499926182668428e-09,8.055514545926904e-11
0.01,2,C,"IX,IY",2,-3.5059714113779286e-10,-1.0820899417833113e-12
0.01,2,C,"IX,IZ",1,1.8441878801332018e-09,1.0245488222962232e-10
0.01,2,C,"IX,IZ",2,1.4169592134141495e-11,4.373330905599227e-14
0.01,2,C,"IX,XI",1,0.0002219839646371809,1.2332442479843384e-05
0.01,2,C,"IX,XI",2,-2.800985660159633e-07,-8.645017469628497e-10
0.01,2,C,"IX,XX",1,3.2033296163750178e-09,1.7796275646527877e-10
0.01,2,C,"IX,XX",2,-1.1409519811989354e-10,-3.5214567320954797e-13
0.01,2,C,"IX,XY",1,5.934998517655634e-10,3.2972213986975746e-11
0.01,2,C,"IX,XY",2,-3.993044797920049e-10,-1.2324212339259412e-12
0.01,2,C,"IX,XZ",1,-1.1340368689364272e-09,-6.300204827424595e-11
0.01,2,C,"IX,XZ",2,-1.453322930691711e-10,-4.4855646009003426e-13
0.01,2,C,"IX,YI",1,1.3779188970047374e-09,7.655104983359652e-11
0.01,2,C,"IX,YI",2,-3.524482750583436e-10,-1.0878033180813074e-12
0.01,2,C,"IX,YX",1,1.0782822235987182e-09,5.990456797770657e-11
0.01,2,C,"IX,YX",2,-6.573422195251863e-10,-2.0288340108802045e-12
0.01,2,C,"IX,YY",1,-1.5353787362292936e-09,-8.529881867940519e-11
0.01,2,C,"IX,YY",2,-4.2269174755840465e-12,-1.3046041591308786e-14
0.01,2,C,"IX,YZ",1,-4.887106591603919e-11,-2.7150592175577327e-12
0.01,2,C,"IX,YZ",2,2.8929067400950332e-11,8.928724506466152e-14
0.01,2,C,"IX,ZI",1,7.804127691819152e-10,4.335626495455085e-11
0.01,2,C,"IX,ZI",2,9.593453407129048e-11,2.9609424096077306e-13
0.01,2,C,"IX,ZX",1,-2.321080855465522e-09,-1.2894893641475124e-10
0.01,2,C,"IX,ZX",2,1.7913790177478672e-10,5.528947585641565e-13
0.01,2,C,"IX,ZY",1,4.1247253583546903e-11,2.291514087974828e-12
0.01,2,C,"IX,ZY",2,3.894219092554039e-12,1.201919473010506e-14
0.01,2,C,"IX,ZZ",1,-2.619635752247464e-09,-1.4553531956930356e-10
0.01,2,C,"IX,ZZ",2,8.687250521782747e-11,2.681250161044058e-13
0.01,2,C,"IY,IZ",1,5.906752009845188e-10,3.281528894358438e-11
0.01,2,C,"IY,IZ",2,-1.4903509089890303e-11,-4.5998484845340444e-14
0.01,2,C,"IY,XI",1,7.286473767563858e-10,4.048040981979921e-11
0.01,2,C,"IY,XI",2,-1.2505092762923898e-10,-3.859596531766635e-13
0.01,2,C,"IY,XX",1,3.213433587427143e-09,1.7852408819039684e-10
0.01,2,C,"IY,XX",2,-2.514373635089052e-10,-7.760412453978556e-13
0.01,2,C,"IY,XY",1,6.284891784420455e-10,3.4916065469002525e-11
0.01,2,C,"IY,XY",2,-7.511363478463103e-12,-2.318322061254044e-14
0.01,2,C,"IY,XZ",1,8.3003903399541e-10,4.611327966641167e-11
0.01,2,C,"IY,XZ",2,-2.816426087381932e-10,-8.692673109203494e-13
0.01,2,C,"IY,YI",1,-7.902806410044731e-10,-4.390448005580406e-11
0.01,2,C,"IY,YI",2,1.6438028731982462e-10,5.073465658019279e-13
0.01,2,C,"IY,YX",1,1.8243075021643786e-09,1.0135041678690992e-10
0.01,2,C,"IY,YX",2,-3.78110854542552e-10,-1.1670088103165185e-12
0.01,2,C,"IY,YY",1,5.120425274430012e-10,2.8446807080166734e-11
0.01,2,C,"IY,YY",2,-3.501032448955912e-10,-1.080565570665405e-12
0.01,2,C,"IY,YZ",1,-1.7964031878959125e-09,-9.980017710532847e-11
0.01,2,C,"IY,YZ",2,3.405317201642763e-10,1.0510238276675194e-12
0.01,2,C,"IY,ZI",1,9.237862437876657e-10,5.132145798820365e-11
0.01,2,C,"IY,ZI",2,-1.4083497332793517e-10,-4.346758436047382e-13
0.01,2,C,"IY,ZX",1,-3.031876307333009e-10,-1.684375726296116e-11
0.01,2,C,"IY,ZX",2,6.016061031000295e-11,1.8568089601852762e-13
0.01,2,C,"IY,ZY",1,-1.5409698087940167e-09,-8.560943382188981e-11
0.01,2,C,"IY,ZY",2,3.517289232713775e-10,1.0855830965165973e-12
0.01,2,C,"IY,ZZ",1,2.260456738614209e-09,1.2558092992301161e-10
0.01,2,C,"IY,ZZ",2,-4.2977550757492275e-10,-1.3264676159719837e-12
0.01,2,C,"IZ,XI",1,2.862353373725697e-09,1.5901963187364982e-10
0.01,2,C,"IZ,XI",2,-1.084311569240886e-10,-3.346640645805204e-13
0.01,2,C,"IZ,XX",1,-9.466925534428696e-10,-5.259403074682609e-11
0.01,2,C,"IZ,XX",2,-2.4506979532484374e-11,-7.563882571754437e-14
0.01,2,C,"IZ,XY",1,-1.4913527647627312e-10,-8.285293137570729e-12
0.01,2,C,"IZ,XY",2,6.979962127235695e-11,2.1543092985295354e-13
0.01,2,C,"IZ,XZ",1,-9.32207001012637e-10,-5.178927783403539e-11
0.01,2,C,"IZ,XZ",2,1.2619878823217475e-10,3.8950243281535413e-13
0.01,2,C,"IZ,YI",1,7.135468305545985e-10,3.964149058636658e-11
0.01,2,C,"IZ,YI",2,-1.9851339365439395e-11,-6.126956594271419e-14
0.01,2,C,"IZ,YX",1,-2.837968561989489e-09,-1.5766492011052717e-10
0.01,2,C,"IZ,YX",2,3.332420851397315e-10,1.0285249541349737e-12
0.01,2,C,"IZ,YY",1,-9.113800554632837e-10,-5.063222530351576e-11
0.01,2,C,"IZ,YY",2,1.8457185100724926e-10,5.696662068124977e-13
0.01,2,C,"IZ,YZ",1,8.831839179424999e-10,4.906577321902777e-11
0.01,2,C,"IZ,YZ",2,-3.418365504547019e-11,-1.0550510816503145e-13
0.01,2,C,"IZ,ZI",1,-2.994400462696697e-09,-1.6635558126092762e-10
0.01,2,C,"IZ,ZI",2,8.092477677334986e-10,2.497678295473761e-12
0.01,2,C,"IZ,ZX",1,3.1916543442178e-10,1.7731413023432222e-11
0.01,2,C,"IZ,ZX",2,-2.694050084871001e-10,-8.314969397750003e-13
0.01,2,C,"IZ,ZY",1,7.769137818173263e-10,4.316187676762924e-11
0.01,2,C,"IZ,ZY",2,-6.091812951577782e-12,-1.8801891825857352e-14
0.01,2,C,"IZ,ZZ",1,-9.677018665990032e-10,-5.3761214811055735e-11
0.01,2,C,"IZ,ZZ",2,-4.053555088966287e-11,-1.2510972496809529e-13
0.01,2,C,"XI,XX",1,-3.853820130379587e-09,-2.1410111835442148e-10
0.01,2,C,"XI,XX",2,1.1661180716115362e-09,3.5991298506528896e-12
0.01,2,C,"XI,XY",1,2.2960025037349226e-09,1.2755569465194016e-10
0.01,2,C,"XI,XY",2,-6.227481954074704e-10,-1.922062331504538e-12
0.01,2,C,"XI,XZ",1,-2.948697135819088e-09,-1.638165075455049e-10
0.01,2,C,"XI,XZ",2,2.8648953661524014e-10,8.842269648618523e-13
0.01,2,C,"XI,YI",1,6.071675130431195e-10,3.3731528502395524e-11
0.01,2,C,"XI,YI",2,-1.8705383254323045e-10,-5.773266436519459e-13
0.01,2,C,"XI,YX",1,-1.3256683630997902e-09,-7.36482423944328e-11
0.01,2,C,"XI,YX",2,-2.0711804768362246e-10,-6.392532335914273e-13
0.01,2,C,"XI,YY",1,-2.912140700293433e-09,-1.6178559446074626e-10
0.01,2,C,"XI,YY",2,2.0768288888277352e-10,6.409965706258442e-13
0.01,2,C,"XI,YZ",1,9.458537592041553e-11,5.254743106689751e-12
0.01,2,C,"XI,YZ",2,-3.6512161213816106e-11,-1.1269185559819785e-13
0.01,2,C,"XI,ZI",1,-1.9391468209116322e-10,-1.0773037893953513e-11
0.01,2,C,"XI,ZI",2,2.0208987704515592e-10,6.237341884109751e-13
0.01,2,C,"XI,ZX",1,-1.7913090062949536e-09,-9.951716701638631e-11
0.01,2,C,"XI,ZX",2,-8.259657120891422e-12,-2.5492768891640192e-14
0.01,2,C,"XI,ZY",1,-8.615015953141216e-11,-4.786119973967342e-12
0.01,2,C,"XI,ZY",2,3.523408675977909e-12,1.0874718135734288e-14
0.01,2,C,"XI,ZZ",1,-2.288929668179935e-09,-1.2716275934332971e-10
0.01,2,C,"XI,ZZ",2,1.4951571614495105e-10,4.61468259706639e-13
0.01,2,C,"XX,XY",1,9.38416179282037e-11,5.213423218233538e-12
0.01,2,C,"XX,XY",2,-1.4102005906003045e-11,-4.352470958642915e-14
0.01,2,C,"XX,XZ",1,2.5096467671578266e-09,1.3942482039765704e-10
0.01,2,C,"XX,XZ",2,-4.940231003348385e-11,-1.5247626553544398e-13
0.01,2,C,"XX,YI",1,3.3261635156507567e-09,1.847868619805976e-10
0.01,2,C,"XX,YI",2,-2.721743965601689e-10,-8.400444338276818e-13
0.01,2,C,"XX,YX",1,2.3229772655342947e-12,1.2905429252968304e-13
0.01,2,C,"XX,YX",2,-6.968900708817292e-12,-2.150895280499164e-14
0.01,2,C,"XX,YY",1,3.20190380401971e-09,1.7788354466776167e-10
0.01,2,C,"XX,YY",2,3.46838806600484e-11,1.0704901438286543e-13
0.01,2,C,"XX,YZ",1,-3.153968349269325e-09,-1.7522046384829583e-10
0.01,2,C,"XX,YZ",2,2.6242388596488385e-10,8.099502653237156e-13
0.01,2,C,"XX,ZI",1,1.1794702249159145e-09,6.55261236064397e-11
0.01,2,C,"XX,ZI",2,1.0216536419074488e-10,3.15325198119583e-13
0.01,2,C,"XX,ZX",1,-3.245202546140432e-09,-1.802890303411351e-10
0.01,2,C,"XX,ZX",2,9.59862386328271e-10,2.9625382294082436e-12
0.01,2,C,"XX,ZY",1,-3.8864132158262e-09,-2.159118453236778e-10
0.01,2,C,"XX,ZY",2,3.512473948908971e-10,1.0840968978114108e-12
0.01,2,C,"XX,ZZ",1,-1.3332978510460043e-09,-7.407210283588913e-11
0.01,2,C,"XX,ZZ",2,3.2921622813066015e-10,1.0160994695390745e-12
0.01,2,C,"XY,XZ",1,-7.130561544004874e-10,-3.9614230800027076e-11
0.01,2,C,"XY,XZ",2,2.905175065317224e-10,8.966589707769209e-13
0.01,2,C,"XY,YI",1,1.7686063967942322e-09,9.82559109330129e-11
0.01,2,C,"XY,YI",2,-3.0029639483712685e-10,-9.268407248059471e-13
0.01,2,C,"XY,YX",1,-3.633684281488372e-09,-2.0187134897157623e-10
0.01,2,C,"XY,YX",2,5.851323240973435e-10,1.805963963263406e-12
0.01,2,C,"XY,YY",1,1.0167772889247055e-09,5.648762716248364e-11
0.01,2,C,"XY,YY",2,-2.659408441912232e-10,-8.208050746642691e-13
0.01,2,C,"XY,YZ",1,1.8067148448699395e-09,1.0037304693721886e-10
0.01,2,C,"XY,YZ",2,-3.6272690831383946e-10,-1.1195274947958008e-12
0.01,2,C,"XY,ZI",1,-2.2814274786608645e-09,-1.267459710367147e-10
0.01,2,C,"XY,ZI",2,2.601235574378874e-10,8.028504859194056e-13
0.01,2,C,"XY,ZX",1,2.487860212231946e-09,1.3821445623510812e-10
0.01,2,C,"XY,ZX",2,-5.346700184581558e-10,-1.6502161063523327e-12
0.01,2,C,"XY,ZY",1,2.2440884511085657e-09,1.2467158061714255e-10
0.01,2,C,"XY,ZY",2,-4.798876011972276e-10,-1.4811345715963814e-12
0.01,2,C,"XY,ZZ",1,-3.927187570898336e-09,-2.1817708727212975e-10
0.01,2,C,"XY,ZZ",2,1.0150456978584536e-09,3.132857092155721e-12
0.01,2,C,"XZ,YI",1,-8.276676032630173e-10,-4.598153351461207e-11
0.01,2,C,"XZ,YI",2,1.8678773310438056e-10,5.765053490875943e-13
0.01,2,C,"XZ,YX",1,1.0893273827552846e-09,6.051818793084914e-11
0.01,2,C,"XZ,YX",2,-1.9638024186495653e-10,-6.061118576078906e-13
0.01,2,C,"XZ,YY",1,-1.0503993118982437e-09,-5.83555173276802e-11
0.01,2,C,"XZ,YY",2,1.3940346175300925e-10,4.3025759800311497e-13
0.01,2,C,"XZ,YZ",1,-8.381668066132616e-10,-4.656482258962564e-11
0.01,2,C,"XZ,YZ",2,2.435410195247958e-10,7.516698133481352e-13
0.01,2,C,"XZ,ZI",1,1.3707088486221873e-09,7.615049159012151e-11
0.01,2,C,"XZ,ZI",2,-4.273633359938787e-10,-1.3190226419564156e-12
0.01,2,C,"XZ,ZX",1,-1.1438226809181314e-09,-6.354570449545175e-11
0.01,2,C,"XZ,ZX",2,3.011938526402179e-10,9.296106562969688e-13
0.01,2,C,"XZ,ZY",1,-1.240899683789392e-09,-6.89388713216329e-11
0.01,2,C,"XZ,ZY",2,2.7481517588572685e-10,8.481949873016261e-13
0.01,2,C,"XZ,ZZ",1,4.5775325429269933e-10,2.5430736349594407e-11
0.01,2,C,"XZ,ZZ",2,4.7451836738461455e-11,1.464562862298193e-13
0.01,2,C,"YI,YX",1,8.133986889234342e-12,4.5188816051301903e-13
0.01,2,C,"YI,YX",2,8.1248199163504e-11,2.507660468009383e-13
0.01,2,C,"YI,YY",1,-1.2779002093115787e-09,-7.099445607286548e-11
0.01,2,C,"YI,YY",2,7.118447641474552e-11,2.1970517411958493e-13
0.01,2,C,"YI,YZ",1,-3.808067977201453e-10,-2.115593320667474e-11
0.01,2,C,"YI,YZ",2,1.1153646145317196e-10,3.44248337818432e-13
0.01,2,C,"YI,ZI",1,-1.231783926550587e-09,-6.84324403639215e-11
0.01,2,C,"YI,ZI",2,5.285812796745492e-10,1.6314237026992259e-12
0.01,2,C,"YI,ZX",1,-2.3028506936894043e-09,-1.2793614964941135e-10
0.01,2,C,"YI,ZX",2,4.1537567032243843e-10,1.2820236738346864e-12
0.01,2,C,"YI,ZY",1,-2.1038920772142544e-10,-1.1688289317856968e-11
0.01,2,C,"YI,ZY",2,-1.5257173148374327e-11,-4.709004058140225e-14
0.01,2,C,"YI,ZZ",1,1.5199408413125463e-09,8.444115785069702e-11
0.01,2,C,"YI,ZZ",2,-2.91122637996902e-10,-8.985266604842655e-13
0.01,2,C,"YX,YY",1,3.54661581203412e-10,1.970342117796733e-11
0.01,2,C,"YX,YY",2,-7.795706074230316e-11,-2.4060821216760234e-13
0.01,2,C,"YX,YZ",1,1.4110854034319444e-09,7.83936335239969e-11
0.01,2,C,"YX,YZ",2,-1.6906185756996807e-10,-5.217958566974323e-13
0.01,2,C,"YX,ZI",1,8.848180057564421e-10,4.9156555875357896e-11
0.01,2,C,"YX,ZI",2,-1.9414406265789693e-10,-5.992100699317807e-13
0.01,2,C,"YX,ZX",1,-1.132597358427955e-09,-6.292207546821972e-11
0.01,2,C,"YX,ZX",2,4.991464038853778e-10,1.5405753206338822e-12
0.01,2,C,"YX,ZY",1,1.4327790562205911e-09,7.959883645669951e-11
0.01,2,C,"YX,ZY",2,-2.371658473777625e-10,-7.319933561042052e-13
0.01,2,C,"YX,ZZ",1,-2.9357672352402524e-09,-1.6309817973556958e-10
0.01,2,C,"YX,ZZ",2,6.52886938508533e-10,2.015083143544855e-12
0.01,2,C,"YY,YZ",1,-1.1585627131855915e-09,-6.43645951769773e-11
0.01,2,C,"YY,YZ",2,4.557965416065693e-10,1.4067794494029918e-12
0.01,2,C,"YY,ZI",1,2.5181965225895473e-10,1.398998068105304e-11
0.01,2,C,"YY,ZI",2,3.694544397023176e-11,1.1402914805627087e-13
0.01,2,C,"YY,ZX",1,-1.5474786265329542e-09,-8.597103480738634e-11
0.01,2,C,"YY,ZX",2,2.0603476625733662e-10,6.359097723991871e-13
0.01,2,C,"YY,ZY",1,-2.4340549157044613e-09,-1.352252730946923e-10
0.01,2,C,"YY,ZY",2,7.856448879985687e-10,2.4248299012301503e-12
0.01,2,C,"YY,ZZ",1,5.906179234596977e-10,3.2812106858872094e-11
0.01,2,C,"YY,ZZ",2,-1.4509239042837932e-10,-4.4781601984067695e-13
0.01,2,C,"YZ,ZI",1,8.085891310478289e-10,4.492161839154605e-11
0.01,2,C,"YZ,ZI",2,-1.4225587156435109e-11,-4.390613319887379e-14
0.01,2,C,"YZ,ZX",1,5.198957179903815e-10,2.8883095443910086e-11
0.01,2,C,"YZ,ZX",2,-7.455924691349201e-11,-2.301211324490494e-13
0.01,2,C,"YZ,ZY",1,-2.725126893959054e-10,-1.513959385532808e-11
0.01,2,C,"YZ,ZY",2,6.961755131390476e-11,2.1486898553674308e-13
0.01,2,C,"YZ,ZZ",1,-4.726136390155484e-10,-2.625631327864158e-11
0.01,2,C,"YZ,ZZ",2,2.5459228879895527e-10,7.857786691325779e-13
0.01,2,C,"ZI,ZX",1,8.269273282952675e-10,4.594040712751486e-11
0.01,2,C,"ZI,ZX",2,-1.840081648879158e-10,-5.679264348392463e-13
0.01,2,C,"ZI,ZY",1,-8.527211930654994e-11,-4.7373399614749965e-12
0.01,2,C,"ZI,ZY",2,2.678524459112762e-10,8.267050799730747e-13
0.01,2,C,"ZI,ZZ",1,-6.37104199287766e-10,-3.539467773820922e-11
0.01,2,C,"ZI,ZZ",2,-2.56405177959146e-10,-7.913740060467469e-13
0.01,2,C,"ZX,ZY",1,-1.5279121213549544e-09,-8.488400674194191e-11
0.01,2,C,"ZX,ZY",2,3.1845420989561106e-10,9.828833638753427e-13
0.01,2,C,"ZX,ZZ",1,4.4460075602385e-10,2.4700042001325e-11
0.01,2,C,"ZX,ZZ",2,1.3387467422338837e-10,4.131934389610752e-13
0.01,2,C,"ZY,ZZ",1,5.363084861646581e-10,2.9794915898036556e-11
0.01,2,C,"ZY,ZZ",2,-6.219370977750646e-11,-1.9195589437501995e-13
0.01,2,A,"IX,IY",1,2.172627852956041e-09,1.2070154738644674e-10
0.01,2,A,"IX,IY",2,-7.777543148688818e-11,-2.400476280459512e-13
0.01,2,A,"IX,IZ",1,2.6953908894776505e-09,1.497439383043139e-10
0.01,2,A,"IX,IZ",2,-7.199742330478471e-10,-2.222142694592121e-12
0.01,2,A,"IX,XI",1,1.4205176873103998e-08,7.891764929502221e-10
0.01,2,A,"IX,XI",2,-2.6025241875600998e-09,-8.032482060370678e-12
0.01,2,A,"IX,XX",1,4.562626073762807e-09,2.5347922632015596e-10
0.01,2,A,"IX,XX",2,-1.1895164794917718e-09,-3.6713471589252215e-12
0.01,2,A,"IX,XY",1,-8.120027959083311e-10,-4.511126643935173e-11
0.01,2,A,"IX,XY",2,-2.7056342535407445e-10,-8.350723004755385e-13
0.01,2,A,"IX,XZ",1,-9.979828205161566e-10,-5.544349002867537e-11
0.01,2,A,"IX,XZ",2,2.588230436613966e-10,7.988365545104833e-13
0.01,2,A,"IX,YI",1,3.716969100537699e-09,2.064982833632055e-10
0.01,2,A,"IX,YI",2,-3.401482949245696e-10,-1.0498404164338569e-12
0.01,2,A,"IX,YX",1,6.345099431142466e-10,3.525055239523592e-11
0.01,2,A,"IX,YX",2,-3.494662457022964e-10,-1.0785995237725197e-12
0.01,2,A,"IX,YY",1,-3.0673975143978962e-09,-1.7041097302210534e-10
0.01,2,A,"IX,YY",2,2.0929877186045875e-10,6.45983863766848e-13
0.01,2,A,"IX,YZ",1,6.705787600290756e-10,3.725437555717087e-11
0.01,2,A,"IX,YZ",2,1.9468466242652985e-11,6.008785877362032e-14
0.01,2,A,"IX,ZI",1,-1.7442836955480552e-10,-9.690464975266973e-12
0.01,2,A,"IX,ZI",2,-3.766427824992287e-10,-1.1624777237630516e-12
0.01,2,A,"IX,ZX",1,-1.0790098332638827e-09,-5.994499073688237e-11
0.01,2,A,"IX,ZX",2,2.8046397645480375e-10,8.656295569592709e-13
0.01,2,A,"IX,ZY",1,-2.1070494710699974e-09,-1.170583039483332e-10
0.01,2,A,"IX,ZY",2,2.8417257896555003e-10,8.770758610047841e-13
0.01,2,A,"IX,ZZ",1,-2.1114034973440933e-09,-1.1730019429689406e-10
0.01,2,A,"IX,ZZ",2,-1.9085075447037932e-11,-5.89045538488825e-14
0.01,2,A,"IY,IZ",1,-6.990370780283225e-10,-3.8835393223795694e-11
0.01,2,A,"IY,IZ",2,-3.5468354222682656e-12,-1.0947022908235387e-14
0.01,2,A,"IY,XI",1,-3.0231677277683524e-09,-1.6795376265379736e-10
0.01,2,A,"IY,XI",2,2.2725605838380946e-10,7.014075876043502e-13
0.01,2,A,"IY,XX",1,4.0056274947689166e-10,2.2253486082049538e-11
0.01,2,A,"IY,XX",2,4.0380348077864567e-10,1.2463070394402645e-12
0.01,2,A,"IY,XY",1,5.918714885817146e-11,3.2881749365650813e-12
0.01,2,A,"IY,XY",2,1.463549931138926e-11,4.5171294170954506e-14
0.01,2,A,"IY,XZ",1,-4.575685013508093e-10,-2.5420472297267182e-11
0.01,2,A,"IY,XZ",2,1.0410327236862842e-10,3.213063961994704e-13
0.01,2,A,"IY,YI",1,-2.072635798839437e-10,-1.1514643326885762e-11
0.01,2,A,"IY,YI",2,2.2824014924338736e-11,7.044449050721831e-14
0.01,2,A,"IY,YX",1,-3.2987033579091987e-10,-1.8326129766162214e-11
0.01,2,A,"IY,YX",2,1.5952935418657637e-10,4.92374549958569e-13
0.01,2,A,"IY,YY",1,-1.505099957368485e-09,-8.361666429824918e-11
0.01,2,A,"IY,YY",2,3.319756832370273e-10,1.0246163062871214e-12
0.01,2,A,"IY,YZ",1,-3.1791004440263594e-10,-1.7661669133479774e-11
0.01,2,A,"IY,YZ",2,7.982514681402159e-11,2.4637390991981973e-13
0.01,2,A,"IY,ZI",1,-7.293463890438394e-11,-4.0519243835768856e-12
0.01,2,A,"IY,ZI",2,-5.703724850710099e-11,-1.760408904540154e-13
0.01,2,A,"IY,ZX",1,-1.0772812211562826e-09,-5.984895673090459e-11
0.01,2,A,"IY,ZX",2,3.1616557327167233e-10,9.758196705915813e-13
0.01,2,A,"IY,ZY",1,5.334815203102043e-10,2.963786223945579e-11
0.01,2,A,"IY,ZY",2,-1.623831690554268e-10,-5.011826205414408e-13
0.01,2,A,"IY,ZZ",1,4.3303413751328197e-10,2.405745208407122e-11
0.01,2,A,"IY,ZZ",2,-6.741901395482856e-11,-2.0808337640379185e-13
0.01,2,A,"IZ,XI",1,3.8769517589885636e-10,2.1538620883269797e-11
0.01,2,A,"IZ,XI",2,1.5543987010236378e-10,4.797526855011228e-13
0.01,2,A,"IZ,XX",1,2.042054005558095e-09,1.134474447532275e-10
0.01,2,A,"IZ,XX",2,-4.760216359056257e-10,-1.469202579955635e-12
0.01,2,A,"IZ,XY",1,-1.8781078441414923e-10,-1.0433932467452735e-11
0.01,2,A,"IZ,XY",2,7.272642565942098e-11,2.2446427672660796e-13
0.01,2,A,"IZ,XZ",1,1.3270290333287075e-09,7.37238351849282e-11
0.01,2,A,"IZ,XZ",2,-3.412867365609031e-10,-1.0533541251879725e-12
0.01,2,A,"IZ,YI",1,1.8382922865231954e-11,1.0212734925128863e-12
0.01,2,A,"IZ,YI",2,5.5524823069468295e-12,1.713729107082355e-14
0.01,2,A,"IZ,YX",1,-1.040852945457146e-09,-5.7825163636508116e-11
0.01,2,A,"IZ,YX",2,2.4801544561007927e-10,7.654797704014792e-13
0.01,2,A,"IZ,YY",1,2.7901437330567615e-09,1.5500798516982009e-10
0.01,2,A,"IZ,YY",2,-8.126476916193047e-10,-2.5081718877139034e-12
0.01,2,A,"IZ,YZ",1,8.964386464930654e-10,4.980214702739252e-11
