nbar,polynomial_degree,sector,mode,rate_power,coefficient_per_nominal_multiplier_power,coefficient_per_rate_s_power
4.0,3,C,"IZ,XZ",3,-3.7197024534757105e-11,-6.378090626673029e-15
4.0,3,C,"IZ,YI",1,-5.44791973265719e-09,-3.026622073698439e-10
4.0,3,C,"IZ,YI",2,4.852643980395623e-09,1.497729623578896e-11
4.0,3,C,"IZ,YI",3,-8.930452382126686e-10,-1.5312847020107485e-13
4.0,3,C,"IZ,YX",1,-1.868455815430739e-09,-1.0380310085726328e-10
4.0,3,C,"IZ,YX",2,-6.367919074792917e-10,-1.965407121849666e-12
4.0,3,C,"IZ,YX",3,2.7872731768313424e-10,4.7792749945667736e-14
4.0,3,C,"IZ,YY",1,8.42284767990754e-09,4.679359822170855e-10
4.0,3,C,"IZ,YY",2,-7.51168193177174e-09,-2.3184203493122657e-11
4.0,3,C,"IZ,YY",3,1.3598169858129166e-09,2.331647780886345e-13
4.0,3,C,"IZ,YZ",1,-4.072491912447692e-11,-2.2624955069153845e-12
4.0,3,C,"IZ,YZ",2,8.273788749570985e-10,2.5536385029540077e-12
4.0,3,C,"IZ,YZ",3,-2.0436900110734625e-10,-3.5042695663125213e-14
4.0,3,C,"IZ,ZI",1,2.466253449609927e-09,1.3701408053388483e-10
4.0,3,C,"IZ,ZI",2,-7.319268030200429e-10,-2.2590333426544534e-12
4.0,3,C,"IZ,ZI",3,4.573160169902182e-11,7.841495490230078e-15
4.0,3,C,"IZ,ZX",1,1.4406795924520647e-09,8.003775513622582e-11
4.0,3,C,"IZ,ZX",2,-1.997504101396405e-09,-6.165136115421004e-12
4.0,3,C,"IZ,ZX",3,4.1444802862131803e-10,7.10644767869201e-14
4.0,3,C,"IZ,ZY",1,2.844347607384627e-10,1.5801931152136816e-11
4.0,3,C,"IZ,ZY",2,1.0390622394917111e-09,3.2069822206534294e-12
4.0,3,C,"IZ,ZY",3,-2.458243687033664e-10,-4.2150954853114946e-14
4.0,3,C,"IZ,ZZ",1,-1.078014472069221e-08,-5.98896928927345e-10
4.0,3,C,"IZ,ZZ",2,8.269448563223017e-09,2.5522989392663635e-11
4.0,3,C,"IZ,ZZ",3,-1.444487759214865e-09,-2.4768308628512773e-13
4.0,3,C,"XI,XX",1,6.115514329547003e-09,3.397507960859446e-10
4.0,3,C,"XI,XX",2,7.221178038739523e-10,2.2287586539319517e-12
4.0,3,C,"XI,XX",3,-3.488797498889508e-10,-5.982163063939486e-14
4.0,3,C,"XI,XY",1,-3.982422859518983e-08,-2.2124571441772126e-09
4.0,3,C,"XI,XY",2,3.01850545254958e-08,9.316374853548086e-11
4.0,3,C,"XI,XY",3,-4.963844203089158e-09,-8.511392666476608e-13
4.0,3,C,"XI,XZ",1,4.698582986607949e-10,2.610323881448861e-11
4.0,3,C,"XI,XZ",2,-1.5845256927749421e-09,-4.890511397453525e-12
4.0,3,C,"XI,XZ",3,3.457355277293533e-10,5.928249789597965e-14
4.0,3,C,"XI,YI",1,-3.81670260123258e-09,-2.1203903340181e-10
4.0,3,C,"XI,YI",2,3.896968568363659e-09,1.2027680766554504e-11
4.0,3,C,"XI,YI",3,-7.762377424461506e-10,-1.3309975007650044e-13
4.0,3,C,"XI,YX",1,6.2414870469105036e-09,3.4674928038391687e-10
4.0,3,C,"XI,YX",2,-6.03582846073706e-09,-1.8629100187460063e-11
4.0,3,C,"XI,YX",3,1.2976418519564489e-09,2.2250374690611263e-13
4.0,3,C,"XI,YY",1,7.78050570070288e-09,4.322503167057156e-10
4.0,3,C,"XI,YY",2,-6.558872664320484e-09,-2.02434341491373e-11
4.0,3,C,"XI,YY",3,1.1393534773916305e-09,1.95362393242735e-13
4.0,3,C,"XI,YZ",1,2.989714836184813e-09,1.6609526867693407e-10
4.0,3,C,"XI,YZ",2,-2.26389099741991e-09,-6.987317893271327e-12
4.0,3,C,"XI,YZ",3,3.6160828537062336e-10,6.200416415820017e-14
4.0,3,C,"XI,ZI",1,2.108687832691364e-09,1.1714932403840913e-10
4.0,3,C,"XI,ZI",2,1.9945766977064136e-09,6.156100918846956e-12
4.0,3,C,"XI,ZI",3,-5.05180063039078e-10,-8.662209585718072e-14
4.0,3,C,"XI,ZX",1,-4.525762711653103e-10,-2.5143126175850573e-11
4.0,3,C,"XI,ZX",2,-1.2155128259331428e-09,-3.751582796089947e-12
4.0,3,C,"XI,ZX",3,2.9601342801708116e-10,5.075676063393024e-14
4.0,3,C,"XI,ZY",1,-9.667700080863414e-10,-5.3709444893685633e-11
4.0,3,C,"XI,ZY",2,1.0069639355161682e-09,3.1079133812227414e-12
4.0,3,C,"XI,ZY",3,-1.870143982996766e-10,-3.206694072353851e-14
4.0,3,C,"XI,ZZ",1,-1.8376364091383445e-08,-1.0209091161879691e-09
4.0,3,C,"XI,ZZ",2,1.0391982743435324e-08,3.207402081307199e-11
4.0,3,C,"XI,ZZ",3,-1.5717562562335574e-09,-2.695055309042451e-13
4.0,3,C,"XX,XY",1,-4.830215859174212e-10,-2.6834532550967847e-11
4.0,3,C,"XX,XY",2,3.7936635753592467e-10,1.170883819555323e-12
4.0,3,C,"XX,XY",3,-7.120906907738769e-11,-1.2210059855519151e-14
4.0,3,C,"XX,XZ",1,-8.67540846834228e-09,-4.819671371301267e-10
4.0,3,C,"XX,XZ",2,4.730498332930026e-09,1.460030349669761e-11
4.0,3,C,"XX,XZ",3,-6.298978114686036e-10,-1.0800716931903354e-13
4.0,3,C,"XX,YI",1,8.558654769033382e-09,4.754808205018545e-10
4.0,3,C,"XX,YI",2,-4.883134139490032e-09,-1.507140166509269e-11
4.0,3,C,"XX,YI",3,6.615505512677976e-10,1.134345938387856e-13
4.0,3,C,"XX,YX",1,-2.188358651861574e-09,-1.2157548065897634e-10
4.0,3,C,"XX,YX",2,4.594975251170206e-10,1.4182022380154957e-12
4.0,3,C,"XX,YX",3,3.785662729036694e-11,6.491191236345497e-15
4.0,3,C,"XX,YY",1,1.0157386201525366e-08,5.642992334180759e-10
4.0,3,C,"XX,YY",2,-5.4453528117388e-09,-1.680664448067531e-11
4.0,3,C,"XX,YY",3,8.354391614778968e-10,1.432508850270742e-13
4.0,3,C,"XX,YZ",1,-2.8986509748101435e-09,-1.6103616526723018e-10
4.0,3,C,"XX,YZ",2,-5.0281058864704e-10,-1.5518845328612346e-12
4.0,3,C,"XX,YZ",3,3.2160903109666635e-10,5.514558146376309e-14
4.0,3,C,"XX,ZI",1,-3.6304340353368316e-08,-2.016907797409351e-09
4.0,3,C,"XX,ZI",2,2.9584022743894704e-08,9.130871217251451e-11
4.0,3,C,"XX,ZI",3,-5.206863681998197e-09,-8.928092733193067e-13
4.0,3,C,"XX,ZX",1,3.927897602744295e-09,2.1821653348579416e-10
4.0,3,C,"XX,ZX",2,3.3447800825047075e-09,1.0323395316372554e-11
4.0,3,C,"XX,ZX",3,-8.295099718204179e-10,-1.422342201338165e-13
4.0,3,C,"XX,ZY",1,-2.3443824429343546e-08,-1.3024346905190858e-09
4.0,3,C,"XX,ZY",2,1.49327561642262e-08,4.6088753593290735e-11
4.0,3,C,"XX,ZY",3,-2.3151817095051266e-09,-3.9697903112227823e-13
4.0,3,C,"XX,ZZ",1,9.186264632761461e-09,5.103480351534145e-10
4.0,3,C,"XX,ZZ",2,-5.597364959807857e-09,-1.7275817777184743e-11
4.0,3,C,"XX,ZZ",3,8.511974543856524e-10,1.4595292427737524e-13
4.0,3,C,"XY,XZ",1,6.247661718482112e-09,3.470923176934507e-10
4.0,3,C,"XY,XZ",2,-5.2229903524367526e-09,-1.6120340593940593e-11
4.0,3,C,"XY,XZ",3,9.301082250188652e-10,1.594835776781319e-13
4.0,3,C,"XY,YI",1,-6.381356911660841e-09,-3.5451982842560227e-10
4.0,3,C,"XY,YI",2,4.078675244427012e-09,1.258850384082411e-11
4.0,3,C,"XY,YI",3,-6.465635276273114e-10,-1.1086480240523173e-13
4.0,3,C,"XY,YX",1,5.187372394124156e-10,2.8818735522911976e-11
4.0,3,C,"XY,YX",2,4.4701234306852085e-10,1.3796677255201262e-12
4.0,3,C,"XY,YX",3,-1.597518386237125e-10,-2.7392290573338904e-14
4.0,3,C,"XY,YY",1,1.8624394576311325e-09,1.0346885875728514e-10
4.0,3,C,"XY,YY",2,-1.237231299176639e-09,-3.818615120915552e-12
4.0,3,C,"XY,YY",3,1.8821006216252105e-10,3.2271958532668215e-14
4.0,3,C,"XY,YZ",1,-5.430766008038415e-09,-3.0170922266880087e-10
4.0,3,C,"XY,YZ",2,2.2751455603210466e-09,7.022054198521749e-12
4.0,3,C,"XY,YZ",3,-2.4155179849089734e-10,-4.1418346791992e-14
4.0,3,C,"XY,ZI",1,-1.3450165520548266e-08,-7.47231417808237e-10
4.0,3,C,"XY,ZI",2,8.934643879975636e-09,2.7576061357949493e-11
4.0,3,C,"XY,ZI",3,-1.414064093586307e-09,-2.42466408365279e-13
4.0,3,C,"XY,ZX",1,7.668755805101936e-09,4.260419891723298e-10
4.0,3,C,"XY,ZX",2,-5.633856143180464e-09,-1.7388444886359457e-11
4.0,3,C,"XY,ZX",3,9.603696705462244e-10,1.6467244007994247e-13
4.0,3,C,"XY,ZY",1,-1.9040425332883923e-09,-1.0578014073824401e-10
4.0,3,C,"XY,ZY",2,2.2469908217669476e-10,6.935156857305394e-13
4.0,3,C,"XY,ZY",3,6.163149329993803e-11,1.0567814351841227e-14
4.0,3,C,"XY,ZZ",1,1.2158673798023154e-08,6.75481877667953e-10
4.0,3,C,"XY,ZZ",2,-9.621762862288487e-09,-2.9696798957680514e-11
4.0,3,C,"XY,ZZ",3,1.6777136114887424e-09,2.8767380169560055e-13
4.0,3,C,"XZ,YI",1,4.508016727423967e-09,2.5044537374577594e-10
4.0,3,C,"XZ,YI",2,-3.372671662960698e-09,-1.0409480441236721e-11
4.0,3,C,"XZ,YI",3,5.58812923415869e-10,9.581840250615037e-14
4.0,3,C,"XZ,YX",1,-6.91127900652118e-09,-3.8395994480673225e-10
4.0,3,C,"XZ,YX",2,5.336114384454674e-09,1.6469488840909488e-11
4.0,3,C,"XZ,YX",3,-9.689873932376808e-10,-1.6615010172113868e-13
4.0,3,C,"XZ,YY",1,-3.890045994276149e-09,-2.1611366634867496e-10
4.0,3,C,"XZ,YY",2,2.179150955491281e-09,6.725774553985435e-12
4.0,3,C,"XZ,YY",3,-3.2130770696908857e-10,-5.509391408934989e-14
4.0,3,C,"XZ,YZ",1,-6.600425378280121e-10,-3.6669029879334004e-11
4.0,3,C,"XZ,YZ",2,7.472684656621516e-10,2.3063841532782457e-12
4.0,3,C,"XZ,YZ",3,-1.516798978296162e-10,-2.600821293374763e-14
4.0,3,C,"XZ,ZI",1,-1.0434045877529937e-08,-5.796692154183299e-10
4.0,3,C,"XZ,ZI",2,7.110543321025961e-09,2.1946121361191238e-11
4.0,3,C,"XZ,ZI",3,-1.1916098979017407e-09,-2.0432268482540135e-13
4.0,3,C,"XZ,ZX",1,-3.457328883083515e-09,-1.9207382683797306e-10
4.0,3,C,"XZ,ZX",2,2.97639529059892e-09,9.186405217897901e-12
4.0,3,C,"XZ,ZX",3,-5.112175702175071e-10,-8.765733371356432e-14
4.0,3,C,"XZ,ZY",1,-4.9443151615831746e-09,-2.746841756435097e-10
4.0,3,C,"XZ,ZY",2,2.2931611334835155e-09,7.077657819393566e-12
4.0,3,C,"XZ,ZY",3,-2.9336721153937694e-10,-5.0303019811278625e-14
4.0,3,C,"XZ,ZZ",1,1.9995308152217696e-09,1.1108504529009832e-10
4.0,3,C,"XZ,ZZ",2,-1.4974465790647632e-09,-4.62174870081717e-12
4.0,3,C,"XZ,ZZ",3,2.5607034382590156e-10,4.3907809297994096e-14
4.0,3,C,"YI,YX",1,3.99764432458636e-09,2.220913513659089e-10
4.0,3,C,"YI,YX",2,-1.015409027711158e-09,-3.133978480589994e-12
4.0,3,C,"YI,YX",3,8.05423081731867e-11,1.3810409494716513e-14
4.0,3,C,"YI,YY",1,-1.3516692656875253e-09,-7.509273698264029e-11
4.0,3,C,"YI,YY",2,3.4387520218458806e-10,1.061343216619099e-12
4.0,3,C,"YI,YY",3,-4.200750304837158e-11,-7.202932621462891e-15
4.0,3,C,"YI,YZ",1,-7.780320095082955e-10,-4.322400052823864e-11
4.0,3,C,"YI,YZ",2,2.3969892827477297e-10,7.398115070209043e-13
4.0,3,C,"YI,YZ",3,4.340401332941884e-12,7.442389116841365e-16
4.0,3,C,"YI,ZI",1,-1.1590933243888827e-09,-6.439407357716014e-11
4.0,3,C,"YI,ZI",2,2.4433897602036305e-10,7.541326420381575e-13
4.0,3,C,"YI,ZI",3,2.14191366635243e-11,3.672691471797719e-15
4.0,3,C,"YI,ZX",1,-6.052548234524247e-09,-3.362526796957915e-10
4.0,3,C,"YI,ZX",2,5.045010437814908e-09,1.5571019869799098e-11
4.0,3,C,"YI,ZX",3,-9.029155806920939e-10,-1.5482091575653188e-13
4.0,3,C,"YI,ZY",1,-9.78198847754096e-09,-5.434438043078311e-10
4.0,3,C,"YI,ZY",2,6.922326137527621e-09,2.136520412817167e-11
4.0,3,C,"YI,ZY",3,-1.1572429428230813e-09,-1.9842985988050092e-13
4.0,3,C,"YI,ZZ",1,1.0186723873177299e-08,5.659291040654055e-10
4.0,3,C,"YI,ZZ",2,-7.157968364770079e-09,-2.2092494952994073e-11
4.0,3,C,"YI,ZZ",3,1.211145352081179e-09,2.076723854734532e-13
4.0,3,C,"YX,YY",1,-6.850142711471536e-09,-3.805634839706409e-10
4.0,3,C,"YX,YY",2,4.085381330803239e-09,1.26092016382816e-11
4.0,3,C,"YX,YY",3,-6.770318059778586e-10,-1.160891299687686e-13
4.0,3,C,"YX,YZ",1,-4.407437233358801e-09,-2.4485762407548896e-10
4.0,3,C,"YX,YZ",2,1.926721019771716e-09,5.946669814110235e-12
4.0,3,C,"YX,YZ",3,-2.2982652538419174e-10,-3.940784042938816e-14
4.0,3,C,"YX,ZI",1,1.4558348359107978e-08,8.087971310615544e-10
4.0,3,C,"YX,ZI",2,-1.4012674557213762e-08,-4.3248995546956056e-11
4.0,3,C,"YX,ZI",3,2.6808082516423686e-09,4.596721967836709e-13
4.0,3,C,"YX,ZX",1,-4.822691133867001e-09,-2.6792728521483336e-10
4.0,3,C,"YX,ZX",2,3.0245317618885e-09,9.334974573729938e-12
4.0,3,C,"YX,ZX",3,-5.039084637468158e-10,-8.640405756975581e-14
4.0,3,C,"YX,ZY",1,5.2899510652576564e-09,2.93886170292092e-10
4.0,3,C,"YX,ZY",2,-5.515876006619703e-09,-1.7024308662406492e-11
4.0,3,C,"YX,ZY",3,1.0644872576797639e-09,1.8252524994508982e-13
4.0,3,C,"YX,ZZ",1,-6.478654287185351e-09,-3.5992523817696394e-10
4.0,3,C,"YX,ZZ",2,5.016530792783715e-09,1.5483119730813934e-11
4.0,3,C,"YX,ZZ",3,-8.917894690577626e-10,-1.5291314627190715e-13
4.0,3,C,"YY,YZ",1,1.4153146941448603e-09,7.86285941191589e-11
4.0,3,C,"YY,YZ",2,-1.574661994721177e-09,-4.860067884941904e-12
4.0,3,C,"YY,YZ",3,2.7607578724787617e-10,4.733809795059605e-14
4.0,3,C,"YY,ZI",1,-8.465089899483171e-09,-4.702827721935096e-10
4.0,3,C,"YY,ZI",2,5.260349041367311e-09,1.623564518940528e-11
4.0,3,C,"YY,ZI",3,-8.819473044533628e-10,-1.5122553231367674e-13
4.0,3,C,"YY,ZX",1,2.408863757856574e-10,1.3382576432536522e-11
4.0,3,C,"YY,ZX",2,-9.244711479578191e-10,-2.8533060122154913e-12
4.0,3,C,"YY,ZX",3,2.1821752812643977e-10,3.7417271626618614e-14
4.0,3,C,"YY,ZY",1,8.14140029717651e-10,4.523000165098061e-11
4.0,3,C,"YY,ZY",2,-2.8677396074532895e-09,-8.851048171152128e-12
4.0,3,C,"YY,ZY",3,6.227422730296572e-10,1.0678022514225947e-13
4.0,3,C,"YY,ZZ",1,-1.0672323809992675e-08,-5.929068783329264e-10
4.0,3,C,"YY,ZZ",2,6.7332613289501935e-09,2.0781670768364794e-11
4.0,3,C,"YY,ZZ",3,-1.0669351899699174e-09,-1.8294499142145361e-13
4.0,3,C,"YZ,ZI",1,3.7621477345871996e-10,2.0900820747706665e-11
4.0,3,C,"YZ,ZI",2,2.4868516852634267e-10,7.675468164393292e-13
4.0,3,C,"YZ,ZI",3,-9.920259487877968e-11,-1.701004713284974e-14
4.0,3,C,"YZ,ZX",1,-1.6279184130744687e-09,-9.043991183747049e-11
4.0,3,C,"YZ,ZX",2,8.264647814249972e-10,2.550817226620362e-12
4.0,3,C,"YZ,ZX",3,-1.328223319627128e-10,-2.2774748278928806e-14
4.0,3,C,"YZ,ZY",1,4.268269442814493e-09,2.3712608015636076e-10
4.0,3,C,"YZ,ZY",2,-2.7452288448430972e-09,-8.47292853346635e-12
4.0,3,C,"YZ,ZY",3,4.2232157513377845e-10,7.24145362026369e-14
4.0,3,C,"YZ,ZZ",1,-3.6325735021090135e-09,-2.018096390060563e-10
4.0,3,C,"YZ,ZZ",2,1.990670783081137e-09,6.144045626793632e-12
4.0,3,C,"YZ,ZZ",3,-2.8906935178175755e-10,-4.9566075408394645e-14
4.0,3,C,"ZI,ZX",1,4.162746579879572e-10,2.3126369888219846e-11
4.0,3,C,"ZI,ZX",2,-1.0955861413128886e-09,-3.381438707755829e-12
4.0,3,C,"ZI,ZX",3,2.1123265515000441e-10,3.6219591075103635e-14
4.0,3,C,"ZI,ZY",1,8.373449661730615e-10,4.651916478739231e-11
4.0,3,C,"ZI,ZY",2,7.272702913397816e-10,2.2446613930240174e-12
4.0,3,C,"ZI,ZY",3,-2.0667132680056196e-10,-3.5437470301879625e-14
4.0,3,C,"ZI,ZZ",1,4.178808902517946e-09,2.321560501398859e-10
4.0,3,C,"ZI,ZZ",2,-2.374233388694479e-09,-7.327880829303948e-12
4.0,3,C,"ZI,ZZ",3,3.4410843022631946e-10,5.900350312522625e-14
4.0,3,C,"ZX,ZY",1,5.286590464696652e-09,2.9369947026092507e-10
4.0,3,C,"ZX,ZY",2,-4.565446772362464e-09,-1.4090885099884148e-11
4.0,3,C,"ZX,ZY",3,7.976329608296447e-10,1.367683403343012e-13
4.0,3,C,"ZX,ZZ",1,-5.028236881452198e-09,-2.7934649341401096e-10
4.0,3,C,"ZX,ZZ",2,4.148451382663643e-09,1.2803862292171738e-11
4.0,3,C,"ZX,ZZ",3,-7.636662320907047e-10,-1.3094414130499051e-13
4.0,3,C,"ZY,ZZ",1,-2.148385101358033e-09,-1.1935472785322403e-10
4.0,3,C,"ZY,ZZ",2,1.8199750220394834e-09,5.6172068581465535e-12
4.0,3,C,"ZY,ZZ",3,-3.360275264621343e-10,-5.76178886251945e-14
4.0,3,A,"IX,IY",1,7.422527091709661e-10,4.123626162060922e-11
4.0,3,A,"IX,IY",2,1.14956346184781e-09,3.548035376073488e-12
4.0,3,A,"IX,IY",3,-2.8006196349123733e-10,-4.80215986781957e-14
4.0,3,A,"IX,IZ",1,-3.013908916400099e-08,-1.6743938424444996e-09
4.0,3,A,"IX,IZ",2,2.322638388416237e-08,7.168637001284682e-11
4.0,3,A,"IX,IZ",3,-3.784633938068381e-09,-6.489427191475275e-13
4.0,3,A,"IX,XI",1,5.293590253308993e-10,2.9408834740605515e-11
4.0,3,A,"IX,XI",2,-2.779193959163725e-09,-8.577759133221373e-12
4.0,3,A,"IX,XI",3,5.646910743181701e-10,9.682631589817731e-14
4.0,3,A,"IX,XX",1,3.7743880170526154e-08,2.0968822316958974e-09
4.0,3,A,"IX,XX",2,-2.4732067883847587e-08,-7.633354285138145e-11
4.0,3,A,"IX,XX",3,3.900285621277164e-09,6.687732546771544e-13
4.0,3,A,"IX,XY",1,1.8169090103921706e-08,1.009393894662317e-09
4.0,3,A,"IX,XY",2,-1.181694616169818e-08,-3.647205605462401e-11
4.0,3,A,"IX,XY",3,1.8776418586400507e-09,3.2195505120714176e-13
4.0,3,A,"IX,XZ",1,3.959939026651854e-09,2.1999661259176964e-10
4.0,3,A,"IX,XZ",2,-2.266139424282824e-09,-6.994257482354395e-12
4.0,3,A,"IX,XZ",3,3.5492946431009356e-10,6.08589616443919e-14
4.0,3,A,"IX,YI",1,8.583856882711398e-10,4.76880937928411e-11
4.0,3,A,"IX,YI",2,8.741965939671369e-10,2.6981376357010396e-12
4.0,3,A,"IX,YI",3,-2.222311574436048e-10,-3.81054796714e-14
4.0,3,A,"IX,YX",1,-1.0496059671879614e-08,-5.831144262155341e-10
4.0,3,A,"IX,YX",2,6.24847769690413e-09,1.9285424990444847e-11
4.0,3,A,"IX,YX",3,-1.075715438649162e-09,-1.8445052103037757e-13
4.0,3,A,"IX,YY",1,-6.704074651198841e-09,-3.7244859173326895e-10
4.0,3,A,"IX,YY",2,2.817248884788618e-09,8.695212607372278e-12
4.0,3,A,"IX,YY",3,-2.685355725285042e-10,-4.6045194192130346e-14
4.0,3,A,"IX,YZ",1,-3.001185948017816e-08,-1.6673255266765645e-09
4.0,3,A,"IX,YZ",2,2.157554300974463e-08,6.659118212884144e-11
4.0,3,A,"IX,YZ",3,-3.6336088309147664e-09,-6.230467817069216e-13
4.0,3,A,"IX,ZI",1,-4.652145096029122e-09,-2.5845250533495124e-10
4.0,3,A,"IX,ZI",2,2.1792965535865317e-09,6.726223930822629e-12
4.0,3,A,"IX,ZI",3,-7.117982698148518e-11,-1.2205045778718309e-14
4.0,3,A,"IX,ZX",1,3.47158322302354e-09,1.928657346124189e-10
4.0,3,A,"IX,ZX",2,-2.809911602418857e-09,-8.672566674132275e-12
4.0,3,A,"IX,ZX",3,5.156129039153955e-10,8.841099175504037e-14
4.0,3,A,"IX,ZY",1,3.1735692901591e-08,1.763094050088389e-09
4.0,3,A,"IX,ZY",2,-2.4652519006708198e-08,-7.608802162564259e-11
4.0,3,A,"IX,ZY",3,4.311617539437681e-09,7.393034189707958e-13
4.0,3,A,"IX,ZZ",1,-8.883729156480228e-09,-4.93540508693346e-10
4.0,3,A,"IX,ZZ",2,4.025355191699225e-09,1.2423935776849458e-11
4.0,3,A,"IX,ZZ",3,-4.2567629304283536e-10,-7.298976218155613e-14
4.0,3,A,"IY,IZ",1,-3.761798214601007e-09,-2.0898878970005594e-10
4.0,3,A,"IY,IZ",2,2.985398426909838e-09,9.214192675647648e-12
4.0,3,A,"IY,IZ",3,-5.222686293746081e-10,-8.955223411773116e-14
4.0,3,A,"IY,XI",1,-1.3896826749206428e-08,-7.720459305114682e-10
4.0,3,A,"IY,XI",2,7.914235676556654e-09,2.442665332270572e-11
4.0,3,A,"IY,XI",3,-1.2045828671152702e-09,-2.0654713084966912e-13
4.0,3,A,"IY,XX",1,1.6781660234213806e-09,9.323144574563226e-11
4.0,3,A,"IY,XX",2,-1.8010820277109202e-09,-5.558895147255927e-12
4.0,3,A,"IY,XX",3,2.2603866807955821e-10,3.875834500678296e-14
4.0,3,A,"IY,XY",1,8.239496175313448e-09,4.5774978751741373e-10
4.0,3,A,"IY,XY",2,-6.742431796069653e-09,-2.0809974679227325e-11
4.0,3,A,"IY,XY",3,1.1575201498016456e-09,1.9847739194129726e-13
4.0,3,A,"IY,XZ",1,3.3472340160526585e-09,1.859574453362588e-10
4.0,3,A,"IY,XZ",2,-1.6430944004055645e-09,-5.071279013597421e-12
4.0,3,A,"IY,XZ",3,2.054756509096588e-10,3.5232450430325586e-14
4.0,3,A,"IY,YI",1,1.4765625616547465e-08,8.203125342526369e-10
4.0,3,A,"IY,YI",2,-1.1061286550679896e-08,-3.413977330456758e-11
4.0,3,A,"IY,YI",3,1.9022212858944063e-09,3.261696306403303e-13
4.0,3,A,"IY,YX",1,-6.215422896587556e-09,-3.45301272032642e-10
4.0,3,A,"IY,YX",2,6.207023314013388e-09,1.9157479364238853e-11
4.0,3,A,"IY,YX",3,-1.1902032950746505e-09,-2.0408149778371923e-13
4.0,3,A,"IY,YY",1,-1.1343374436522338e-08,-6.301874686956855e-10
4.0,3,A,"IY,YY",2,9.094044203988148e-09,2.8068037666630088e-11
4.0,3,A,"IY,YY",3,-1.6055910615997175e-09,-2.753071093277979e-13
4.0,3,A,"IY,YZ",1,-2.491495748728264e-09,-1.3841643048490356e-10
4.0,3,A,"IY,YZ",2,2.0678975444530003e-09,6.382399828558643e-12
4.0,3,A,"IY,YZ",3,-3.565299448785144e-10,-6.113339246888107e-14
4.0,3,A,"IY,ZI",1,8.443556367884478e-09,4.69086464882471e-10
4.0,3,A,"IY,ZI",2,-6.401224863676449e-09,-1.9756866863198918e-11
4.0,3,A,"IY,ZI",3,1.1155289057304507e-09,1.9127724721029675e-13
4.0,3,A,"IY,ZX",1,-1.4538186920876304e-08,-8.076770511597946e-10
4.0,3,A,"IY,ZX",2,1.201542603937833e-08,3.70846482696862e-11
4.0,3,A,"IY,ZX",3,-2.160316486045747e-09,-3.7042463752499096e-13
4.0,3,A,"IY,ZY",1,2.2957248099320845e-09,1.2754026721844913e-10
4.0,3,A,"IY,ZY",2,-2.0600572397824008e-09,-6.358201357353089e-12
4.0,3,A,"IY,ZY",3,3.957973804196361e-10,6.786649184150139e-14
4.0,3,A,"IY,ZZ",1,8.218081700686145e-10,4.5656009448256364e-11
4.0,3,A,"IY,ZZ",2,-2.3901015874274365e-09,-7.376856751319249e-12
4.0,3,A,"IY,ZZ",3,5.159542145081152e-10,8.846951551922414e-14
4.0,3,A,"IZ,XI",1,2.0667507108629036e-08,1.1481948393682797e-09
4.0,3,A,"IZ,XI",2,-1.5675880836161666e-08,-4.8382348259758226e-11
4.0,3,A,"IZ,XI",3,2.498479639085778e-09,4.284087172643652e-13
4.0,3,A,"IZ,XX",1,1.068090225415783e-08,5.933834585643238e-10
4.0,3,A,"IZ,XX",2,-7.244690387273883e-09,-2.2360155516277415e-11
4.0,3,A,"IZ,XX",3,1.1878057917408704e-09,2.0367040324774869e-13
4.0,3,A,"IZ,XY",1,-1.0791950022580573e-09,-5.995527790322541e-11
4.0,3,A,"IZ,XY",2,2.9584521937049314e-10,9.131025289212752e-13
4.0,3,A,"IZ,XY",3,-3.501441573939553e-11,-6.00384357671391e-15
4.0,3,A,"IZ,XZ",1,-5.00606427648643e-10,-2.7811468202702386e-11
4.0,3,A,"IZ,XZ",2,8.642790343462648e-10,2.667527883784768e-12
4.0,3,A,"IZ,XZ",3,-1.9321810835934088e-10,-3.313067701634789e-14
4.0,3,A,"IZ,YI",1,1.0644261744681913e-08,5.913478747045507e-10
4.0,3,A,"IZ,YI",2,-8.045830148777243e-09,-2.483280910116433e-11
4.0,3,A,"IZ,YI",3,1.3629428454983372e-09,2.3370076225966e-13
4.0,3,A,"IZ,YX",1,8.590170033695274e-09,4.772316685386263e-10
4.0,3,A,"IZ,YX",2,-6.550554113160047e-09,-2.0217759608518663e-11
4.0,3,A,"IZ,YX",3,1.1318262377764577e-09,1.9407171429637477e-13
4.0,3,A,"IZ,YY",1,-1.119266878673594e-08,-6.218149325964411e-10
4.0,3,A,"IZ,YY",2,8.488015663727508e-09,2.619757920903552e-11
4.0,3,A,"IZ,YY",3,-1.452501897911901e-09,-2.490572527283781e-13
4.0,3,A,"IZ,YZ",1,-1.0302409046609669e-08,-5.723560581449816e-10
4.0,3,A,"IZ,YZ",2,7.022867682759361e-09,2.1675517539380744e-11
4.0,3,A,"IZ,YZ",3,-1.111873671687811e-09,-1.9065049240188804e-13
4.0,3,A,"IZ,ZI",1,1.0752669808968037e-09,5.973705449426687e-11
4.0,3,A,"IZ,ZI",2,-1.9546380009229763e-10,-6.032833336182026e-13
4.0,3,A,"IZ,ZI",3,-5.034145191383735e-12,-8.631936199217653e-16
4.0,3,A,"IZ,ZX",1,-1.1993219148344044e-08,-6.662899526857802e-10
