context,noise_source,noise_title,nominal_rate_s^-1,nbar,sector,mode,coefficient_per_gate
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,XY",4.1709467234158533e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,XZ",7.017527711359461e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,YI",1.0280123153450569e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,YX",-5.9508148687344e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,YY",2.3839990520878996e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,YZ",-8.525894319340936e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,ZI",3.8054048845380166e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,ZX",2.73327016374109e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,ZY",-2.033746570486366e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XX,ZZ",-4.13520711656783e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XY,XZ",8.596141132412733e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XY,YI",8.268054971997155e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XY,YX",-1.7769971317569298e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XY,YY",8.714837230826248e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XY,YZ",1.2221126551623941e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XY,ZI",-9.284346417196473e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XY,ZX",1.1658639553511019e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XY,ZY",7.706263179026728e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XY,ZZ",-1.026688531217793e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XZ,YI",-1.078200529165699e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XZ,YX",5.6190664472755134e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XZ,YY",-1.7830199145479661e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XZ,YZ",-2.391188614731642e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XZ,ZI",5.131701530192917e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XZ,ZX",-1.173653187713975e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XZ,ZY",-6.530344928890409e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"XZ,ZZ",-9.428259985615227e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YI,YX",2.521487705755299e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YI,YY",-2.95599480388729e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YI,YZ",5.095393729010332e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YI,ZI",-1.4587090917845208e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YI,ZX",-6.016181045741434e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YI,ZY",-2.1649389959467085e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YI,ZZ",1.1964135254019166e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YX,YY",1.4955394767154012e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YX,YZ",9.327016104441238e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YX,ZI",1.2156275502009705e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YX,ZX",-3.3128428356961182e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YX,ZY",2.1382770227031954e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YX,ZZ",-2.0766264721517977e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YY,YZ",8.951954442753549e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YY,ZI",6.733616233886846e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YY,ZX",-2.1238953046622784e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YY,ZY",-6.451504516036431e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YY,ZZ",5.899745774993266e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YZ,ZI",3.738670113879952e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YZ,ZX",4.887883727709309e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YZ,ZY",-1.7156044513692262e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"YZ,ZZ",6.302753445245422e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"ZI,ZX",1.917895625931979e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"ZI,ZY",2.115419446775532e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"ZI,ZZ",-1.80376955056199e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"ZX,ZY",-1.2110214863594425e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"ZX,ZZ",1.0436221534954134e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,C,"ZY,ZZ",1.873621769827062e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,IX,-1.4709439969184754e-08
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,IY,-7.225107653616208e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,IZ,-2.5673172661906174e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,XI,-4.6069121953477316e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,XX,7.740475843367532e-06
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,XY,2.8536431929872855e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,XZ,9.628140193025164e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,YI,-2.915850810904076e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,YX,-3.985928834860393e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,YY,2.2454588713481e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,YZ,-9.58883771338729e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,ZI,-6.772894836687236e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,ZX,1.092305626828219e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,ZY,4.291947494622979e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,H,ZZ,-1.3728837897424255e-15
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,IX,0.00024382013638907073
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,IY,-9.356007232516096e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,IZ,1.1308256216325955e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,XI,0.0002438235115462131
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,XX,1.537738661627133e-07
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,XY,2.1521315288143723e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,XZ,-1.274480742305856e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,YI,2.5708492849607417e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,YX,2.4072100599469275e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,YY,-3.217669015183767e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,YZ,-1.361708987227179e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,ZI,1.136848982601123e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,ZX,2.9634463401747592e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,ZY,-2.0545596052850483e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,0.01,S,ZZ,-2.2890822988577426e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,IY",-1.906256552711912e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,IZ",1.948672656773954e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,XI",-4.130102705156011e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,XX",-6.709338797961092e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,XY",-9.064644592461978e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,XZ",1.1417053835144962e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,YI",-1.6033370386607305e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,YX",-3.806109688962539e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,YY",-2.980178778467012e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,YZ",-7.10321887681145e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,ZI",2.6077034818689486e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,ZX",-4.049061408255048e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,ZY",1.307219796248429e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IX,ZZ",-2.668888931979751e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,IZ",2.4476021439663097e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,XI",1.1618697331889546e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,XX",2.2090334814126917e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,XY",-2.4110517341725e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,XZ",4.020874467798932e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,YI",4.465240312777895e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,YX",5.651737561400462e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,YY",4.009480025964477e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,YZ",-5.481475511486563e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,ZI",-1.6476499491801542e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,ZX",1.7330207109075296e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,ZY",1.2298177330670066e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IY,ZZ",-1.948255102864149e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,XI",-3.9059053169236265e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,XX",3.5692947356581426e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,XY",1.1708266123386813e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,XZ",-1.5650594290022354e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,YI",8.253813104835953e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,YX",2.0235475968919644e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,YY",-1.268762028433454e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,YZ",1.2346669620222626e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,ZI",-2.238034540716427e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,ZX",4.662616494790891e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,ZY",-8.789370317702633e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"IZ,ZZ",9.551503618064224e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,XX",-4.868711221196534e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,XY",2.6442090691232355e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,XZ",3.206530086977275e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,YI",-1.0594255338773656e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,YX",-2.9002342948419517e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,YY",-2.7202609101475525e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,YZ",-1.4563811272463816e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,ZI",2.0830968058052195e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,ZX",4.756637627328953e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,ZY",4.120664769024612e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XI,ZZ",-2.281635781967127e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,XY",5.18402168639118e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,XZ",-5.271717626248087e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,YI",9.687901669547123e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,YX",2.012221935621078e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,YY",-4.7098971549098496e-14
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,YZ",2.1818258296573722e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,ZI",-3.959098238200157e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,ZX",-6.73723340331795e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,ZY",9.595712691385678e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XX,ZZ",5.325237867392883e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XY,XZ",1.5241522721952248e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XY,YI",-1.2680767365644569e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XY,YX",-2.317346007802099e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XY,YY",-3.6012022233898444e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XY,YZ",-2.6992047088683766e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XY,ZI",4.801749277591357e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XY,ZX",-8.819789548929552e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XY,ZY",1.5183080043800984e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XY,ZZ",-7.041648908923859e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XZ,YI",2.665342823413512e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XZ,YX",8.21447563357086e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XZ,YY",4.709989110671203e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XZ,YZ",-4.005256656458838e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XZ,ZI",-5.412678946669812e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XZ,ZX",2.2169250405068511e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XZ,ZY",-8.869981261041668e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"XZ,ZZ",4.5551093949579977e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YI,YX",-1.0930409053309554e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YI,YY",-2.511406024210169e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YI,YZ",6.039840413099723e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YI,ZI",3.3601875919272285e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YI,ZX",1.3243664027582074e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YI,ZY",-7.8407951531853e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YI,ZZ",7.374191332128294e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YX,YY",-2.0613717957924923e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YX,YZ",2.297727681636742e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YX,ZI",-1.7990202050573276e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YX,ZX",1.24034956502054e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YX,ZY",1.2359885727523708e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YX,ZZ",-8.942709003100907e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YY,YZ",6.181913333800387e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YY,ZI",-7.597750269133911e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YY,ZX",1.8253615896401732e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YY,ZY",5.446901155170275e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YY,ZZ",-1.3044049178531397e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YZ,ZI",1.1536929781627984e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YZ,ZX",5.2202460289596103e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YZ,ZY",5.844924804746865e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"YZ,ZZ",-2.8775936578310885e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"ZI,ZX",-1.133389480934518e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"ZI,ZY",9.273755420338297e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"ZI,ZZ",3.750817769461694e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"ZX,ZY",4.887610009123908e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"ZX,ZZ",1.6344154370348725e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,A,"ZY,ZZ",6.793903885725978e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,IY",-6.870617781975244e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,IZ",-6.443471488193465e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,XI",0.00023911428567925802
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,XX",-1.7848323194389725e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,XY",5.940610160694628e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,XZ",1.4544797434361879e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,YI",-1.926872536060098e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,YX",3.196914377572325e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,YY",1.4766261521064093e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,YZ",-8.142194393801672e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,ZI",-1.075419947251617e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,ZX",1.103994547182571e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,ZY",-3.670046445859257e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IX,ZZ",1.8345241932797189e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,IZ",1.0378990811219828e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,XI",-5.5751075499768485e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,XX",2.953008204512686e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,XY",-1.3227266958193905e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,XZ",-2.325172476636667e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,YI",7.41024899264805e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,YX",4.665836876182248e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,YY",-2.7828716106972862e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,YZ",7.660403190896183e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,ZI",7.773708257441629e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,ZX",1.9302429961202944e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,ZY",-4.8686114652971084e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IY,ZZ",6.982787236005483e-12
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,XI",1.8036932540696052e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,XX",-2.557043928129033e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,XY",4.222984003255193e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,XZ",-6.797317971256831e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,YI",1.2863723319742396e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,YX",-1.2151199589469007e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,YY",4.352123245393578e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,YZ",-3.8487684177757454e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,ZI",-1.665201416440962e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,ZX",1.0087072538208836e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,ZY",1.064514603190475e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"IZ,ZZ",1.2539799560628985e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,XX",-2.4128071935450725e-11
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,XY",8.887721981142915e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,XZ",1.6286253251159432e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,YI",-2.888788474730759e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,YX",5.233567626588664e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,YY",1.6646844852817771e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,YZ",5.447538306668687e-12
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,ZI",4.831587021591059e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,ZX",2.3818831284989415e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,ZY",1.1255324930541157e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XI,ZZ",1.0276340002561916e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,XY",4.434282899577966e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,XZ",-1.4942569736028517e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,YI",2.6885832325199023e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,YX",2.64386303947537e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,YY",-3.1153622426768217e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,YZ",-2.388090949301132e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,ZI",-8.970559443488561e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,ZX",1.1065483020550226e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,ZY",-3.3121152311214017e-09
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XX,ZZ",6.629250576827573e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XY,XZ",-4.602255269986164e-10
isolated_noise_response,motional_heating,Motional heating/diffusion,10.0,1.0,C,"XY,YI",-1.4595155762748141e-10
