nbar,sector,mode,coefficient_per_gate
2.0,A,"XY,ZX",7.463428237008592e-10
2.0,A,"XY,ZY",1.759535386870444e-09
2.0,A,"XY,ZZ",-1.0267764544037695e-09
2.0,A,"XZ,YI",-8.82011805905966e-12
2.0,A,"XZ,YX",-1.349429743675056e-10
2.0,A,"XZ,YY",-7.241073576833185e-10
2.0,A,"XZ,YZ",-8.086281140562261e-10
2.0,A,"XZ,ZI",1.0185321580206512e-09
2.0,A,"XZ,ZX",-4.696422173351407e-10
2.0,A,"XZ,ZY",3.074254778177237e-10
2.0,A,"XZ,ZZ",4.136257315004407e-11
2.0,A,"YI,YX",1.0062652126546312e-08
2.0,A,"YI,YY",5.576067917772913e-10
2.0,A,"YI,YZ",-9.019449955454934e-10
2.0,A,"YI,ZI",-9.088186767936466e-09
2.0,A,"YI,ZX",4.461181105717863e-09
2.0,A,"YI,ZY",-8.455073955197868e-10
2.0,A,"YI,ZZ",-2.247097711008493e-09
2.0,A,"YX,YY",-4.9233794691113687e-11
2.0,A,"YX,YZ",1.3880196362864742e-09
2.0,A,"YX,ZI",-3.823320709130282e-09
2.0,A,"YX,ZX",-1.3432884547972602e-08
2.0,A,"YX,ZY",-1.137794400468852e-09
2.0,A,"YX,ZZ",4.5815897975498006e-10
2.0,A,"YY,YZ",2.8252729944860934e-10
2.0,A,"YY,ZI",-5.652853646792468e-10
2.0,A,"YY,ZX",-6.40965041036307e-10
2.0,A,"YY,ZY",-3.2341733355079717e-10
2.0,A,"YY,ZZ",1.1221133879198461e-10
2.0,A,"YZ,ZI",1.5256643463082158e-09
2.0,A,"YZ,ZX",5.772809446901522e-10
2.0,A,"YZ,ZY",1.891347543301257e-11
2.0,A,"YZ,ZZ",3.8790353303285284e-10
2.0,A,"ZI,ZX",1.4029296736998324e-08
2.0,A,"ZI,ZY",9.177291792407062e-10
2.0,A,"ZI,ZZ",-1.40971711775485e-09
2.0,A,"ZX,ZY",-1.7449772432329118e-09
2.0,A,"ZX,ZZ",-2.7593274610056602e-09
2.0,A,"ZY,ZZ",-3.4734667116732333e-10
2.0,C,"IX,IY",5.451405650833076e-10
2.0,C,"IX,IZ",-2.815360000560327e-09
2.0,C,"IX,XI",0.00026824672294894667
2.0,C,"IX,XX",9.138239445902718e-09
2.0,C,"IX,XY",3.2829464929152554e-10
2.0,C,"IX,XZ",2.13830409680126e-09
2.0,C,"IX,YI",-3.0298795875967324e-10
2.0,C,"IX,YX",-2.822301623037749e-09
2.0,C,"IX,YY",1.3948028149648225e-09
2.0,C,"IX,YZ",-1.3550939286206976e-10
2.0,C,"IX,ZI",-1.2650584617433656e-09
2.0,C,"IX,ZX",2.273437396415118e-09
2.0,C,"IX,ZY",2.6055343020989845e-10
2.0,C,"IX,ZZ",2.4434124037954995e-09
2.0,C,"IY,IZ",1.86353651591478e-09
2.0,C,"IY,XI",1.2147646740066753e-10
2.0,C,"IY,XX",-1.9313482496577365e-09
2.0,C,"IY,XY",-5.784385545003678e-10
2.0,C,"IY,XZ",7.204855236630502e-09
2.0,C,"IY,YI",-3.9081030567227034e-10
2.0,C,"IY,YX",3.8632788272839783e-10
2.0,C,"IY,YY",-2.030616500234944e-09
2.0,C,"IY,YZ",-1.9341900254883888e-10
2.0,C,"IY,ZI",-9.250955127777632e-10
2.0,C,"IY,ZX",-6.258395434834768e-10
2.0,C,"IY,ZY",-1.7856323866134726e-09
2.0,C,"IY,ZZ",1.0006472836225876e-09
2.0,C,"IZ,XI",-2.3124414048596277e-09
2.0,C,"IZ,XX",1.8253264530842224e-09
2.0,C,"IZ,XY",-7.955308613591252e-09
2.0,C,"IZ,XZ",3.3207836180265914e-10
2.0,C,"IZ,YI",-1.1622144550318317e-10
2.0,C,"IZ,YX",1.3892545294722574e-09
2.0,C,"IZ,YY",7.78116727865786e-10
2.0,C,"IZ,YZ",7.815417226348888e-10
2.0,C,"IZ,ZI",-2.311610269286892e-09
2.0,C,"IZ,ZX",9.049763166345808e-10
2.0,C,"IZ,ZY",-5.199821533609628e-10
2.0,C,"IZ,ZZ",-2.7787238185925665e-10
2.0,C,"XI,XX",-5.618830454085869e-10
2.0,C,"XI,XY",-1.7208322011969343e-10
2.0,C,"XI,XZ",1.537780933990094e-09
2.0,C,"XI,YI",-1.7391613626166701e-09
2.0,C,"XI,YX",-5.012994712261529e-11
2.0,C,"XI,YY",1.7660324898316601e-09
2.0,C,"XI,YZ",-1.1580719508948346e-10
2.0,C,"XI,ZI",-4.358213030157273e-09
2.0,C,"XI,ZX",1.6287444231576885e-09
2.0,C,"XI,ZY",-9.117131106663597e-12
2.0,C,"XI,ZZ",1.7928186319472317e-09
2.0,C,"XX,XY",-1.8002575724223669e-10
2.0,C,"XX,XZ",-1.849995104661852e-09
2.0,C,"XX,YI",-1.7045680758885914e-09
2.0,C,"XX,YX",6.442579655943236e-10
2.0,C,"XX,YY",-4.125548708178516e-09
2.0,C,"XX,YZ",2.916478453462758e-09
2.0,C,"XX,ZI",-6.704601664292168e-09
2.0,C,"XX,ZX",-7.249231382764105e-09
2.0,C,"XX,ZY",1.4447407975564797e-09
2.0,C,"XX,ZZ",-8.002920750082503e-10
2.0,C,"XY,XZ",8.061809752812769e-10
2.0,C,"XY,YI",-2.7131159690994276e-10
2.0,C,"XY,YX",-1.0011226487876125e-09
2.0,C,"XY,YY",-1.1348771751316769e-09
2.0,C,"XY,YZ",-8.638564577278122e-10
2.0,C,"XY,ZI",1.853474482413439e-09
2.0,C,"XY,ZX",-1.3060092310029472e-09
2.0,C,"XY,ZY",2.1902884395755607e-10
2.0,C,"XY,ZZ",3.821193802551133e-10
2.0,C,"XZ,YI",3.796000068765512e-10
2.0,C,"XZ,YX",-3.8790336537577034e-10
2.0,C,"XZ,YY",-1.9125399253526855e-09
2.0,C,"XZ,YZ",-3.4780897600858447e-10
2.0,C,"XZ,ZI",2.8414991386007747e-10
2.0,C,"XZ,ZX",4.950139209740999e-11
2.0,C,"XZ,ZY",-1.3349218284866611e-09
2.0,C,"XZ,ZZ",9.902015554165937e-10
2.0,C,"YI,YX",-3.5681756561670325e-09
2.0,C,"YI,YY",-2.8635994720228473e-10
2.0,C,"YI,YZ",-9.73525768515669e-10
2.0,C,"YI,ZI",6.781819244635006e-09
2.0,C,"YI,ZX",1.1000602348837317e-08
2.0,C,"YI,ZY",1.232593403137545e-09
2.0,C,"YI,ZZ",4.5194745330228977e-10
2.0,C,"YX,YY",8.367194273339962e-10
2.0,C,"YX,YZ",-5.224698820016863e-10
2.0,C,"YX,ZI",-1.2500225468155148e-08
2.0,C,"YX,ZX",6.830979099331972e-10
2.0,C,"YX,ZY",-1.3642307475618717e-09
2.0,C,"YX,ZZ",-2.628769485566179e-09
2.0,C,"YY,YZ",1.6797835410227196e-10
2.0,C,"YY,ZI",-9.136988748914452e-10
2.0,C,"YY,ZX",1.4062810099650784e-10
2.0,C,"YY,ZY",3.0711530318677847e-10
2.0,C,"YY,ZZ",-4.631873520671603e-10
2.0,C,"YZ,ZI",9.466828122215318e-12
2.0,C,"YZ,ZX",-1.4636900000523456e-09
2.0,C,"YZ,ZY",-1.3286784987986024e-11
2.0,C,"YZ,ZZ",1.0592460235628187e-10
2.0,C,"ZI,ZX",3.4634946005407344e-09
2.0,C,"ZI,ZY",1.803354120544753e-09
2.0,C,"ZI,ZZ",2.5536283546514768e-09
2.0,C,"ZX,ZY",1.1070797882538002e-09
2.0,C,"ZX,ZZ",-6.180659812503409e-10
2.0,C,"ZY,ZZ",5.275244655818964e-11
2.0,H,IX,4.4221489617076846e-08
2.0,H,IY,2.1303589132268154e-09
2.0,H,IZ,-4.2436235656689816e-10
2.0,H,XI,3.3159360103971867e-08
2.0,H,XX,0.04382438185547371
2.0,H,XY,-1.5451265056376763e-09
2.0,H,XZ,-2.175680372385841e-09
2.0,H,YI,7.533511708964776e-09
2.0,H,YX,6.989009840037014e-09
2.0,H,YY,-4.274006061065423e-09
2.0,H,YZ,-7.686924156619244e-10
2.0,H,ZI,3.1402692492628973e-10
2.0,H,ZX,-2.0342335250266147e-09
2.0,H,ZY,-3.4675764906412325e-09
2.0,H,ZZ,4.208600206823467e-16
2.0,S,IX,0.0002682530896529365
2.0,S,IY,8.70094262699868e-09
2.0,S,IZ,7.620136851133356e-09
2.0,S,XI,0.0002682410774866784
2.0,S,XX,0.0013355179044047105
2.0,S,XY,8.503147638625788e-09
2.0,S,XZ,6.193755128590662e-09
2.0,S,YI,9.342376472625865e-09
2.0,S,YX,1.2129548945921675e-08
2.0,S,YY,7.215770447748807e-10
2.0,S,YZ,2.9970770258473146e-10
2.0,S,ZI,1.4085069994955266e-08
2.0,S,ZX,1.5055012362791473e-08
2.0,S,ZY,5.812801409264157e-10
2.0,S,ZZ,7.178976813825899e-10
3.0,A,"IX,IY",-7.0699463666142874e-09
3.0,A,"IX,IZ",1.5073495058922498e-08
3.0,A,"IX,XI",1.6482112829218608e-09
3.0,A,"IX,XX",2.7404258301892246e-09
3.0,A,"IX,XY",-7.419060865794688e-10
3.0,A,"IX,XZ",-5.197710609313575e-10
3.0,A,"IX,YI",-6.093296302680167e-09
3.0,A,"IX,YX",-1.1978200755068147e-09
3.0,A,"IX,YY",9.199623249730496e-10
3.0,A,"IX,YZ",-3.1208999961745873e-09
3.0,A,"IX,ZI",7.012852788504112e-09
3.0,A,"IX,ZX",-1.2995679365580055e-09
3.0,A,"IX,ZY",6.721133767331217e-09
3.0,A,"IX,ZZ",1.3393892608590197e-09
3.0,A,"IY,IZ",1.79191408821406e-10
3.0,A,"IY,XI",4.3966744228253815e-09
3.0,A,"IY,XX",2.722598890655059e-09
3.0,A,"IY,XY",5.111441095885146e-10
3.0,A,"IY,XZ",6.556085085470475e-10
3.0,A,"IY,YI",-1.45792452020699e-09
3.0,A,"IY,YX",2.901318617608136e-09
3.0,A,"IY,YY",1.0495963439710687e-09
3.0,A,"IY,YZ",-1.3415687566295922e-09
3.0,A,"IY,ZI",2.338075531706104e-09
3.0,A,"IY,ZX",-1.3772685726327887e-09
3.0,A,"IY,ZY",-1.4795485162257603e-09
3.0,A,"IY,ZZ",5.047728096411602e-09
3.0,A,"IZ,XI",-1.3040983857250226e-08
3.0,A,"IZ,XX",-2.8955639434092754e-09
3.0,A,"IZ,XY",-8.637669631241867e-10
3.0,A,"IZ,XZ",-5.313458317658558e-10
3.0,A,"IZ,YI",3.798044678721248e-10
3.0,A,"IZ,YX",-3.0945980573535313e-09
3.0,A,"IZ,YY",-1.1844498399069847e-09
3.0,A,"IZ,YZ",7.526139386645847e-11
3.0,A,"IZ,ZI",-5.389597203295256e-10
3.0,A,"IZ,ZX",6.627371392076833e-10
3.0,A,"IZ,ZY",-1.1749081104279966e-09
3.0,A,"IZ,ZZ",2.659577973190231e-10
3.0,A,"XI,XX",1.0213210603323528e-08
3.0,A,"XI,XY",-2.311432653884958e-09
3.0,A,"XI,XZ",1.886255957704715e-09
3.0,A,"XI,YI",-5.6504987389640295e-09
3.0,A,"XI,YX",-2.091265794763692e-09
3.0,A,"XI,YY",3.6683286592086555e-09
3.0,A,"XI,YZ",-3.6065583461367504e-09
3.0,A,"XI,ZI",8.832241305911547e-09
3.0,A,"XI,ZX",-8.875404525913868e-10
3.0,A,"XI,ZY",3.600514118412202e-09
3.0,A,"XI,ZZ",3.296209791282773e-09
3.0,A,"XX,XY",-4.532230594276408e-10
3.0,A,"XX,XZ",-2.4840078062133947e-08
3.0,A,"XX,YI",-1.739375755524536e-09
3.0,A,"XX,YX",-4.304004709958225e-09
3.0,A,"XX,YY",5.957176132478002e-15
3.0,A,"XX,YZ",8.200610618933474e-09
3.0,A,"XX,ZI",-6.889489809002666e-10
3.0,A,"XX,ZX",-1.7909297123281503e-08
3.0,A,"XX,ZY",-3.2417760192811285e-10
3.0,A,"XX,ZZ",-4.613023591002577e-09
3.0,A,"XY,XZ",-1.141941857158963e-09
3.0,A,"XY,YI",9.57512758589773e-10
3.0,A,"XY,YX",-2.1703681341585322e-09
3.0,A,"XY,YY",1.9348698257834996e-09
3.0,A,"XY,YZ",-2.9428227637764814e-09
3.0,A,"XY,ZI",1.966353561520106e-09
3.0,A,"XY,ZX",1.2029456438977345e-09
3.0,A,"XY,ZY",-4.532968224551617e-09
3.0,A,"XY,ZZ",-1.1063026845194143e-09
3.0,A,"XZ,YI",-2.954862378585579e-09
3.0,A,"XZ,YX",2.8249354098641103e-09
3.0,A,"XZ,YY",-2.7892812778223953e-10
3.0,A,"XZ,YZ",-1.957369915665823e-09
3.0,A,"XZ,ZI",3.5337858149153845e-09
3.0,A,"XZ,ZX",-2.545108182133681e-09
3.0,A,"XZ,ZY",-3.0159738666730564e-09
3.0,A,"XZ,ZZ",8.104724943710252e-09
3.0,A,"YI,YX",4.88634288939075e-10
3.0,A,"YI,YY",1.1876744546573704e-09
3.0,A,"YI,YZ",-1.7281630630795728e-10
3.0,A,"YI,ZI",-1.6666417061922716e-10
3.0,A,"YI,ZX",-5.686052251903973e-11
3.0,A,"YI,ZY",3.9273571462762695e-11
3.0,A,"YI,ZZ",6.59519952770232e-09
3.0,A,"YX,YY",4.2956141301544943e-10
3.0,A,"YX,YZ",-4.1994406873566626e-09
3.0,A,"YX,ZI",2.3913193117223116e-09
3.0,A,"YX,ZX",-1.2853648972044106e-10
3.0,A,"YX,ZY",-3.875381380340445e-09
3.0,A,"YX,ZZ",1.0883395871879054e-09
3.0,A,"YY,YZ",-2.777473865536315e-09
3.0,A,"YY,ZI",2.4499296887578796e-09
3.0,A,"YY,ZX",-2.489672771343726e-10
3.0,A,"YY,ZY",-4.327308355206173e-09
3.0,A,"YY,ZZ",1.2460828925170927e-08
3.0,A,"YZ,ZI",-1.0616348049605273e-10
3.0,A,"YZ,ZX",-8.539379540314482e-10
3.0,A,"YZ,ZY",2.6893041972168486e-09
3.0,A,"YZ,ZZ",-4.080712864537836e-09
3.0,A,"ZI,ZX",9.81168282036845e-10
3.0,A,"ZI,ZY",-1.2577106798093859e-09
3.0,A,"ZI,ZZ",-1.1386523221490603e-09
3.0,A,"ZX,ZY",1.1614413231602456e-09
3.0,A,"ZX,ZZ",5.068637442095362e-09
3.0,A,"ZY,ZZ",-5.287650566243307e-10
3.0,C,"IX,IY",-1.3754722201920163e-09
3.0,C,"IX,IZ",-5.077803643993035e-09
3.0,C,"IX,XI",0.0003561707235889984
3.0,C,"IX,XX",5.162521887129604e-10
3.0,C,"IX,XY",1.3836057020461028e-08
3.0,C,"IX,XZ",3.5217456678286324e-09
3.0,C,"IX,YI",-2.313944240688101e-10
3.0,C,"IX,YX",1.1652759839750968e-08
3.0,C,"IX,YY",2.9556273882690983e-09
3.0,C,"IX,YZ",8.722916239489271e-10
3.0,C,"IX,ZI",-4.3490293231636065e-09
3.0,C,"IX,ZX",3.2475788994660683e-09
3.0,C,"IX,ZY",1.4703578328112642e-10
3.0,C,"IX,ZZ",6.885916830496268e-09
3.0,C,"IY,IZ",-5.293407475569077e-09
3.0,C,"IY,XI",-1.370454179834587e-09
3.0,C,"IY,XX",-2.4229210285262313e-09
3.0,C,"IY,XY",-3.043084137020882e-09
3.0,C,"IY,XZ",6.0304658889856034e-09
3.0,C,"IY,YI",1.7891747065884704e-09
3.0,C,"IY,YX",-3.9284980211572e-10
3.0,C,"IY,YY",4.310226222921341e-09
3.0,C,"IY,YZ",3.219881449007771e-09
3.0,C,"IY,ZI",-4.726038594826769e-10
3.0,C,"IY,ZX",1.0329089209093935e-09
3.0,C,"IY,ZY",7.305876217473341e-10
3.0,C,"IY,ZZ",-1.9513846551204173e-09
3.0,C,"IZ,XI",-3.807365561225323e-09
3.0,C,"IZ,XX",2.275803147924474e-10
3.0,C,"IZ,XY",2.6332057450230484e-09
3.0,C,"IZ,XZ",-3.1206493982821206e-09
3.0,C,"IZ,YI",1.726993232442393e-09
3.0,C,"IZ,YX",1.5666630969685207e-10
3.0,C,"IZ,YY",1.6326056675681522e-09
3.0,C,"IZ,YZ",-6.646643858700673e-09
3.0,C,"IZ,ZI",2.6942533797003708e-11
3.0,C,"IZ,ZX",2.021241495419967e-09
3.0,C,"IZ,ZY",-2.0406127864415743e-09
3.0,C,"IZ,ZZ",2.962699861347981e-09
3.0,C,"XI,XX",1.2975086810124923e-09
3.0,C,"XI,XY",1.51419977740447e-08
3.0,C,"XI,XZ",4.146251234582075e-09
3.0,C,"XI,YI",1.0387352401890823e-09
3.0,C,"XI,YX",1.1336135282881562e-08
3.0,C,"XI,YY",4.920380500956384e-09
3.0,C,"XI,YZ",-8.377465689675104e-10
3.0,C,"XI,ZI",-4.73883901975354e-09
3.0,C,"XI,ZX",4.147834426337872e-09
3.0,C,"XI,ZY",-1.8194477137342336e-10
3.0,C,"XI,ZZ",5.388354191042202e-09
3.0,C,"XX,XY",-4.449171445140552e-10
3.0,C,"XX,XZ",-4.3144059207733525e-09
3.0,C,"XX,YI",-2.3790279392767647e-09
3.0,C,"XX,YX",-1.1570780815758412e-10
3.0,C,"XX,YY",-7.844323186104656e-09
3.0,C,"XX,YZ",4.1645841617243975e-10
3.0,C,"XX,ZI",-5.799555938345095e-09
3.0,C,"XX,ZX",-6.039042347093063e-10
3.0,C,"XX,ZY",4.17389994700745e-09
3.0,C,"XX,ZZ",-3.6811978996142067e-10
3.0,C,"XY,XZ",-2.9635451406875224e-09
3.0,C,"XY,YI",-3.4621116064645694e-09
3.0,C,"XY,YX",2.9003153036403664e-09
3.0,C,"XY,YY",-2.7626705390221152e-09
3.0,C,"XY,YZ",-1.965883076795706e-09
3.0,C,"XY,ZI",2.190807090678989e-09
3.0,C,"XY,ZX",-3.3840209869853044e-09
3.0,C,"XY,ZY",-7.584213288755571e-10
3.0,C,"XY,ZZ",1.0002863657305848e-09
3.0,C,"XZ,YI",4.053186962256505e-09
3.0,C,"XZ,YX",-2.6897012444855244e-10
3.0,C,"XZ,YY",7.551712727603894e-09
3.0,C,"XZ,YZ",4.868086358443942e-10
3.0,C,"XZ,ZI",-1.1876883839642878e-09
3.0,C,"XZ,ZX",3.0149273851019884e-09
3.0,C,"XZ,ZY",4.3724103644324596e-10
3.0,C,"XZ,ZZ",-2.944524760795544e-10
3.0,C,"YI,YX",-2.739995728756372e-09
3.0,C,"YI,YY",8.569254089830538e-09
3.0,C,"YI,YZ",-3.2300721875639074e-09
3.0,C,"YI,ZI",-3.606280645572862e-09
3.0,C,"YI,ZX",7.036439651543215e-09
3.0,C,"YI,ZY",4.347359572391125e-10
3.0,C,"YI,ZZ",-1.9875112430636123e-09
3.0,C,"YX,YY",-1.3496350653356157e-09
3.0,C,"YX,YZ",1.4901993070336038e-10
3.0,C,"YX,ZI",1.5132331951000893e-09
3.0,C,"YX,ZX",-2.9550426053320424e-09
3.0,C,"YX,ZY",6.424563659090063e-10
3.0,C,"YX,ZZ",1.2494987527879178e-09
3.0,C,"YY,YZ",-7.362980105693466e-09
3.0,C,"YY,ZI",-1.4352591913268243e-11
3.0,C,"YY,ZX",7.452082929628456e-09
3.0,C,"YY,ZY",-4.644437373282783e-09
3.0,C,"YY,ZZ",1.906941054268122e-09
3.0,C,"YZ,ZI",-3.04325600507398e-09
3.0,C,"YZ,ZX",-3.356407496071815e-09
3.0,C,"YZ,ZY",7.3397862721332575e-09
3.0,C,"YZ,ZZ",-6.2575657420837445e-09
3.0,C,"ZI,ZX",-3.098364879673612e-09
3.0,C,"ZI,ZY",-6.50251518849771e-09
3.0,C,"ZI,ZZ",5.1672422419979056e-09
3.0,C,"ZX,ZY",-1.7083454037212946e-10
3.0,C,"ZX,ZZ",-1.1950616023507477e-09
3.0,C,"ZY,ZZ",-7.44060259866955e-09
3.0,H,IX,1.2145521803577546e-08
3.0,H,IY,5.378500540280497e-09
3.0,H,IZ,2.6520893535338295e-10
3.0,H,XI,4.672717160391712e-09
3.0,H,XX,0.058528800602147234
3.0,H,XY,8.364880674314166e-10
3.0,H,XZ,-1.7127742964064003e-09
3.0,H,YI,1.6303964734326247e-09
3.0,H,YX,6.826072442026461e-09
3.0,H,YY,-4.613028765301754e-09
3.0,H,YZ,-1.8756184729212e-09
3.0,H,ZI,1.236336157217946e-09
3.0,H,ZX,-1.027023928392563e-09
3.0,H,ZY,-1.0400639192410619e-08
3.0,H,ZZ,1.9629197275024388e-15
3.0,S,IX,0.0003561693469960978
3.0,S,IY,6.385780352533853e-09
3.0,S,IZ,6.792428905059511e-09
3.0,S,XI,0.0003561745616773154
3.0,S,XX,0.002583122296125539
3.0,S,XY,4.958505868281075e-09
3.0,S,XZ,7.149438057684923e-09
3.0,S,YI,7.67831907882493e-09
3.0,S,YX,3.332235494250526e-09
3.0,S,YY,1.493568099894775e-08
3.0,S,YZ,1.0377663863813421e-08
3.0,S,ZI,5.782656699667335e-09
3.0,S,ZX,6.529160499498256e-09
3.0,S,ZY,1.0418388316363298e-08
3.0,S,ZZ,1.3096692164643957e-08
4.0,A,"IX,IY",3.904858951100967e-09
4.0,A,"IX,IZ",-2.6817848429344624e-09
4.0,A,"IX,XI",-8.128605039702205e-09
4.0,A,"IX,XX",-8.181768418538668e-09
4.0,A,"IX,XY",-2.2455238994656826e-09
4.0,A,"IX,XZ",7.386509809985339e-11
4.0,A,"IX,YI",4.111775118164025e-09
4.0,A,"IX,YX",8.360026755031987e-10
4.0,A,"IX,YY",5.035067633934543e-09
4.0,A,"IX,YZ",3.5597014911529684e-10
4.0,A,"IX,ZI",3.811900883677487e-09
4.0,A,"IX,ZX",5.5858560275472e-10
4.0,A,"IX,ZY",2.034705029614677e-09
4.0,A,"IX,ZZ",6.013928934481947e-09
4.0,A,"IY,IZ",-1.0824751608679318e-09
4.0,A,"IY,XI",-4.471527288738625e-09
4.0,A,"IY,XX",4.294087019230692e-09
4.0,A,"IY,XY",6.928235900889139e-10
4.0,A,"IY,XZ",6.177348248320052e-10
4.0,A,"IY,YI",1.6721427011481746e-10
4.0,A,"IY,YX",-8.753978318918567e-10
4.0,A,"IY,YY",8.181364568161108e-10
4.0,A,"IY,YZ",2.6938411071779497e-09
4.0,A,"IY,ZI",-2.9668520635460435e-09
4.0,A,"IY,ZX",-6.499954665738826e-10
4.0,A,"IY,ZY",-7.644260744642466e-10
4.0,A,"IY,ZZ",7.150183047845391e-09
4.0,A,"IZ,XI",1.8637811961674906e-09
4.0,A,"IZ,XX",-2.0644439063210594e-09
4.0,A,"IZ,XY",5.368008742328783e-10
4.0,A,"IZ,XZ",3.5405896407938836e-10
4.0,A,"IZ,YI",3.215361000474559e-09
4.0,A,"IZ,YX",-3.863016037516528e-09
4.0,A,"IZ,YY",-1.1093127074486005e-09
4.0,A,"IZ,YZ",2.931521814823004e-09
4.0,A,"IZ,ZI",-3.71156070561725e-10
4.0,A,"IZ,ZX",-1.9428982330372684e-09
4.0,A,"IZ,ZY",7.514757317099871e-11
4.0,A,"IZ,ZZ",2.7896916869665264e-09
4.0,A,"XI,XX",-1.047872554608452e-08
4.0,A,"XI,XY",-2.579499631603629e-09
4.0,A,"XI,XZ",-3.621114341395954e-10
4.0,A,"XI,YI",4.326484906697076e-09
4.0,A,"XI,YX",9.710404368738101e-10
4.0,A,"XI,YY",4.3872607777685634e-09
4.0,A,"XI,YZ",9.026686681921912e-10
4.0,A,"XI,ZI",3.665236812793599e-09
4.0,A,"XI,ZX",3.199748615826127e-10
4.0,A,"XI,ZY",1.0638470046362415e-09
4.0,A,"XI,ZZ",5.0789511054954245e-09
4.0,A,"XX,XY",-1.600077943796852e-10
4.0,A,"XX,XZ",6.042305591893844e-09
4.0,A,"XX,YI",-3.4730175420713875e-09
4.0,A,"XX,YX",-1.7816156655226167e-08
4.0,A,"XX,YY",7.170559673382457e-15
4.0,A,"XX,YZ",-5.248020215925538e-09
4.0,A,"XX,ZI",1.8371616432918084e-10
4.0,A,"XX,ZX",-3.767662023917028e-09
4.0,A,"XX,ZY",-6.167907179309999e-09
4.0,A,"XX,ZZ",-1.0257908414446816e-08
4.0,A,"XY,XZ",5.043759083062162e-10
4.0,A,"XY,YI",-3.4767976923095234e-10
4.0,A,"XY,YX",7.814528831342003e-10
4.0,A,"XY,YY",1.733847534260363e-09
4.0,A,"XY,YZ",-1.2609696424912621e-09
4.0,A,"XY,ZI",3.7553849090541046e-09
4.0,A,"XY,ZX",1.5693691490160081e-09
4.0,A,"XY,ZY",5.931305698502892e-09
4.0,A,"XY,ZZ",1.642336293599697e-09
4.0,A,"XZ,YI",4.930692592968322e-12
4.0,A,"XZ,YX",-2.8591291472829005e-10
4.0,A,"XZ,YY",-3.9365926355473225e-10
4.0,A,"XZ,YZ",-3.16544435340688e-09
4.0,A,"XZ,ZI",1.877518968962053e-09
4.0,A,"XZ,ZX",4.1978872936063957e-10
4.0,A,"XZ,ZY",4.823296155440543e-10
4.0,A,"XZ,ZZ",-5.939255287748947e-09
4.0,A,"YI,YX",-3.9943173803546424e-11
4.0,A,"YI,YY",3.944555982481588e-11
4.0,A,"YI,YZ",-1.893521977452067e-09
4.0,A,"YI,ZI",-1.697818812616827e-09
4.0,A,"YI,ZX",-2.2099425112493295e-10
4.0,A,"YI,ZY",1.4717593834253256e-09
4.0,A,"YI,ZZ",6.149043289867283e-09
4.0,A,"YX,YY",1.4262340319363706e-09
4.0,A,"YX,YZ",6.279807724089008e-09
4.0,A,"YX,ZI",6.728952458980655e-10
4.0,A,"YX,ZX",4.2187236787798903e-10
4.0,A,"YX,ZY",-2.828022936171055e-11
4.0,A,"YX,ZZ",1.528069438258787e-09
4.0,A,"YY,YZ",-2.052358167919334e-09
4.0,A,"YY,ZI",1.8625674368118243e-09
4.0,A,"YY,ZX",5.708500647447311e-10
4.0,A,"YY,ZY",-1.5535545851250392e-09
4.0,A,"YY,ZZ",-1.1237609532536285e-08
4.0,A,"YZ,ZI",-7.920932515240432e-10
4.0,A,"YZ,ZX",-1.0256693823378835e-09
4.0,A,"YZ,ZY",4.809250455635781e-12
4.0,A,"YZ,ZZ",-1.417235900176307e-09
4.0,A,"ZI,ZX",-2.2338216521675954e-10
4.0,A,"ZI,ZY",1.1656913802688528e-09
4.0,A,"ZI,ZZ",2.0126554136076155e-09
4.0,A,"ZX,ZY",-2.02498922325604e-09
4.0,A,"ZX,ZZ",-4.678186349475317e-09
4.0,A,"ZY,ZZ",-1.961862851642916e-09
4.0,C,"IX,IY",8.841766372268939e-10
4.0,C,"IX,IZ",-2.4614267715308707e-09
4.0,C,"IX,XI",0.0004359038184705971
4.0,C,"IX,XX",-1.941116508034502e-09
4.0,C,"IX,XY",1.4364211207212249e-09
4.0,C,"IX,XZ",-5.022567811406478e-09
4.0,C,"IX,YI",6.959013191325221e-10
4.0,C,"IX,YX",5.528854317266598e-09
4.0,C,"IX,YY",-6.1673716956572076e-09
4.0,C,"IX,YZ",-9.198692324721514e-11
4.0,C,"IX,ZI",-7.029947150816181e-09
4.0,C,"IX,ZX",-5.412656485052374e-09
4.0,C,"IX,ZY",9.230481508194345e-11
4.0,C,"IX,ZZ",-2.5272765867342834e-09
4.0,C,"IY,IZ",3.737311578210646e-09
4.0,C,"IY,XI",6.115590018680951e-10
4.0,C,"IY,XX",-6.213947503810848e-09
4.0,C,"IY,XY",-1.903257302268079e-09
4.0,C,"IY,XZ",-5.26754985415582e-09
4.0,C,"IY,YI",4.21897475837638e-09
4.0,C,"IY,YX",2.081803071996439e-09
4.0,C,"IY,YY",-7.890525922446438e-09
4.0,C,"IY,YZ",1.2094896203949416e-09
4.0,C,"IY,ZI",1.7912991477307075e-09
4.0,C,"IY,ZX",-2.3428150471486175e-09
4.0,C,"IY,ZY",-5.767363643389897e-10
4.0,C,"IY,ZZ",1.18767934637683e-09
4.0,C,"IZ,XI",-2.2801625070164285e-09
4.0,C,"IZ,XX",6.0799903121305176e-09
4.0,C,"IZ,XY",-1.9708475065995796e-09
