context,noise_source,noise_title,nominal_rate_s^-1,nbar,eigenmode_rank_by_abs_eigenvalue,eigenvalue_per_gate,jump_axis_expression,axis_IX,axis_IY,axis_IZ,axis_XI,axis_XX,axis_XY,axis_XZ,axis_YI,axis_YX,axis_YY,axis_YZ,axis_ZI,axis_ZX,axis_ZY,axis_ZZ
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,0.01,11,-5.058545840768791e-10,+0.498353*IX -0.484575*IY -0.498345*XI +0.150632*XZ -0.236403*YI -0.262014*YX +0.088662*YY -0.233193*YZ -0.209777*ZI +0.071376*ZY -0.085906*ZZ,0.49835310660570814,-0.48457484976890747,-0.025090880391706594,-0.4983449096568695,-1.5937817366215066e-05,0.03259075711335446,0.15063221166095753,-0.23640344484589487,-0.26201396987602826,0.08866166640605613,-0.23319322660273645,-0.2097774495732619,0.029037240676159568,0.07137566872369214,-0.08590615231304059
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,0.01,12,-2.4838672211309965e-10,+0.386252*IX +0.336415*IY +0.204288*IZ -0.386258*XI +0.214374*XY -0.104038*XZ +0.467230*YI -0.094038*YX +0.213013*YZ +0.364315*ZI +0.212474*ZY +0.190725*ZZ,0.3862518075982788,0.3364146997763221,0.20428769810403724,-0.3862576427560833,-3.2250247307607286e-05,0.21437388600500082,-0.10403829725777965,0.46723045441118227,-0.09403794774522044,0.04531731407230795,0.21301302088873345,0.36431544071119376,0.03321760956681019,0.21247394338732734,0.19072536188799072
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,0.01,13,4.120504202952831e-11,-0.080937*IX -0.439364*IY -0.393431*IZ +0.080937*XI +0.278705*XZ +0.544629*YI -0.118808*YX -0.124803*YY +0.354060*ZI -0.286439*ZX -0.138385*ZY -0.072568*ZZ,-0.08093729427873814,-0.43936418030165436,-0.3934313325882605,0.08093707194934795,-4.665297318593366e-06,-0.02709685002274093,0.2787052564198168,0.5446285165158445,-0.1188078243645006,-0.12480293616236973,-0.05024645404537389,0.35405995540387736,-0.28643891906746544,-0.13838539129546118,-0.07256836137972912
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,0.01,14,-3.284133951273663e-11,-0.407225*IY +0.137507*IZ -0.233863*XY -0.371260*XZ +0.115033*YI +0.116610*YX +0.380826*YY +0.515326*YZ -0.200122*ZI -0.249914*ZX -0.121166*ZY +0.260616*ZZ,0.010166089570972982,-0.407225148785955,0.13750687605426085,-0.010161858048790337,-1.9222120476155124e-05,-0.2338629731032377,-0.3712598730815212,0.11503323675641856,0.11660951022408464,0.38082568943491074,0.5153256407383686,-0.20012238960450096,-0.24991439991929756,-0.12116571145911142,0.260615977385171
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,0.01,15,-1.090207313585772e-11,-0.077638*IX -0.058688*IY -0.418938*IZ +0.077645*XI +0.082319*XY -0.374610*XZ -0.182065*YI +0.447068*YY -0.257159*YZ +0.326573*ZI +0.500773*ZY,-0.07763784425581582,-0.058687674050436525,-0.4189375037071596,0.0776447630654378,-2.118899933182837e-05,0.08231924900309125,-0.3746100608398452,-0.18206461890731,0.04968150216661969,0.44706841966501465,-0.2571592454669518,0.3265727202063141,-0.02901992545507291,0.50077268913237,0.04471703901880447
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,1.0,1,0.0012749252566766783,+0.707105*IX +0.707109*XI,0.707104937452294,-1.2058045721907718e-06,-2.3635303473692907e-06,0.7071086248243598,-5.395585348079983e-06,-4.945446192436287e-07,4.483081497090289e-06,-4.4889567652004746e-07,-3.902859408666701e-07,4.698429539613432e-06,-4.811731930014427e-08,-2.6926760376411517e-06,4.6866736995151256e-06,4.803969006079929e-08,4.630998657148174e-06
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,1.0,2,0.00015552512562892623,+1.000000*XX,1.5584940103191208e-06,1.0379333675854644e-05,-3.644596591566011e-05,6.0724934470182895e-06,0.9999999962963776,5.3565125580867534e-06,-3.474594213176975e-05,6.462090246086288e-06,2.0271827402760492e-06,-5.605487392961265e-05,-6.544226284175057e-06,-3.2050094270574867e-05,-1.6364393578302532e-05,-1.3020750916869537e-05,-7.370775613309058e-07
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,1.0,3,1.7062724851374802e-08,+0.146323*IY +0.195555*IZ -0.201430*XY +0.275240*XZ +0.427752*YI -0.223418*YX +0.525359*YY -0.307351*YZ +0.088881*ZI +0.369068*ZX -0.209832*ZY +0.167091*ZZ,-0.047980098046790404,0.1463234205929414,0.1955547947009553,0.04797231425603631,4.7439842383472674e-05,-0.20143007148767447,0.27523999011120776,0.42775158354111603,-0.22341829243719763,0.5253588568706762,-0.30735082131574193,0.08888131586147664,0.369067534048588,-0.20983225001360808,0.16709071005937562
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,1.0,4,-9.190383762035313e-09,-0.125183*IX +0.163638*IY +0.125182*XI -0.341569*XY +0.156893*XZ +0.627450*YX +0.091743*YY -0.139741*YZ -0.398169*ZI -0.394557*ZX -0.223188*ZY +0.117580*ZZ,-0.1251830836395783,0.16363810513359942,0.012284149864890915,0.12518160806864811,-1.3815821980522956e-05,-0.3415690182018432,0.15689304501934198,0.030910998515550785,0.6274498016426208,0.09174321164446465,-0.13974111623719976,-0.398169399846078,-0.39455733595157655,-0.22318849581354747,0.11757976853766412
isolated_noise_response,motional_dephasing,Motional dephasing,18.0,1.0,5,8.403864816487784e-09,-0.209640*IY +0.486737*IZ +0.148782*XY -0.099988*YY -0.409019*YZ -0.467926*ZI +0.113869*ZX +0.527501*ZY,-0.04317470436913491,-0.20963994324476642,0.4867369854587747,0.043174491906593976,2.4455966532071194e-06,0.14878216912496225,-0.04552725092378392,0.04624812790106973,0.011024013798654987,-0.09998760370344378,-0.40901941151987725,-0.46792642097015275,0.11386894118298041,0.5275005472742681,-0.03831877098969989
