noise_source,noise_title,nominal_rate_s^-1,nbar,pauli,pauli_weight,mode_class,delta_h_rad_per_gate,delta_gamma_per_gate,dh_drate_s,dgamma_drate_s
photon_scattering,Photon scattering,4.0,0.01,YZ,2,weight2,3.723857305230316e-10,-3.5598481222377107e-09,9.30964326307579e-11,-8.899620305594277e-10
photon_scattering,Photon scattering,4.0,0.01,ZI,1,local,-9.83817418439327e-11,0.00011335825511152797,-2.4595435460983176e-11,2.833956377788199e-05
photon_scattering,Photon scattering,4.0,0.01,ZX,2,weight2,-3.346420651276071e-10,4.913988256577607e-05,-8.366051628190177e-11,1.2284970641444017e-05
photon_scattering,Photon scattering,4.0,0.01,ZY,2,weight2,9.063262789553453e-09,-6.6454365782987184e-09,2.265815697388363e-09,-1.6613591445746796e-09
photon_scattering,Photon scattering,4.0,0.01,ZZ,2,weight2,-2.9327385752675756e-15,6.2029053094596025e-09,-7.331846438168939e-16,1.5507263273649006e-09
photon_scattering,Photon scattering,4.0,1.0,IX,1,local,-2.785037001234085e-10,2.500059662690684e-05,-6.962592503085212e-11,6.25014915672671e-06
photon_scattering,Photon scattering,4.0,1.0,IY,1,local,2.299406118206694e-09,6.414494543833637e-05,5.748515295516735e-10,1.6036236359584093e-05
photon_scattering,Photon scattering,4.0,1.0,IZ,1,local,-5.159937018065684e-10,9.834986169844002e-05,-1.289984254516421e-10,2.4587465424610006e-05
photon_scattering,Photon scattering,4.0,1.0,XI,1,local,-4.2704768351417486e-09,2.5000706390856603e-05,-1.0676192087854371e-09,6.250176597714151e-06
photon_scattering,Photon scattering,4.0,1.0,XX,2,weight2,1.273834698096651e-08,1.1036035364174963e-08,3.1845867452416277e-09,2.759008841043741e-09
photon_scattering,Photon scattering,4.0,1.0,XY,2,weight2,-7.274637925120825e-10,9.834564363995434e-05,-1.8186594812802063e-10,2.4586410909988586e-05
photon_scattering,Photon scattering,4.0,1.0,XZ,2,weight2,-1.765261132420235e-09,6.414250629955707e-05,-4.4131528310505874e-10,1.6035626574889268e-05
photon_scattering,Photon scattering,4.0,1.0,YI,1,local,-5.374363767189353e-09,6.414247060328686e-05,-1.3435909417973383e-09,1.6035617650821715e-05
photon_scattering,Photon scattering,4.0,1.0,YX,2,weight2,5.054166089402296e-09,9.83459565308423e-05,1.263541522350574e-09,2.4586489132710573e-05
photon_scattering,Photon scattering,4.0,1.0,YY,2,weight2,-2.339817668748344e-09,-3.1260426200004324e-09,-5.84954417187086e-10,-7.815106550001081e-10
photon_scattering,Photon scattering,4.0,1.0,YZ,2,weight2,1.9255857778072327e-09,-5.140973063096806e-09,4.813964444518082e-10,-1.2852432657742015e-09
photon_scattering,Photon scattering,4.0,1.0,ZI,1,local,2.3980423533243678e-11,9.834989647120812e-05,5.9951058833109194e-12,2.458747411780203e-05
photon_scattering,Photon scattering,4.0,1.0,ZX,2,weight2,-1.6010721140733244e-09,6.414737829070579e-05,-4.002680285183311e-10,1.6036844572676447e-05
photon_scattering,Photon scattering,4.0,1.0,ZY,2,weight2,-3.915972494897067e-09,-2.0454963845945888e-10,-9.789931237242668e-10,-5.113740961486472e-11
photon_scattering,Photon scattering,4.0,1.0,ZZ,2,weight2,1.172870054310819e-16,4.90837640062248e-09,2.932175135777047e-17,1.22709410015562e-09
photon_scattering,Photon scattering,4.0,2.0,IX,1,local,-9.249384402417089e-09,2.4998298075040247e-05,-2.312346100604272e-09,6.249574518760062e-06
photon_scattering,Photon scattering,4.0,2.0,IY,1,local,-7.4309754122026405e-09,6.819990397326459e-05,-1.8577438530506601e-09,1.7049975993316146e-05
photon_scattering,Photon scattering,4.0,2.0,IZ,1,local,2.635470282822637e-11,9.427558874911005e-05,6.588675707056593e-12,2.3568897187277513e-05
photon_scattering,Photon scattering,4.0,2.0,XI,1,local,6.1141470800830955e-09,2.5016856038897292e-05,1.5285367700207739e-09,6.254214009724323e-06
photon_scattering,Photon scattering,4.0,2.0,XX,2,weight2,3.880774206242026e-08,3.111270697884649e-08,9.701935515605066e-09,7.778176744711622e-09
photon_scattering,Photon scattering,4.0,2.0,XY,2,weight2,4.250993069022569e-09,9.428166612470637e-05,1.0627482672556422e-09,2.357041653117659e-05
photon_scattering,Photon scattering,4.0,2.0,XZ,2,weight2,6.7384361053118914e-09,6.82118231697148e-05,1.6846090263279729e-09,1.70529557924287e-05
photon_scattering,Photon scattering,4.0,2.0,YI,1,local,-4.089404268396356e-09,6.820517510694185e-05,-1.022351067099089e-09,1.7051293776735462e-05
photon_scattering,Photon scattering,4.0,2.0,YX,2,weight2,-1.3460399081567997e-08,9.427805569139069e-05,-3.365099770391999e-09,2.3569513922847672e-05
photon_scattering,Photon scattering,4.0,2.0,YY,2,weight2,1.4814541326189327e-08,-3.0708806146859055e-09,3.703635331547332e-09,-7.677201536714764e-10
photon_scattering,Photon scattering,4.0,2.0,YZ,2,weight2,5.929186905957463e-10,1.3039556011407352e-09,1.4822967264893659e-10,3.259889002851838e-10
photon_scattering,Photon scattering,4.0,2.0,ZI,1,local,-5.260151151475514e-10,9.427022442799952e-05,-1.3150377878688785e-10,2.356755610699988e-05
photon_scattering,Photon scattering,4.0,2.0,ZX,2,weight2,7.483248216100175e-09,6.819593276543158e-05,1.870812054025044e-09,1.7048983191357895e-05
photon_scattering,Photon scattering,4.0,2.0,ZY,2,weight2,9.352894896671363e-09,-5.1801756176766665e-09,2.3382237241678408e-09,-1.2950439044191666e-09
photon_scattering,Photon scattering,4.0,2.0,ZZ,2,weight2,-1.1073975400367426e-15,4.626638458652692e-09,-2.7684938500918566e-16,1.156659614663173e-09
photon_scattering,Photon scattering,4.0,3.0,IX,1,local,-8.253513178149397e-10,2.5005914021176283e-05,-2.0633782945373492e-10,6.251478505294071e-06
photon_scattering,Photon scattering,4.0,3.0,IY,1,local,-8.217890655104752e-09,7.022790004341723e-05,-2.054472663776188e-09,1.7556975010854307e-05
photon_scattering,Photon scattering,4.0,3.0,IZ,1,local,1.5642939331322217e-09,9.224382613015244e-05,3.910734832830554e-10,2.306095653253811e-05
photon_scattering,Photon scattering,4.0,3.0,XI,1,local,9.17210393967915e-09,2.501362124934477e-05,2.2930259849197876e-09,6.253405312336192e-06
photon_scattering,Photon scattering,4.0,3.0,XX,2,weight2,5.4606803781900846e-08,3.120072514879477e-08,1.3651700945475211e-08,7.800181287198692e-09
photon_scattering,Photon scattering,4.0,3.0,XY,2,weight2,7.421076120786663e-09,9.224718389097723e-05,1.8552690301966657e-09,2.306179597274431e-05
photon_scattering,Photon scattering,4.0,3.0,XZ,2,weight2,3.4424486236136633e-09,7.024298030845496e-05,8.606121559034158e-10,1.756074507711374e-05
photon_scattering,Photon scattering,4.0,3.0,YI,1,local,2.899317909623796e-09,7.023671811187878e-05,7.24829477405949e-10,1.7559179527969696e-05
photon_scattering,Photon scattering,4.0,3.0,YX,2,weight2,-1.3661608243159225e-08,9.224330334690637e-05,-3.415402060789806e-09,2.3060825836726592e-05
photon_scattering,Photon scattering,4.0,3.0,YY,2,weight2,7.624733426085576e-09,8.13226462914153e-10,1.906183356521394e-09,2.0330661572853825e-10
photon_scattering,Photon scattering,4.0,3.0,YZ,2,weight2,-4.313718573971752e-09,-5.481366952212086e-10,-1.078429643492938e-09,-1.3703417380530214e-10
photon_scattering,Photon scattering,4.0,3.0,ZI,1,local,-2.3670718297771537e-09,9.224902473367936e-05,-5.917679574442884e-10,2.306225618341984e-05
photon_scattering,Photon scattering,4.0,3.0,ZX,2,weight2,2.979351794833717e-09,7.023480795080234e-05,7.448379487084293e-10,1.7558701987700584e-05
photon_scattering,Photon scattering,4.0,3.0,ZY,2,weight2,1.2623391034734567e-08,-8.802629796439506e-09,3.1558477586836417e-09,-2.2006574491098765e-09
photon_scattering,Photon scattering,4.0,3.0,ZZ,2,weight2,-1.517226542234677e-15,-1.8371058791455184e-09,-3.7930663555866923e-16,-4.592764697863796e-10
photon_scattering,Photon scattering,4.0,4.0,IX,1,local,9.457104696742917e-09,2.4995511491077998e-05,2.3642761741857292e-09,6.2488778727694996e-06
photon_scattering,Photon scattering,4.0,4.0,IY,1,local,5.898973174136014e-09,7.150701128894361e-05,1.4747432935340034e-09,1.7876752822235902e-05
photon_scattering,Photon scattering,4.0,4.0,IZ,1,local,-9.16971819623746e-11,9.097635204676852e-05,-2.292429549059365e-11,2.274408801169213e-05
photon_scattering,Photon scattering,4.0,4.0,XI,1,local,8.575381712471918e-09,2.5019541860012693e-05,2.1438454281179795e-09,6.254885465003173e-06
photon_scattering,Photon scattering,4.0,4.0,XX,2,weight2,1.3036826479462245e-09,2.8436688513905247e-08,3.259206619865561e-10,7.109172128476312e-09
photon_scattering,Photon scattering,4.0,4.0,XY,2,weight2,1.0975782472253378e-08,9.096949424278282e-05,2.7439456180633445e-09,2.2742373560695706e-05
photon_scattering,Photon scattering,4.0,4.0,XZ,2,weight2,1.0863954920939034e-08,7.152049341785468e-05,2.7159887302347586e-09,1.788012335446367e-05
photon_scattering,Photon scattering,4.0,4.0,YI,1,local,-1.182057256385636e-08,7.153523892974792e-05,-2.95514314096409e-09,1.788380973243698e-05
photon_scattering,Photon scattering,4.0,4.0,YX,2,weight2,-1.4982735230279665e-08,9.096694335777134e-05,-3.745683807569916e-09,2.2741735839442836e-05
photon_scattering,Photon scattering,4.0,4.0,YY,2,weight2,2.2877331062315886e-08,-1.1076237367771754e-08,5.7193327655789716e-09,-2.7690593419429384e-09
photon_scattering,Photon scattering,4.0,4.0,YZ,2,weight2,-2.101965307851503e-09,3.790045988898828e-09,-5.254913269628757e-10,9.47511497224707e-10
photon_scattering,Photon scattering,4.0,4.0,ZI,1,local,-1.965397343103417e-09,9.097607250324999e-05,-4.913493357758543e-10,2.2744018125812498e-05
photon_scattering,Photon scattering,4.0,4.0,ZX,2,weight2,1.0028059778548732e-08,7.149605662448728e-05,2.507014944637183e-09,1.787401415612182e-05
photon_scattering,Photon scattering,4.0,4.0,ZY,2,weight2,1.1858542114665342e-08,-1.677769548464176e-08,2.9646355286663354e-09,-4.19442387116044e-09
photon_scattering,Photon scattering,4.0,4.0,ZZ,2,weight2,8.122321251246837e-16,-6.570353334727857e-09,2.0305803128117093e-16,-1.6425883336819644e-09
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,IX,1,local,-1.16200830568828e-10,-1.5159520625258769e-09,-3.48602491706484e-11,-4.54785618757763e-10
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,IY,1,local,-4.732766067555635e-09,2.2201221319182653e-05,-1.4198298202666903e-09,6.660366395754795e-06
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,IZ,1,local,1.5231962698749638e-10,6.112521151297495e-05,4.569588809624891e-11,1.8337563453892485e-05
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,XI,1,local,-5.380674516284289e-09,7.982212451541475e-09,-1.6142023548852865e-09,2.3946637354624422e-09
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,XX,2,weight2,7.86839406043821e-09,4.807056182105895e-09,2.360518218131463e-09,1.4421168546317683e-09
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,XY,2,weight2,7.036910004041039e-09,6.111774189010099e-05,2.1110730012123117e-09,1.8335322567030297e-05
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,XZ,2,weight2,6.1358932635876825e-09,2.2208608114004568e-05,1.8407679790763047e-09,6.66258243420137e-06
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,YI,1,local,-1.119877127230297e-09,2.2207830082275664e-05,-3.359631381690891e-10,6.662349024682699e-06
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,YX,2,weight2,-3.090656272350949e-09,6.111915878179e-05,-9.271968817052847e-10,1.8335747634537e-05
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,YY,2,weight2,1.2556680014803416e-08,-3.4155846677766277e-09,3.767004004441025e-09,-1.0246754003329882e-09
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,YZ,2,weight2,-1.0239325756625014e-09,-2.2810511742905136e-11,-3.071797726987504e-10,-6.84315352287154e-12
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,ZI,1,local,-1.1378174642481709e-10,6.11248079010534e-05,-3.413452392744513e-11,1.8337442370316018e-05
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,ZX,2,weight2,6.249358946080871e-09,2.2201436494207308e-05,1.874807683824261e-09,6.660430948262192e-06
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,ZY,2,weight2,4.301597302939328e-09,-4.837617264392736e-09,1.2904791908817983e-09,-1.4512851793178207e-09
spin_dephasing,Spin dephasing,3.3333333333333335,0.01,ZZ,2,weight2,-5.371366196179494e-15,3.127169517310807e-09,-1.6114098588538481e-15,9.381508551932421e-10
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,IX,1,local,5.1049990125515705e-09,3.951791666802583e-09,1.5314997037654712e-09,1.1855375000407749e-09
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,IY,1,local,4.532279244263892e-09,3.1298039464149014e-05,1.3596837732791675e-09,9.389411839244703e-06
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,IZ,1,local,-8.827719645793841e-10,5.202741595153158e-05,-2.6483158937381523e-10,1.5608224785459473e-05
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,XI,1,local,-3.614820202136516e-09,2.9035748849756282e-09,-1.0844460606409547e-09,8.710724654926884e-10
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,XX,2,weight2,-1.3812577383948144e-10,1.0527166732106264e-08,-4.143773215184443e-11,3.158150019631879e-09
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,XY,2,weight2,-7.632119300479226e-09,5.2023757644307216e-05,-2.2896357901437677e-09,1.5607127293292164e-05
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,XZ,2,weight2,-4.3305841911513585e-09,3.1295443653437634e-05,-1.2991752573454075e-09,9.38863309603129e-06
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,YI,1,local,-4.42928527518599e-09,3.1293825431598994e-05,-1.3287855825557969e-09,9.388147629479698e-06
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,YX,2,weight2,7.955273674524386e-09,5.2026025794551804e-05,2.3865821023573155e-09,1.560780773836554e-05
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,YY,2,weight2,-7.91973338068684e-09,1.6933122323678248e-09,-2.3759200142060517e-09,5.079936697103474e-10
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,YZ,2,weight2,8.234272017336894e-09,-1.939459072627385e-09,2.470281605201068e-09,-5.818377217882155e-10
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,ZI,1,local,4.5019766491816966e-10,5.202707179969284e-05,1.350592994754509e-10,1.560812153990785e-05
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,ZX,2,weight2,-4.224820002711302e-09,3.130047850936886e-05,-1.2674460008133907e-09,9.390143552810659e-06
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,ZY,2,weight2,-6.743913241199411e-09,1.7269804758336272e-09,-2.0231739723598233e-09,5.180941427500881e-10
spin_dephasing,Spin dephasing,3.3333333333333335,1.0,ZZ,2,weight2,-1.8587611408080212e-16,4.9287532977879385e-09,-5.576283422424063e-17,1.4786259893363815e-09
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,IX,1,local,3.1953317399878763e-09,5.72839178279453e-09,9.585995219963629e-10,1.7185175348383588e-09
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,IY,1,local,3.0234809456589473e-09,3.3755913284475936e-05,9.070442836976841e-10,1.012677398534278e-05
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,IZ,1,local,4.4152680816716053e-10,4.955246435421708e-05,1.3245804245014814e-10,1.4865739306265124e-05
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,XI,1,local,9.575289431788008e-09,8.843662486230854e-09,2.872586829536402e-09,2.653098745869256e-09
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,XX,2,weight2,1.7956556814385786e-10,3.492448594379302e-08,5.3869670443157354e-11,1.0477345783137906e-08
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,XY,2,weight2,-3.786930230940003e-09,4.9565694428638444e-05,-1.1360790692820009e-09,1.4869708328591532e-05
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,XZ,2,weight2,5.4968583611525245e-09,3.375574388862679e-05,1.6490575083457572e-09,1.0126723166588037e-05
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,YI,1,local,-6.599154673954481e-09,3.374733412376104e-05,-1.9797464021863442e-09,1.0124200237128312e-05
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,YX,2,weight2,-4.930837183647659e-10,4.955946179154616e-05,-1.4792511550942978e-10,1.4867838537463848e-05
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,YY,2,weight2,9.789119505832398e-09,4.89436439239657e-09,2.9367358517497193e-09,1.468309317718971e-09
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,YZ,2,weight2,2.749931407094366e-09,6.059676557202114e-10,8.249794221283097e-10,1.8179029671606341e-10
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,ZI,1,local,8.358794570277594e-10,4.9545642183523177e-05,2.507638371083278e-10,1.4863692655056953e-05
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,ZX,2,weight2,5.9283942959510735e-09,3.375778383609446e-05,1.7785182887853219e-09,1.012733515082834e-05
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,ZY,2,weight2,-2.210803354951476e-09,5.139281296380942e-09,-6.632410064854428e-10,1.5417843889142824e-09
spin_dephasing,Spin dephasing,3.3333333333333335,2.0,ZZ,2,weight2,3.6039656946378085e-16,2.5018527439981297e-09,1.0811897083913425e-16,7.505558231994389e-10
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,IX,1,local,-5.79767625505913e-09,1.6536499853345176e-10,-1.739302876517739e-09,4.9609499560035524e-11
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,IY,1,local,-2.362173393371867e-09,3.497076426879003e-05,-7.0865201801156e-10,1.049122928063701e-05
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,IZ,1,local,3.352847468082234e-11,4.833811943001219e-05,1.0058542404246702e-11,1.4501435829003657e-05
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,XI,1,local,9.00258573022383e-09,1.286151093708105e-08,2.700775719067149e-09,3.858453281124315e-09
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,XX,2,weight2,2.8931660088493676e-08,1.3607015238571151e-08,8.679498026548103e-09,4.082104571571345e-09
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,XY,2,weight2,8.851109182469834e-09,4.830964605995734e-05,2.65533275474095e-09,1.44928938179872e-05
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,XZ,2,weight2,3.5518910568945088e-09,3.499530940045879e-05,1.0655673170683525e-09,1.0498592820137636e-05
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,YI,1,local,2.4283867750973657e-09,3.4989722365198074e-05,7.285160325292096e-10,1.0496916709559422e-05
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,YX,2,weight2,-7.985262269946604e-09,4.8311549921316734e-05,-2.395578680983981e-09,1.449346497639502e-05
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,YY,2,weight2,8.752319777935638e-09,1.1090458092723721e-08,2.6256959333806913e-09,3.3271374278171164e-09
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,YZ,2,weight2,2.527876035566471e-09,3.4402049920862437e-09,7.583628106699413e-10,1.032061497625873e-09
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,ZI,1,local,-1.5006151323791815e-09,4.833868116200325e-05,-4.501845397137544e-10,1.4501604348600974e-05
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,ZX,2,weight2,3.0214246329523625e-09,3.4975849588032626e-05,9.064273898857088e-10,1.0492754876409788e-05
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,ZY,2,weight2,1.3513813840275998e-08,-5.831639437658458e-09,4.054144152082799e-09,-1.7494918312975374e-09
spin_dephasing,Spin dephasing,3.3333333333333335,3.0,ZZ,2,weight2,-2.022681617378612e-15,2.4158220044556852e-08,-6.068044852135836e-16,7.247466013367055e-09
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,IX,1,local,-1.4072985644381282e-08,2.5089901998183667e-08,-4.221895693314384e-09,7.5269705994551e-09
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,IY,1,local,-1.0600456993720434e-08,3.578476084287122e-05,-3.18013709811613e-09,1.0735428252861365e-05
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,IZ,1,local,-4.501608224375562e-09,4.760435432209716e-05,-1.3504824673126686e-09,1.4281306296629147e-05
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,XI,1,local,-3.1512555008263724e-09,-8.16645906092639e-09,-9.453766502479117e-10,-2.4499377182779168e-09
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,XX,2,weight2,4.4200206479258486e-08,-2.7692771356132754e-08,1.3260061943777545e-08,-8.307831406839826e-09
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,XY,2,weight2,2.7140307517922988e-09,4.748753731635712e-05,8.142092255376896e-10,1.4246261194907136e-05
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,XZ,2,weight2,-1.4017862491794245e-08,3.573830931483049e-05,-4.205358747538274e-09,1.0721492794449147e-05
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,YI,1,local,-7.776901857949772e-09,3.575434270707202e-05,-2.3330705573849315e-09,1.0726302812121607e-05
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,YX,2,weight2,4.533205402284493e-08,4.7482212315511015e-05,1.3599616206853479e-08,1.4244663694653304e-05
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,YY,2,weight2,-1.743934860767303e-08,-1.237989170805058e-08,-5.231804582301909e-09,-3.7139675124151734e-09
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,YZ,2,weight2,1.4798426642554497e-08,-5.49521683382027e-09,4.439527992766349e-09,-1.6485650501460808e-09
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,ZI,1,local,3.9353851094720465e-09,4.760877864689126e-05,1.180615532841614e-09,1.4282633594067379e-05
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,ZX,2,weight2,-9.176813599581627e-09,3.577058770085619e-05,-2.753044079874488e-09,1.0731176310256858e-05
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,ZY,2,weight2,-1.0808762453186156e-08,8.720803492366075e-09,-3.2426287359558467e-09,2.6162410477098227e-09
spin_dephasing,Spin dephasing,3.3333333333333335,4.0,ZZ,2,weight2,2.9602976653118517e-16,4.597276101605494e-08,8.880892995935555e-17,1.3791828304816481e-08
