noise_source,noise_title,nominal_rate_s^-1,nbar,sector,mode,coefficient_per_gate,coefficient_per_rate_s
motional_dephasing,Motional dephasing,18.0,1.0,S,ZZ,5.261768723238225e-09,2.923204846243458e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,IY",9.00345369790121e-09,5.001918721056227e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,IZ",-2.467627723427758e-09,-1.370904290793199e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,XI",1.1218883600726766e-08,6.23271311151487e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,XX",3.8129033155207395e-09,2.118279619733744e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,XY",-5.51623685922234e-09,-3.0645760329012997e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,XZ",9.207040217445254e-10,5.115022343025141e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,YI",8.514870787404923e-09,4.730483770780513e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,YX",-4.740915625268369e-09,-2.6338420140379826e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,YY",-2.471845471568108e-09,-1.3732474842045045e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,YZ",6.882643347470525e-09,3.823690748594736e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,ZI",-2.3249688936566196e-09,-1.2916493853647886e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,ZX",-1.577660087657891e-09,-8.76477826476606e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,ZY",-7.046626002218342e-09,-3.9147922234546346e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IX,ZZ",-1.6400862552609968e-09,-9.111590307005538e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,IZ",-9.119127945862357e-10,-5.066182192145754e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,XI",-7.845892055143296e-09,-4.358828919524053e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,XX",5.36870811366789e-09,2.9826156187043836e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,XY",4.132853159013438e-10,2.2960295327852435e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,XZ",1.2739994559524473e-09,7.077774755291374e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,YI",3.4183118522650064e-09,1.8990621401472257e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,YX",-4.04459624865483e-10,-2.2469979159193502e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,YY",2.8666390751847033e-09,1.5925772639915018e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,YZ",2.1669412482732563e-09,1.2038562490406978e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,ZI",-5.302344515014384e-09,-2.9457469527857693e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,ZX",5.243191380592462e-09,2.9128841003291453e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,ZY",2.143040723032318e-09,1.190578179462399e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IY,ZZ",5.678492545766919e-10,3.1547180809816215e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,XI",2.3101219750708014e-09,1.2834010972615562e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,XX",-1.9044643693847618e-09,-1.058035760769312e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,XY",3.930235441566496e-10,2.183464134203609e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,XZ",3.2265362730291797e-09,1.7925201516828776e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,YI",1.589404047966587e-09,8.83002248870326e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,YX",-7.880699701372903e-12,-4.378166500762724e-13
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,YY",2.733953071683263e-09,1.5188628176018128e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,YZ",-1.4785636356257531e-09,-8.214242420143072e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,ZI",6.001979845966749e-10,3.334433247759305e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,ZX",2.778327267899194e-09,1.5435151488328856e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,ZY",1.841614917883965e-09,1.023119398824425e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"IZ,ZZ",-2.1175991993614364e-09,-1.1764439996452424e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,XX",-5.010597335437365e-09,-2.783665186354092e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,XY",-6.275146159954589e-09,-3.4861923110858825e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,XZ",1.2341045628481974e-10,6.856136460267763e-12
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,YI",8.688687606194096e-09,4.827048670107831e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,YX",-3.23458436172086e-09,-1.7969913120671446e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,YY",-2.189089914747174e-09,-1.21616106374843e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,YZ",6.35242861551794e-09,3.529127008621078e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,ZI",-2.6744257322404448e-09,-1.4857920734669138e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,ZX",-4.389898876556641e-10,-2.4388327091981337e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,ZY",-6.868863384773742e-09,-3.81603521376319e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XI,ZZ",-1.885859483224711e-09,-1.0476997129026173e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,XY",2.639671832867046e-09,1.4664843515928034e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,XZ",-2.069922100472317e-09,-1.1499567224846205e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,YI",2.7716976737289956e-09,1.539832040960553e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,YX",1.743883822302461e-08,9.688243457235895e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,YY",-9.595500389292145e-14,-5.330833549606747e-15
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,YZ",-1.508979314806725e-08,-8.383218415592917e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,ZI",-2.186100429436373e-10,-1.2145002385757627e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,ZX",3.6375921560439237e-09,2.0208845311355132e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,ZY",-1.5145284221123055e-09,-8.414046789512808e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"XX,ZZ",4.093440974862159e-09,2.2741338749234216e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XY,XZ",-2.3289166444349998e-09,-1.2938425802416666e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XY,YI",1.1413637342148336e-09,6.340909634526853e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"XY,YX",1.2955569897600498e-09,7.197538832000278e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"XY,YY",-2.9310812901130974e-09,-1.6283784945072764e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XY,YZ",2.0821670338437216e-09,1.1567594632465121e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XY,ZI",-2.654859331647503e-09,-1.4749218509152794e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XY,ZX",1.7541151210732556e-10,9.74508400596253e-12
motional_dephasing,Motional dephasing,18.0,2.0,A,"XY,ZY",-1.7261856980555226e-09,-9.589920544752904e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"XY,ZZ",2.853253255000535e-09,1.5851406972225194e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XZ,YI",3.4000035961163706e-09,1.8888908867313171e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XZ,YX",-2.545649755234978e-09,-1.4142498640194323e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XZ,YY",2.689137830594104e-09,1.493965461441169e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XZ,YZ",2.9433014860849994e-09,1.6351674922694442e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XZ,ZI",-3.6688986522854976e-09,-2.0382770290474988e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XZ,ZX",3.997446294946956e-09,2.220803497192753e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XZ,ZY",2.527995797908252e-09,1.4044421099490288e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"XZ,ZZ",9.048014836996166e-10,5.026674909442314e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YI,YX",8.693301265189825e-10,4.8296118139943475e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YI,YY",-1.5828513056770435e-09,-8.793618364872464e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YI,YZ",1.7864090293279855e-09,9.924494607377697e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YI,ZI",-5.457196718495773e-10,-3.031775954719874e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YI,ZX",-2.255744607651631e-09,-1.2531914486953506e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"YI,ZY",-1.8202659186200894e-10,-1.0112588436778275e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YI,ZZ",5.477292365335958e-09,3.042940202964421e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"YX,YY",2.6000728270281792e-09,1.444484903904544e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"YX,YZ",-3.223449937039691e-09,-1.7908055205776063e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"YX,ZI",2.182116543719432e-09,1.2122869687330177e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"YX,ZX",3.763592831824681e-09,2.0908849065692672e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"YX,ZY",1.7024343520521094e-09,9.457968622511719e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YX,ZZ",-1.4450207675521413e-09,-8.027893153067452e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YY,YZ",2.2358079868613135e-10,1.2421155482562852e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YY,ZI",2.7189444467524458e-09,1.5105246926402476e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"YY,ZX",1.2017209163957371e-09,6.676227313309651e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YY,ZY",6.012107617731323e-10,3.340059787628513e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YY,ZZ",-5.08065462307371e-10,-2.8225859017076168e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YZ,ZI",-2.0603629311952587e-09,-1.1446460728862548e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"YZ,ZX",-1.2443965582958025e-09,-6.913314212754458e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YZ,ZY",-6.813481609747434e-10,-3.785267560970797e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"YZ,ZZ",-1.2040865318418274e-10,-6.689369621343486e-12
motional_dephasing,Motional dephasing,18.0,2.0,A,"ZI,ZX",-4.165503693763814e-09,-2.3141687187576744e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"ZI,ZY",-1.6576165892087765e-09,-9.208981051159869e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"ZI,ZZ",2.1518563674231866e-09,1.195475759679548e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"ZX,ZY",9.319661810296893e-10,5.177589894609385e-11
motional_dephasing,Motional dephasing,18.0,2.0,A,"ZX,ZZ",5.94595900251981e-09,3.30331055695545e-10
motional_dephasing,Motional dephasing,18.0,2.0,A,"ZY,ZZ",4.568835121809327e-10,2.538241734338515e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,IY",6.879372552822477e-10,3.821873640456931e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,IZ",6.220306412098614e-09,3.45572578449923e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,XI",0.0010387770187239142,5.770983437355079e-05
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,XX",4.349668812374414e-09,2.416482673541341e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,XY",3.1919657419017306e-10,1.773314301056517e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,XZ",-8.374443807574118e-09,-4.652468781985621e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,YI",8.657932549374057e-10,4.8099625274300313e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,YX",-1.0059381800082148e-09,-5.5885454444900824e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,YY",-7.961897245151663e-09,-4.4232762473064795e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,YZ",-4.259335081334652e-11,-2.36629726740814e-12
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,ZI",3.5514928066654443e-09,1.9730515592585803e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,ZX",-9.118416873793262e-09,-5.065787152107368e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,ZY",-2.0366186003603608e-10,-1.1314547779779782e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IX,ZZ",-9.428771122101941e-09,-5.238206178945523e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,IZ",-4.602823660217466e-10,-2.55712425567637e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,XI",-3.983082491496429e-14,-2.212823606386905e-15
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,XX",1.1907755562665997e-09,6.615419757036665e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,XY",1.6832159476758014e-09,9.351199709310007e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,XZ",5.217968228431581e-09,2.898871238017545e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,YI",-9.968823359303018e-11,-5.538235199612788e-12
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,YX",-8.829096951984642e-10,-4.90505386221369e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,YY",2.611000434433334e-09,1.4505557969074077e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,YZ",-2.656561832910004e-09,-1.475867684950002e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,ZI",2.017561078163911e-09,1.1208672656466172e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,ZX",1.3023542024892647e-09,7.235301124940359e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,ZY",1.546364955258186e-09,8.590916418101034e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IY,ZZ",-2.7013225962035606e-09,-1.5007347756686449e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,XI",5.1929269444277065e-09,2.884959413570948e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,XX",-3.2464578794218037e-09,-1.8035877107898909e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,XY",1.1060597531994173e-09,6.144776406663429e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,XZ",-6.644354795497372e-10,-3.6913082197207626e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,YI",-2.5830900163481524e-09,-1.4350500090823068e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,YX",-1.3068290634930157e-09,-7.260161463850087e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,YY",-2.1608324315991136e-09,-1.2004624619995076e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,YZ",-2.350483092889813e-09,-1.3058239404943405e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,ZI",5.6128177229742344e-09,3.118232068319019e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,ZX",-4.268720439304402e-09,-2.371511355169112e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,ZY",-1.4349717781728409e-09,-7.97206543429356e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"IZ,ZZ",-7.204100037408176e-10,-4.002277798560098e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,XX",1.3511978981105036e-08,7.506654989502797e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,XY",9.657918202091934e-10,5.365510112273297e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,XZ",-8.75077463656212e-09,-4.861541464756733e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,YI",2.885620062368396e-09,1.6031222568713312e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,YX",-2.0258221467423624e-09,-1.1254567481902013e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,YY",-8.642289163588952e-09,-4.801271757549418e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,YZ",3.0734076463903626e-10,1.7074486924390904e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,ZI",4.724684935033034e-09,2.6248249639072414e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,ZX",-7.684954113055204e-09,-4.269418951697336e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,ZY",-6.139608080921955e-11,-3.410893378289975e-12
motional_dephasing,Motional dephasing,18.0,2.0,C,"XI,ZZ",-7.975546613511587e-09,-4.4308592297286597e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,XY",-4.943821618785786e-10,-2.7465675659921033e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,XZ",6.739981031492596e-09,3.7444339063847756e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,YI",1.0045929857684668e-09,5.581072143158149e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,YX",-1.998658396395663e-09,-1.1103657757753684e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,YY",1.7814085625881708e-08,9.896714236600948e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,YZ",-4.8751581920112036e-09,-2.708421217784002e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,ZI",1.8129785653696293e-08,1.0072103140942384e-09
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,ZX",1.1146511717027763e-08,6.192506509459868e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,ZY",2.144640817116171e-10,1.1914671206200949e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XX,ZZ",1.269583204744115e-09,7.053240026356194e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XY,XZ",1.964635999009353e-09,1.091464443894085e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XY,YI",3.540992756513734e-09,1.9672181980631857e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XY,YX",-1.4560233851552037e-09,-8.089018806417798e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XY,YY",2.3332555908855364e-09,1.2962531060475202e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XY,YZ",1.7044504693616489e-09,9.469169274231383e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XY,ZI",-3.0496464318290387e-09,-1.6942480176827992e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XY,ZX",5.161872450399853e-09,2.867706916888807e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XY,ZY",1.5454430052544317e-09,8.585794473635732e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XY,ZZ",-1.2387476374538822e-10,-6.8819313191882346e-12
motional_dephasing,Motional dephasing,18.0,2.0,C,"XZ,YI",-1.618824416059459e-09,-8.993468978108105e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XZ,YX",-3.4660443041664147e-12,-1.9255801689813416e-13
motional_dephasing,Motional dephasing,18.0,2.0,C,"XZ,YY",3.1683441955362773e-09,1.7601912197423764e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XZ,YZ",-2.589528526353018e-09,-1.43862695908501e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"XZ,ZI",-6.13394565401863e-10,-3.4077475855659055e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XZ,ZX",5.829848872866144e-12,3.23880492937008e-13
motional_dephasing,Motional dephasing,18.0,2.0,C,"XZ,ZY",1.6655298342005388e-09,9.252943523336327e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"XZ,ZZ",-2.4863595434659295e-09,-1.381310857481072e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"YI,YX",3.6774911221958985e-09,2.0430506234421658e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"YI,YY",-1.3670077736365836e-09,-7.594487631314354e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YI,YZ",3.0709178991985903e-09,1.7060654995547724e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"YI,ZI",-5.924840444883419e-09,-3.2915780249352324e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"YI,ZX",-4.4221164835030115e-10,-2.4567313797238954e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YI,ZY",-9.52626312412569e-10,-5.29236840229205e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YI,ZZ",4.3022761105703966e-10,2.3901533947613314e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YX,YY",-1.819272510930593e-09,-1.010706950516996e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"YX,YZ",8.851647405766313e-10,4.9175818920923965e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YX,ZI",2.3942590070970786e-09,1.3301438928317102e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"YX,ZX",1.4575982447252697e-09,8.097768026251499e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YX,ZY",2.5636538460445467e-10,1.4242521366914148e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YX,ZZ",5.7162763254013965e-09,3.1757090696674425e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"YY,YZ",-3.222856729442166e-10,-1.7904759608012035e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YY,ZI",9.37186732672189e-10,5.206592959289939e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YY,ZX",-1.6934092167206339e-09,-9.407828981781299e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YY,ZY",3.7477765654998904e-10,2.0820980919443836e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YY,ZZ",6.806188539197969e-11,3.781215855109983e-12
motional_dephasing,Motional dephasing,18.0,2.0,C,"YZ,ZI",-5.731276087022174e-10,-3.184042270567874e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YZ,ZX",3.219872551842319e-09,1.788818084356844e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"YZ,ZY",3.781342055881459e-10,2.1007455866008107e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"YZ,ZZ",5.132998094421743e-10,2.8516656080120792e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"ZI,ZX",-4.83485782152838e-09,-2.686032123071322e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"ZI,ZY",-1.6507062781052065e-09,-9.170590433917813e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"ZI,ZZ",-5.81332258708836e-09,-3.229623659493533e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"ZX,ZY",-9.779175772113974e-10,-5.432875428952208e-11
motional_dephasing,Motional dephasing,18.0,2.0,C,"ZX,ZZ",1.9218777329484704e-09,1.0677098516380392e-10
motional_dephasing,Motional dephasing,18.0,2.0,C,"ZY,ZZ",-1.984252106375148e-10,-1.1023622813195266e-11
motional_dephasing,Motional dephasing,18.0,2.0,H,IX,-2.1607420470399933e-09,-1.2004122483555518e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,IY,-6.99564693734745e-09,-3.886470520748583e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,IZ,7.579673605161262e-10,4.210929780645146e-11
motional_dephasing,Motional dephasing,18.0,2.0,H,XI,6.662927074553971e-09,3.701626152529984e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,XX,-9.310828112925933e-05,-5.172682284958852e-06
motional_dephasing,Motional dephasing,18.0,2.0,H,XY,2.991254059520964e-09,1.66180781084498e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,XZ,2.443028081652976e-09,1.357237823140542e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,YI,-1.1416294340817704e-08,-6.342385744898725e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,YX,-1.8399688557528904e-08,-1.0222049198627168e-09
motional_dephasing,Motional dephasing,18.0,2.0,H,YY,4.093798270144531e-09,2.274332372302517e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,YZ,1.91447666964341e-09,1.0635981498018944e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,ZI,-4.255073392690855e-10,-2.3639296626060306e-11
motional_dephasing,Motional dephasing,18.0,2.0,H,ZX,2.5767891452187516e-09,1.4315495251215286e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,ZY,1.5490134098685408e-08,8.605630054825227e-10
motional_dephasing,Motional dephasing,18.0,2.0,H,ZZ,-2.05543076997239e-15,-1.1419059833179945e-16
motional_dephasing,Motional dephasing,18.0,2.0,S,IX,0.001038768589086446,5.770936606035812e-05
motional_dephasing,Motional dephasing,18.0,2.0,S,IY,2.858544744443678e-09,1.588080413579821e-10
motional_dephasing,Motional dephasing,18.0,2.0,S,IZ,-1.386171621280477e-10,-7.700953451558206e-12
motional_dephasing,Motional dephasing,18.0,2.0,S,XI,0.001038785241768517,5.771029120936206e-05
motional_dephasing,Motional dephasing,18.0,2.0,S,XX,0.000148668105739339,8.259339207741055e-06
motional_dephasing,Motional dephasing,18.0,2.0,S,XY,-1.0317595372901292e-09,-5.731997429389607e-11
motional_dephasing,Motional dephasing,18.0,2.0,S,XZ,8.064787049413607e-09,4.480437249674226e-10
motional_dephasing,Motional dephasing,18.0,2.0,S,YI,1.892593537347175e-09,1.051440854081764e-10
motional_dephasing,Motional dephasing,18.0,2.0,S,YX,-8.262751377205446e-11,-4.590417431780803e-12
motional_dephasing,Motional dephasing,18.0,2.0,S,YY,2.6493569821707877e-10,1.471864990094882e-11
motional_dephasing,Motional dephasing,18.0,2.0,S,YZ,8.734553512868178e-10,4.85252972937121e-11
motional_dephasing,Motional dephasing,18.0,2.0,S,ZI,-3.152321418654902e-09,-1.7512896770305011e-10
motional_dephasing,Motional dephasing,18.0,2.0,S,ZX,-4.291592175029299e-09,-2.3842178750162773e-10
motional_dephasing,Motional dephasing,18.0,2.0,S,ZY,1.7110714531181053e-10,9.505952517322808e-12
motional_dephasing,Motional dephasing,18.0,2.0,S,ZZ,5.585598206831952e-10,3.1031101149066397e-11
motional_dephasing,Motional dephasing,18.0,3.0,A,"IX,IY",-2.757978143499445e-10,-1.5322100797219138e-11
motional_dephasing,Motional dephasing,18.0,3.0,A,"IX,IZ",-6.301656419220235e-09,-3.5009202329001305e-10
