nbar,multiplier_heating,pauli,delta_h_heating,delta_gamma_heating,multiplier_motional_dephasing,delta_h_motional_dephasing,delta_gamma_motional_dephasing,gamma_mode_product,h_mode_product,gamma_overlap_fraction
3.0,1.0,XI,2.5125810586928183e-08,0.00023026935590119996,0.0,0.0,0.0,0.0,0.0,
3.0,1.0,XI,2.5125810586928183e-08,0.00023026935590119996,0.5,-1.2522403131241456e-08,0.0007136170064020999,1.6432412842435405e-07,-3.146355291687292e-16,0.4999665396877474
3.0,1.0,XI,2.5125810586928183e-08,0.00023026935590119996,1.0,1.2706820552237051e-08,0.0014228037307413,3.2762809865162346e-07,3.1926916635759433e-16,0.49997825430858367
3.0,1.0,XI,2.5125810586928183e-08,0.00023026935590119996,2.0,-5.56708208366142e-09,0.0028279601149206997,6.51192554177073e-07,-1.3987744995595832e-16,0.4999709889402391
3.0,1.0,XI,2.5125810586928183e-08,0.00023026935590119996,4.0,-1.563552337953165e-08,0.005587031258128,1.2865220892090054e-06,-3.9285519886159943e-16,0.49996886292844017
3.0,1.0,XX,9.139296390001106e-06,6.274671846000397e-07,0.0,0.0,0.0,0.0,0.0,
3.0,1.0,XX,9.139296390001106e-06,6.274671846000397e-07,0.5,-8.07662063428971e-05,6.823476967759978e-05,4.28150788214357e-11,-7.38146298063724e-10,0.00013026758157835342
3.0,1.0,XX,9.139296390001106e-06,6.274671846000397e-07,1.0,-0.00016066901795609712,0.00013944552442549975,8.74974906163444e-11,-1.4684017757911813e-09,0.00013352591793800583
3.0,1.0,XX,9.139296390001106e-06,6.274671846000397e-07,2.0,-0.0003180294244953946,0.00029065405756589996,1.8237588319345312e-10,-2.9065651712048895e-09,0.00014002409900756605
3.0,1.0,XX,9.139296390001106e-06,6.274671846000397e-07,4.0,-0.0006234394938709961,0.0006270104899499,3.9342850684355523e-10,-5.697798315719311e-09,0.00015289438468261743
3.0,1.0,XY,1.1297324555555617e-08,1.716084680001423e-08,0.0,0.0,0.0,0.0,0.0,
3.0,1.0,XY,1.1297324555555617e-08,1.716084680001423e-08,0.5,-4.272186266818681e-08,6.162979299998935e-08,1.0576194359894066e-15,-4.826427481803817e-16,3.217873934816273e-09
3.0,1.0,XY,1.1297324555555617e-08,1.716084680001423e-08,1.0,-3.32523836004893e-08,9.882647990000536e-08,1.6959460813486774e-15,-3.756629697805627e-16,2.5881057352648812e-09
3.0,1.0,XY,1.1297324555555617e-08,1.716084680001423e-08,2.0,-5.407914061466659e-08,1.5011420610001143e-07,2.5760868933880576e-15,-6.109496032094179e-16,1.977861545592841e-09
3.0,1.0,XY,1.1297324555555617e-08,1.716084680001423e-08,4.0,-4.3805958802273094e-08,2.720846933000078e-07,4.669203738350292e-15,-4.948901340565775e-16,1.81454831084907e-09
3.0,1.0,XZ,7.191647949010063e-09,1.8046410700002513e-08,0.0,0.0,0.0,0.0,0.0,
3.0,1.0,XZ,7.191647949010063e-09,1.8046410700002513e-08,0.5,6.851733259729659e-09,-7.263966719999544e-08,-1.3108852674026194e-15,4.9275253444498836e-17,-3.988451223538029e-09
3.0,1.0,XZ,7.191647949010063e-09,1.8046410700002513e-08,1.0,6.332996058533336e-09,-9.702572839999715e-08,-1.7509661431732463e-15,4.5544678115440077e-17,-2.6720693347736316e-09
3.0,1.0,XZ,7.191647949010063e-09,1.8046410700002513e-08,2.0,1.3008047358493223e-08,-2.0703750439999646e-07,-3.7362838347059136e-15,9.354929710633355e-17,-2.8686346485641585e-09
3.0,1.0,XZ,7.191647949010063e-09,1.8046410700002513e-08,4.0,-2.9712016932774704e-09,-3.4968515269998945e-07,-6.310561881317102e-15,-2.1367836563554147e-17,-2.45241373988496e-09
3.0,1.0,YI,-6.749709113751172e-09,2.0481963100007442e-08,0.0,0.0,0.0,0.0,-0.0,
3.0,1.0,YI,-6.749709113751172e-09,2.0481963100007442e-08,0.5,-1.1242150699264162e-08,-5.558507210000579e-08,-1.1384913956635719e-15,7.588124703298743e-17,-3.4639319801183218e-09
3.0,1.0,YI,-6.749709113751172e-09,2.0481963100007442e-08,1.0,-8.577420193845149e-09,-7.366668480000111e-08,-1.5088383197735018e-15,5.789509125486994e-17,-2.3025691393961082e-09
3.0,1.0,YI,-6.749709113751172e-09,2.0481963100007442e-08,2.0,-6.8794889985431764e-09,-1.6504481690001068e-07,-3.3804418495935034e-15,4.64345495914178e-17,-2.595427180109702e-09
3.0,1.0,YI,-6.749709113751172e-09,2.0481963100007442e-08,4.0,7.922674881916553e-09,-2.724199848000029e-07,-5.579696076378248e-15,-5.347575085575965e-17,-2.168384302292308e-09
3.0,1.0,YX,-1.516427272173957e-08,1.3042618000018566e-08,0.0,0.0,0.0,0.0,-0.0,
3.0,1.0,YX,-1.516427272173957e-08,1.3042618000018566e-08,0.5,-7.161362316060038e-09,5.560042959999972e-08,7.251751639097214e-16,1.0859685121992294e-16,2.2063912393385554e-09
3.0,1.0,YX,-1.516427272173957e-08,1.3042618000018566e-08,1.0,-8.755007086962226e-09,9.034360210001362e-08,1.1783170909361528e-15,1.3276331514745788e-16,1.7981758114546474e-09
3.0,1.0,YX,-1.516427272173957e-08,1.3042618000018566e-08,2.0,8.147291442778021e-09,1.4619465429999774e-07,1.906761029679642e-15,-1.2354774938178097e-16,1.463968209658629e-09
3.0,1.0,YX,-1.516427272173957e-08,1.3042618000018566e-08,4.0,3.1400418165483896e-09,2.6574831120000425e-07,3.466053707131711e-15,-4.761645046380631e-17,1.3469795391301828e-09
3.0,1.0,YY,1.4016861476656549e-08,1.8304693052535818e-08,0.0,0.0,0.0,0.0,0.0,
3.0,1.0,YY,1.4016861476656549e-08,1.8304693052535818e-08,0.5,1.812096333044246e-08,1.128539705243692e-08,2.065757290208503e-16,2.539990328263849e-16,6.285197031765988e-10
3.0,1.0,YY,1.4016861476656549e-08,1.8304693052535818e-08,1.0,1.8868296414642357e-08,1.8304693052535818e-08,3.35061787747553e-16,2.6447429714453735e-16,5.113224671906651e-10
3.0,1.0,YY,1.4016861476656549e-08,1.8304693052535818e-08,2.0,3.2871415476490775e-08,1.8992497997841597e-08,3.476518461513915e-16,4.607540772755954e-16,2.669192640675478e-10
3.0,1.0,YY,1.4016861476656549e-08,1.8304693052535818e-08,4.0,-8.547014576277451e-10,2.3605310291507307e-08,4.3208795929590605e-16,-1.198023193546454e-17,1.679182405854117e-10
3.0,1.0,YZ,-4.553327776882346e-09,1.3199009643322118e-08,0.0,0.0,0.0,0.0,-0.0,
3.0,1.0,YZ,-4.553327776882346e-09,1.3199009643322118e-08,0.5,1.9412590606374507e-08,-2.4975254319731494e-08,-3.2964862261055836e-16,-8.839188802925034e-17,-1.0029767553905154e-09
3.0,1.0,YZ,-4.553327776882346e-09,1.3199009643322118e-08,1.0,1.781068855644623e-08,-1.2208981422306503e-08,-1.6114646352816412e-16,-8.109790292946715e-17,-2.459182464947412e-10
3.0,1.0,YZ,-4.553327776882346e-09,1.3199009643322118e-08,2.0,2.3823617594184797e-08,-2.540799106562862e-08,-3.353603190926744e-16,-1.084767397374246e-16,-2.5748210619509855e-10
3.0,1.0,YZ,-4.553327776882346e-09,1.3199009643322118e-08,4.0,1.4289476465825832e-08,-2.540799106562862e-08,-3.353603190926744e-16,-6.506467010895133e-17,-1.3032789628289394e-10
3.0,1.0,ZI,-1.290806706170922e-09,-1.3054849900000394e-08,0.0,0.0,0.0,-0.0,-0.0,
3.0,1.0,ZI,-1.290806706170922e-09,-1.3054849900000394e-08,0.5,-4.150262060159264e-10,2.864268520001473e-08,-3.7392595601915507e-16,5.357186099620324e-19,-1.1376933389084835e-09
3.0,1.0,ZI,-1.290806706170922e-09,-1.3054849900000394e-08,1.0,-8.086345372666221e-10,6.301625410002438e-08,-8.226677385361028e-16,1.0437908835451761e-18,-1.2554356036068667e-09
3.0,1.0,ZI,-1.290806706170922e-09,-1.3054849900000394e-08,2.0,-2.0578292291410432e-10,1.457197067000044e-07,-1.902348898440639e-15,2.6562597691297977e-19,-1.4605806745820245e-09
3.0,1.0,ZI,-1.290806706170922e-09,-1.3054849900000394e-08,4.0,1.8334145336294172e-10,2.926582130000175e-07,-3.820609042717572e-15,-2.366583775200085e-19,-1.4847670124001238e-09
3.0,1.0,ZX,6.663306255102538e-09,-2.7635547100005628e-08,0.0,0.0,0.0,-0.0,0.0,
3.0,1.0,ZX,6.663306255102538e-09,-2.7635547100005628e-08,0.5,9.158953346794866e-09,-2.0122222800012836e-08,5.560886359465619e-16,6.102891112589055e-17,1.6919347982537455e-09
3.0,1.0,ZX,6.663306255102538e-09,-2.7635547100005628e-08,1.0,8.517321424951846e-09,-7.660698550000658e-08,2.1170759559748802e-15,5.67535211276005e-17,3.2307727727362052e-09
3.0,1.0,ZX,6.663306255102538e-09,-2.7635547100005628e-08,2.0,1.594321480577245e-08,-1.2901901620000344e-07,3.565511098991584e-15,1.0623452294174697e-16,2.7375191850788273e-09
3.0,1.0,ZX,6.663306255102538e-09,-2.7635547100005628e-08,4.0,-1.0024685423518758e-09,-2.8383433850000565e-07,7.843917230215846e-15,-6.679754908796777e-18,3.0483070686388373e-09
3.0,1.0,ZY,-1.8598251956562995e-10,-1.1286852351161602e-08,0.0,0.0,0.0,-0.0,-0.0,
3.0,1.0,ZY,-1.8598251956562995e-10,-1.1286852351161602e-08,0.5,7.66223271682861e-09,6.929504305074345e-09,-7.821229195811282e-17,-1.4250413461739869e-18,-2.379658382873861e-10
3.0,1.0,ZY,-1.8598251956562995e-10,-1.1286852351161602e-08,1.0,2.6462273595159836e-09,0.0,-0.0,-4.921520316662867e-19,-0.0
3.0,1.0,ZY,-1.8598251956562995e-10,-1.1286852351161602e-08,2.0,1.2177381246886424e-09,2.2547097872777092e-08,-2.5448576463722485e-16,-2.2647800460071895e-19,-1.9538844325036345e-10
3.0,1.0,ZY,-1.8598251956562995e-10,-1.1286852351161602e-08,4.0,-3.883086887114647e-09,1.0709973294505126e-08,-1.2088188725996314e-16,7.22186282957841e-19,-4.6977179971442516e-11
3.0,1.0,ZZ,1.735351031899259e-15,1.2639730930744794e-09,0.0,0.0,0.0,0.0,0.0,
3.0,1.0,ZZ,1.735351031899259e-15,1.2639730930744794e-09,0.5,-2.4161074416987226e-15,-1.8839122937434203e-08,-2.381214449003908e-17,-4.192794542131357e-30,-7.244995362144912e-11
3.0,1.0,ZZ,1.735351031899259e-15,1.2639730930744794e-09,1.0,-4.014181838571374e-16,-1.5354976536140558e-08,-1.9408277186471636e-17,-6.966014595796099e-31,-2.96180840006261e-11
3.0,1.0,ZZ,1.735351031899259e-15,1.2639730930744794e-09,2.0,-3.7785006280216765e-15,-9.693249989999045e-09,-1.225200717180326e-17,-6.557024963869415e-30,-9.406815392615324e-12
3.0,1.0,ZZ,1.735351031899259e-15,1.2639730930744794e-09,4.0,2.38013302688245e-16,-1.5367105042889826e-08,-1.9423607292661883e-17,4.130366304257966e-31,-7.548412058786704e-12
4.0,1.0,IX,-8.764727825043567e-09,0.00022593013603790018,0.0,0.0,0.0,0.0,-0.0,
4.0,1.0,IX,-8.764727825043567e-09,0.00022593013603790018,0.5,-2.393709539397058e-08,0.0008982455913427,2.0294074864750028e-07,2.0980212605025614e-16,0.4999319162066813
4.0,1.0,IX,-8.764727825043567e-09,0.00022593013603790018,1.0,-1.5227186672532253e-08,0.0017897250538042,4.0435282487642114e-07,1.33462146725876e-16,0.49992975311080706
4.0,1.0,IX,-8.764727825043567e-09,0.00022593013603790018,2.0,-3.764841677666314e-08,0.0035527358197826,8.026700870702037e-07,3.299781260912564e-16,0.4999235693140265
4.0,1.0,IX,-8.764727825043567e-09,0.00022593013603790018,4.0,-2.9413039070368115e-08,0.007001418917659,1.5818315285250256e-06,2.57797281959149e-16,0.49991313329726506
4.0,1.0,IY,-1.296172375128877e-09,1.1215960000760927e-10,0.0,0.0,0.0,0.0,-0.0,
4.0,1.0,IY,-1.296172375128877e-09,1.1215960000760927e-10,0.5,-2.5622303496684096e-10,-2.2003098499993358e-08,-2.4678587266872824e-18,3.321092197956996e-19,-6.079416531093744e-12
4.0,1.0,IY,-1.296172375128877e-09,1.1215960000760927e-10,1.0,-4.025398239133852e-09,-5.227778539999405e-08,-5.863455499746968e-18,5.2176099964577245e-18,-7.2494012160310205e-12
4.0,1.0,IY,-1.296172375128877e-09,1.1215960000760927e-10,2.0,-3.133988099754101e-09,-1.206013592000045e-07,-1.3526600208246512e-17,4.0621887988839095e-18,-8.424714419685363e-12
4.0,1.0,IY,-1.296172375128877e-09,1.1215960000760927e-10,4.0,-9.919258689396616e-09,-2.4982085369999805e-07,-2.8019807024551253e-17,1.2857069094952963e-17,-8.855222108949466e-12
4.0,1.0,IZ,3.74651481332524e-10,2.345171299994106e-09,0.0,0.0,0.0,0.0,0.0,
4.0,1.0,IZ,3.74651481332524e-10,2.345171299994106e-09,0.5,-3.378647618178796e-09,3.0348581600011344e-08,7.117262256387581e-17,-1.2658153350512897e-18,1.7532933044224084e-10
4.0,1.0,IZ,3.74651481332524e-10,2.345171299994106e-09,1.0,-2.8270171856168528e-09,7.825793989999765e-08,1.8352827465013813e-16,-1.0591461763438568e-18,2.2690887608547582e-10
4.0,1.0,IZ,3.74651481332524e-10,2.345171299994106e-09,2.0,-1.1922183430969467e-09,1.5543724470000182e-07,3.6452696522060523e-16,-4.466663683130784e-19,2.2703676703521672e-10
4.0,1.0,IZ,3.74651481332524e-10,2.345171299994106e-09,4.0,-3.077070993062032e-09,3.4271150229999337e-07,8.037171793718085e-16,-1.152829205716031e-18,2.5400225382993066e-10
4.0,1.0,XI,-9.549562527847251e-09,0.00022593781135560017,0.0,0.0,0.0,0.0,-0.0,
4.0,1.0,XI,-9.549562527847251e-09,0.00022593781135560017,0.5,3.818172244962118e-09,0.0008982414697539,2.029467117450337e-07,-3.646187459535666e-17,0.49994660592669204
4.0,1.0,XI,-9.549562527847251e-09,0.00022593781135560017,1.0,2.550363939341469e-10,0.0017897140249440002,4.0436406974826943e-07,-2.4354859907508194e-18,0.49994365593443296
4.0,1.0,XI,-9.549562527847251e-09,0.00022593781135560017,2.0,-4.726651373541011e-10,0.0035527294468704,8.026959155644902e-07,4.513745283896498e-18,0.4999396559643972
4.0,1.0,XI,-9.549562527847251e-09,0.00022593781135560017,4.0,-1.486935029185676e-08,0.0070014171595234,1.5818848694102599e-06,1.419957903605499e-16,0.4999299908504175
4.0,1.0,XX,9.992029852398665e-06,8.025174985000494e-07,0.0,0.0,0.0,0.0,0.0,
4.0,1.0,XX,9.992029852398665e-06,8.025174985000494e-07,0.5,-0.00012075674502350087,6.144846456769982e-05,4.9313468071539375e-11,-1.2066050011533147e-09,0.00012148066246973187
4.0,1.0,XX,9.992029852398665e-06,8.025174985000494e-07,1.0,-0.00024039457517080476,0.00012758767329350013,1.0239134041094128e-10,-2.402029771461376e-09,0.0001265935944628822
4.0,1.0,XX,9.992029852398665e-06,8.025174985000494e-07,2.0,-0.00047643556759180417,0.0002736482368102004,2.1960749847387114e-10,-4.760558414121809e-09,0.0001367771968255496
4.0,1.0,XX,9.992029852398665e-06,8.025174985000494e-07,4.0,-0.0009358022154574985,0.0006185478840169002,4.963955005837414e-10,-9.350563672792132e-09,0.00015687804015568815
4.0,1.0,XY,4.2954526130547134e-09,-5.538487200004542e-09,0.0,0.0,0.0,-0.0,0.0,
4.0,1.0,XY,4.2954526130547134e-09,-5.538487200004542e-09,0.5,-2.4774609850800354e-08,4.762601209999488e-08,-2.637760584030831e-16,-1.0641816262103143e-16,-6.497959192806157e-10
4.0,1.0,XY,4.2954526130547134e-09,-5.538487200004542e-09,1.0,-2.2379887206279687e-08,8.079070469999765e-08,-4.474582838602838e-16,-9.613174498008383e-17,-5.532240548734238e-10
4.0,1.0,XY,4.2954526130547134e-09,-5.538487200004542e-09,2.0,-6.061362675677881e-09,1.5828783980000342e-07,-8.766751746486885e-16,-2.6036296143912862e-17,-5.460158407535593e-10
4.0,1.0,XY,4.2954526130547134e-09,-5.538487200004542e-09,4.0,-1.9455552229731e-08,2.5703956409999667e-07,-1.4236103356625787e-15,-8.357040266362048e-17,-4.499097980168952e-10
4.0,1.0,XZ,1.1520658639733374e-08,2.5788986999906614e-09,0.0,0.0,0.0,0.0,0.0,
4.0,1.0,XZ,1.1520658639733374e-08,2.5788986999906614e-09,0.5,-6.950157536456437e-10,-5.1723567000007105e-08,-1.3338983969519819e-16,-8.007039246988487e-18,-3.285975764145476e-10
4.0,1.0,XZ,1.1520658639733374e-08,2.5788986999906614e-09,1.0,6.631377503497073e-09,-1.0029217540000602e-07,-2.586433607583109e-16,7.639783652899708e-17,-3.1977892457452153e-10
4.0,1.0,XZ,1.1520658639733374e-08,2.5788986999906614e-09,2.0,-3.964558343469418e-09,-1.875208931999961e-07,-4.835973876945576e-16,-4.5674323332417986e-17,-3.011968878143296e-10
4.0,1.0,XZ,1.1520658639733374e-08,2.5788986999906614e-09,4.0,2.469114090417756e-10,-3.4601632190000805e-07,-8.92341042723481e-16,2.844582057825873e-18,-2.8201044080440237e-10
4.0,1.0,YI,2.305001380246445e-09,1.2126196299991126e-08,0.0,0.0,0.0,0.0,0.0,
4.0,1.0,YI,2.305001380246445e-09,1.2126196299991126e-08,0.5,6.21904892735891e-11,-2.860862989999865e-08,-3.4691386204117917e-16,1.433491636138246e-19,-8.54600729349597e-10
4.0,1.0,YI,2.305001380246445e-09,1.2126196299991126e-08,1.0,5.157850811284821e-09,-7.05467207999977e-08,-8.554633847414392e-16,1.1888853239116758e-17,-1.0576693729290222e-09
4.0,1.0,YI,2.305001380246445e-09,1.2126196299991126e-08,2.0,5.104278160784089e-09,-1.2659020129998785e-07,-1.5350576306190446e-15,1.1765368205769111e-17,-9.560733633452138e-10
4.0,1.0,YI,2.305001380246445e-09,1.2126196299991126e-08,4.0,1.9799654836281807e-09,-2.5684259359998695e-07,-3.1145237081922863e-15,4.563823172603277e-18,-9.842965433511335e-10
4.0,1.0,YX,-1.118384029388379e-08,-1.4284933399984516e-08,0.0,0.0,0.0,-0.0,-0.0,
4.0,1.0,YX,-1.118384029388379e-08,-1.4284933399984516e-08,0.5,2.0467614368022817e-08,4.005285319998598e-08,-5.721523404411564e-16,-2.289065302887684e-16,-1.4094617164131962e-09
4.0,1.0,YX,-1.118384029388379e-08,-1.4284933399984516e-08,1.0,-2.516745492667838e-09,7.065728400000473e-08,-1.009334596163859e-15,2.814687965034898e-17,-1.247911142009728e-09
4.0,1.0,YX,-1.118384029388379e-08,-1.4284933399984516e-08,2.0,1.0120966521588712e-08,1.3664242189999213e-07,-1.9519278964539733e-15,-1.131912731971927e-16,-1.2157108839083255e-09
4.0,1.0,YX,-1.118384029388379e-08,-1.4284933399984516e-08,4.0,5.602664320399409e-09,2.476954910999999e-07,-3.538313593839956e-15,-6.265930297958796e-17,-1.1182287136065606e-09
4.0,1.0,YY,2.0372970915289096e-08,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,1.0,YY,2.0372970915289096e-08,0.0,0.5,-1.0208393216712153e-09,2.415343091799352e-09,0.0,-2.079752980959112e-17,0.0
4.0,1.0,YY,2.0372970915289096e-08,0.0,1.0,1.2411667736225705e-08,0.0,0.0,2.5286254580035837e-16,0.0
4.0,1.0,YY,2.0372970915289096e-08,0.0,2.0,-5.747310908027443e-09,8.516429748568111e-09,0.0,-1.1708979797036685e-16,0.0
4.0,1.0,YY,2.0372970915289096e-08,0.0,4.0,3.1338715960851996e-09,0.0,0.0,6.384627487929439e-17,0.0
4.0,1.0,YZ,2.0892283649743354e-10,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,1.0,YZ,2.0892283649743354e-10,0.0,0.5,1.904866831826188e-08,-8.147897614904132e-09,-0.0,3.979701816550069e-18,-0.0
4.0,1.0,YZ,2.0892283649743354e-10,0.0,1.0,1.6663993830928598e-08,-8.662480257972218e-09,-0.0,3.481488858533337e-18,-0.0
4.0,1.0,YZ,2.0892283649743354e-10,0.0,2.0,-2.6071387901778417e-09,-7.680893507201618e-09,-0.0,-5.446908311864419e-19,-0.0
4.0,1.0,YZ,2.0892283649743354e-10,0.0,4.0,2.0079296418980558e-08,-5.416321905434387e-09,-0.0,4.1950235627261775e-18,-0.0
4.0,1.0,ZI,1.9696144491551915e-10,2.7153781999875257e-09,0.0,0.0,0.0,0.0,0.0,
4.0,1.0,ZI,1.9696144491551915e-10,2.7153781999875257e-09,0.5,3.8741189776572515e-09,4.0572952500012244e-08,1.1017091072766262e-16,7.630520716140061e-19,2.7139918856800775e-10
4.0,1.0,ZI,1.9696144491551915e-10,2.7153781999875257e-09,1.0,3.6913062066987065e-09,8.980012690000322e-08,2.438413069403821e-16,7.270450040970013e-19,3.0147810742803164e-10
4.0,1.0,ZI,1.9696144491551915e-10,2.7153781999875257e-09,2.0,3.438167032417515e-09,1.6918375809999537e-07,4.593978885366904e-16,6.771863465658563e-19,2.861248174961609e-10
4.0,1.0,ZI,1.9696144491551915e-10,2.7153781999875257e-09,4.0,3.848784751229106e-09,3.517392591000047e-07,9.551051162399167e-16,7.580622057709017e-19,3.018460453452717e-10
4.0,1.0,ZX,1.2281690051250188e-08,-1.0588984000075609e-09,0.0,0.0,0.0,-0.0,0.0,
4.0,1.0,ZX,1.2281690051250188e-08,-1.0588984000075609e-09,0.5,7.288359317829276e-10,-4.77692479000061e-08,5.0582780170880996e-17,8.951337012372043e-18,1.2460753390544538e-10
4.0,1.0,ZX,1.2281690051250188e-08,-1.0588984000075609e-09,1.0,1.0159090012804475e-08,-8.343200650000966e-08,8.834601819228065e-17,1.2477079474001586e-16,1.0922837765925848e-10
4.0,1.0,ZX,1.2281690051250188e-08,-1.0588984000075609e-09,2.0,-1.1790290391217777e-09,-1.7363314690000732e-07,1.8385986144069553e-16,-1.4480469219917004e-17,1.145126493009271e-10
4.0,1.0,ZX,1.2281690051250188e-08,-1.0588984000075609e-09,4.0,3.898270317849461e-09,-3.386782665000082e-07,3.5862587451419295e-16,4.7877347779815635e-17,1.1333810293756933e-10
4.0,1.0,ZY,1.0382213311220694e-08,-5.365596705853851e-09,0.0,0.0,0.0,-0.0,0.0,
4.0,1.0,ZY,1.0382213311220694e-08,-5.365596705853851e-09,0.5,-2.3011647662217794e-08,0.0,-0.0,-2.3891183467179815e-16,-0.0
4.0,1.0,ZY,1.0382213311220694e-08,-5.365596705853851e-09,1.0,2.9595054278151715e-09,0.0,-0.0,3.072621664729257e-17,-0.0
4.0,1.0,ZY,1.0382213311220694e-08,-5.365596705853851e-09,2.0,-1.4113537806204144e-08,0.0,-0.0,-1.4652976007998917e-16,-0.0
4.0,1.0,ZY,1.0382213311220694e-08,-5.365596705853851e-09,4.0,-2.7662155233313453e-09,0.0,-0.0,-2.871943962803601e-17,-0.0
4.0,1.0,ZZ,4.686196276812672e-16,6.872368658986149e-09,0.0,0.0,0.0,0.0,0.0,
4.0,1.0,ZZ,4.686196276812672e-16,6.872368658986149e-09,0.5,-1.9935829356817413e-15,-7.0080472742203165e-09,-4.816188444804501e-17,-9.342320930709052e-31,-1.1864380781435773e-10
4.0,1.0,ZZ,4.686196276812672e-16,6.872368658986149e-09,1.0,-4.738486661378331e-16,-1.0767053600671496e-08,-7.399516171487875e-17,-2.2205478550277644e-31,-9.148540742560471e-11
4.0,1.0,ZZ,4.686196276812672e-16,6.872368658986149e-09,2.0,-2.2398024642287703e-15,-1.7639422259657644e-08,-1.2122461269989384e-16,-1.049615396866471e-30,-7.550180584260504e-11
4.0,1.0,ZZ,4.686196276812672e-16,6.872368658986149e-09,4.0,-9.82321528139321e-16,-6.318831529197877e-09,-4.342533976267301e-17,-4.60335148779942e-31,-1.3723899968979993e-11
0.01,2.0,IX,4.6190834096612015e-09,0.00048786908249939993,0.0,0.0,0.0,0.0,0.0,
0.01,2.0,IX,4.6190834096612015e-09,0.00048786908249939993,0.5,-7.646504343253926e-09,0.0001109718227845,5.413972136516002e-08,-3.531984135382653e-17,0.4998404860310479
0.01,2.0,IX,4.6190834096612015e-09,0.00048786908249939993,1.0,-2.342407638613772e-09,0.00022181351126159996,1.0821595422516709e-07,-1.0819776262184546e-17,0.49986597420985407
0.01,2.0,IX,4.6190834096612015e-09,0.00048786908249939993,2.0,-7.978924608860784e-09,0.00044308013689550003,2.1616509986091613e-07,-3.685531828772634e-17,0.49988454470604715
0.01,2.0,IX,4.6190834096612015e-09,0.00048786908249939993,4.0,-8.939935914561053e-09,0.0008839248027467,4.312395825144956e-07,-4.12943096663833e-17,0.49988915736605843
0.01,2.0,IY,1.9997156189458924e-09,3.720134574980579e-08,0.0,0.0,0.0,0.0,0.0,
0.01,2.0,IY,1.9997156189458924e-09,3.720134574980579e-08,0.5,7.054342982985458e-10,-2.698608462720401e-08,-1.0039186646501353e-15,1.4106679844477378e-18,-9.268595785520277e-09
0.01,2.0,IY,1.9997156189458924e-09,3.720134574980579e-08,1.0,1.79954547184449e-09,-4.2194662924760614e-08,-1.5696982442605312e-15,3.5985791870507825e-18,-7.250675260416542e-09
0.01,2.0,IY,1.9997156189458924e-09,3.720134574980579e-08,2.0,4.681770297866099e-11,-6.82048097709224e-08,-2.5373107100878165e-15,9.3622091889598e-20,-5.867563311127045e-09
0.01,2.0,IY,1.9997156189458924e-09,3.720134574980579e-08,4.0,-2.1469034578895548e-09,-1.2842779993579867e-07,-4.7776869892985325e-15,-4.293196377110688e-18,-5.53825302703734e-09
0.01,2.0,IZ,7.308053039800729e-11,-3.962610249999554e-08,0.0,0.0,0.0,-0.0,0.0,
0.01,2.0,IZ,7.308053039800729e-11,-3.962610249999554e-08,0.5,-1.853386911027357e-11,2.679713739998208e-08,-1.0618661133181538e-15,-1.354464984906036e-21,-9.80359079798299e-09
0.01,2.0,IZ,7.308053039800729e-11,-3.962610249999554e-08,1.0,1.1348219835847172e-10,4.3336379599982246e-08,-1.7172518200076122e-15,8.293339246768985e-21,-7.932247699684549e-09
0.01,2.0,IZ,7.308053039800729e-11,-3.962610249999554e-08,2.0,9.360452673690158e-11,9.595760279998509e-08,-3.802425804206068e-15,6.840668461587221e-21,-8.79315806824072e-09
0.01,2.0,IZ,7.308053039800729e-11,-3.962610249999554e-08,4.0,-2.1768383853677469e-10,1.9406689330000006e-07,-7.6901146057615e-15,-1.5908450379341673e-20,-8.914313681289488e-09
0.01,2.0,XI,9.547253468870698e-10,0.00048787463359839994,0.0,0.0,0.0,0.0,0.0,
0.01,2.0,XI,9.547253468870698e-10,0.00048787463359839994,0.5,-4.4451988679581415e-09,0.00011099369958540001,5.415101051695791e-08,-4.243944031193347e-18,0.49994471218846526
0.01,2.0,XI,9.547253468870698e-10,0.00048787463359839994,1.0,1.7680987964208182e-09,0.00022183455835579998,1.0822745387729878e-07,1.6880487367434763e-18,0.49991909285448505
0.01,2.0,XI,9.547253468870698e-10,0.00048787463359839994,2.0,-2.8771440330037565e-09,0.0004430890599471,2.1617191277315088e-07,-2.7468823349535743e-18,0.49990029965230254
0.01,2.0,XI,9.547253468870698e-10,0.00048787463359839994,4.0,-3.844560563802102e-09,0.0008839254816436,4.3124482048516057e-07,-3.67049941790431e-18,0.4998952291759019
0.01,2.0,XX,1.5701556297499294e-05,2.885019828999984e-07,0.0,0.0,0.0,0.0,0.0,
0.01,2.0,XX,1.5701556297499294e-05,2.885019828999984e-07,0.5,-4.120880975200594e-06,8.065911914867376e-05,2.327031581335961e-11,-6.470424462740592e-11,0.00021484126022360196
0.01,2.0,XX,1.5701556297499294e-05,2.885019828999984e-07,1.0,-8.117276173100207e-06,0.0001613127135873254,4.653903773692289e-11,-1.2745386881428253e-10,0.00021497090335452528
0.01,2.0,XX,1.5701556297499294e-05,2.885019828999984e-07,2.0,-1.5633516950100054e-05,0.0003225516028442254,9.30567770081318e-11,-2.454705465199055e-10,0.00021519498122709113
