nbar,multiplier_heating,pauli,delta_h_heating,delta_gamma_heating,multiplier_motional_dephasing,delta_h_motional_dephasing,delta_gamma_motional_dephasing,gamma_mode_product,h_mode_product,gamma_overlap_fraction
2.0,0.5,IY,4.4581349438817645e-09,6.896961300006553e-09,2.0,-2.197002420711926e-09,-1.0936528789999382e-07,-7.542881582103323e-16,-9.794533263568663e-18,-1.553812461896991e-09
2.0,0.5,IY,4.4581349438817645e-09,6.896961300006553e-09,4.0,-1.7619320048040668e-08,-2.2757174689999702e-07,-1.5695535313441655e-15,-7.854930639360663e-17,-1.631904788983272e-09
2.0,0.5,IZ,-2.658836080457263e-10,-5.242116400005657e-09,0.0,0.0,0.0,-0.0,-0.0,
2.0,0.5,IZ,-2.658836080457263e-10,-5.242116400005657e-09,0.5,-1.0879353975679652e-09,3.604294419997864e-08,-1.8894130889519678e-16,2.892641888260323e-19,-1.5457750575402287e-09
2.0,0.5,IZ,-2.658836080457263e-10,-5.242116400005657e-09,1.0,-3.8756803321675837e-10,6.921841569999788e-08,-3.628509921233679e-16,1.0304798703485762e-19,-1.4878347882607577e-09
2.0,0.5,IZ,-2.658836080457263e-10,-5.242116400005657e-09,2.0,-3.237300395534953e-10,1.4761723189998734e-07,-7.738267122663619e-16,8.607451094926903e-20,-1.5940613355525695e-09
2.0,0.5,IZ,-2.658836080457263e-10,-5.242116400005657e-09,4.0,-5.645201535871246e-10,2.6919667299999577e-07,-1.4111602943602377e-15,1.5009665525027227e-19,-1.4672193056182862e-09
2.0,0.5,XI,7.498117227364375e-09,0.0001173384023369999,0.0,0.0,0.0,0.0,0.0,
2.0,0.5,XI,7.498117227364375e-09,0.0001173384023369999,0.5,-4.354881724021019e-09,0.0005207368506259001,6.110243009044409e-08,-3.2653413678016276e-17,0.49989392442123126
2.0,0.5,XI,7.498117227364375e-09,0.0001173384023369999,1.0,-1.2300389273472792e-08,0.0010389862103149998,1.2191298196853625e-07,-9.222976071471431e-17,0.4998921861889909
2.0,0.5,XI,7.498117227364375e-09,0.0001173384023369999,2.0,-9.46776800922955e-09,0.0020681120918121,2.4266896870706266e-07,-7.09904344146934e-17,0.49989127310093817
2.0,0.5,XI,7.498117227364375e-09,0.0001173384023369999,4.0,-2.2212359246409593e-08,0.0040974547790745995,4.807887974247184e-07,-1.6655087352591014e-16,0.499888360185443
2.0,0.5,XX,4.25525504360591e-06,2.4759269280009814e-07,0.0,0.0,0.0,0.0,0.0,
2.0,0.5,XX,4.25525504360591e-06,2.4759269280009814e-07,0.5,-4.676520926559513e-05,7.350938708050006e-05,1.8200387093345755e-11,-1.989978925927095e-10,0.00014890181808826337
2.0,0.5,XX,4.25525504360591e-06,2.4759269280009814e-07,1.0,-9.297363609879483e-05,0.0001485886468278999,3.6789463187642494e-11,-3.9562653393177723e-10,0.00015085157367684078
2.0,0.5,XX,4.25525504360591e-06,2.4759269280009814e-07,2.0,-0.00018376497692159516,0.0003033498165259999,7.510719793408802e-11,-7.819668448837415e-10,0.00015471872235810384
2.0,0.5,XX,4.25525504360591e-06,2.4759269280009814e-07,4.0,-0.0003588226729084945,0.0006308370716259001,1.5619064928198498e-10,-1.526881988654025e-09,0.00016239539682306447
2.0,0.5,XY,-2.6584935861988156e-09,5.222353100013894e-09,0.0,0.0,0.0,0.0,-0.0,
2.0,0.5,XY,-2.6584935861988156e-09,5.222353100013894e-09,0.5,-1.4142047796281398e-09,2.5331699700001896e-08,1.3229108045692592e-16,3.759654336213119e-18,1.0823056837125691e-09
2.0,0.5,XY,-2.6584935861988156e-09,5.222353100013894e-09,1.0,-2.044172982684177e-11,5.332293970001373e-08,2.784712194442206e-16,5.434420763546788e-20,1.1418438334533756e-09
2.0,0.5,XY,-2.6584935861988156e-09,5.222353100013894e-09,2.0,5.947918362198887e-09,9.76524855000199e-08,5.099757603750908e-16,-1.5812502817139905e-17,1.050535770860197e-09
2.0,0.5,XY,-2.6584935861988156e-09,5.222353100013894e-09,4.0,9.293912022240138e-09,2.1772373639999455e-07,1.1370302297351195e-15,-2.470780550182147e-17,1.1821992943014947e-09
2.0,0.5,XZ,-3.490940846630842e-09,-6.085195799999336e-09,0.0,0.0,0.0,-0.0,-0.0,
2.0,0.5,XZ,-3.490940846630842e-09,-6.085195799999336e-09,0.5,5.864106350354133e-10,-3.509467080000338e-08,2.135579433545399e-16,-2.0471248387438554e-18,1.747169764554483e-09
2.0,0.5,XZ,-3.490940846630842e-09,-6.085195799999336e-09,1.0,2.2064538523212855e-09,-7.158323649999597e-08,4.3559801010013463e-16,-7.70259987927435e-18,1.7861267770870266e-09
2.0,0.5,XZ,-3.490940846630842e-09,-6.085195799999336e-09,2.0,4.6086057205791065e-09,-1.3762917880000476e-07,8.375005007911465e-16,-1.6088369955986166e-17,1.7252275550259708e-09
2.0,0.5,XZ,-3.490940846630842e-09,-6.085195799999336e-09,4.0,2.427311393970334e-09,-2.6560830320000544e-07,1.6162785310776232e-15,-8.473600492703486e-18,1.6804859614680171e-09
2.0,0.5,YI,5.0233855804977515e-09,-4.5442788000035804e-09,0.0,0.0,0.0,-0.0,0.0,
2.0,0.5,YI,5.0233855804977515e-09,-4.5442788000035804e-09,0.5,-2.222991904460201e-09,-2.642000160000288e-08,1.2005985316695377e-16,-1.116694547842861e-17,9.822390218560472e-10
2.0,0.5,YI,5.0233855804977515e-09,-4.5442788000035804e-09,1.0,-5.698460953726788e-09,-5.2547969899997674e-08,2.387926255997857e-16,-2.862556658598061e-17,9.791456638120267e-10
2.0,0.5,YI,5.0233855804977515e-09,-4.5442788000035804e-09,2.0,-2.26815943503405e-09,-1.0483494430000293e-07,4.763992148820595e-16,-1.1393839400219973e-17,9.813690283538468e-10
2.0,0.5,YI,5.0233855804977515e-09,-4.5442788000035804e-09,4.0,2.3332592988889964e-09,-1.9894645720000754e-07,9.04068167789814e-16,1.1720861117601277e-17,9.399827040751118e-10
2.0,0.5,YX,1.3465964242050767e-08,4.238261000022534e-10,0.0,0.0,0.0,0.0,0.0,
2.0,0.5,YX,1.3465964242050767e-08,4.238261000022534e-10,0.5,-2.4709783334851517e-09,2.6854309199991116e-08,1.1381557136486869e-17,-3.3274105881593246e-17,9.31153025266125e-11
2.0,0.5,YX,1.3465964242050767e-08,4.238261000022534e-10,1.0,5.345663316054696e-09,5.439779879998674e-08,2.3055206914105643e-17,7.198451106403507e-17,9.453560729329264e-11
2.0,0.5,YX,1.3465964242050767e-08,4.238261000022534e-10,2.0,1.8886341865406564e-09,1.013442627999803e-07,4.29523436601191e-17,2.5432280422271117e-17,8.848062391053067e-11
2.0,0.5,YX,1.3465964242050767e-08,4.238261000022534e-10,4.0,-1.962154007220571e-08,2.1913469099997702e-07,9.287500146171917e-17,-2.6422295698628835e-16,9.656450489612113e-11
2.0,0.5,YY,-6.842199509659453e-09,0.0,0.0,0.0,0.0,0.0,-0.0,
2.0,0.5,YY,-6.842199509659453e-09,0.0,0.5,4.725238136961108e-09,6.518989241786422e-11,0.0,-3.233102206373944e-17,0.0
2.0,0.5,YY,-6.842199509659453e-09,0.0,1.0,6.003978716079037e-09,4.630863680087588e-09,0.0,-4.108042022716178e-17,0.0
2.0,0.5,YY,-6.842199509659453e-09,0.0,2.0,1.1667198237400425e-08,-1.4524932785597484e-09,-0.0,-7.982929805904082e-17,-0.0
2.0,0.5,YY,-6.842199509659453e-09,0.0,4.0,1.0119915260792762e-08,1.3440199907742737e-08,0.0,-6.924247923519145e-17,0.0
2.0,0.5,YZ,-3.261778254939607e-09,0.0,0.0,0.0,0.0,0.0,-0.0,
2.0,0.5,YZ,-3.261778254939607e-09,0.0,0.5,1.9028498793203402e-09,0.0,0.0,-6.2066743587815416e-18,0.0
2.0,0.5,YZ,-3.261778254939607e-09,0.0,1.0,-1.6472043830117224e-09,0.0,0.0,5.372815437948848e-18,0.0
2.0,0.5,YZ,-3.261778254939607e-09,0.0,2.0,-1.6179502579099205e-09,0.0,0.0,5.277394968824508e-18,0.0
2.0,0.5,YZ,-3.261778254939607e-09,0.0,4.0,-8.446240490224354e-09,7.526306699504222e-09,0.0,2.7549763567004246e-17,0.0
2.0,0.5,ZI,5.636860156990039e-10,-4.097056899987758e-09,0.0,0.0,0.0,-0.0,0.0,
2.0,0.5,ZI,5.636860156990039e-10,-4.097056899987758e-09,0.5,-1.3460094630231355e-10,3.6366951799998324e-08,-1.4899747080370534e-16,-7.587267113046669e-20,-1.218984749029656e-09
2.0,0.5,ZI,5.636860156990039e-10,-4.097056899987758e-09,1.0,-3.8145522666631944e-10,6.866148190000322e-08,-2.8130999818179274e-16,-2.1502097688709803e-19,-1.1534839663278056e-09
2.0,0.5,ZI,5.636860156990039e-10,-4.097056899987758e-09,2.0,-6.620888892346453e-10,1.4697894079999962e-07,-6.021810835575306e-16,-3.732102480112563e-19,-1.240476151939551e-09
2.0,0.5,ZI,5.636860156990039e-10,-4.097056899987758e-09,4.0,-9.106098368546641e-10,2.6870131670001744e-07,-1.1008845836216023e-15,-5.132980307929255e-19,-1.1446177452714163e-09
2.0,0.5,ZX,-4.056064333990366e-09,9.009510800004217e-09,0.0,0.0,0.0,0.0,-0.0,
2.0,0.5,ZX,-4.056064333990366e-09,9.009510800004217e-09,0.5,2.2373875003632935e-09,-3.7717716499987425e-08,-3.3981817415813395e-16,-9.074987641539412e-18,-2.7801355922852853e-09
2.0,0.5,ZX,-4.056064333990366e-09,9.009510800004217e-09,1.0,1.8044549807644997e-09,-7.154149459999328e-08,-6.445538682470829e-16,-7.318985489770159e-18,-2.642929711929789e-09
2.0,0.5,ZX,-4.056064333990366e-09,9.009510800004217e-09,2.0,4.76887234318465e-09,-1.4521300889999418e-07,-1.3082981719856062e-15,-1.934285302454432e-17,-2.6950575604044283e-09
2.0,0.5,ZX,-4.056064333990366e-09,9.009510800004217e-09,4.0,5.251308698583208e-09,-2.951491907999962e-07,-2.6591498221250712e-15,-2.129964591909671e-17,-2.764785808632847e-09
2.0,0.5,ZY,-1.2008166368789472e-08,2.341690272949798e-10,0.0,0.0,0.0,0.0,-0.0,
2.0,0.5,ZY,-1.2008166368789472e-08,2.341690272949798e-10,0.5,2.835769580730111e-09,0.0,0.0,-3.4052392908959545e-17,0.0
2.0,0.5,ZY,-1.2008166368789472e-08,2.341690272949798e-10,1.0,-6.45148066760995e-09,0.0,0.0,7.747045318168925e-17,0.0
2.0,0.5,ZY,-1.2008166368789472e-08,2.341690272949798e-10,2.0,-9.673186078456541e-10,0.0,0.0,1.1615722774636436e-17,0.0
2.0,0.5,ZY,-1.2008166368789472e-08,2.341690272949798e-10,4.0,5.706911200780957e-09,0.0,0.0,-6.852953915088584e-17,0.0
2.0,0.5,ZZ,1.3557982702040176e-15,-2.610174595025019e-09,0.0,0.0,0.0,-0.0,0.0,
2.0,0.5,ZZ,1.3557982702040176e-15,-2.610174595025019e-09,0.5,-1.4979746727935496e-16,2.6841783418336818e-09,-7.006174116370657e-18,-2.0309514701829238e-31,-5.731922394946969e-11
2.0,0.5,ZZ,1.3557982702040176e-15,-2.610174595025019e-09,1.0,1.2182608076455528e-15,-1.5403120974880058e-09,4.020483505272893e-18,1.6517158956631897e-30,1.6485596993323836e-11
2.0,0.5,ZZ,1.3557982702040176e-15,-2.610174595025019e-09,2.0,6.327423843488096e-16,6.6267404393179595e-09,-1.7296949542532673e-17,8.578710301848817e-31,-3.5631231193869975e-11
2.0,0.5,ZZ,1.3557982702040176e-15,-2.610174595025019e-09,4.0,7.800876666717163e-16,-2.187585852481827e-09,5.709981016584214e-18,1.0576415090810012e-30,5.9368127176823915e-12
3.0,0.5,IX,-1.5211840197793075e-08,0.00011509267684180007,0.0,0.0,0.0,0.0,-0.0,
3.0,0.5,IX,-1.5211840197793075e-08,0.00011509267684180007,0.5,-9.955604696672042e-09,0.0007136631555928,8.213740294054142e-08,1.514430677181733e-16,0.49981901385609484
3.0,0.5,IX,-1.5211840197793075e-08,0.00011509267684180007,1.0,-2.8399596075618896e-09,0.0014228197714987,1.637561361652237e-07,4.32010117184186e-17,0.4998040783547904
3.0,0.5,IX,-1.5211840197793075e-08,0.00011509267684180007,2.0,-1.5875417459324833e-08,0.0028280374519499,3.2548640055377754e-07,2.414943134645035e-16,0.4998049496083766
3.0,0.5,IX,-1.5211840197793075e-08,0.00011509267684180007,4.0,-3.5551217366681656e-09,0.0055870877041527,6.430328796208413e-07,5.407994374189673e-17,0.49979440120478896
3.0,0.5,IY,-1.879628589687953e-08,-3.647021270000532e-08,0.0,0.0,0.0,-0.0,-0.0,
3.0,0.5,IY,-1.879628589687953e-08,-3.647021270000532e-08,0.5,-2.8175441576924772e-08,-1.9914165999952932e-09,7.262738697614977e-17,5.295936551507042e-16,4.4194907116361865e-10
3.0,0.5,IY,-1.879628589687953e-08,-3.647021270000532e-08,1.0,-2.214676190322706e-08,-5.17413269999936e-08,1.887017201070295e-15,4.1627686842317567e-16,5.759411006552963e-09
3.0,0.5,IY,-1.879628589687953e-08,-3.647021270000532e-08,2.0,-3.4842815579144425e-08,-8.504964829999422e-08,3.101778763561435e-15,6.549155230778466e-16,4.7629774269540165e-09
3.0,0.5,IY,-1.879628589687953e-08,-3.647021270000532e-08,4.0,-1.894288968595074e-08,-2.0377282749999112e-07,7.43163836140617e-15,3.560559702501806e-16,5.77620734883671e-09
3.0,0.5,IZ,1.977990863908592e-09,-5.7676407999899485e-09,0.0,0.0,0.0,-0.0,0.0,
3.0,0.5,IZ,1.977990863908592e-09,-5.7676407999899485e-09,0.5,-3.708479765735275e-09,2.153711780000355e-08,-1.2421835933749023e-16,-7.33533909561425e-18,-7.558882512006186e-10
3.0,0.5,IZ,1.977990863908592e-09,-5.7676407999899485e-09,1.0,-2.8883781132549565e-09,5.302677439999277e-08,-3.058393875212608e-16,-5.71318551953184e-18,-9.33459818876208e-10
3.0,0.5,IZ,1.977990863908592e-09,-5.7676407999899485e-09,2.0,-4.8459278057908724e-09,1.3982346059999398e-07,-8.064514961523123e-16,-9.585200927014956e-18,-1.2383572668788371e-09
3.0,0.5,IZ,1.977990863908592e-09,-5.7676407999899485e-09,4.0,-3.214449521891224e-09,2.835254901000124e-07,-1.6352731845379778e-15,-6.3581517867961826e-18,-1.2710086964049504e-09
3.0,0.5,XI,-1.1769034286017932e-08,0.00011515440478269989,0.0,0.0,0.0,0.0,-0.0,
3.0,0.5,XI,-1.1769034286017932e-08,0.00011515440478269989,0.5,-1.2522403131241456e-08,0.0007136170064020999,8.217614161504595e-08,1.47376591794919e-16,0.5000547447825153
3.0,0.5,XI,-1.1769034286017932e-08,0.00011515440478269989,1.0,1.2706820552237051e-08,0.0014228037307413,1.638421167361192e-07,-1.4954700674555515e-16,0.5000665017423909
3.0,0.5,XI,-1.1769034286017932e-08,0.00011515440478269989,2.0,-5.56708208366142e-09,0.0028279601149206997,3.2565206378290877e-07,6.55191799156874e-17,0.5000593359721295
3.0,0.5,XI,-1.1769034286017932e-08,0.00011515440478269989,4.0,-1.563552337953165e-08,0.005587031258128,6.433712590320688e-07,1.8401501073354294e-16,0.5000574050737577
3.0,0.5,XX,4.602436905101759e-06,3.0408928010025593e-07,0.0,0.0,0.0,0.0,0.0,
3.0,0.5,XX,4.602436905101759e-06,3.0408928010025593e-07,0.5,-8.07662063428971e-05,6.823476967759978e-05,2.074946198906809e-11,-3.7172136875761343e-10,0.00012626373927269164
3.0,0.5,XX,4.602436905101759e-06,3.0408928010025593e-07,1.0,-0.00016066901795609712,0.00013944552442549975,4.2403889135752875e-11,-7.394690177475986e-10,0.00012942193938167974
3.0,0.5,XX,4.602436905101759e-06,3.0408928010025593e-07,2.0,-0.0003180294244953946,0.00029065405756589996,8.838478312343287e-11,-1.4637103602058775e-09,0.00013572042334179167
3.0,0.5,XX,4.602436905101759e-06,3.0408928010025593e-07,4.0,-0.0006234394938709961,0.0006270104899499,1.9066716850417384e-10,-2.8693409346898342e-09,0.00014819519550562585
3.0,0.5,XY,3.1588724599906066e-08,-1.4055997000009257e-09,0.0,0.0,0.0,-0.0,0.0,
3.0,0.5,XY,3.1588724599906066e-08,-1.4055997000009257e-09,0.5,-4.272186266818681e-08,6.162979299998935e-08,-8.662681855190419e-17,-1.3495291542203613e-15,-5.271378138586446e-10
3.0,0.5,XY,3.1588724599906066e-08,-1.4055997000009257e-09,1.0,-3.32523836004893e-08,9.882647990000536e-08,-1.3891047049959504e-16,-1.0504003878462894e-15,-4.2397201905051167e-10
3.0,0.5,XY,3.1588724599906066e-08,-1.4055997000009257e-09,2.0,-5.407914061466659e-08,1.5011420610001143e-07,-2.110004830600532e-16,-1.708291079476298e-15,-3.2400458398183933e-10
3.0,0.5,XY,3.1588724599906066e-08,-1.4055997000009257e-09,4.0,-4.3805958802273094e-08,2.720846933000078e-07,-3.8244216327733487e-16,-1.3837743684398357e-15,-2.9725144397494135e-10
3.0,0.5,XZ,2.171003013102073e-08,2.116194230000225e-08,0.0,0.0,0.0,0.0,0.0,
3.0,0.5,XZ,2.171003013102073e-08,2.116194230000225e-08,0.5,6.851733259729659e-09,-7.263966719999544e-08,-1.5371964459776695e-15,1.487513355184478e-16,-9.354082113940624e-09
3.0,0.5,XZ,2.171003013102073e-08,2.116194230000225e-08,1.0,6.332996058533336e-09,-9.702572839999715e-08,-2.0532528660164294e-15,1.3748953525039424e-16,-6.2667829148903e-09
3.0,0.5,XZ,2.171003013102073e-08,2.116194230000225e-08,2.0,1.3008047358493223e-08,-2.0703750439999646e-07,-4.381315722049188e-15,2.824051000986325e-16,-6.727787335973131e-09
3.0,0.5,XZ,2.171003013102073e-08,2.116194230000225e-08,4.0,-2.9712016932774704e-09,-3.4968515269998945e-07,-7.400017024604653e-15,-6.45048782863937e-17,-5.751629807636441e-09
3.0,0.5,YI,5.045915041534793e-09,2.5692577999996183e-08,0.0,0.0,0.0,0.0,0.0,
3.0,0.5,YI,5.045915041534793e-09,2.5692577999996183e-08,0.5,-1.1242150699264162e-08,-5.558507210000579e-08,-1.4281238005648105e-15,-5.672693731261792e-17,-8.690357913792797e-09
3.0,0.5,YI,5.045915041534793e-09,2.5692577999996183e-08,1.0,-8.577420193845149e-09,-7.366668480000111e-08,-1.892687045225162e-15,-4.328093357368751e-17,-5.776716075532969e-09
3.0,0.5,YI,5.045915041534793e-09,2.5692577999996183e-08,2.0,-6.8794889985431764e-09,-1.6504481690001068e-07,-4.240426831698612e-15,-3.4713317015822144e-17,-6.511443535979512e-09
3.0,0.5,YI,5.045915041534793e-09,2.5692577999996183e-08,4.0,7.922674881916553e-09,-2.724199848000029e-07,-6.99917170823185e-15,3.997714435585262e-17,-5.440074596042256e-09
3.0,0.5,YX,-3.477894788768025e-08,-6.799732100000672e-09,0.0,0.0,0.0,-0.0,-0.0,
3.0,0.5,YX,-3.477894788768025e-08,-6.799732100000672e-09,0.5,-7.161362316060038e-09,5.560042959999972e-08,-3.7806802592494563e-16,2.490646467950492e-16,-2.3006033928917553e-09
3.0,0.5,YX,-3.477894788768025e-08,-6.799732100000672e-09,1.0,-8.755007086962226e-09,9.034360210001362e-08,-6.143122912291507e-16,3.044899352337305e-16,-1.8749574564339857e-09
3.0,0.5,YX,-3.477894788768025e-08,-6.799732100000672e-09,2.0,8.147291442778021e-09,1.4619465429999774e-07,-9.94084483692196e-16,-2.8335422451412005e-16,-1.526479583887121e-09
3.0,0.5,YX,-3.477894788768025e-08,-6.799732100000672e-09,4.0,3.1400418165483896e-09,2.6574831120000425e-07,-1.807017322187637e-15,-1.0920735070287327e-16,-1.4044960516513216e-09
3.0,0.5,YY,4.6338338340513435e-08,2.9582273240602323e-08,0.0,0.0,0.0,0.0,0.0,
3.0,0.5,YY,4.6338338340513435e-08,2.9582273240602323e-08,0.5,1.812096333044246e-08,1.128539705243692e-08,3.3384769923387704e-16,8.396953298620799e-16,2.0315157508692307e-09
3.0,0.5,YY,4.6338338340513435e-08,2.9582273240602323e-08,1.0,1.8868296414642357e-08,1.8304693052535818e-08,5.414944314654696e-16,8.743255031707941e-16,1.65270829900251e-09
3.0,0.5,YY,4.6338338340513435e-08,2.9582273240602323e-08,2.0,3.2871415476490775e-08,1.8992497997841597e-08,5.618412652937427e-16,1.5232067720812191e-15,8.627427898992954e-10
3.0,0.5,YY,4.6338338340513435e-08,2.9582273240602323e-08,4.0,-8.547014576277451e-10,2.3605310291507307e-08,6.982987389725712e-16,-3.960544532368446e-17,5.427495407585436e-10
3.0,0.5,YZ,-1.56161868464018e-08,2.5174004827974543e-08,0.0,0.0,0.0,0.0,-0.0,
3.0,0.5,YZ,-1.56161868464018e-08,2.5174004827974543e-08,0.5,1.9412590606374507e-08,-2.4975254319731494e-08,-6.287271728248127e-16,-3.0315064208184873e-16,-3.825903720541435e-09
3.0,0.5,YZ,-1.56161868464018e-08,2.5174004827974543e-08,1.0,1.781068855644623e-08,-1.2208981422306503e-08,-3.073489572697954e-16,-2.781350403605347e-16,-9.38067213350375e-10
3.0,0.5,YZ,-1.56161868464018e-08,2.5174004827974543e-08,2.0,2.3823617594184797e-08,-2.540799106562862e-08,-6.39620889755269e-16,-3.7203406370801516e-16,-9.821783215172399e-10
3.0,0.5,YZ,-1.56161868464018e-08,2.5174004827974543e-08,4.0,1.4289476465825832e-08,-2.540799106562862e-08,-6.39620889755269e-16,-2.2314713442759746e-16,-4.971424474932057e-10
3.0,0.5,ZI,-1.906242222883887e-09,-4.193953800023763e-09,0.0,0.0,0.0,-0.0,-0.0,
3.0,0.5,ZI,-1.906242222883887e-09,-4.193953800023763e-09,0.5,-4.150262060159264e-10,2.864268520001473e-08,-1.2012609843748617e-16,7.911404775108655e-19,-7.309862000734053e-10
3.0,0.5,ZI,-1.906242222883887e-09,-4.193953800023763e-09,1.0,-8.086345372666221e-10,6.301625410002438e-08,-2.6428725834606027e-16,1.541453297819809e-18,-8.066375567465234e-10
3.0,0.5,ZI,-1.906242222883887e-09,-4.193953800023763e-09,2.0,-2.0578292291410432e-10,1.457197067000044e-07,-6.111417176528315e-16,3.9227209640732574e-19,-9.384467519237653e-10
3.0,0.5,ZI,-1.906242222883887e-09,-4.193953800023763e-09,4.0,1.8334145336294172e-10,2.926582130000175e-07,-1.2273950245195872e-15,-3.494932196053365e-19,-9.539872388535043e-10
3.0,0.5,ZX,2.635939841007847e-08,-3.718041270001082e-08,0.0,0.0,0.0,-0.0,0.0,
3.0,0.5,ZX,2.635939841007847e-08,-3.718041270001082e-08,0.5,9.158953346794866e-09,-2.0122222800012836e-08,7.481525481460446e-16,2.4142450028748745e-16,4.552625910256418e-09
3.0,0.5,ZX,2.635939841007847e-08,-3.718041270001082e-08,1.0,8.517321424951846e-09,-7.660698550000658e-08,2.8482793365939896e-15,2.24511468827003e-16,8.693302504933392e-09
3.0,0.5,ZX,2.635939841007847e-08,-3.718041270001082e-08,2.0,1.594321480577245e-08,-1.2901901620000344e-07,4.79698026846551e-15,4.202535510028179e-16,7.366066530809333e-09
3.0,0.5,ZX,2.635939841007847e-08,-3.718041270001082e-08,4.0,-1.0024685423518758e-09,-2.8383433850000565e-07,1.055307784386478e-14,-2.6424467701423716e-17,8.202332087516129e-09
3.0,0.5,ZY,1.80940846649005e-08,-1.1286852351161602e-08,0.0,0.0,0.0,-0.0,0.0,
3.0,0.5,ZY,1.80940846649005e-08,-1.1286852351161602e-08,0.5,7.66223271682861e-09,6.929504305074345e-09,-7.821229195811282e-17,1.3864108750046742e-16,-4.759340962633952e-10
3.0,0.5,ZY,1.80940846649005e-08,-1.1286852351161602e-08,1.0,2.6462273595159836e-09,0.0,-0.0,4.78810618856583e-17,-0.0
3.0,0.5,ZY,1.80940846649005e-08,-1.1286852351161602e-08,2.0,1.2177381246886424e-09,2.2547097872777092e-08,-2.5448576463722485e-16,2.2033856727793455e-17,-3.907789835586148e-10
3.0,0.5,ZY,1.80940846649005e-08,-1.1286852351161602e-08,4.0,-3.883086887114647e-09,1.0709973294505126e-08,-1.2088188725996314e-16,-7.026090289661735e-17,-9.395490086793369e-11
3.0,0.5,ZZ,-3.3702704911171834e-15,2.392797746292134e-08,0.0,0.0,0.0,0.0,-0.0,
3.0,0.5,ZZ,-3.3702704911171834e-15,2.392797746292134e-08,0.5,-2.4161074416987226e-15,-1.8839122937434203e-08,-4.507821090681301e-16,8.142935614125836e-30,-2.743080023865656e-09
3.0,0.5,ZZ,-3.3702704911171834e-15,2.392797746292134e-08,1.0,-4.014181838571374e-16,-1.5354976536140558e-08,-3.6741353250045724e-16,1.3528878596515623e-30,-1.121391761473832e-09
3.0,0.5,ZZ,-3.3702704911171834e-15,2.392797746292134e-08,2.0,-3.7785006280216765e-15,-9.693249989999045e-09,-2.319398673031597e-16,1.27345691672892e-29,-3.561583325521337e-10
3.0,0.5,ZZ,-3.3702704911171834e-15,2.392797746292134e-08,4.0,2.38013302688245e-16,-1.5367105042889826e-08,-3.6770374313661263e-16,-8.021692105435342e-31,-2.8579607349173947e-10
4.0,0.5,IX,-1.315183898307143e-09,0.0001129571771609,0.0,0.0,0.0,0.0,-0.0,
4.0,0.5,IX,-1.315183898307143e-09,0.0001129571771609,0.5,-2.393709539397058e-08,0.0008982455913427,1.0146328639529474e-07,3.1481682434392184e-17,0.49990175393490394
4.0,0.5,IX,-1.315183898307143e-09,0.0001129571771609,1.0,-1.5227186672532253e-08,0.0017897250538042,2.021622899718623e-07,2.0026550728231544e-17,0.49989957063274715
4.0,0.5,IX,-1.315183898307143e-09,0.0001129571771609,2.0,-3.764841677666314e-08,0.0035527358197826,4.0130700940105844e-07,4.951459154142387e-17,0.49989334585438405
4.0,0.5,IX,-1.315183898307143e-09,0.0001129571771609,4.0,-2.9413039070368115e-08,0.007001418917659,7.908605170596843e-07,3.8683555385627044e-17,0.49988282953167956
4.0,0.5,IY,-5.297513380110183e-09,-7.350693099995517e-09,0.0,0.0,0.0,-0.0,-0.0,
4.0,0.5,IY,-5.297513380110183e-09,-7.350693099995517e-09,0.5,-2.5622303496684096e-10,-2.2003098499993358e-08,1.617380243224229e-16,1.3573449560292794e-18,7.968707195403326e-10
4.0,0.5,IY,-5.297513380110183e-09,-7.350693099995517e-09,1.0,-4.025398239133852e-09,-5.227778539999405e-08,3.8427795642278265e-16,2.1324601032083552e-17,9.502285784659237e-10
4.0,0.5,IY,-5.297513380110183e-09,-7.350693099995517e-09,2.0,-3.133988099754101e-09,-1.206013592000045e-07,8.86503578921554e-16,1.660234389155344e-17,1.1042848238319677e-09
4.0,0.5,IY,-5.297513380110183e-09,-7.350693099995517e-09,4.0,-9.919258689396616e-09,-2.4982085369999805e-07,1.8363564255275653e-15,5.254740562785277e-17,1.1607142172607966e-09
4.0,0.5,IZ,-5.715733733111596e-10,-1.6035491000093629e-09,0.0,0.0,0.0,-0.0,-0.0,
4.0,0.5,IZ,-5.715733733111596e-10,-1.6035491000093629e-09,0.5,-3.378647618178796e-09,3.0348581600011344e-08,-4.86654407112589e-17,1.931145016352169e-18,-2.397708573403905e-10
4.0,0.5,IZ,-5.715733733111596e-10,-1.6035491000093629e-09,1.0,-2.8270171856168528e-09,7.825793989999765e-08,-1.2549044909522805e-16,1.6158477491916451e-18,-3.103082262767526e-10
4.0,0.5,IZ,-5.715733733111596e-10,-1.6035491000093629e-09,2.0,-1.1922183430969467e-09,1.5543724470000182e-07,-2.49251253846623e-16,6.814402600873632e-19,-3.1048309729189634e-10
4.0,0.5,IZ,-5.715733733111596e-10,-1.6035491000093629e-09,4.0,-3.077070993062032e-09,3.4271150229999337e-07,-5.495547210760111e-16,1.7587718474223852e-18,-3.473595697700476e-10
4.0,0.5,XI,-5.345608557938423e-09,0.00011297442514000009,0.0,0.0,0.0,0.0,-0.0,
