pair_id,source_x,source_y,multiplier_x,multiplier_y,strength_x_s^-1,strength_y_s^-1,condition_id,x_only_condition_id,y_only_condition_id,zero_condition_id,nbar,grid_infidelity,x_only_infidelity,y_only_infidelity,zero_infidelity,additive_prediction,interaction_infidelity,pair_noise_penalty,relative_interaction_to_pair_noise,interaction_per_multiplier_product,nominal_bilinear_coefficient,bilinear_prediction,bilinear_residual,relative_bilinear_residual,delta_heating_infidelity,delta_motional_dephasing_infidelity,independent_overlap,extra_interaction,multiplier_product,kappa_extra_per_multiplier_product,model1_extra_prediction,model1_total_C_prediction,multiplier_heating,multiplier_motional_dephasing,gamma_overlap_score,h_overlap_score,model2_extra_prediction,model2_total_C_prediction,model3_extra_prediction,model3_total_C_prediction
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,0.5,10.0,9.0,rates_6d2ebea4f1e4f35a,rates_a8953962d6e58e19,rates_70251d48c79bc447,rates_7283b228c09abbcb,1.0,0.0022536332121567,0.0016840630080643,0.001871974006538,0.0013018788028587,0.0022541582117436,-5.249995869002419e-07,0.000951754409298,-0.0005516124556622,-1.0499991738004838e-06,-1.062953931400476e-06,-5.31476965700238e-07,6.477378799996103e-09,0.0123378740890836,0.00038218420520560016,0.0005700952036793,-2.9050850974626405e-07,-2.3449107715397785e-07,0.5,4.749036628095295e-07,-2.3745183140476475e-07,-5.279603411510288e-07,1.0,0.5,1.52821334920084e-07,-1.6654800824256177e-10,-2.6518068880050453e-07,-5.556891985467686e-07,-2.2318930938913637e-07,-5.136978191354004e-07
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,0.5,20.0,9.0,rates_370adf81f1b648c5,rates_95304e3098130ea3,rates_70251d48c79bc447,rates_7283b228c09abbcb,1.0,0.0026348065414041,0.0020657804870172,0.001871974006538,0.0013018788028587,0.0026358756906965,-1.0691492924003005e-06,0.0013329277385454,-0.0008021059667998,-1.0691492924003005e-06,-1.062953931400476e-06,-1.062953931400476e-06,-6.195360999824291e-09,-0.0057946640790598,0.0007639016841585002,0.0005700952036793,-5.806622482950674e-07,-4.884870441052331e-07,1.0,4.749036628095295e-07,-4.749036628095295e-07,-1.055565911104597e-06,2.0,0.5,3.056381559199628e-07,-3.330127218967255e-10,-5.303535448957796e-07,-1.111015793190847e-06,-4.4637861877827274e-07,-1.0270408670733401e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,0.5,40.0,9.0,rates_ceb4eecb4eaacfc2,rates_0e752ad71c6095d9,rates_70251d48c79bc447,rates_7283b228c09abbcb,1.0,0.0033957674064793,0.0028277839058091,0.001871974006538,0.0013018788028587,0.0033978791094883,-2.111703009099672e-06,0.0020938886036206,-0.0010085078095598,-1.055851504549836e-06,-1.062953931400476e-06,-2.125907862800952e-06,1.4204853701280108e-08,0.0067267289197719,0.0015259051029504,0.0005700952036793,-1.1598815739490556e-06,-9.518214351506163e-07,2.0,4.749036628095295e-07,-9.49807325619059e-07,-2.1096888995681147e-06,4.0,0.5,6.112554307309462e-07,-6.650211981070161e-10,-1.0606708561932531e-06,-2.2205524301423087e-06,-8.927572375565455e-07,-2.052638811505601e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,1.0,0.0,18.0,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.0024400370379658,0.0013018788028587,0.0024400370379658,0.0013018788028587,0.0024400370379658,0.0,0.0011381582351071,0.0,,-1.062953931400476e-06,-0.0,0.0,,0.0,0.0011381582351071002,-0.0,0.0,0.0,4.749036628095295e-07,-0.0,-0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,1.0,5.0,18.0,rates_935232b07d52685d,rates_d40c9e1dbffac54a,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.0026306516245956,0.0014930351155408,0.0024400370379658,0.0013018788028587,0.0026311933506479,-5.41726052300049e-07,0.0013287728217369,-0.0004076889920068,-1.083452104600098e-06,-1.062953931400476e-06,-5.31476965700238e-07,-1.0249086599811025e-08,-0.0189193164262557,0.0001911563126821001,0.0011381582351071002,-2.9008817529578673e-07,-2.516378770042623e-07,0.5,4.749036628095295e-07,-2.3745183140476475e-07,-5.275400067005515e-07,0.5,1.0,1.525849678538355e-07,-1.657718768215369e-10,-2.6477053676597146e-07,-5.548587120617581e-07,-2.2318930938913637e-07,-5.132774846849231e-07
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,1.0,10.0,18.0,rates_2524745c632f6db4,rates_a8953962d6e58e19,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.00282115828924,0.0016840630080643,0.0024400370379658,0.0013018788028587,0.0028222212431714,-1.062953931400476e-06,0.0015192794863813,-0.0006996434434405,-1.062953931400476e-06,-1.062953931400476e-06,-1.062953931400476e-06,0.0,0.0,0.00038218420520560016,0.0011381582351071002,-5.799814673101542e-07,-4.829724640903218e-07,1.0,4.749036628095295e-07,-4.749036628095295e-07,-1.0548851301196838e-06,1.0,1.0,3.0516606689551557e-07,-3.304226774785809e-10,-5.295343602397658e-07,-1.10951582754992e-06,-4.4637861877827274e-07,-1.026360086088427e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,1.0,20.0,18.0,rates_3fa0e6fcd1bc3bb5,rates_95304e3098130ea3,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.0032018063972841,0.0020657804870172,0.0024400370379658,0.0013018788028587,0.0032039387221243,-2.132324840200487e-06,0.0018999275944254,-0.0011223190012382,-1.0661624201002437e-06,-1.062953931400476e-06,-2.125907862800952e-06,-6.416977399534979e-09,-0.0030093807840889,0.0007639016841585002,0.0011381582351071002,-1.1592546568495735e-06,-9.730701833509135e-07,2.0,4.749036628095295e-07,-9.49807325619059e-07,-2.1090619824686326e-06,2.0,1.0,6.103231163773379e-07,-6.60680214366464e-10,-1.0590530731618609e-06,-2.2183077300114344e-06,-8.927572375565455e-07,-2.052011894406119e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,1.0,40.0,18.0,rates_15e2db7947d1c0fd,rates_0e752ad71c6095d9,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.0039616966127098,0.0028277839058091,0.0024400370379658,0.0013018788028587,0.0039659421409162,-4.2455282063995695e-06,0.0026598178098511,-0.001596172561397,-1.0613820515998924e-06,-1.062953931400476e-06,-4.251815725601904e-06,6.287519202334557e-09,0.0014809745446648,0.0015259051029504,0.0011381582351071002,-2.3156286118865937e-06,-1.929899594512976e-06,4.0,4.749036628095295e-07,-1.899614651238118e-06,-4.215243263124712e-06,4.0,1.0,1.220604530668948e-06,-1.3193681597455713e-09,-2.1180337834705668e-06,-4.43366239535716e-06,-1.785514475113091e-06,-4.101143086999685e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,2.0,0.0,36.0,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0035700257729672,0.0013018788028587,0.0035700257729672,0.0013018788028587,0.0035700257729672,0.0,0.0022681469701085,0.0,,-1.062953931400476e-06,-0.0,0.0,,0.0,0.0022681469701085,-0.0,0.0,0.0,4.749036628095295e-07,-0.0,-0.0,0.0,2.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,2.0,5.0,36.0,rates_9cf49ad0d13c8639,rates_d40c9e1dbffac54a,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0037601312260487,0.0014930351155408,0.0035700257729672,0.0013018788028587,0.0037611820856493,-1.0508596006001715e-06,0.00245825242319,-0.0004274823816654,-1.0508596006001715e-06,-1.062953931400476e-06,-1.062953931400476e-06,1.2094330800304504e-08,0.0115089882543749,0.0001911563126821001,0.0022681469701085,-5.780941485693577e-07,-4.7276545203081377e-07,1.0,4.749036628095295e-07,-4.749036628095295e-07,-1.0529978113788873e-06,0.5,2.0,3.042216299193517e-07,-3.26185011300241e-10,-5.278955416284851e-07,-1.105989690197843e-06,-4.4637861877827274e-07,-1.0244727673476305e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,2.0,10.0,36.0,rates_590721c3770d8a77,rates_a8953962d6e58e19,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0039500894861645,0.0016840630080643,0.0035700257729672,0.0013018788028587,0.0039522099781728,-2.1204920083008408e-06,0.0026482106833057,-0.0008007263250119,-1.0602460041504204e-06,-1.062953931400476e-06,-2.125907862800952e-06,5.415854500111228e-09,0.0025540556054493,0.00038218420520560016,0.0022681469701085,-1.1557999294138763e-06,-9.646920788869645e-07,2.0,4.749036628095295e-07,-9.49807325619059e-07,-2.105607255032935e-06,1.0,2.0,6.084355427187996e-07,-6.50164723096586e-10,-1.0557776922525485e-06,-2.2115776216664245e-06,-8.927572375565455e-07,-2.048557166970422e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,2.0,20.0,36.0,rates_3f28f4785d99bb44,rates_95304e3098130ea3,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0043297010694782,0.0020657804870172,0.0035700257729672,0.0013018788028587,0.0043339274571257,-4.22638764750044e-06,0.0030278222666195,-0.0013958506396146,-1.05659691187511e-06,-1.062953931400476e-06,-4.251815725601904e-06,2.5428078101463747e-08,0.0060165039798236,0.0007639016841585002,0.0022681469701085,-2.3101883871798436e-06,-1.9161992603205967e-06,4.0,4.749036628095295e-07,-1.899614651238118e-06,-4.209803038417962e-06,2.0,2.0,1.2168530935310851e-06,-1.300004191396342e-09,-2.1115241643474877e-06,-4.421712551527331e-06,-1.785514475113091e-06,-4.0957028622929345e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,2.0,40.0,36.0,rates_4e8eb8555c2e82a0,rates_0e752ad71c6095d9,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0050874944382822,0.0028277839058091,0.0035700257729672,0.0013018788028587,0.0050959308759176,-8.436437635399828e-06,0.0037856156354235,-0.0022285510331415,-1.0545547044249785e-06,-1.062953931400476e-06,-8.503631451203808e-06,6.719381580398004e-08,0.0079647143389089,0.0015259051029504,0.0022681469701085,-4.614636047906732e-06,-3.821801587493096e-06,8.0,4.749036628095295e-07,-3.799229302476236e-06,-8.413865350382968e-06,4.0,2.0,2.433623023825407e-06,-2.596088331595263e-09,-4.222904021066598e-06,-8.83754006897333e-06,-3.571028950226182e-06,-8.185664998132914e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,4.0,0.0,72.0,rates_e627b957213b2032,rates_7283b228c09abbcb,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.0058059823070857,0.0013018788028587,0.0058059823070857,0.0013018788028587,0.0058059823070857,0.0,0.004504103504227,0.0,,-1.062953931400476e-06,-0.0,0.0,,0.0,0.004504103504227,-0.0,0.0,0.0,4.749036628095295e-07,-0.0,-0.0,0.0,4.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,4.0,5.0,72.0,rates_17830da3b3822d7d,rates_d40c9e1dbffac54a,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.005995029780075,0.0014930351155408,0.0058059823070857,0.0013018788028587,0.0059971386197678,-2.108839692800332e-06,0.0046931509772163,-0.0004493440980352,-1.054419846400166e-06,-1.062953931400476e-06,-2.125907862800952e-06,1.7068170000619776e-08,0.0080936308524973,0.0001911563126821001,0.004504103504227,-1.1479837570754123e-06,-9.608559357249195e-07,2.0,4.749036628095295e-07,-9.49807325619059e-07,-2.0977910826944714e-06,0.5,4.0,6.046921317071577e-07,-6.307682687615657e-10,-1.0492820003319818e-06,-2.1972657574073944e-06,-8.927572375565455e-07,-2.0407409946319578e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,4.0,10.0,72.0,rates_8142d8384202664f,rates_a8953962d6e58e19,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.0061839759450801,0.0016840630080643,0.0058059823070857,0.0013018788028587,0.0061881665122913,-4.190567211201021e-06,0.0048820971422214,-0.0008583539182291,-1.0476418028002553e-06,-1.062953931400476e-06,-4.251815725601904e-06,6.124851440088286e-08,0.0146158052869718,0.00038218420520560016,0.004504103504227,-2.2951962905690058e-06,-1.8953709206320154e-06,4.0,4.749036628095295e-07,-1.899614651238118e-06,-4.194810941807124e-06,1.0,4.0,1.20936891055892e-06,-1.2572717539890438e-09,-2.098537359876073e-06,-4.393733650445079e-06,-1.785514475113091e-06,-4.080710765682097e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,4.0,20.0,72.0,rates_32d7c04b5236f41d,rates_95304e3098130ea3,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.0065614977703105,0.0020657804870172,0.0058059823070857,0.0013018788028587,0.0065698839912442,-8.386220933701005e-06,0.0052596189674518,-0.0015944540822439,-1.0482776167126256e-06,-1.062953931400476e-06,-8.503631451203808e-06,1.1741051750280285e-07,0.0140004083401827,0.0007639016841585002,0.004504103504227,-4.5875896700042774e-06,-3.7986312636967277e-06,8.0,4.749036628095295e-07,-3.799229302476236e-06,-8.386818972480514e-06,2.0,4.0,2.418702005762016e-06,-2.5139146317177843e-09,-4.197012571749499e-06,-8.784602241753777e-06,-3.571028950226182e-06,-8.15861862023046e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,4.0,40.0,72.0,rates_4685856fe1f290d1,rates_0e752ad71c6095d9,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.0073151547089237,0.0028277839058091,0.0058059823070857,0.0013018788028587,0.0073318874100361,-1.6732701112400113e-05,0.006013275906065,-0.0027826265373127,-1.045793819525007e-06,-1.062953931400476e-06,-1.7007262902407616e-05,2.745617900075034e-07,0.0164086950554584,0.0015259051029504,0.004504103504227,-9.163779361755677e-06,-7.568921750644435e-06,16.0,4.749036628095295e-07,-7.598458604952472e-06,-1.676223796670815e-05,4.0,4.0,4.837238639229566e-06,-5.020248615324867e-09,-8.393738183965645e-06,-1.755751754572132e-05,-7.142057900452364e-06,-1.630583726220804e-05
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,0.0,0.0,0.0,rates_7283b228c09abbcb,rates_7283b228c09abbcb,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.0030258929745734,0.0030258929745734,0.0030258929745734,0.0030258929745734,0.0030258929745734,0.0,0.0,0.0,,-1.7580894611001277e-06,-0.0,0.0,,0.0,0.0,-0.0,0.0,0.0,8.331107124296719e-07,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,0.0,5.0,0.0,rates_d40c9e1dbffac54a,rates_d40c9e1dbffac54a,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.0032130852810559,0.0032130852810559,0.0030258929745734,0.0030258929745734,0.0032130852810559,0.0,0.0001871923064825,0.0,,-1.7580894611001277e-06,-0.0,0.0,,0.00018719230648250006,0.0,-0.0,0.0,0.0,8.331107124296719e-07,-0.0,-0.0,0.5,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,0.0,10.0,0.0,rates_a8953962d6e58e19,rates_a8953962d6e58e19,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.003400184777955,0.003400184777955,0.0030258929745734,0.0030258929745734,0.0034001847779549,4.336808689942019e-19,0.0003742918033816,1.1586704947210746e-15,,-1.7580894611001277e-06,-0.0,4.336808689942019e-19,,0.0003742918033816001,0.0,-0.0,4.336808689942019e-19,0.0,8.331107124296719e-07,-0.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,0.0,20.0,0.0,rates_95304e3098130ea3,rates_95304e3098130ea3,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.0037740332750584,0.0037740332750584,0.0030258929745734,0.0030258929745734,0.0037740332750584,0.0,0.000748140300485,0.0,,-1.7580894611001277e-06,-0.0,0.0,,0.0007481403004850002,0.0,-0.0,0.0,0.0,8.331107124296719e-07,-0.0,-0.0,2.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,0.0,40.0,0.0,rates_0e752ad71c6095d9,rates_0e752ad71c6095d9,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.0045203137715349,0.0045203137715349,0.0030258929745734,0.0030258929745734,0.0045203137715349,0.0,0.0014944207969615,0.0,,-1.7580894611001277e-06,-0.0,0.0,,0.0014944207969615,0.0,-0.0,0.0,0.0,8.331107124296719e-07,-0.0,-0.0,4.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,0.5,0.0,9.0,rates_70251d48c79bc447,rates_7283b228c09abbcb,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.0039091162522086,0.0030258929745734,0.0039091162522086,0.0030258929745734,0.0039091162522086,0.0,0.0008832232776352,0.0,,-1.7580894611001277e-06,-0.0,0.0,,0.0,0.0008832232776352002,-0.0,0.0,0.0,8.331107124296719e-07,-0.0,-0.0,0.0,0.5,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,0.5,5.0,9.0,rates_7affb8fbc133d6bd,rates_d40c9e1dbffac54a,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.0040958635829413,0.0032130852810559,0.0039091162522086,0.0030258929745734,0.0040963085586911,-4.449757498000209e-07,0.0010699706083679,-0.0004158766103666,-1.7799029992000837e-06,-1.7580894611001277e-06,-4.395223652750319e-07,-5.453384524988988e-09,-0.0122554645448427,0.00018719230648250006,0.0008832232776352002,-2.204434699727555e-07,-2.2453227982726542e-07,0.25,8.331107124296719e-07,-2.0827767810741797e-07,-4.2872114808017344e-07,0.5,0.5,1.222307915848096e-07,-1.989980124685385e-10,-2.1209895543734666e-07,-4.3254242541010216e-07,-1.9534113410854953e-07,-4.1578460408130506e-07
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,0.5,10.0,9.0,rates_6d2ebea4f1e4f35a,rates_a8953962d6e58e19,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.00428254003945,0.003400184777955,0.0039091162522086,0.0030258929745734,0.0042834080555902,-8.680161401996428e-07,0.0012566470648766,-0.0006907397983576,-1.7360322803992856e-06,-1.7580894611001277e-06,-8.790447305500639e-07,1.1028590350421058e-08,0.012705512996434,0.0003742918033816001,0.0008832232776352002,-4.407776444995823e-07,-4.272384957000605e-07,0.5,8.331107124296719e-07,-4.1655535621483594e-07,-8.573330007144182e-07,1.0,0.5,2.444620140130815e-07,-3.987218356890479e-10,-4.241986584886711e-07,-8.649763029882534e-07,-3.9068226821709907e-07,-8.314599127166814e-07
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,0.5,20.0,9.0,rates_370adf81f1b648c5,rates_95304e3098130ea3,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.0046555031590884,0.0037740332750584,0.0039091162522086,0.0030258929745734,0.0046572565526936,-1.753393605200687e-06,0.0016296101845149,-0.0010759589145072,-1.753393605200687e-06,-1.7580894611001277e-06,-1.7580894611001277e-06,4.695855899440604e-09,0.0026781527464867,0.0007481403004850002,0.0008832232776352002,-8.810332377671272e-07,-8.723603674335599e-07,1.0,8.331107124296719e-07,-8.331107124296719e-07,-1.714143950196799e-06,2.0,0.5,4.889142835046496e-07,-7.971785248360285e-10,-8.483804079578763e-07,-1.7294136457250036e-06,-7.813645364341981e-07,-1.6623977742013255e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,0.5,40.0,9.0,rates_ceb4eecb4eaacfc2,rates_0e752ad71c6095d9,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.0054000756279218,0.0045203137715349,0.0039091162522086,0.0030258929745734,0.0054035370491701,-3.461421248299873e-06,0.0023741826533484,-0.0014579422705401,-1.7307106241499365e-06,-1.7580894611001277e-06,-3.5161789222002554e-06,5.475767390038244e-08,0.0158194192421039,0.0014944207969615,0.0008832232776352002,-1.7598763126113921e-06,-1.7015449356884809e-06,2.0,8.331107124296719e-07,-1.6662214248593438e-06,-3.426097737470736e-06,4.0,0.5,9.777911135142143e-07,-1.5921363766767622e-09,-1.6966958253591017e-06,-3.456572137970494e-06,-1.5627290728683963e-06,-3.3226053854797884e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,1.0,0.0,18.0,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,2.0,0.0047873986741631,0.0030258929745734,0.0047873986741631,0.0030258929745734,0.0047873986741631,0.0,0.0017615056995897,0.0,,-1.7580894611001277e-06,-0.0,0.0,,0.0,0.0017615056995897004,-0.0,0.0,0.0,8.331107124296719e-07,-0.0,-0.0,0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,1.0,5.0,18.0,rates_935232b07d52685d,rates_d40c9e1dbffac54a,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,2.0,0.004973730643724,0.0032130852810559,0.0047873986741631,0.0030258929745734,0.0049745909806456,-8.603369216000911e-07,0.0019478376691506,-0.0004416882039124,-1.7206738432001822e-06,-1.7580894611001277e-06,-8.790447305500639e-07,1.8707808949972732e-08,0.0217447472964186,0.00018719230648250006,0.0017615056995897004,-4.3965375305102114e-07,-4.2068316854907e-07,0.5,8.331107124296719e-07,-4.1655535621483594e-07,-8.56209109265857e-07,0.5,1.0,2.4387855088906195e-07,-3.956264296883019e-10,-4.23186213772113e-07,-8.628399668231341e-07,-3.9068226821709907e-07,-8.303360212681203e-07
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,1.0,10.0,18.0,rates_2524745c632f6db4,rates_a8953962d6e58e19,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,2.0,0.0051599323880836,0.003400184777955,0.0047873986741631,0.0030258929745734,0.0051616904775447,-1.7580894611001277e-06,0.0021340394135102,-0.0008238317671032,-1.7580894611001277e-06,-1.7580894611001277e-06,-1.7580894611001277e-06,0.0,0.0,0.0003742918033816001,0.0017615056995897004,-8.790895266218613e-07,-8.789999344782664e-07,1.0,8.331107124296719e-07,-8.331107124296719e-07,-1.712200239051533e-06,1.0,1.0,4.877579622109513e-07,-7.926961251558092e-10,-8.463739205960303e-07,-1.7254634472178915e-06,-7.813645364341981e-07,-1.6604540630560595e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,1.0,20.0,18.0,rates_3fa0e6fcd1bc3bb5,rates_95304e3098130ea3,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,2.0,0.0055320613978846,0.0037740332750584,0.0047873986741631,0.0030258929745734,0.0055355389746481,-3.477576763501536e-06,0.0025061684233112,-0.0013876069665369,-1.738788381750768e-06,-1.7580894611001277e-06,-3.5161789222002554e-06,3.860215869871952e-08,0.0111003038391168,0.0007481403004850002,0.0017615056995897004,-1.757137871196105e-06,-1.7204388923054309e-06,2.0,8.331107124296719e-07,-1.6662214248593438e-06,-3.4233592960554487e-06,2.0,1.0,9.75496454514381e-07,-1.5848655948164725e-09,-1.6927140563576972e-06,-3.4498519275538024e-06,-1.5627290728683963e-06,-3.3198669440645013e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,1.0,40.0,18.0,rates_15e2db7947d1c0fd,rates_0e752ad71c6095d9,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,2.0,0.0062749283961082,0.0045203137715349,0.0047873986741631,0.0030258929745734,0.0062818194711246,-6.891075016400398e-06,0.0032490354215348,-0.0021209602612289,-1.7227687541000996e-06,-1.7580894611001277e-06,-7.032357844400511e-06,1.4128282800011246e-07,0.0205022913934134,0.0014944207969615,0.0017615056995897004,-3.5099076685774197e-06,-3.3811673478229786e-06,4.0,8.331107124296719e-07,-3.3324428497186875e-06,-6.842350518296107e-06,4.0,1.0,1.9509181647926294e-06,-3.1653165561731663e-09,-3.3852984140183382e-06,-6.8952060825957576e-06,-3.1254581457367925e-06,-6.635365814314213e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,2.0,0.0,36.0,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,2.0,0.0065293736695828,0.0030258929745734,0.0065293736695828,0.0030258929745734,0.0065293736695828,-8.673617379884035e-19,0.0035034806950093,-2.4757143352436156e-16,,-1.7580894611001277e-06,-0.0,-8.673617379884035e-19,,0.0,0.0035034806950093996,-0.0,-8.673617379884035e-19,0.0,8.331107124296719e-07,-0.0,-0.0,0.0,2.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,2.0,5.0,36.0,rates_9cf49ad0d13c8639,rates_d40c9e1dbffac54a,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,2.0,0.0067148660770888,0.0032130852810559,0.0065293736695828,0.0030258929745734,0.0067165659760652,-1.699898976499116e-06,0.0036889731025153,-0.0004608054678793,-1.699898976499116e-06,-1.7580894611001277e-06,-1.7580894611001277e-06,5.8190484601011734e-08,0.0342317310648971,0.00018719230648250006,0.0035034806950093996,-8.74432842687629e-07,-8.254661338114869e-07,1.0,8.331107124296719e-07,-8.331107124296719e-07,-1.7075435551173008e-06,0.5,2.0,4.854434989467457e-07,-7.819670358627915e-10,-8.423577865730783e-07,-1.7167906292607074e-06,-7.813645364341981e-07,-1.6557973791218273e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,2.0,10.0,36.0,rates_590721c3770d8a77,rates_a8953962d6e58e19,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,2.0,0.0069002290431875,0.003400184777955,0.0065293736695828,0.0030258929745734,0.0069036654729644,-3.436429776899723e-06,0.0038743360686141,-0.0008869725589212,-1.7182148884498614e-06,-1.7580894611001277e-06,-3.5161789222002554e-06,7.974914530053252e-08,0.0232069765652189,0.0003742918033816001,0.0035034806950093996,-1.7484321432635864e-06,-1.6879976336361365e-06,2.0,8.331107124296719e-07,-1.6662214248593438e-06,-3.41465356812293e-06,1.0,2.0,9.70888713923504e-07,-1.5667863312305192e-09,-1.684718550858797e-06,-3.4331506941223832e-06,-1.5627290728683963e-06,-3.3111612161319826e-06
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,2.0,20.0,36.0,rates_3f28f4785d99bb44,rates_95304e3098130ea3,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,2.0,0.0072706235424085,0.0037740332750584,0.0065293736695828,0.0030258929745734,0.0072775139700678,-6.890427659299314e-06,0.0042447305678351,-0.0016232897587216,-1.7226069148248283e-06,-1.7580894611001277e-06,-7.032357844400511e-06,1.419301851011967e-07,0.0205981677943672,0.0007481403004850002,0.0035034806950093996,-3.494793466543639e-06,-3.395634192755675e-06,4.0,8.331107124296719e-07,-3.3324428497186875e-06,-6.827236316262327e-06,2.0,2.0,1.941738566485282e-06,-3.1325310331565406e-09,-3.369369668183686e-06,-6.864163134727325e-06,-3.1254581457367925e-06,-6.620251612280432e-06
