pair_id,source_x,source_y,multiplier_x,multiplier_y,strength_x_s^-1,strength_y_s^-1,condition_id,x_only_condition_id,y_only_condition_id,zero_condition_id,nbar,grid_infidelity,x_only_infidelity,y_only_infidelity,zero_infidelity,additive_prediction,interaction_infidelity,pair_noise_penalty,relative_interaction_to_pair_noise,interaction_per_multiplier_product,nominal_bilinear_coefficient,bilinear_prediction,bilinear_residual,relative_bilinear_residual
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,1.0,10.0,18.0,rates_2524745c632f6db4,rates_a8953962d6e58e19,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,0.01,0.0011215243243913,0.0006387326460262,0.0007318486089153,0.0002487641440845,0.001121817110857,-2.9278646569990026e-07,0.0008727601803068001,-0.00033547184244471083,-2.9278646569990026e-07,-2.9278646569990026e-07,-2.9278646569990026e-07,0.0,0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,1.0,20.0,18.0,rates_3fa0e6fcd1bc3bb5,rates_95304e3098130ea3,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,0.01,0.0015107096955505,0.0010282516239936,0.0007318486089153,0.0002487641440845,0.0015113360888244002,-6.263932739000895e-07,0.001261945551466,-0.0004963710781122129,-3.1319663695004475e-07,-2.9278646569990026e-07,-5.855729313998005e-07,-4.0820342500288986e-08,-0.06516727461987384
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,1.0,40.0,18.0,rates_15e2db7947d1c0fd,rates_0e752ad71c6095d9,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,0.01,0.0022876247519466,0.0018057867413734,0.0007318486089153,0.0002487641440845,0.0022888712062042,-1.2464542576001714e-06,0.0020388606078621,-0.0006113484427496852,-3.1161356440004284e-07,-2.9278646569990026e-07,-1.171145862799601e-06,-7.530839480057033e-08,-0.06041809744832788
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,2.0,0.0,36.0,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,0.01,0.0012134626861624,0.0002487641440845,0.0012134626861624,0.0002487641440845,0.0012134626861624,0.0,0.0009646985420778999,0.0,,-2.9278646569990026e-07,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,2.0,5.0,36.0,rates_9cf49ad0d13c8639,rates_d40c9e1dbffac54a,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,0.01,0.0014082326379621,0.0004438274759339,0.0012134626861624,0.0002487641440845,0.0014085260180118,-2.933800496999952e-07,0.0011594684938776,-0.00025302977290814254,-2.933800496999952e-07,-2.9278646569990026e-07,-2.9278646569990026e-07,-5.935840000949322e-10,-0.0020232595934928767
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,2.0,10.0,36.0,rates_590721c3770d8a77,rates_a8953962d6e58e19,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,0.01,0.0016028287651266,0.0006387326460262,0.0012134626861624,0.0002487641440845,0.0016034311881041,-6.024229774999681e-07,0.0013540646210421,-0.00044489972497497064,-3.012114887499841e-07,-2.9278646569990026e-07,-5.855729313998005e-07,-1.685004610016763e-08,-0.027970457186235934
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,2.0,20.0,36.0,rates_3f28f4785d99bb44,rates_95304e3098130ea3,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,0.01,0.0019916930919459,0.0010282516239936,0.0012134626861624,0.0002487641440845,0.0019929501660715,-1.2570741256003569e-06,0.0017429289478613998,-0.000721242324388958,-3.142685314000892e-07,-2.9278646569990026e-07,-1.171145862799601e-06,-8.592826280075586e-08,-0.06835576443013494
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,2.0,40.0,36.0,rates_4e8eb8555c2e82a0,rates_0e752ad71c6095d9,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,0.01,0.0027679817961564,0.0018057867413734,0.0012134626861624,0.0002487641440845,0.0027704852834513002,-2.5034872949002314e-06,0.0025192176520719,-0.0009937558562442069,-3.129359118625289e-07,-2.9278646569990026e-07,-2.342291725599202e-06,-1.6119556930102932e-07,-0.06438841116924991
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,4.0,0.0,72.0,rates_e627b957213b2032,rates_7283b228c09abbcb,rates_e627b957213b2032,rates_7283b228c09abbcb,0.01,0.002172277059574,0.0002487641440845,0.002172277059574,0.0002487641440845,0.002172277059574,0.0,0.0019235129154895,0.0,,-2.9278646569990026e-07,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,4.0,5.0,72.0,rates_17830da3b3822d7d,rates_d40c9e1dbffac54a,rates_e627b957213b2032,rates_7283b228c09abbcb,0.01,0.0023667004226475,0.0004438274759339,0.002172277059574,0.0002487641440845,0.0023673403914234,-6.399687758999739e-07,0.0021179362785630003,-0.0003021662088597806,-3.1998438794998696e-07,-2.9278646569990026e-07,-5.855729313998005e-07,-5.43958445001734e-08,-0.08499765386784336
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,4.0,10.0,72.0,rates_8142d8384202664f,rates_a8953962d6e58e19,rates_e627b957213b2032,rates_7283b228c09abbcb,0.01,0.0025609976029631,0.0006387326460262,0.002172277059574,0.0002487641440845,0.0025622455615157,-1.247958552599935e-06,0.0023122334588786004,-0.0005397199611518366,-3.1198963814998374e-07,-2.9278646569990026e-07,-1.171145862799601e-06,-7.681268980033393e-08,-0.0615506738106856
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,4.0,20.0,72.0,rates_32d7c04b5236f41d,rates_95304e3098130ea3,rates_e627b957213b2032,rates_7283b228c09abbcb,0.01,0.0029492576516918,0.0010282516239936,0.002172277059574,0.0002487641440845,0.0029517645394831005,-2.5068877913003197e-06,0.0027004935076073004,-0.0009283072831830209,-3.1336097391253996e-07,-2.9278646569990026e-07,-2.342291725599202e-06,-1.6459606570111765e-07,-0.0656575321290076
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,4.0,40.0,72.0,rates_4685856fe1f290d1,rates_0e752ad71c6095d9,rates_e627b957213b2032,rates_7283b228c09abbcb,0.01,0.003724300864864,0.0018057867413734,0.002172277059574,0.0002487641440845,0.0037292996568629,-4.998791998900038e-06,0.0034755367207795003,-0.001438279149523386,-3.124244999312524e-07,-2.9278646569990026e-07,-4.684583451198404e-06,-3.142085477016339e-07,-0.06285689578017531
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,0.0,0.0,0.0,rates_7283b228c09abbcb,rates_7283b228c09abbcb,rates_7283b228c09abbcb,rates_7283b228c09abbcb,1.0,0.0013018788028587,0.0013018788028587,0.0013018788028587,0.0013018788028587,0.0013018788028587,0.0,0.0,0.0,,-1.062953931400476e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,0.0,5.0,0.0,rates_d40c9e1dbffac54a,rates_d40c9e1dbffac54a,rates_7283b228c09abbcb,rates_7283b228c09abbcb,1.0,0.0014930351155408,0.0014930351155408,0.0013018788028587,0.0013018788028587,0.0014930351155408002,-2.168404344971009e-19,0.0001911563126821001,-1.1343618814080937e-15,,-1.062953931400476e-06,-0.0,-2.168404344971009e-19,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,0.0,10.0,0.0,rates_a8953962d6e58e19,rates_a8953962d6e58e19,rates_7283b228c09abbcb,rates_7283b228c09abbcb,1.0,0.0016840630080643,0.0016840630080643,0.0013018788028587,0.0013018788028587,0.0016840630080643,0.0,0.00038218420520560016,0.0,,-1.062953931400476e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,0.0,20.0,0.0,rates_95304e3098130ea3,rates_95304e3098130ea3,rates_7283b228c09abbcb,rates_7283b228c09abbcb,1.0,0.0020657804870172,0.0020657804870172,0.0013018788028587,0.0013018788028587,0.0020657804870172,0.0,0.0007639016841585002,0.0,,-1.062953931400476e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,0.0,40.0,0.0,rates_0e752ad71c6095d9,rates_0e752ad71c6095d9,rates_7283b228c09abbcb,rates_7283b228c09abbcb,1.0,0.0028277839058091,0.0028277839058091,0.0013018788028587,0.0013018788028587,0.0028277839058091,0.0,0.0015259051029504,0.0,,-1.062953931400476e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,0.5,0.0,9.0,rates_70251d48c79bc447,rates_7283b228c09abbcb,rates_70251d48c79bc447,rates_7283b228c09abbcb,1.0,0.001871974006538,0.0013018788028587,0.001871974006538,0.0013018788028587,0.001871974006538,0.0,0.0005700952036793,0.0,,-1.062953931400476e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,0.5,5.0,9.0,rates_7affb8fbc133d6bd,rates_d40c9e1dbffac54a,rates_70251d48c79bc447,rates_7283b228c09abbcb,1.0,0.0020628713097086,0.0014930351155408,0.001871974006538,0.0013018788028587,0.0020631303192201,-2.590095114999441e-07,0.0007609925068499,-0.00034035750571592916,-1.0360380459997764e-06,-1.062953931400476e-06,-2.65738482850119e-07,6.728971350174889e-09,0.025979630289277394
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,0.5,10.0,9.0,rates_6d2ebea4f1e4f35a,rates_a8953962d6e58e19,rates_70251d48c79bc447,rates_7283b228c09abbcb,1.0,0.0022536332121567,0.0016840630080643,0.001871974006538,0.0013018788028587,0.0022541582117436,-5.249995869002419e-07,0.000951754409298,-0.0005516124556622479,-1.0499991738004838e-06,-1.062953931400476e-06,-5.31476965700238e-07,6.477378799996103e-09,0.012337874089083628
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,0.5,20.0,9.0,rates_370adf81f1b648c5,rates_95304e3098130ea3,rates_70251d48c79bc447,rates_7283b228c09abbcb,1.0,0.0026348065414041,0.0020657804870172,0.001871974006538,0.0013018788028587,0.0026358756906965,-1.0691492924003003e-06,0.0013329277385454,-0.0008021059667998534,-1.0691492924003003e-06,-1.062953931400476e-06,-1.062953931400476e-06,-6.19536099982429e-09,-0.0057946640790598625
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,0.5,40.0,9.0,rates_ceb4eecb4eaacfc2,rates_0e752ad71c6095d9,rates_70251d48c79bc447,rates_7283b228c09abbcb,1.0,0.0033957674064793,0.0028277839058091,0.001871974006538,0.0013018788028587,0.0033978791094883996,-2.111703009099672e-06,0.0020938886036206,-0.0010085078095598153,-1.055851504549836e-06,-1.062953931400476e-06,-2.125907862800952e-06,1.4204853701280107e-08,0.0067267289197719
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,1.0,0.0,18.0,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.0024400370379658,0.0013018788028587,0.0024400370379658,0.0013018788028587,0.0024400370379658,0.0,0.0011381582351071002,0.0,,-1.062953931400476e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,1.0,5.0,18.0,rates_935232b07d52685d,rates_d40c9e1dbffac54a,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.0026306516245956,0.0014930351155408,0.0024400370379658,0.0013018788028587,0.0026311933506479,-5.41726052300049e-07,0.0013287728217369,-0.0004076889920068759,-1.083452104600098e-06,-1.062953931400476e-06,-5.31476965700238e-07,-1.0249086599811025e-08,-0.018919316426255797
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,1.0,10.0,18.0,rates_2524745c632f6db4,rates_a8953962d6e58e19,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.00282115828924,0.0016840630080643,0.0024400370379658,0.0013018788028587,0.0028222212431714003,-1.062953931400476e-06,0.0015192794863813,-0.0006996434434405982,-1.062953931400476e-06,-1.062953931400476e-06,-1.062953931400476e-06,0.0,0.0
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,1.0,20.0,18.0,rates_3fa0e6fcd1bc3bb5,rates_95304e3098130ea3,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.0032018063972841,0.0020657804870172,0.0024400370379658,0.0013018788028587,0.0032039387221243004,-2.132324840200487e-06,0.0018999275944254,-0.00112231900123824,-1.0661624201002435e-06,-1.062953931400476e-06,-2.125907862800952e-06,-6.416977399534979e-09,-0.0030093807840889933
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,1.0,40.0,18.0,rates_15e2db7947d1c0fd,rates_0e752ad71c6095d9,rates_65e4c1ad12cf1435,rates_7283b228c09abbcb,1.0,0.0039616966127098,0.0028277839058091,0.0024400370379658,0.0013018788028587,0.0039659421409162,-4.2455282063995695e-06,0.0026598178098511003,-0.0015961725613970676,-1.0613820515998924e-06,-1.062953931400476e-06,-4.251815725601904e-06,6.287519202334557e-09,0.0014809745446648919
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,2.0,0.0,36.0,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0035700257729672,0.0013018788028587,0.0035700257729672,0.0013018788028587,0.0035700257729672,0.0,0.0022681469701085,0.0,,-1.062953931400476e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,2.0,5.0,36.0,rates_9cf49ad0d13c8639,rates_d40c9e1dbffac54a,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0037601312260487,0.0014930351155408,0.0035700257729672,0.0013018788028587,0.0037611820856493002,-1.0508596006001715e-06,0.00245825242319,-0.00042748238166546895,-1.0508596006001715e-06,-1.062953931400476e-06,-1.062953931400476e-06,1.2094330800304504e-08,0.01150898825437493
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,2.0,10.0,36.0,rates_590721c3770d8a77,rates_a8953962d6e58e19,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0039500894861645,0.0016840630080643,0.0035700257729672,0.0013018788028587,0.0039522099781728005,-2.1204920083008408e-06,0.0026482106833057998,-0.000800726325011951,-1.0602460041504204e-06,-1.062953931400476e-06,-2.125907862800952e-06,5.415854500111228e-09,0.0025540556054493104
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,2.0,20.0,36.0,rates_3f28f4785d99bb44,rates_95304e3098130ea3,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0043297010694782,0.0020657804870172,0.0035700257729672,0.0013018788028587,0.004333927457125701,-4.22638764750044e-06,0.0030278222666195002,-0.0013958506396146934,-1.05659691187511e-06,-1.062953931400476e-06,-4.251815725601904e-06,2.5428078101463747e-08,0.006016503979823611
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,2.0,40.0,36.0,rates_4e8eb8555c2e82a0,rates_0e752ad71c6095d9,rates_7f1e3dd0f07550fa,rates_7283b228c09abbcb,1.0,0.0050874944382822,0.0028277839058091,0.0035700257729672,0.0013018788028587,0.0050959308759176,-8.436437635399828e-06,0.0037856156354235003,-0.002228551033141545,-1.0545547044249785e-06,-1.062953931400476e-06,-8.503631451203808e-06,6.719381580398004e-08,0.00796471433890894
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,4.0,0.0,72.0,rates_e627b957213b2032,rates_7283b228c09abbcb,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.0058059823070857,0.0013018788028587,0.0058059823070857,0.0013018788028587,0.0058059823070857,0.0,0.004504103504227,0.0,,-1.062953931400476e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,4.0,5.0,72.0,rates_17830da3b3822d7d,rates_d40c9e1dbffac54a,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.005995029780075,0.0014930351155408,0.0058059823070857,0.0013018788028587,0.0059971386197678,-2.1088396928003322e-06,0.0046931509772163,-0.000449344098035212,-1.0544198464001661e-06,-1.062953931400476e-06,-2.125907862800952e-06,1.7068170000619776e-08,0.008093630852497338
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,4.0,10.0,72.0,rates_8142d8384202664f,rates_a8953962d6e58e19,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.0061839759450801,0.0016840630080643,0.0058059823070857,0.0013018788028587,0.006188166512291301,-4.190567211201021e-06,0.0048820971422214,-0.0008583539182291392,-1.0476418028002553e-06,-1.062953931400476e-06,-4.251815725601904e-06,6.124851440088286e-08,0.014615805286971872
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,4.0,20.0,72.0,rates_32d7c04b5236f41d,rates_95304e3098130ea3,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.0065614977703105,0.0020657804870172,0.0058059823070857,0.0013018788028587,0.006569883991244201,-8.386220933701005e-06,0.0052596189674518,-0.001594454082243907,-1.0482776167126256e-06,-1.062953931400476e-06,-8.503631451203808e-06,1.1741051750280285e-07,0.014000408340182765
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,4.0,40.0,72.0,rates_4685856fe1f290d1,rates_0e752ad71c6095d9,rates_e627b957213b2032,rates_7283b228c09abbcb,1.0,0.0073151547089237,0.0028277839058091,0.0058059823070857,0.0013018788028587,0.0073318874100361,-1.6732701112400113e-05,0.006013275906065,-0.0027826265373127952,-1.045793819525007e-06,-1.062953931400476e-06,-1.7007262902407616e-05,2.745617900075034e-07,0.016408695055458423
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,0.0,0.0,0.0,rates_7283b228c09abbcb,rates_7283b228c09abbcb,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.0030258929745734,0.0030258929745734,0.0030258929745734,0.0030258929745734,0.0030258929745734,0.0,0.0,0.0,,-1.7580894611001277e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,0.0,5.0,0.0,rates_d40c9e1dbffac54a,rates_d40c9e1dbffac54a,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.0032130852810559,0.0032130852810559,0.0030258929745734,0.0030258929745734,0.0032130852810559,0.0,0.00018719230648250006,0.0,,-1.7580894611001277e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,0.0,10.0,0.0,rates_a8953962d6e58e19,rates_a8953962d6e58e19,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.003400184777955,0.003400184777955,0.0030258929745734,0.0030258929745734,0.0034001847779549996,4.336808689942018e-19,0.0003742918033816001,1.1586704947210746e-15,,-1.7580894611001277e-06,-0.0,4.336808689942018e-19,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,0.0,20.0,0.0,rates_95304e3098130ea3,rates_95304e3098130ea3,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.0037740332750584,0.0037740332750584,0.0030258929745734,0.0030258929745734,0.0037740332750584,0.0,0.0007481403004850002,0.0,,-1.7580894611001277e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,0.0,40.0,0.0,rates_0e752ad71c6095d9,rates_0e752ad71c6095d9,rates_7283b228c09abbcb,rates_7283b228c09abbcb,2.0,0.0045203137715349,0.0045203137715349,0.0030258929745734,0.0030258929745734,0.0045203137715349,0.0,0.0014944207969615,0.0,,-1.7580894611001277e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.0,0.5,0.0,9.0,rates_70251d48c79bc447,rates_7283b228c09abbcb,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.0039091162522086,0.0030258929745734,0.0039091162522086,0.0030258929745734,0.0039091162522086,0.0,0.0008832232776352002,0.0,,-1.7580894611001277e-06,-0.0,0.0,
motional_heating__motional_dephasing,motional_heating,motional_dephasing,0.5,0.5,5.0,9.0,rates_7affb8fbc133d6bd,rates_d40c9e1dbffac54a,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.0040958635829413,0.0032130852810559,0.0039091162522086,0.0030258929745734,0.0040963085586911,-4.449757498000209e-07,0.0010699706083679003,-0.0004158766103666838,-1.7799029992000837e-06,-1.7580894611001277e-06,-4.395223652750319e-07,-5.453384524988988e-09,-0.012255464544842781
motional_heating__motional_dephasing,motional_heating,motional_dephasing,1.0,0.5,10.0,9.0,rates_6d2ebea4f1e4f35a,rates_a8953962d6e58e19,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.00428254003945,0.003400184777955,0.0039091162522086,0.0030258929745734,0.0042834080555902,-8.680161401996428e-07,0.0012566470648766002,-0.0006907397983576876,-1.7360322803992856e-06,-1.7580894611001277e-06,-8.790447305500639e-07,1.1028590350421058e-08,0.012705512996434023
motional_heating__motional_dephasing,motional_heating,motional_dephasing,2.0,0.5,20.0,9.0,rates_370adf81f1b648c5,rates_95304e3098130ea3,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.0046555031590884,0.0037740332750584,0.0039091162522086,0.0030258929745734,0.0046572565526936,-1.753393605200687e-06,0.0016296101845149997,-0.0010759589145072307,-1.753393605200687e-06,-1.7580894611001277e-06,-1.7580894611001277e-06,4.695855899440604e-09,0.0026781527464867956
motional_heating__motional_dephasing,motional_heating,motional_dephasing,4.0,0.5,40.0,9.0,rates_ceb4eecb4eaacfc2,rates_0e752ad71c6095d9,rates_70251d48c79bc447,rates_7283b228c09abbcb,2.0,0.0054000756279218,0.0045203137715349,0.0039091162522086,0.0030258929745734,0.0054035370491701,-3.461421248299873e-06,0.0023741826533484004,-0.0014579422705401786,-1.7307106241499365e-06,-1.7580894611001277e-06,-3.5161789222002554e-06,5.475767390038244e-08,0.01581941924210394
