thermal_n_bar,retained_thermal_mass,thermal_tail_mass,effective_theta_xx_rad,predicted_h_XX_rad_per_gate,theta_xx_linear_mean_rad,theta_xx_variance_rad2,theta_xx_std_rad,mean_forced_null_coherence_abs,gamma_XX_phase_dispersion_per_gate,gamma_XX_with_residual_motion_per_gate,gamma_col_proxy_per_gate,pauli_compatibility_cost,pulse
4.0,0.9980657186886165,0.0019342813113835122,0.7853927901475748,5.373249873485975e-06,0.7849811159000074,0.004755924638226637,0.06896321220931227,0.9894419006058639,0.0047341205004411205,0.0053071157872834835,0.000572995286842363,0.0010464073657582892,calibrated_rectangle
4.0,0.9980657186886165,0.0019342813113835122,0.7872480140857175,-0.0018498506882692611,0.7868975098865955,0.004758202570985113,0.06897972579667966,0.9905680054762298,0.004736345937017239,0.004738378737875747,2.032800858507884e-06,0.0004790893421291221,gamma_col_optimized
