pulse,n_bar,h_XX_rad_per_gate,gamma_XX_per_gate,gamma_col_per_gate,average_infidelity,abs_chi_II_XX,chi_XX_XX,generator_frobenius_norm,three_component_residual_norm,three_component_residual_fraction,three_component_channel_error_fraction,gamma_nnls_residual,taxonomy_H_XX,taxonomy_S_XX,taxonomy_S_IX,taxonomy_S_XI,taxonomy_C_IX_XI,collective_x_coefficient_mean,collective_x_coefficient_spread,collective_x_relative_spread,taxonomy_reconstruction_residual_fraction,generator_imaginary_fraction,cptp_min_choi_eigenvalue,cptp_tp_frobenius_error,chi_offdiagonal_frobenius_norm,chi_offdiagonal_fraction
calibrated_rectangle,4.0,0.0004342896977718017,0.005571828804121959,0.0029299752997104475,0.009365601982744031,0.002793386140405135,0.005153212695087007,0.05853497439401657,0.002911627801460444,0.049741677204151465,0.0007355117328493544,0.002911627637195916,0.0004342896977718016,0.005190581509978526,0.002819560067997402,0.0028195516674938007,0.002794561366989373,0.002811224367493525,2.4998701008029003e-05,0.008892460273570314,1.1543008972411724e-14,3.1509775329802454e-14,-1.5599066652221412e-12,1.1102412565703564e-16,0.005555676223331857,0.6499642654133161
gamma_col_optimized,4.0,-0.0014472187367741886,0.0057637816192978265,0.0030908651058221695,0.009770164772929135,0.0032456245591393124,0.00534479592896799,0.06170374878809438,0.002921753418497365,0.04735131132034415,0.0007383609348895388,0.002921753211340206,-0.0014472187367741882,0.005382533980988554,0.0029804549301994717,0.0029804372247299203,0.002955450800846242,0.002972114318591878,2.5004129353229862e-05,0.00841290969086151,1.0918413938776646e-14,3.5599605841678345e-14,5.893125322035526e-08,1.1102613020066768e-16,0.006173476942183312,0.6730908858746785
