condition_id,nbar,motional_heating_s^-1,motional_dephasing_s^-1,spin_dephasing_s^-1,photon_scattering_s^-1,h_XX_rad_per_gate,gamma_XX_per_gate,dominant_local_pauli,dominant_local_gamma_per_gate,dominant_correlated_pauli,dominant_correlated_gamma_per_gate,average_infidelity,abs_chi_II_XX,chi_XX_XX,generator_frobenius_norm,hamiltonian_fit_frobenius_norm,pauli_dissipator_fit_frobenius_norm,unmodeled_generator_frobenius_norm,generator_reconstruction_error,generator_imaginary_frobenius_norm,gamma_nnls_residual,cptp_projection_iterations,cptp_min_choi_eigenvalue,cptp_tp_frobenius_error,cptp_relative_final_step
rates_955f664628d0ac20,3.0,0.0,18.0,3.3333333333333335,4.0,0.05836817268337864,0.002722716917359472,IX,0.0018037209954512633,XX,0.002722716917359472,0.008514019211676783,0.057681140373146866,0.006081438436895726,0.3321180302904687,0.3301802456791044,0.03287072107431789,0.014244546442806509,8.271299192684022e-15,2.8415601490228596e-15,0.014244546426250953,4.0,-4.05569484193538e-12,1.1103430015272075e-16,9.672983707601067e-12
rates_955f664628d0ac20,4.0,0.0,18.0,3.3333333333333335,4.0,0.07270086656218096,0.004292300370436474,IX,0.002250269778307254,XX,0.004292300370436474,0.011925522935825938,0.0714668824652031,0.00946784829882686,0.41405150577091265,0.41125820595407586,0.044586565386599726,0.017815040095982653,4.965870188468725e-15,2.820994301831951e-15,0.017815040083638038,1.0,1.9188733347833993e-07,1.5723643561433292e-16,7.83733600923295e-16
rates_b078dc36ac371a9a,0.01,10.0,18.0,6.666666666666667,4.0,0.013736476382074439,0.00016385441716858023,XI,0.0005505994233691274,YX,0.00023562296125112818,0.0022124333853200894,0.013707101472079104,0.0003525585750702814,0.07859564614628763,0.07770524479501416,0.010994947099280223,0.004275706115182432,4.1380827219403366e-15,3.2769071840702978e-15,0.004275706099260425,1.0,2.5873593843758705e-07,2.482707756049502e-16,5.713840682794188e-16
rates_b078dc36ac371a9a,1.0,10.0,18.0,6.666666666666667,4.0,0.028806319065313443,0.0006158827005135253,IX,0.0010704226024518197,XX,0.0006158827005135253,0.003909733459475362,0.028674548054762872,0.001442483949348075,0.16412244397548734,0.1629531484168723,0.017659750493344978,0.008401264787433613,4.5729571641664996e-15,2.1976917753793345e-15,0.008401264784474338,1.0,3.3150997662421643e-07,1.571108698651519e-16,6.353564668411948e-16
rates_b078dc36ac371a9a,2.0,10.0,18.0,6.666666666666667,4.0,0.04373988463140677,0.0014847064228366393,IX,0.0015667248950400866,XX,0.0014847064228366393,0.006245331922006603,0.04338819085025361,0.0033809988980964267,0.24910928992962622,0.24743015224963744,0.026094867733928457,0.012361875460972754,4.727142262241983e-15,2.2364912607667428e-15,0.012361875450052054,1.0,3.3038433980292184e-07,3.1430418306379015e-16,8.342346703581046e-16
rates_b078dc36ac371a9a,3.0,10.0,18.0,6.666666666666667,4.0,0.058377358883263265,0.002723344341301218,XI,0.0020339526431336517,XX,0.002723344341301218,0.009141272478009199,0.05765171755029289,0.006080930060018601,0.3325940084360947,0.33023221067294783,0.03614423292951848,0.016095213809809168,5.592984195815137e-15,2.8532821255925364e-15,0.01609521378756944,5.0,-5.168849597933091e-13,1.0795946598822058e-17,1.2398737306237598e-12
rates_b078dc36ac371a9a,4.0,10.0,18.0,6.666666666666667,4.0,0.07271087610480655,0.004293105061074443,XI,0.002476192548270367,XX,0.004293105061074443,0.012543268339035407,0.07142763081388002,0.00946581523252106,0.4145417004901899,0.4113148284778015,0.047744895836458835,0.019630543577311192,5.223878108120148e-15,2.7271393513627187e-15,0.01963054357316951,1.0,3.555489932396131e-07,1.8274556852975307e-17,8.595845897122694e-16
rates_b9547fee09e3ad72,0.01,20.0,18.0,3.3333333333333335,4.0,0.013744307869013397,0.0001640025462694156,XI,0.0007945446341121233,XY,0.0001744867365944728,0.002335300378978289,0.013724189052856215,0.00035377229019394865,0.07890463846448303,0.07774954637519384,0.011946313242618346,0.006183494931799561,4.029748649344229e-15,2.033329717376444e-15,0.006183494919406177,1.0,1.4553738899482812e-07,2.2204836135345997e-16,9.496918926191128e-16
rates_b9547fee09e3ad72,1.0,20.0,18.0,3.3333333333333335,4.0,0.028814353209941274,0.0006161957136889175,IX,0.0013096873326973815,XX,0.0006161957136889175,0.004024639278057673,0.028687923950166668,0.0014446778698794442,0.16438462682712715,0.16299859640204764,0.018648903801385914,0.010294731422572067,5.475713865279413e-15,2.3075648144459312e-15,0.010294731420804181,1.0,1.6736232662410876e-07,2.2204604602500287e-16,8.272193829683273e-16
rates_b9547fee09e3ad72,2.0,20.0,18.0,3.3333333333333335,4.0,0.043748385947550206,0.0014851937681336568,IX,0.0018014122680259507,XX,0.0014851937681336568,0.006352471967002416,0.04339944732924115,0.0033840470469139127,0.24935663744027767,0.24747824295601586,0.027035244196218444,0.014224889109448,5.6731771306942214e-15,2.6439412045064558e-15,0.01422488909886032,1.0,1.679889399257006e-07,2.4845343497348367e-16,6.160283421540285e-16
rates_b9547fee09e3ad72,3.0,20.0,18.0,3.3333333333333335,4.0,0.058386490914590736,0.0027239574445479557,IX,0.0022641987656404038,XX,0.0027239574445479557,0.009240866330878728,0.05766156396911044,0.006084689925954482,0.3328343770683915,0.3302838692431839,0.037013090668371884,0.017925384108311026,5.6311042638090594e-15,3.8402402412712874e-15,0.017925384097368314,5.0,-1.0890402645345114e-12,1.1164676240196664e-16,2.4907846873977898e-12
rates_b9547fee09e3ad72,4.0,20.0,18.0,3.3333333333333335,4.0,0.07272082252045775,0.004293917513667346,IX,0.0027021329830188394,XX,0.004293917513667346,0.012635667548744234,0.07143662192510833,0.009470314319746518,0.4147788064298028,0.41137109390144994,0.048540003977763556,0.021427771220888982,6.632309757126519e-15,2.1789885889675698e-15,0.021427771213677445,1.0,8.470752535494489e-08,2.727503446188303e-16,8.707192525435159e-16
rates_c0f0c540e1976c9c,0.01,40.0,18.0,3.3333333333333335,4.0,0.013759974422688455,0.00016429700455646443,IX,0.001282384613053524,XY,0.0001744741578436304,0.0031113874801198095,0.01376186742301836,0.0003571234693935281,0.0802255714279961,0.07783816978594513,0.01660845798240056,0.010075751027576872,4.346218983075427e-15,2.564493887148524e-15,0.010075751004416432,1.0,1.4884675129179942e-07,1.8522449697069243e-18,7.950247841867086e-16
rates_c0f0c540e1976c9c,1.0,40.0,18.0,3.3333333333333335,4.0,0.028830465595292322,0.0006168035515892666,IX,0.0017881777003529418,XX,0.0006168035515892666,0.004783735781911958,0.02870137875502847,0.0014491878911362776,0.16533831867657595,0.16308974181758465,0.0232202017038711,0.014118001611493049,5.352948866289442e-15,1.5507582323912288e-15,0.014118001610191663,1.0,1.6348624559123368e-07,2.485417275500495e-16,2.9728871293530723e-16
rates_c0f0c540e1976c9c,2.0,40.0,18.0,3.3333333333333335,4.0,0.04376538486205242,0.001486162711787425,XI,0.0022707493152701037,XX,0.001486162711787425,0.007094542542394145,0.043396676873566145,0.0033889347057776617,0.2502100012161532,0.24757440333775652,0.03144510855996209,0.01797678136356518,4.232620455432134e-15,1.6486411522226029e-15,0.017976781355097966,1.0,1.4698295706054275e-07,1.5739310163627086e-16,3.6277424106078866e-16
rates_c0f0c540e1976c9c,3.0,40.0,18.0,3.3333333333333335,4.0,0.058404746914695736,0.002725201863949315,IX,0.002724647282525947,XX,0.002725201863949315,0.00996598555994428,0.05764543675632795,0.006089180779633468,0.33365062473292073,0.3303871407749342,0.041233658902847914,0.021606988885906307,5.2104361944904166e-15,3.5087018305991174e-15,0.021606988877738004,5.0,-4.688692827067025e-13,2.4882934420071835e-16,1.0873828153102423e-12
rates_c0f0c540e1976c9c,4.0,40.0,18.0,3.3333333333333335,4.0,0.07274075113636529,0.004295554687809997,IX,0.0031539412939730407,XX,0.004295554687809997,0.013344144165606942,0.07140905056323359,0.009473987921231154,0.4155833710826292,0.41148382717701903,0.052569580467507655,0.02504071687523409,4.290607456655427e-15,2.1434783545578377e-15,0.02504071687267412,1.0,1.1824978667266772e-07,1.13627463575582e-16,1.5896032292089662e-15
rates_d9ef54501046f3fe,0.01,10.0,0.0,3.3333333333333335,4.0,0.013744564304512489,2.5525657692746087e-06,IX,0.0003287949673959943,YX,0.00017447709233097067,0.0014642622258563165,0.01372357874156113,0.00019149249089284268,0.07810509972664467,0.07775099699342922,0.006996340384179941,0.0024980574584184644,4.690544321977183e-15,3.1508372177497082e-15,0.002498057440542623,1.0,1.1523459729245368e-07,1.1102724779314688e-16,4.425164148925587e-16
rates_d9ef54501046f3fe,1.0,10.0,0.0,3.3333333333333335,4.0,0.028847155516070772,0.0004603918374987152,XI,0.00043281338347917717,XX,0.0004603918374987152,0.002508492253836181,0.028754286888838892,0.0012895284647398578,0.16351394887241932,0.16318415426685715,0.009835954732779883,0.0033162126827796746,6.572055275140728e-15,2.6907858721553727e-15,0.003316212678620166,1.0,1.6361146569023483e-07,1.1120243078675925e-16,5.058674941422096e-16
rates_d9ef54501046f3fe,2.0,10.0,0.0,3.3333333333333335,4.0,0.043832839218828225,0.0013361236168177755,IX,0.0005277384452752996,XX,0.0013361236168177755,0.00422284705515672,0.04357384963031516,0.0032435178668907758,0.24843598689012994,0.2479559828025874,0.01488986978087218,0.004069637868958796,5.2233650632743695e-15,1.979655378936082e-15,0.004069637825321677,1.0,1.8990658300773328e-07,1.5834620579231835e-16,1.4854109329272148e-15
rates_d9ef54501046f3fe,3.0,10.0,0.0,3.3333333333333335,4.0,0.05853798099772474,0.0025838988601185353,XI,0.0006111665284361574,XX,0.0025838988601185353,0.006537017292351077,0.057978230939635056,0.005970300858839039,0.33191029365078567,0.3311408265638543,0.02208586572097245,0.004733978169909412,4.92057069108374e-15,1.740484872525373e-15,0.00473397809007461,5.0,-2.1396301763235083e-12,2.0557142396575952e-17,4.734195681284071e-12
rates_d9ef54501046f3fe,4.0,10.0,0.0,3.3333333333333335,4.0,0.0729512531672041,0.004165515214641414,XI,0.0006864895904230364,XX,0.004165515214641414,0.00939723214899031,0.07192296841599631,0.009395817031810787,0.4138888853738784,0.41267460648477094,0.031228450502822965,0.005335023698498791,5.682046760481666e-15,2.3131480488412533e-15,0.005335023652625205,5.0,-1.3754947893029885e-12,2.266531492198268e-16,2.6036358067495797e-12
rates_fcafd99fe5655b45,0.01,10.0,18.0,3.3333333333333335,0.0,0.013736425090176335,0.00016386087197136343,IX,0.0005256233358781278,XX,0.00016386087197136343,0.0013877958976894257,0.013721221768951011,0.0003527964299798488,0.07812607954226726,0.07770495464422113,0.006921254984243007,0.004209579293384725,5.232820508718543e-15,2.232831331011883e-15,0.004209579289374868,5.0,-1.7317948837575247e-12,3.3306701599236375e-16,3.3689449326744925e-12
rates_fcafd99fe5655b45,1.0,10.0,18.0,3.3333333333333335,0.0,0.02880624732977359,0.0006158833194617533,IX,0.0010454387617763814,XX,0.0006158833194617533,0.0030868457243181883,0.028704123078386056,0.0014438294591849483,0.1637459594341258,0.16295274261936224,0.01375332371805554,0.008365942298189584,5.442708375287354e-15,1.9863961058725094e-15,0.008365942297357622,4.0,-3.384381305428968e-12,1.112633380462251e-16,7.418642258905446e-12
rates_fcafd99fe5655b45,2.0,10.0,18.0,3.3333333333333335,0.0,0.043739839574378506,0.0014847089694635287,IX,0.001541732949905654,XX,0.0014847089694635287,0.005424875603220514,0.043433004723363554,0.0033843304736083752,0.24873616377058147,0.24742989736863644,0.02227009669066705,0.012335633297075136,4.40761156228621e-15,2.4584427609211427e-15,0.012335633283917633,5.0,-8.072631673474306e-13,1.1152976418766496e-16,1.6757278602182144e-12
rates_fcafd99fe5655b45,3.0,10.0,18.0,3.3333333333333335,0.0,0.05837730107599249,0.002723354725409515,XI,0.002008963167896778,XX,0.002723354725409515,0.008323838056500677,0.05771126453313889,0.006087037896876762,0.3322051999158138,0.33023188366564055,0.03238594357376827,0.016073223714781325,5.2919783638197504e-15,2.4735935066144435e-15,0.016073223695233785,6.0,-1.9347028406408672e-12,1.570470746796792e-16,3.1153615485922338e-12
rates_fcafd99fe5655b45,4.0,10.0,18.0,3.3333333333333335,0.0,0.07271081462354943,0.00429310949543499,XI,0.00245121096798753,XX,0.00429310949543499,0.01172935420790333,0.07150141846124032,0.009475394665815477,0.41413085311466546,0.411314480687312,0.04404738316402995,0.019610953949478264,4.492081053174139e-15,1.8624284876129973e-15,0.019610953945679938,5.0,-1.2645050253879019e-12,1.1121086881400086e-16,2.5721959511172116e-12
