run_signature,pulse_type,noise_case,scattering_model,nbar,gate_time_s,F_avg,infidelity,p_err,p_weight1,p_weight2,offdiag_ratio,error_offdiag_ratio,exact_pauli_distance,alpha_final_abs,alpha_max_abs,alpha2_integral,entangling_angle_error,integrated_omega2,choi_min_eigenvalue,tp_error,hp_error,standard_infidelity,delta_infidelity,improvement_factor
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,smooth_detuning,all_motional,constant_rate,0.01,0.0002258,0.9997914166314296,0.00020858336857043636,0.0002607676649706292,0.00018101883911740866,7.974882585314934e-05,0.7069977070181304,0.0001280305180798939,0.01220798478765608,0.00014060279032121129,0.13532761174525268,2.386717117429156e-06,-8.666475753904557e-05,312029.54776439944,-9.41728471040812e-07,1.5600099795905978e-15,2.5681239014812888e-15,0.0011215333366401126,-0.0009129499680696762,5.376906818250865
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,smooth_detuning,all_motional,constant_rate,1.0,0.0002258,0.9988915726415323,0.0011084273584677229,0.001385559104398637,0.00034197562465158713,0.001043583479747148,0.7059642153614212,0.0002420285360345168,0.033787650779329596,0.00014060279032121129,0.13532761174525268,2.386717117429156e-06,-8.666475753904557e-05,312029.54776439944,-5.038441866693759e-07,2.4922089492217553e-15,2.8030200232870035e-15,0.002821154689472416,-0.001712727331004693,2.545186807164655
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,smooth_detuning,all_motional,constant_rate,2.0,0.0002258,0.9972907446488216,0.0027092553511783857,0.003386597923144663,0.0004978380473301597,0.002888759875814426,0.7039824503830031,0.00035271977865430757,0.05512176209647768,0.00014060279032121129,0.13532761174525268,2.386717117429156e-06,-8.666475753904557e-05,312029.54776439944,-5.810933136553495e-07,3.5297206219168866e-15,2.6223992336591253e-15,0.0051599500549187605,-0.002450694703740375,1.904563943252691
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,smooth_detuning,all_motional,constant_rate,3.0,0.0002258,0.9950624449823454,0.004937555017654582,0.006171983335039766,0.0006471646772368289,0.005524818657802863,0.7011353977016056,0.00045915978579130545,0.07592915655368015,0.00014060279032121129,0.13532761174525268,2.386717117429156e-06,-8.666475753904557e-05,312029.54776439944,-4.0874408232024423e-07,2.531531243337622e-15,1.808560721550039e-15,0.008059856287724543,-0.0031223012700699604,1.6323577679450554
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,smooth_detuning,all_motional,constant_rate,4.0,0.0002258,0.9922642469456067,0.007735753054393335,0.009669717494665386,0.0007900640197291439,0.008879653474936295,0.6974912656434576,0.0005615540344978288,0.09616437697466242,0.00014060279032121129,0.13532761174525268,2.386717117429156e-06,-8.666475753904557e-05,312029.54776439944,-3.745715774556491e-07,4.047063660890942e-15,1.6786494533270582e-15,0.011466528814737087,-0.003730775760343752,1.4822769980002073
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,standard,all_motional,constant_rate,0.01,0.0001,0.9988784666633599,0.0011215333366401126,0.001401938309242845,0.001049039041078878,0.00035289926816393046,0.7067237348061145,0.0007426825908159891,0.019448819201518076,2.13600777145116e-14,0.49999342024641763,1.2499671014485726e-05,-1.033545274109482e-05,98696.04401089359,-1.216785102061588e-07,1.7205850261875432e-15,3.035613726260827e-15,0.0011215333366401126,0.0,1.0
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,standard,all_motional,constant_rate,1.0,0.0001,0.9971788453105276,0.002821154689472416,0.003526468071474609,0.0020821495612158747,0.0014443185102588276,0.7054971558876914,0.0014762894563026558,0.04074370009170675,2.13600777145116e-14,0.49999342024641763,1.2499671014485726e-05,-1.033545274109482e-05,98696.04401089359,-1.472888561165423e-07,1.9017951829421198e-15,1.6221497044555986e-15,0.002821154689472416,0.0,1.0
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,standard,all_motional,constant_rate,2.0,0.0001,0.9948400499450812,0.0051599500549187605,0.006449952639625778,0.0030645597200425314,0.0033853929195833523,0.7033530011556137,0.0021768318088332184,0.06176263268074142,2.13600777145116e-14,0.49999342024641763,1.2499671014485726e-05,-1.033545274109482e-05,98696.04401089359,-4.028201550008749e-07,1.551217426045225e-15,1.13738564542784e-15,0.0051599500549187605,0.0,1.0
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,standard,all_motional,constant_rate,3.0,0.0001,0.9919401437122755,0.008059856287724543,0.010074870914968836,0.003985800239098264,0.006089070675870593,0.7003721073045374,0.002837375645064845,0.08224173793956185,2.13600777145116e-14,0.49999342024641763,1.2499671014485726e-05,-1.033545274109482e-05,98696.04401089359,-6.393791623268343e-07,2.9486677753148804e-15,1.1726338613049871e-15,0.008059856287724543,0.0,1.0
9386f232e2d18838292731e6e0d71705ee8a24d44e5645c28f77675b4553eca2,standard,all_motional,constant_rate,4.0,0.0001,0.9885334711852629,0.011466528814737087,0.014333194122675419,0.004854671532262583,0.009478522590412812,0.6966252263675304,0.0034642816873362028,0.10213952033731914,2.13600777145116e-14,0.49999342024641763,1.2499671014485726e-05,-1.033545274109482e-05,98696.04401089359,-2.5565747008943327e-07,3.427128578907459e-15,1.2350522676744148e-15,0.011466528814737087,0.0,1.0
