source_x,source_y,multiplier_x,multiplier_y,strength_x_s^-1,strength_y_s^-1,condition_id,x_only_condition_id,y_only_condition_id,zero_condition_id,nbar,grid_infidelity,x_only_infidelity,y_only_infidelity,zero_infidelity,additive_prediction,interaction_infidelity,pair_noise_penalty,relative_interaction_to_pair_noise,interaction_per_multiplier_product,nominal_bilinear_coefficient,bilinear_prediction,bilinear_residual,relative_bilinear_residual
motional_heating,spin_dephasing,0.0,0.0,0.0,0.0,rates_7283b228c09abbcb,rates_7283b228c09abbcb,rates_7283b228c09abbcb,rates_7283b228c09abbcb,0.01,0.0002487641440845,0.0002487641440845,0.0002487641440845,0.0002487641440845,0.0002487641440845,0.0,0.0,0.0,,-1.285473040999992e-07,-0.0,0.0,
motional_heating,spin_dephasing,0.5,0.0,5.0,0.0,rates_d40c9e1dbffac54a,rates_d40c9e1dbffac54a,rates_7283b228c09abbcb,rates_7283b228c09abbcb,0.01,0.0004438274759339,0.0004438274759339,0.0002487641440845,0.0002487641440845,0.0004438274759338999,5.421010862427522e-20,0.0001950633318494,2.7791029769822917e-16,,-1.285473040999992e-07,-0.0,5.421010862427522e-20,
motional_heating,spin_dephasing,1.0,0.0,10.0,0.0,rates_a8953962d6e58e19,rates_a8953962d6e58e19,rates_7283b228c09abbcb,rates_7283b228c09abbcb,0.01,0.0006387326460262,0.0006387326460262,0.0002487641440845,0.0002487641440845,0.0006387326460261999,1.0842021724855044e-19,0.00038996850194170004,2.780230113681314e-16,,-1.285473040999992e-07,-0.0,1.0842021724855044e-19,
motional_heating,spin_dephasing,2.0,0.0,20.0,0.0,rates_95304e3098130ea3,rates_95304e3098130ea3,rates_7283b228c09abbcb,rates_7283b228c09abbcb,0.01,0.0010282516239936,0.0010282516239936,0.0002487641440845,0.0002487641440845,0.0010282516239936,0.0,0.0007794874799091,0.0,,-1.285473040999992e-07,-0.0,0.0,
motional_heating,spin_dephasing,4.0,0.0,40.0,0.0,rates_0e752ad71c6095d9,rates_0e752ad71c6095d9,rates_7283b228c09abbcb,rates_7283b228c09abbcb,0.01,0.0018057867413734,0.0018057867413734,0.0002487641440845,0.0002487641440845,0.0018057867413733997,2.168404344971009e-19,0.0015570225972889,1.3926608057883372e-16,,-1.285473040999992e-07,-0.0,2.168404344971009e-19,
motional_heating,spin_dephasing,0.0,0.5,0.0,1.6666666666666667,rates_a6ce76b38e46ff5e,rates_7283b228c09abbcb,rates_a6ce76b38e46ff5e,rates_7283b228c09abbcb,0.01,0.0003820584352766,0.0002487641440845,0.0003820584352766,0.0002487641440845,0.0003820584352766,0.0,0.0001332942911921,0.0,,-1.285473040999992e-07,-0.0,0.0,
motional_heating,spin_dephasing,0.5,0.5,5.0,1.6666666666666667,rates_7f6d8a2c30c891ba,rates_d40c9e1dbffac54a,rates_a6ce76b38e46ff5e,rates_7283b228c09abbcb,0.01,0.0005770712510895226,0.0004438274759339,0.0003820584352766,0.0002487641440845,0.000577121767126,-5.051603647735804e-08,0.00032830710700502264,-0.00015386823921720712,-2.0206414590943217e-07,-1.285473040999992e-07,-3.21368260249998e-08,-1.837921045235824e-08,-0.36382922600422235
motional_heating,spin_dephasing,1.0,0.5,10.0,1.6666666666666667,rates_c359844b45a07d98,rates_a8953962d6e58e19,rates_a6ce76b38e46ff5e,rates_7283b228c09abbcb,0.01,0.0007719629048665,0.0006387326460262,0.0003820584352766,0.0002487641440845,0.0007720269372183,-6.403235179998183e-08,0.000523198760782,-0.00012238628337780418,-1.2806470359996366e-07,-1.285473040999992e-07,-6.42736520499996e-08,2.413002500177737e-10,0.003768411486298746
motional_heating,spin_dephasing,2.0,0.5,20.0,1.6666666666666667,rates_f231d1a72f5d8b15,rates_95304e3098130ea3,rates_a6ce76b38e46ff5e,rates_7283b228c09abbcb,0.01,0.0011613988009193665,0.0010282516239936,0.0003820584352766,0.0002487641440845,0.0011615459151857,-1.471142663334122e-07,0.0009126346568348665,-0.00016119732604021771,-1.471142663334122e-07,-1.285473040999992e-07,-1.285473040999992e-07,-1.8566962233412983e-08,-0.12620776146436932
motional_heating,spin_dephasing,4.0,0.5,40.0,1.6666666666666667,rates_9040a2a1e67c1384,rates_0e752ad71c6095d9,rates_a6ce76b38e46ff5e,rates_7283b228c09abbcb,0.01,0.0019387831096941976,0.0018057867413734,0.0003820584352766,0.0002487641440845,0.0019390810325655,-2.9792287130239563e-07,0.0016900189656096976,-0.00017628374436313846,-1.4896143565119781e-07,-1.285473040999992e-07,-2.570946081999984e-07,-4.0828263102397205e-08,-0.1370430639444126
