n_bar,row_pauli,column_pauli,component,is_diagonal,real,imag,abs
12.0,XI,ZX,"XI,ZX",False,2.1927408812511335e-08,-1.428117643696937e-09,2.1973865778129215e-08
12.0,XI,ZY,"XI,ZY",False,2.3823065971029645e-09,5.954679477369191e-10,2.4555990713840736e-09
12.0,XI,ZZ,"XI,ZZ",False,1.1548971208707493e-08,-3.9468116141726306e-09,1.2204755544349201e-08
12.0,XX,XX,"XX,XX",True,0.05302488288424201,-5.4352707990276335e-18,0.05302488288424201
12.0,XX,XY,"XX,XY",False,-6.760464283304999e-09,1.810619591410823e-08,1.9327136565097067e-08
12.0,XX,XZ,"XX,XZ",False,-2.900817013004025e-08,6.8726695630933256e-09,2.981119791650159e-08
12.0,XX,YI,"XX,YI",False,-4.112492759735564e-09,-1.0502662904518605e-08,1.1279118972013222e-08
12.0,XX,YX,"XX,YX",False,-5.426130181747309e-09,-1.966101004571841e-08,2.0396034045056638e-08
12.0,XX,YY,"XX,YY",False,-2.0273768424478037e-08,1.262580858190304e-17,2.0273768424478037e-08
12.0,XX,YZ,"XX,YZ",False,6.329118219898398e-09,-8.129329376047072e-09,1.030260809434736e-08
12.0,XX,ZI,"XX,ZI",False,5.569326212229512e-09,1.1272367622661152e-09,5.6822581054041285e-09
12.0,XX,ZX,"XX,ZX",False,1.0653164128651782e-08,8.157399517768892e-09,1.3417640360528717e-08
12.0,XX,ZY,"XX,ZY",False,3.946811508617198e-09,-1.2739906971326069e-08,1.3337261740049782e-08
12.0,XX,ZZ,"XX,ZZ",False,5.95467822403148e-10,1.027592972518976e-08,1.0293168299632337e-08
12.0,XY,XY,"XY,XY",True,0.00013237109002287378,-1.1111637436269556e-18,0.00013237109002287378
12.0,XY,XZ,"XY,XZ",False,1.9530286313083367e-08,1.0579748183161703e-08,2.2211779647072966e-08
12.0,XY,YI,"XY,YI",False,-8.228973562569902e-09,4.784237690193375e-09,9.518662520004647e-09
12.0,XY,YX,"XY,YX",False,2.1068414447072973e-08,9.478947406336206e-18,2.1068414447072973e-08
12.0,XY,YY,"XY,YY",False,-1.862459397806084e-09,2.652605202504988e-08,2.659135556988641e-08
12.0,XY,YZ,"XY,YZ",False,-1.1923967691956101e-08,-4.2656302938532676e-09,1.2663988602436897e-08
12.0,XY,ZI,"XY,ZI",False,-7.1861689012603386e-09,-1.1013493719444839e-13,7.1861689021043e-09
12.0,XY,ZX,"XY,ZX",False,2.4019312068263863e-09,1.2839551162065567e-08,1.3062287225659437e-08
12.0,XY,ZY,"XY,ZY",False,-1.4383473974220873e-08,-1.3002598325945704e-08,1.9389478765376218e-08
12.0,XY,ZZ,"XY,ZZ",False,1.059489325265506e-08,-6.164683905658578e-09,1.2257858324023883e-08
12.0,XZ,XZ,"XZ,XZ",True,0.00011321505511056041,-8.512236204117072e-19,0.00011321505511056041
12.0,XZ,YI,"XZ,YI",False,5.1072974474624394e-18,-4.610467321396369e-09,4.610467321396369e-09
12.0,XZ,YX,"XZ,YX",False,4.784237686635445e-09,-8.228973556913582e-09,9.518662513326431e-09
12.0,XZ,YY,"XZ,YY",False,1.5572767424560576e-08,-2.3874442708637904e-09,1.5754712799855646e-08
12.0,XZ,YZ,"XZ,YZ",False,-1.329932683144523e-11,9.503162948405754e-10,9.504093498770355e-10
12.0,XZ,ZI,"XZ,ZI",False,1.2839330817529777e-08,2.4019310911211497e-09,1.3062070617190227e-08
12.0,XZ,ZX,"XZ,ZX",False,1.1023164802822948e-13,2.382306596679813e-09,2.3823065992300756e-09
12.0,XZ,ZY,"XZ,ZY",False,8.71670732604263e-09,2.133205108525516e-08,2.304424852564781e-08
12.0,XZ,ZZ,"XZ,ZZ",False,-1.3092894047552055e-08,1.1126839681005693e-08,1.718227097409498e-08
12.0,YI,YI,"YI,YI",True,0.00011321797631511123,6.278355751103444e-20,0.00011321797631511123
12.0,YI,YX,"YI,YX",False,4.515017801708258e-09,1.9476976646112075e-07,1.9482209144003476e-07
12.0,YI,YY,"YI,YY",False,-3.350837253087899e-09,3.247718629072577e-08,3.264959019129011e-08
12.0,YI,YZ,"YI,YZ",False,-4.0009567856794284e-08,1.0171725692491093e-08,4.12823149017919e-08
12.0,YI,ZI,"YI,ZI",False,5.039315406295692e-08,2.8145391483032238e-08,5.7720300052460357e-08
12.0,YI,ZX,"YI,ZX",False,7.026517792990104e-05,-1.9740435485250686e-09,7.026517795763063e-05
12.0,YI,ZY,"YI,ZY",False,-1.966428567451006e-08,1.4399674583247944e-09,1.9716937829434263e-08
12.0,YI,ZZ,"YI,ZZ",False,-5.386743816362871e-09,-3.0034263650457026e-08,3.051350523896407e-08
12.0,YX,YX,"YX,YX",True,0.0001323909427525909,2.48395408003349e-18,0.0001323909427525909
12.0,YX,YY,"YX,YY",False,9.416302241578396e-10,-2.4249802863668408e-08,2.426807792977903e-08
12.0,YX,YZ,"YX,YZ",False,3.1782184424865525e-08,-1.258093271922541e-08,3.4181678058600947e-08
12.0,YX,ZI,"YX,ZI",False,-7.40829147994008e-05,1.9740431385882255e-09,7.408291482570137e-05
12.0,YX,ZX,"YX,ZX",False,4.090532963766099e-08,-2.814539164706666e-08,4.965288575432929e-08
12.0,YX,ZY,"YX,ZY",False,3.4278187778025035e-08,-3.841863414154416e-09,3.4492811886515766e-08
12.0,YX,ZZ,"YX,ZZ",False,7.788639773062546e-09,4.464816575288321e-08,4.5322418455014785e-08
12.0,YY,YY,"YY,YY",True,2.4695450840522832e-08,-6.907121884663889e-18,2.4695450840522832e-08
12.0,YY,YZ,"YY,YZ",False,3.55057270947121e-08,7.649749972246463e-09,3.632045334466597e-08
12.0,YY,ZI,"YY,ZI",False,4.524352344544492e-08,4.679301805407544e-09,4.548485769071521e-08
12.0,YY,ZX,"YY,ZX",False,-3.0629621577663307e-08,-2.277406021051029e-09,3.0714170934205225e-08
12.0,YY,ZY,"YY,ZY",False,5.0212985994783974e-08,-4.648081519159177e-08,6.842375423336021e-08
12.0,YY,ZZ,"YY,ZZ",False,4.5690801614211787e-10,7.901865564825806e-08,7.901997662232761e-08
12.0,YZ,YZ,"YZ,YZ",True,1.1091700534296772e-07,2.7007703961003925e-18,1.1091700534296772e-07
12.0,YZ,ZI,"YZ,ZI",False,7.325255939809411e-10,-3.487354527009444e-08,3.488123784287426e-08
12.0,YZ,ZX,"YZ,ZX",False,1.669370200623372e-09,2.0259643394068397e-08,2.0328304093591982e-08
12.0,YZ,ZY,"YZ,ZY",False,4.5690839539603786e-10,-1.4702877300732004e-08,1.4709975057836223e-08
12.0,YZ,ZZ,"YZ,ZZ",False,3.890643075117885e-08,4.648081520657399e-08,6.061498606833095e-08
12.0,ZI,ZI,"ZI,ZI",True,0.00013245690165167304,3.1554924989876297e-19,0.00013245690165167304
12.0,ZI,ZX,"ZI,ZX",False,-4.5150181884240534e-09,2.042583806452965e-07,2.0430827553743541e-07
12.0,ZI,ZY,"ZI,ZY",False,9.472332401223012e-09,3.237776245480061e-08,3.37349163730808e-08
12.0,ZI,ZZ,"ZI,ZZ",False,-2.484538064173592e-08,-4.050230482982186e-09,2.5173345153118292e-08
12.0,ZX,ZX,"ZX,ZX",True,0.00011311769051179874,-2.918773809378973e-18,0.00011311769051179874
12.0,ZX,ZY,"ZX,ZY",False,-7.063125434154636e-09,-4.0605146183684937e-08,4.121487155744908e-08
12.0,ZX,ZZ,"ZX,ZZ",False,3.307276435382262e-08,6.45943744619018e-09,3.369765680466112e-08
12.0,ZY,ZY,"ZY,ZY",True,2.5743680867607037e-09,1.9960358814826317e-18,2.5743680867607037e-09
12.0,ZY,ZZ,"ZY,ZZ",False,2.419848647619741e-08,-7.649749622404884e-09,2.537883797623903e-08
12.0,ZZ,ZZ,"ZZ,ZZ",True,1.0331171629296423e-07,2.2001755749648895e-18,1.0331171629296423e-07
12.25,II,II,"II,II",True,0.9339377256879384,-1.3606951095931749e-18,0.9339377256879384
12.25,II,IX,"II,IX",False,-1.2264853232844923e-09,1.712686802561188e-07,1.712730717390241e-07
12.25,II,IY,"II,IY",False,-8.651466492188034e-09,-1.0614493218491417e-08,1.3693624018164535e-08
12.25,II,IZ,"II,IZ",False,4.002992798346483e-09,-5.720497895811073e-09,6.981980200458372e-09
12.25,II,XI,"II,XI",False,1.9113147186824758e-08,1.8367308649031124e-07,1.8466487239391953e-07
12.25,II,XX,"II,XX",False,-0.005174974896272146,0.16524953993890132,0.1653305501569374
12.25,II,XY,"II,XY",False,-1.29532579593028e-08,-1.8235768730777077e-08,2.2368061001406186e-08
12.25,II,XZ,"II,XZ",False,1.7438873311773476e-08,-6.728615209756135e-09,1.8691938503671757e-08
12.25,II,YI,"II,YI",False,-4.231936818592771e-09,1.180176824834095e-08,1.2537584417427055e-08
12.25,II,YX,"II,YX",False,4.941572574745923e-09,1.4147621303205876e-08,1.498580421767233e-08
12.25,II,YY,"II,YY",False,2.941278248952753e-09,6.712396478925076e-09,7.3285322014744755e-09
12.25,II,YZ,"II,YZ",False,-3.247464248708512e-09,1.8218302160881904e-09,3.7235855546625865e-09
12.25,II,ZI,"II,ZI",False,-7.729353462826438e-09,2.8639529903213536e-09,8.242883699536083e-09
12.25,II,ZX,"II,ZX",False,-1.3641722117197492e-08,6.729461561653206e-09,1.5211253572030255e-08
12.25,II,ZY,"II,ZY",False,-3.464932179647757e-09,2.193442995782025e-09,4.10084713020417e-09
12.25,II,ZZ,"II,ZZ",False,-1.07399497628613e-09,2.259033147826906e-18,1.07399497628613e-09
12.25,IX,IX,"IX,IX",True,0.00519997304954516,-7.644257431763396e-18,0.00519997304954516
12.25,IX,IY,"IX,IY",False,7.2143549539822145e-09,1.8593305953478606e-08,1.9943869827135122e-08
12.25,IX,IZ,"IX,IZ",False,-1.1981805532359582e-08,4.283386344579716e-09,1.2724427782506162e-08
12.25,IX,XI,"IX,XI",False,0.005174974896272427,1.2124093653960634e-08,0.005174974896286629
12.25,IX,XX,"IX,XX",False,-1.9113146953736385e-08,1.871277437175509e-07,1.881013154002293e-07
12.25,IX,XY,"IX,XY",False,1.2164622700928223e-08,1.9904247921984355e-08,2.332717579982105e-08
12.25,IX,XZ,"IX,XZ",False,-1.910735249188722e-08,5.939979949825826e-09,2.0009354838513948e-08
12.25,IX,YI,"IX,YI",False,-6.276286625581266e-10,1.6960548151470287e-08,1.6972156944136673e-08
12.25,IX,YX,"IX,YX",False,5.191777650640784e-09,1.3375727398411303e-08,1.4347983782061644e-08
12.25,IX,YY,"IX,YY",False,-4.0607262993668184e-09,-3.247464158642546e-09,5.199569361018014e-09
12.25,IX,YZ,"IX,YZ",False,-2.1746808029518726e-10,-2.9412782517716785e-09,2.9493067185852907e-09
12.25,IX,ZI,"IX,ZI",False,-1.7466447283832458e-08,-2.4155175090116993e-09,1.763268288024373e-08
12.25,IX,ZX,"IX,ZX",False,-1.7448142219022786e-08,-1.904112256063e-09,1.7551732403923402e-08
12.25,IX,ZY,"IX,ZY",False,3.559364793839123e-18,-3.3128910335508688e-09,3.3128910335508688e-09
12.25,IX,ZZ,"IX,ZZ",False,2.1934429966010974e-09,-3.4649321799930684e-09,4.100847130934037e-09
12.25,IY,IY,"IY,IY",True,0.00011323912337846381,4.4476075949572e-18,0.00011323912337846381
12.25,IY,IZ,"IY,IZ",False,-1.7951150063094574e-09,-4.179430030131576e-09,4.548634219482045e-09
12.25,IY,XI,"IY,XI",False,1.2236200707626242e-09,1.6166067470899277e-08,1.6212309630377804e-08
12.25,IY,XX,"IY,XX",False,-4.349847986357132e-10,-1.4497588181282907e-08,1.4504112342681229e-08
12.25,IY,XY,"IY,XY",False,-1.3386599384773013e-08,1.7644486348080914e-07,1.76951945148534e-07
12.25,IY,XZ,"IY,XZ",False,7.055289761121047e-05,9.52114441216309e-10,7.055289761763488e-05
12.25,IY,YI,"IY,YI",False,6.782443530417608e-15,-2.1746808102194215e-10,2.1746808112770833e-10
12.25,IY,YX,"IY,YX",False,-2.4787103344167367e-10,2.1885432293374764e-09,2.2025352473679856e-09
12.25,IY,YY,"IY,YY",False,-1.718139419458528e-09,-1.338740049178941e-08,1.349720322853074e-08
12.25,IY,YZ,"IY,YZ",False,1.4019263135252834e-08,2.4697553743064597e-09,1.4235147714877241e-08
12.25,IY,ZI,"IY,ZI",False,-1.971075111638155e-09,-6.194702643206609e-10,2.0661269332005896e-09
12.25,IY,ZX,"IY,ZX",False,1.9672731042171603e-18,3.716060715435246e-10,3.716060715435246e-10
12.25,IY,ZY,"IY,ZY",False,1.4506870746658872e-08,3.746239156641461e-09,1.4982777001578202e-08
12.25,IY,ZZ,"IY,ZZ",False,-5.93476890287551e-09,1.39313372495951e-08,1.5142775158222952e-08
12.25,IZ,IZ,"IZ,IZ",True,0.00013237106626885764,2.3823345584712047e-18,0.00013237106626885764
12.25,IZ,XI,"IZ,XI",False,1.6962962960429714e-08,5.001022678997598e-09,1.7684805349020912e-08
12.25,IZ,XX,"IZ,XX",False,-1.5294483680678306e-08,-5.7896579509775226e-09,1.6353634771751883e-08
12.25,IZ,XY,"IZ,XY",False,-7.451919096796919e-05,9.521147565564854e-10,7.451919097405167e-05
12.25,IZ,XZ,"IZ,XZ",False,1.3386599092718308e-08,1.9100171757605057e-07,1.914702513506225e-07
12.25,IZ,YI,"IZ,YI",False,-2.188543305654179e-09,2.4785745520588685e-10,2.2025337951606686e-09
12.25,IZ,YX,"IZ,YX",False,4.159618458704495e-09,6.795182905945001e-15,4.159618458710045e-09
12.25,IZ,YY,"IZ,YY",False,-1.7088906353413067e-08,3.4294503521714592e-09,1.7429625643533782e-08
12.25,IZ,YZ,"IZ,YZ",False,7.582988428795559e-10,-1.7695984227663735e-08,1.7712223884109983e-08
12.25,IZ,ZI,"IZ,ZI",False,-8.673344681353612e-10,-2.6166305131041746e-18,8.673344681353612e-10
12.25,IZ,ZX,"IZ,ZX",False,6.194702701522743e-10,1.971075102058657e-09,2.0661269258102412e-09
12.25,IZ,ZY,"IZ,ZY",False,-6.894463837730524e-09,-1.717683215247551e-08,1.8508840979491135e-08
12.25,IZ,ZZ,"IZ,ZZ",False,1.6576513911514823e-08,-4.706079881441833e-09,1.7231598919112413e-08
12.25,XI,XI,"XI,XI",True,0.005200037750193034,-5.421641260809135e-18,0.005200037750193034
12.25,XI,XX,"XI,XX",False,1.2264855070779212e-09,1.7472313594974234e-07,1.747274406119749e-07
12.25,XI,XY,"XI,XY",False,2.8802424045531143e-09,-9.040534059480614e-09,9.488258659502013e-09
12.25,XI,XZ,"XI,XZ",False,1.5652034558201466e-08,-5.072614702462312e-11,1.565211675630887e-08
12.25,XI,YI,"XI,YI",False,-1.8050320424050565e-09,-1.4506870742647324e-08,1.4618735903558348e-08
12.25,XI,YX,"XI,YX",False,-1.2934541070630946e-09,-1.452516229167275e-08,1.4582639100194119e-08
12.25,XI,YY,"XI,YY",False,-3.6891134812113168e-09,-3.464932384651336e-09,5.061157447408712e-09
12.25,XI,YZ,"XI,YZ",False,6.862308460803339e-19,-2.5696654183844647e-09,2.5696654183844647e-09
12.25,XI,ZI,"XI,ZI",False,1.0434455935847216e-08,-8.900921836483833e-09,1.3715111381841999e-08
12.25,XI,ZX,"XI,ZX",False,1.4019263134060211e-08,-3.0813431311539105e-09,1.4353898923774304e-08
12.25,XI,ZY,"XI,ZY",False,2.174680683272414e-10,-2.9412782409296567e-09,2.9493067068903225e-09
12.25,XI,ZZ,"XI,ZZ",False,1.8218301958302993e-09,-3.2474642415335674e-09,3.723585538493544e-09
12.25,XX,XX,"XX,XX",True,0.05467965499132017,2.2804652224034303e-18,0.05467965499132017
12.25,XX,XY,"XX,XY",False,-1.4431309442688947e-09,1.0617212629904227e-09,1.7916135081519144e-09
12.25,XX,XZ,"XX,XZ",False,-7.673221779385463e-09,1.4878376042773255e-09,7.816136719143103e-09
12.25,XX,YI,"XX,YI",False,-3.020489980531418e-09,-1.658300719013096e-08,1.6855844303695552e-08
12.25,XX,YX,"XX,YX",False,8.451913371491113e-10,-1.067062485940462e-08,1.0704045183319052e-08
12.25,XX,YY,"XX,YY",False,4.8085615385329294e-09,1.3188358314850328e-18,4.8085615385329294e-09
12.25,XX,YZ,"XX,YZ",False,3.4649323909094405e-09,3.689113485574093e-09,5.061157454873149e-09
12.25,XX,ZI,"XX,ZI",False,1.7088906352057814e-08,-1.2326011669672177e-09,1.7133301665067677e-08
12.25,XX,ZX,"XX,ZX",False,1.474303968475136e-08,7.941081254236e-09,1.6745685731929043e-08
12.25,XX,ZY,"XX,ZY",False,3.247464152430744e-09,4.060726293000639e-09,5.199569352166527e-09
12.25,XX,ZZ,"XX,ZZ",False,-2.941278245483306e-09,6.712396478925076e-09,7.328532200082026e-09
12.25,XY,XY,"XY,XY",True,0.00013230913978190192,1.0551210508746573e-19,0.00013230913978190192
12.25,XY,XZ,"XY,XZ",False,-1.6352113140491882e-08,4.179429883566262e-09,1.687777349981608e-08
12.25,XY,YI,"XY,YI",False,-6.194838576638127e-10,-1.9710752929173412e-09,2.066131181763448e-09
12.25,XY,YX,"XY,YX",False,8.673481204091171e-10,3.107137502471861e-19,8.673481204091171e-10
12.25,XY,YY,"XY,YY",False,-2.6873182475198934e-09,1.3635242528814429e-08,1.3897536406969514e-08
12.25,XY,YZ,"XY,YZ",False,-1.4235547150390505e-08,-4.987614478478176e-10,1.4244281858094864e-08
12.25,XY,ZI,"XY,ZI",False,4.15961847605173e-09,-6.8015254886525884e-15,4.15961847605729e-09
12.25,XY,ZX,"XY,ZX",False,-2.188543241093698e-09,2.4787104969378044e-10,2.202535260878519e-09
12.25,XY,ZY,"XY,ZY",False,-1.4754712768795091e-08,-8.151696830242876e-09,1.685680011454833e-08
12.25,XY,ZZ,"XY,ZZ",False,3.963774981852186e-09,-1.414762129973643e-08,1.4692402817358133e-08
12.25,XZ,XZ,"XZ,XZ",True,0.0001132641818021885,5.043920448561517e-18,0.0001132641818021885
12.25,XZ,YI,"XZ,YI",False,-6.120181139933882e-19,3.7161956433114096e-10,3.7161956433114096e-10
12.25,XZ,YX,"XZ,YX",False,-1.9710752889545158e-09,-6.194838553759006e-10,2.066131177296959e-09
12.25,XZ,YY,"XZ,YY",False,1.6872622323562007e-08,-1.458456347754464e-09,1.6935538934201894e-08
12.25,XZ,YZ,"XZ,YZ",False,3.6471589428841773e-09,1.7448142223251174e-08,1.782524713426045e-08
12.25,XZ,ZI,"XZ,ZI",False,2.4785745281764354e-10,-2.188543304797332e-09,2.202533794040509e-09
12.25,XZ,ZX,"XZ,ZX",False,6.773878333254897e-15,2.1746807995806877e-10,2.17468080063568e-10
12.25,XZ,ZY,"XZ,ZY",False,4.923469832550435e-09,1.696054815754182e-08,1.7660712018385028e-08
12.25,XZ,ZZ,"XZ,ZZ",False,-1.6328671911078575e-08,9.111537656622042e-09,1.8698813995750854e-08
12.25,YI,YI,"YI,YI",True,0.00011330122423728689,9.048958168215671e-18,0.00011330122423728689
12.25,YI,YX,"YI,YX",False,6.953120582095576e-09,1.7742644772738568e-07,1.7756263750853637e-07
12.25,YI,YY,"YI,YY",False,-1.6483355178250825e-09,1.9341927101648257e-08,1.9412036317316095e-08
12.25,YI,YZ,"YI,YZ",False,-1.8593305952014933e-08,4.033924487254431e-09,1.902586589341218e-08
12.25,YI,ZI,"YI,ZI",False,-7.854559449106264e-09,2.6473268552712392e-08,2.761391048011084e-08
12.25,YI,ZX,"YI,ZX",False,7.056303997638223e-05,2.1600930896424453e-11,7.056303997638553e-05
12.25,YI,ZY,"YI,ZY",False,-1.910735249167038e-08,2.7595782860869768e-09,1.9305600005127655e-08
12.25,YI,ZZ,"YI,ZZ",False,-6.006855231685186e-09,-1.8823657559816436e-08,1.9758856082872263e-08
12.25,YX,YX,"YX,YX",True,0.00013231174981923402,1.0995006162552441e-18,0.00013231174981923402
12.25,YX,YY,"YX,YY",False,-2.5400674009887798e-09,-1.872323594429015e-08,1.889474812288125e-08
12.25,YX,YZ,"YX,YZ",False,1.7974614822901978e-08,-8.222327396675397e-09,1.97659668584617e-08
12.25,YX,ZI,"YX,ZI",False,-7.452453283790864e-05,-2.1601244881374296e-11,7.452453283791177e-05
12.25,YX,ZX,"YX,ZX",False,-4.948355723759862e-09,-2.6473268751139455e-08,2.6931769023569984e-08
12.25,YX,ZY,"YX,ZY",False,1.8519463670336574e-08,-5.708477364517327e-10,1.852825954522249e-08
12.25,YX,ZZ,"YX,ZZ",False,3.818124660187605e-09,1.8235768729909715e-08,1.8631192583715237e-08
12.25,YY,YY,"YY,YY",True,6.036901109909842e-08,3.741794111227678e-18,6.036901109909842e-08
12.25,YY,YZ,"YY,YZ",False,-1.9981508367055706e-09,9.906065417312093e-09,1.0105579588439932e-08
12.25,YY,ZI,"YY,ZI",False,1.5294483679431474e-08,3.0153279387268306e-09,1.558888814503659e-08
12.25,YY,ZX,"YY,ZX",False,-1.5882372754498994e-08,-5.204058509954114e-09,1.6713227973311374e-08
12.25,YY,ZY,"YY,ZY",False,-3.980585595375376e-09,-2.074672069699208e-08,2.1125138611642514e-08
12.25,YY,ZZ,"YY,ZZ",False,-7.235751819543654e-09,-9.507083141568895e-09,1.1947415379684963e-08
12.25,YZ,YZ,"YZ,YZ",True,7.976887396845059e-08,-1.6638084409516281e-18,7.976887396845059e-08
12.25,YZ,ZI,"YZ,ZI",False,-2.3194896371621988e-10,-1.5578178390771867e-08,1.557990507982897e-08
12.25,YZ,ZX,"YZ,ZX",False,-1.9567816033225137e-09,1.6166067469056133e-08,1.628406373290084e-08
12.25,YZ,ZY,"YZ,ZY",False,-7.235751535699525e-09,1.981728480619766e-09,7.50222287440713e-09
12.25,YZ,ZZ,"YZ,ZZ",False,-1.2176578728493212e-08,2.074672095766792e-08,2.4056090705402047e-08
12.25,ZI,ZI,"ZI,ZI",True,0.00013237031725878146,-4.5383523765014985e-18,0.00013237031725878146
12.25,ZI,ZX,"ZI,ZX",False,-6.953120896363147e-09,1.7452010012028069e-07,1.7465855614939748e-07
12.25,ZI,ZY,"ZI,ZY",False,7.419559472685424e-09,1.5033343356833477e-08,1.6764583957055576e-08
12.25,ZI,ZZ,"ZI,ZZ",False,-1.578196444362856e-08,1.7372995569276083e-09,1.5877298619426952e-08
12.25,ZX,ZX,"ZX,ZX",True,0.00011320021991603654,6.609501401328071e-18,0.00011320021991603654
12.25,ZX,ZY,"ZX,ZY",False,-3.2311566113719256e-09,-1.5652034562050384e-08,1.5982069921597525e-08
12.25,ZX,ZZ,"ZX,ZZ",False,1.6400655669609623e-08,2.4511033169149516e-09,1.658280476467385e-08
12.25,ZY,ZY,"ZY,ZY",True,1.840677686681426e-08,-7.247451294329139e-18,1.840677686681426e-08
12.25,ZY,ZZ,"ZY,ZZ",False,-1.0194345647473946e-08,-9.90606513060406e-09,1.4214598466081996e-08
12.25,ZZ,ZZ,"ZZ,ZZ",True,8.295387851631197e-08,-6.8833883125595115e-18,8.295387851631197e-08
12.5,II,II,"II,II",True,0.9321448426687731,-2.4607591426572144e-18,0.9321448426687731
12.5,II,IX,"II,IX",False,1.4769003178641918e-08,1.6347639181839147e-07,1.6414217659349771e-07
12.5,II,IY,"II,IY",False,-2.3878656434906282e-08,-1.8042099104115727e-08,2.992837404903622e-08
12.5,II,IZ,"II,IZ",False,2.414985966758821e-08,-2.1179672772794284e-12,2.4149859760462153e-08
12.5,II,XI,"II,XI",False,2.869298038839153e-08,1.6326798208049157e-07,1.6577008504613955e-07
12.5,II,XX,"II,XX",False,-0.005239091892703258,0.16756325923101764,0.16764514287023471
12.5,II,XY,"II,XY",False,1.0974210915004614e-09,-1.669745931212781e-08,1.673348381336755e-08
12.5,II,XZ,"II,XZ",False,1.7656807005599323e-08,-3.968356685679816e-09,1.8097256378185092e-08
12.5,II,YI,"II,YI",False,-7.651697680030544e-09,-3.4526693694083745e-09,8.394605598897165e-09
12.5,II,YX,"II,YX",False,5.588538368184183e-09,8.389304970331248e-09,1.0080287643608754e-08
12.5,II,YY,"II,YY",False,1.5759477783091479e-09,-9.937243458657543e-10,1.8630886923396483e-09
12.5,II,YZ,"II,YZ",False,2.1566813940660897e-09,1.1827345625987151e-08,1.2022369949060304e-08
12.5,II,ZI,"II,ZI",False,5.0962419007039025e-09,-2.478524021564998e-09,5.666988868523112e-09
12.5,II,ZX,"II,ZX",False,-6.813361353524913e-09,3.563849647789014e-10,6.822675661119126e-09
12.5,II,ZY,"II,ZY",False,-1.1629572274214559e-09,4.352367109178452e-09,4.505060373165957e-09
12.5,II,ZZ,"II,ZZ",False,-1.4603765030596353e-08,1.3043980635513506e-18,1.4603765030596353e-08
12.5,IX,IX,"IX,IX",True,0.005264112349974382,-7.303108832661919e-18,0.005264112349974382
12.5,IX,IY,"IX,IY",False,8.040776875880691e-09,9.21299364467325e-09,1.2228382749345367e-08
12.5,IX,IZ,"IX,IZ",False,-1.5320754217107772e-08,-1.5835761586175586e-08,2.2033993164998936e-08
12.5,IX,XI,"IX,XI",False,0.005239091892703035,-1.9067282625819485e-08,0.005239091892737732
12.5,IX,XX,"IX,XX",False,-2.869298027567313e-08,1.5602984419589224e-07,1.5864614523175335e-07
12.5,IX,XY,"IX,XY",False,-1.744388048091901e-09,-2.043339355221337e-09,2.6866569157453322e-09
12.5,IX,XZ,"IX,XZ",False,1.0839916581538436e-09,3.321389752762429e-09,3.493804202399211e-09
12.5,IX,YI,"IX,YI",False,-5.54251631693586e-09,1.2797287637141694e-08,1.3945969238143324e-08
12.5,IX,YX,"IX,YX",False,-5.0865199571448225e-09,8.440821608388866e-10,5.156079903248107e-09
12.5,IX,YY,"IX,YY",False,8.675450269011977e-09,2.1566815136016424e-09,8.939502923608844e-09
12.5,IX,YZ,"IX,YZ",False,-3.3196385579022556e-09,-1.5759475629865964e-09,3.674725959360066e-09
12.5,IX,ZI,"IX,ZI",False,-1.4373231292792987e-08,-3.1036307907006316e-10,1.4376581757739683e-08
12.5,IX,ZX,"IX,ZX",False,-2.48765496787054e-09,-1.0259693533160842e-08,1.0556975828027333e-08
12.5,IX,ZY,"IX,ZY",False,-2.5810748270470424e-18,5.899030844315133e-09,5.899030844315133e-09
12.5,IX,ZZ,"IX,ZZ",False,4.352367117790498e-09,-1.1629572288415066e-09,4.505060381852688e-09
12.5,IY,IY,"IY,IY",True,0.000113332391901489,-3.1744028933707433e-18,0.000113332391901489
12.5,IY,IZ,"IY,IZ",False,2.1250256814347766e-08,2.8743031504040013e-09,2.1443764438086798e-08
12.5,IY,XI,"IY,XI",False,-4.179630903208924e-09,-2.6604803764229173e-09,4.9545403742820054e-09
12.5,IY,XX,"IY,XX",False,4.8265979643246325e-09,-1.6080318196724422e-08,1.6789064334176854e-08
12.5,IY,XY,"IY,XY",False,-2.498119731422698e-08,1.5040030436510136e-07,1.524608532455708e-07
12.5,IY,XZ,"IY,XZ",False,7.095146116044362e-05,-6.193855277790682e-09,7.095146143079636e-05
12.5,IY,YI,"IY,YI",False,5.411450909771636e-13,-3.319638548590117e-09,3.3196385926970282e-09
12.5,IY,YX,"IY,YX",False,-7.53059407935501e-09,-3.5560632920243097e-09,8.327990953699428e-09
12.5,IY,YY,"IY,YY",False,1.0147511904737279e-08,-1.116337543731654e-08,1.508618404406055e-08
12.5,IY,YZ,"IY,YZ",False,1.122079892819676e-08,5.635770543715054e-09,1.2556601379689801e-08
12.5,IY,ZI,"IY,ZI",False,6.875701682353224e-09,-5.4533493057893025e-11,6.875917940652001e-09
12.5,IY,ZX,"IY,ZX",False,3.478064933977395e-18,-7.475519559927911e-09,7.475519559927911e-09
12.5,IY,ZY,"IY,ZY",False,9.122480411046312e-10,1.0352947473283679e-08,1.0393061044421424e-08
12.5,IY,ZZ,"IY,ZZ",False,-6.79854801852894e-09,1.0243357645722115e-08,1.2294170611245701e-08
