time,baseline_amplitude,optimized_amplitude,detuning
7.948229413582177,0.125,0.16286098953025277,0.5
7.979645340118076,0.125,0.1593958620934388,0.5
8.011061266653973,0.125,0.15593073465662494,0.5
8.042477193189871,0.125,0.15246560721981106,0.5
8.073893119725769,0.125,0.14900047978299719,0.5
8.105309046261667,0.125,0.1455353523461833,0.5
8.136724972797564,0.125,0.14207022490936946,0.5
8.168140899333462,0.125,0.1386050974725556,0.5
8.199556825869362,0.125,0.13513997003574152,0.5
8.23097275240526,0.125,0.13167484259892764,0.5
8.262388678941157,0.125,0.12820971516211377,0.5
8.293804605477055,0.125,0.12474458772529991,0.5
8.325220532012953,0.125,0.12127946028848605,0.5
8.35663645854885,0.125,0.11781433285167217,0.5
8.388052385084748,0.125,0.1143492054148583,0.5
8.419468311620646,0.125,0.11088407797804442,0.5
8.450884238156544,0.125,0.10741895054123056,0.5
8.482300164692441,0.125,0.10395382310441668,0.5
8.513716091228341,0.125,0.10048869566760261,0.5
8.545132017764239,0.125,0.09702356823078875,0.5
8.576547944300136,0.125,0.09355844079397488,0.5
8.607963870836034,0.125,0.09009331335716102,0.5
8.639379797371932,0.125,0.08662818592034714,0.5
8.67079572390783,0.125,0.08316305848353327,0.5
8.702211650443727,0.125,0.0796979310467194,0.5
8.733627576979625,0.125,0.07623280360990553,0.5
8.765043503515523,0.125,0.07276767617309166,0.5
8.79645943005142,0.125,0.0693025487362778,0.5
8.82787535658732,0.125,0.06583742129946372,0.5
8.859291283123218,0.125,0.06237229386264985,0.5
8.890707209659116,0.125,0.05890716642583599,0.5
8.922123136195014,0.125,0.05544203898902211,0.5
8.953539062730911,0.125,0.05197691155220825,0.5
8.984954989266809,0.125,0.04851178411539438,0.5
9.016370915802707,0.125,0.045046656678580516,0.5
9.047786842338605,0.125,0.04158152924176664,0.5
9.079202768874502,0.125,0.038116401804952765,0.5
9.1106186954104,0.125,0.03465127436813889,0.5
9.1420346219463,0.125,0.03118614693132482,0.5
9.173450548482197,0.125,0.027721019494510946,0.5
9.204866475018095,0.125,0.024255892057697098,0.5
9.236282401553993,0.125,0.020790764620883223,0.5
9.26769832808989,0.125,0.017325637184069348,0.5
9.299114254625788,0.125,0.013860509747255473,0.5
9.330530181161686,0.125,0.010395382310441598,0.5
9.361946107697584,0.125,0.00693025487362775,0.5
9.393362034233482,0.125,0.003465127436813875,0.5
9.42477796076938,0.125,0.0,0.5
9.456193887305279,0.125,0.003275941669635341,0.5
9.487609813841177,0.125,0.006551883339270498,0.5
9.519025740377074,0.125,0.009827825008905654,0.5
9.550441666912972,0.125,0.01310376667854081,0.5
9.58185759344887,0.125,0.016379708348175967,0.5
9.613273519984768,0.125,0.01965565001781112,0.5
9.644689446520665,0.125,0.022931591687446278,0.5
9.676105373056563,0.125,0.026207533357081435,0.5
9.707521299592461,0.125,0.02948347502671659,0.5
9.738937226128359,0.125,0.03275941669635175,0.5
9.770353152664258,0.125,0.03603535836598709,0.5
9.801769079200156,0.125,0.03931130003562224,0.5
9.833185005736054,0.125,0.0425872417052574,0.5
9.864600932271951,0.125,0.045863183374892556,0.5
9.89601685880785,0.125,0.049139125044527714,0.5
9.927432785343747,0.125,0.05241506671416287,0.5
9.958848711879645,0.125,0.05569100838379803,0.5
9.990264638415542,0.125,0.05896695005343318,0.5
10.02168056495144,0.125,0.062242891723068336,0.5
10.053096491487338,0.125,0.0655188333927035,0.5
10.084512418023238,0.125,0.06879477506233883,0.5
10.115928344559135,0.125,0.07207071673197399,0.5
10.147344271095033,0.125,0.07534665840160915,0.5
10.17876019763093,0.125,0.0786226000712443,0.5
10.210176124166829,0.125,0.08189854174087946,0.5
10.241592050702726,0.125,0.08517448341051462,0.5
10.273007977238624,0.125,0.08845042508014977,0.5
10.304423903774522,0.125,0.09172636674978493,0.5
10.33583983031042,0.125,0.09500230841942009,0.5
10.367255756846319,0.125,0.09827825008905543,0.5
10.398671683382217,0.125,0.10155419175869058,0.5
10.430087609918115,0.125,0.10483013342832574,0.5
10.461503536454012,0.125,0.1081060750979609,0.5
10.49291946298991,0.125,0.11138201676759606,0.5
10.524335389525808,0.125,0.1146579584372312,0.5
10.555751316061706,0.125,0.11793390010686636,0.5
10.587167242597603,0.125,0.12120984177650151,0.5
10.618583169133501,0.125,0.12448578344613667,0.5
10.649999095669399,0.125,0.12776172511577183,0.5
10.681415022205298,0.125,0.13103766678540718,0.5
10.712830948741196,0.125,0.13431360845504234,0.5
10.744246875277094,0.125,0.1375895501246775,0.5
10.775662801812992,0.125,0.14086549179431265,0.5
10.80707872834889,0.125,0.1441414334639478,0.5
10.838494654884787,0.125,0.14741737513358297,0.5
10.869910581420685,0.125,0.1506933168032181,0.5
10.901326507956583,0.125,0.15396925847285325,0.5
10.93274243449248,0.125,0.1572452001424884,0.5
10.964158361028378,0.125,0.16052114181212357,0.5
10.995574287564278,0.125,0.16379708348175875,0.5
11.026990214100175,0.125,0.1641964386991567,0.5
11.058406140636073,0.125,0.16459579391655463,0.5
11.089822067171971,0.125,0.16499514913395258,0.5
11.121237993707869,0.125,0.16539450435135053,0.5
11.152653920243766,0.125,0.16579385956874845,0.5
11.184069846779664,0.125,0.1661932147861464,0.5
11.215485773315562,0.125,0.16659257000354435,0.5
11.24690169985146,0.125,0.16699192522094228,0.5
11.278317626387357,0.125,0.16739128043834023,0.5
11.309733552923257,0.125,0.1677906356557382,0.5
11.341149479459155,0.125,0.16818999087313613,0.5
