noise_source,noise_title,nbar,sector,mode,slope_per_rate_s,through_origin_relative_fit_residual,centered_R2_for_origin_fit,max_abs_coefficient_per_gate,max_abs_deviation_normalized_to_max_response,resolved_above_1e-7_per_gate
motional_heating,Motional heating/diffusion,0.01,C,"IX,ZI",2.961701441515007e-11,0.8874200509946085,0.13761123095640304,2.144099613610032e-09,0.8618673580875109,False
motional_heating,Motional heating/diffusion,0.01,C,"IX,ZX",-9.95042755016464e-11,0.3496880490559905,0.23420898761777387,3.2772343771997094e-09,0.39275459702293514,False
motional_heating,Motional heating/diffusion,0.01,C,"IX,ZY",3.7157422988249947e-13,0.9988519515011914,-0.3878556663946642,2.3836887329757294e-10,0.9844117973650597,False
motional_heating,Motional heating/diffusion,0.01,C,"IX,ZZ",-1.6394896700298593e-10,0.2857017238250359,0.38503454404898096,5.702081496643349e-09,0.3056928018913245,False
motional_heating,Motional heating/diffusion,0.01,C,"IY,IZ",5.177587048892354e-11,0.7858745768847578,-1.4787497271903223,2.6555214705349684e-09,0.8050256001941003,False
motional_heating,Motional heating/diffusion,0.01,C,"IY,XI",3.23842315038783e-11,0.5524987467718007,-126.78035564321185,9.468696389280952e-10,0.7734527595358301,False
motional_heating,Motional heating/diffusion,0.01,C,"IY,XX",9.292658523116284e-11,0.7306205347492183,0.1129960673428696,4.987951765298121e-09,0.6631543359508804,False
motional_heating,Motional heating/diffusion,0.01,C,"IY,XY",5.1726267522764656e-11,0.7815968412104466,-3.524287654856143,2.684172964503745e-09,0.8072916007768228,False
motional_heating,Motional heating/diffusion,0.01,C,"IY,XZ",3.600604512052986e-11,0.9122692280718164,0.1671541521439741,3.269796262011593e-09,0.8474901107798131,False
motional_heating,Motional heating/diffusion,0.01,C,"IY,YI",3.1884894375853647e-11,0.8637120982818228,0.25078001565924857,2.4026042792668152e-09,0.5486870514992704,False
